outcome,spec,control_rule,g_cohort,t_year,event_time,n_treated,n_control,att,se
motor_vehicle_theft_rate,ra,strict,2018,2023,5,2,32,-45.91634880648558,62.839712830674216
motor_vehicle_theft_rate,ra,strict,2019,1999,-20,1,32,18.852874643627104,
motor_vehicle_theft_rate,ra,strict,2019,2000,-19,1,32,33.43511215040144,
motor_vehicle_theft_rate,ra,strict,2019,2001,-18,1,32,77.00676383943639,
motor_vehicle_theft_rate,ra,strict,2019,2002,-17,1,32,111.74669041994997,
motor_vehicle_theft_rate,ra,strict,2019,2003,-16,1,32,97.15764070783086,
motor_vehicle_theft_rate,ra,strict,2019,2004,-15,1,32,151.1459891311876,
motor_vehicle_theft_rate,ra,strict,2019,2005,-14,1,32,235.87547492501696,
motor_vehicle_theft_rate,ra,strict,2019,2006,-13,1,32,199.93166353367138,
motor_vehicle_theft_rate,ra,strict,2019,2007,-12,1,32,104.98921928422016,
motor_vehicle_theft_rate,ra,strict,2019,2008,-11,1,32,36.131381648946615,
motor_vehicle_theft_rate,ra,strict,2019,2009,-10,1,32,-1.8227301761128842,
motor_vehicle_theft_rate,ra,strict,2019,2010,-9,1,32,42.145981184529376,
motor_vehicle_theft_rate,ra,strict,2019,2011,-8,1,32,41.31315811010228,
motor_vehicle_theft_rate,ra,strict,2019,2012,-7,1,32,66.23241423530368,
motor_vehicle_theft_rate,ra,strict,2019,2013,-6,1,32,102.05027630405976,
motor_vehicle_theft_rate,ra,strict,2019,2014,-5,1,32,131.17549971407152,
motor_vehicle_theft_rate,ra,strict,2019,2015,-4,1,32,75.36998633736277,
motor_vehicle_theft_rate,ra,strict,2019,2016,-3,1,32,108.26740952294801,
motor_vehicle_theft_rate,ra,strict,2019,2017,-2,1,32,17.094193289786944,
motor_vehicle_theft_rate,ra,strict,2019,2019,0,1,32,-2.863676175888372,
motor_vehicle_theft_rate,ra,strict,2019,2020,1,1,32,31.952311814067457,
motor_vehicle_theft_rate,ra,strict,2019,2021,2,1,32,114.68980971715553,
motor_vehicle_theft_rate,ra,strict,2019,2022,3,1,32,241.49352209013395,
motor_vehicle_theft_rate,ra,strict,2019,2023,4,1,32,222.16447528777366,
motor_vehicle_theft_rate,ra,strict,2023,1999,-24,1,32,-480.6571047679201,
motor_vehicle_theft_rate,ra,strict,2023,2000,-23,1,32,-481.0465341877842,
motor_vehicle_theft_rate,ra,strict,2023,2001,-22,1,32,-407.3302374285416,
motor_vehicle_theft_rate,ra,strict,2023,2002,-21,1,32,-348.760275377943,
motor_vehicle_theft_rate,ra,strict,2023,2003,-20,1,32,-373.48429918840174,
motor_vehicle_theft_rate,ra,strict,2023,2004,-19,1,32,-336.9814134271703,
motor_vehicle_theft_rate,ra,strict,2023,2005,-18,1,32,-305.69796069442685,
motor_vehicle_theft_rate,ra,strict,2023,2006,-17,1,32,-397.2145769986065,
motor_vehicle_theft_rate,ra,strict,2023,2007,-16,1,32,-466.0136149570436,
motor_vehicle_theft_rate,ra,strict,2023,2008,-15,1,32,-493.62427387951516,
motor_vehicle_theft_rate,ra,strict,2023,2009,-14,1,32,-481.2002617089564,
motor_vehicle_theft_rate,ra,strict,2023,2010,-13,1,32,-495.0795098995926,
motor_vehicle_theft_rate,ra,strict,2023,2011,-12,1,32,-499.6419194368834,
motor_vehicle_theft_rate,ra,strict,2023,2012,-11,1,32,-485.4130918481751,
motor_vehicle_theft_rate,ra,strict,2023,2013,-10,1,32,-466.16799449775067,
motor_vehicle_theft_rate,ra,strict,2023,2014,-9,1,32,-465.56120596367396,
motor_vehicle_theft_rate,ra,strict,2023,2015,-8,1,32,-402.5672939089099,
motor_vehicle_theft_rate,ra,strict,2023,2016,-7,1,32,-352.0395436909441,
motor_vehicle_theft_rate,ra,strict,2023,2017,-6,1,32,-332.43150355411717,
motor_vehicle_theft_rate,ra,strict,2023,2018,-5,1,32,-332.86700700132366,
motor_vehicle_theft_rate,ra,strict,2023,2019,-4,1,32,-331.17636233655037,
motor_vehicle_theft_rate,ra,strict,2023,2020,-3,1,32,-212.7417490196027,
motor_vehicle_theft_rate,ra,strict,2023,2021,-2,1,32,-42.33373024811408,
motor_vehicle_theft_rate,ra,strict,2023,2023,0,1,32,-155.06306285457094,
