outcome,year,event_time,y_treated,y_synthetic,effect
firearm_suicide_rate,2009,-12,6.387622909284215,6.2727968555483375,0.11482605373587784
firearm_suicide_rate,2010,-11,6.768590289156801,6.457723173504615,0.3108671156521865
firearm_suicide_rate,2011,-10,6.558990937414178,6.739082516565013,-0.18009157915083485
firearm_suicide_rate,2012,-9,6.692453334048627,6.785909895144435,-0.0934565610958078
firearm_suicide_rate,2013,-8,6.730138425713999,6.9163541387848575,-0.18621571307085816
firearm_suicide_rate,2014,-7,6.636505498877136,7.097765750071067,-0.46126025119393166
firearm_suicide_rate,2015,-6,7.259061941349838,7.105871842514008,0.15319009883582968
firearm_suicide_rate,2016,-5,7.235506698657943,7.231261100387672,0.004245598270270712
firearm_suicide_rate,2017,-4,7.62420350391152,7.5034904295558675,0.1207130743556526
firearm_suicide_rate,2018,-3,7.884510560209631,7.901024188583177,-0.016513628373545863
firearm_suicide_rate,2019,-2,7.714888883700412,7.627909949999304,0.08697893370110776
firearm_suicide_rate,2020,-1,7.789308171495157,7.731517085619611,0.05779108587554571
firearm_suicide_rate,2021,0,8.549103796569746,8.00151208603548,0.5475917105342667
firearm_suicide_rate,2022,1,8.780118729520805,8.344942125149675,0.43517660437112937
firearm_suicide_rate,2023,2,8.777042615031492,8.348944864699787,0.4280977503317054
firearm_homicide_rate,2009,-12,4.047243069,3.7522372855151724,0.29500578348482787
firearm_homicide_rate,2010,-11,3.630859538,3.534930664888506,0.095928873111494
firearm_homicide_rate,2011,-10,3.162648837,3.33151190099471,-0.16886306399470996
firearm_homicide_rate,2012,-9,3.430649817,3.5717215638329387,-0.14107174683293877
firearm_homicide_rate,2013,-8,3.448250699,3.467453186091965,-0.019202487091964926
firearm_homicide_rate,2014,-7,3.579780775,3.33566129987551,0.24411947512448995
firearm_homicide_rate,2015,-6,4.040902084,3.7929664546302666,0.24793562936973323
firearm_homicide_rate,2016,-5,4.385808128,4.623734286720901,-0.23792615872090117
firearm_homicide_rate,2017,-4,4.430375901,4.443648043217757,-0.013272142217757299
firearm_homicide_rate,2018,-3,3.989290584,4.205395131252248,-0.21610454725224848
firearm_homicide_rate,2019,-2,4.479946652,4.411612767969251,0.06833388403074903
firearm_homicide_rate,2020,-1,5.905841876,5.907377275187642,-0.0015353991876416728
firearm_homicide_rate,2021,0,6.56739,6.741336298579376,-0.17394629857937627
firearm_homicide_rate,2022,1,6.06373,6.593548770285573,-0.5298187702855737
firearm_homicide_rate,2023,2,5.55196,5.904236305172274,-0.35227630517227393
homicide_rate,2009,-12,5.366733082342392,5.056338331568125,0.31039475077426726
homicide_rate,2010,-11,4.945855749068267,4.727711036830815,0.2181447122374518
homicide_rate,2011,-10,4.408589993249786,4.4756494873203785,-0.06705949407059286
homicide_rate,2012,-9,4.405084173177212,4.6413370388117325,-0.23625286563452086
homicide_rate,2013,-8,4.300971902693755,4.399446404482447,-0.09847450178869188
homicide_rate,2014,-7,4.418238458704927,4.212640217035154,0.20559824166977325
homicide_rate,2015,-6,4.8013756214582335,4.718174277536962,0.08320134392127176
homicide_rate,2016,-5,5.2965680317645,5.295874572827097,0.0006934589374028022
homicide_rate,2017,-4,4.960682267877054,5.159364933515152,-0.19868266563809822
homicide_rate,2018,-3,4.635214228982936,4.877271851577428,-0.24205762259449148
homicide_rate,2019,-2,4.940180690558604,5.2272782192454486,-0.2870975286868447
homicide_rate,2020,-1,6.576805456561937,6.310108279763263,0.2666971767986741
homicide_rate,2021,0,7.06048784554102,7.241152129701948,-0.18066428416092872
homicide_rate,2022,1,6.909855391878379,7.195215601106623,-0.28536020922824434
homicide_rate,2023,2,6.141000895277873,6.335105994965935,-0.19410509968806178
motor_vehicle_theft_rate,2009,-12,308.9664551743418,296.7655596664678,12.200895507873952
motor_vehicle_theft_rate,2010,-11,269.36104533136165,269.34445698213057,0.01658834923108543
motor_vehicle_theft_rate,2011,-10,249.393545777433,249.4051107012574,-0.01156492382440888
motor_vehicle_theft_rate,2012,-9,249.53957661155093,256.14669501872623,-6.607118407175307
motor_vehicle_theft_rate,2013,-8,248.2000338267667,249.42924767069346,-1.2292138439267433
motor_vehicle_theft_rate,2014,-7,253.57426966184687,235.37850401643226,18.19576564541461
motor_vehicle_theft_rate,2015,-6,246.1352116227268,236.19874549478433,9.93646612794248
motor_vehicle_theft_rate,2016,-5,247.23290156389237,265.2322363410754,-17.999334777183037
motor_vehicle_theft_rate,2017,-4,239.80044004958987,266.987803177759,-27.187363128169153
motor_vehicle_theft_rate,2018,-3,244.5381143501412,249.11056638805127,-4.572452037910068
motor_vehicle_theft_rate,2019,-2,270.2955007718342,246.79103267445967,23.50446809737454
motor_vehicle_theft_rate,2020,-1,287.0361764149217,277.3060811218309,9.730095293090812
motor_vehicle_theft_rate,2021,0,302.47441173652686,341.61148716623296,-39.1370754297061
motor_vehicle_theft_rate,2022,1,332.1092954638181,400.1038266839793,-67.9945312201612
motor_vehicle_theft_rate,2023,2,407.4018749741685,412.2767199785093,-4.874845004340784
