outcome,actual_post_effect,n_placebo,placebo_mean,placebo_sd,p_value_two_sided,pre_rmse
firearm_suicide_rate,-0.30877946306132525,38,0.030686410301315366,0.9152973514918631,0.6578947368421053,0.37822764165922995
firearm_homicide_rate,-1.1902517812035973,37,0.05683008601583976,0.8863948326185185,0.1891891891891892,0.2714591559440883
homicide_rate,-0.5807620689633587,38,0.10774677972021958,1.1620648884998106,0.34210526315789475,0.23990837270857263
motor_vehicle_theft_rate,-0.7337213709151084,38,-13.969267306338347,83.44463291620983,1.0,1.694870909021362
