outcome,actual_post_effect,n_placebo,placebo_mean,placebo_sd,p_value_two_sided,pre_rmse
firearm_suicide_rate,-0.3724786384014305,30,0.03265261293811284,1.0305113429596868,0.6,0.5133243746130874
firearm_homicide_rate,-0.3239490957475017,29,-0.025363939498305236,0.7997297119610762,0.6896551724137931,0.30840354102041234
homicide_rate,0.6632579484718679,30,0.14925607281705033,1.139000020224408,0.3,0.5123639029809859
motor_vehicle_theft_rate,-84.04146733614162,30,-0.47468293728996697,77.41623131177721,0.23333333333333334,74.17935020039138
