outcome,actual_post_effect,n_placebo,placebo_mean,placebo_sd,p_value_two_sided,pre_rmse
firearm_suicide_rate,-0.5440618582734169,30,-0.04168270369537878,0.7231105650411631,0.43333333333333335,0.9125388337046614
homicide_rate,-0.1301028804544905,30,0.07586353648370708,1.4074076719520836,0.9,0.40400539031892346
motor_vehicle_theft_rate,-157.29550438989247,30,-0.8962122877981732,86.31733696624364,0.1,143.72688704813456
