outcome,spec,control_rule,event_time,att,se,n_cohorts,total_treated_counties,total_treated_states
county_violent_crime_rate,or,strict,0,-33.75115457924687,3.67838113562496,7,317,8
county_violent_crime_rate,or,strict,1,-6.8984103526513865,5.818679601462832,7,317,8
county_violent_crime_rate,or,strict,2,-8.641995447976518,4.810549823839378,7,317,8
county_violent_crime_rate,or,strict,3,-6.626918953466383,5.799942994262256,7,317,8
county_violent_crime_rate,or,strict,4,3.3257626468531054,5.031376182286897,6,293,7
county_violent_crime_rate,or,strict,5,-19.230855349522486,5.552389509294625,5,160,6
county_violent_crime_rate,ra,broad,-5,-22.695929194246787,2.9573177264907073,7,266,8
county_violent_crime_rate,ra,broad,-4,-24.113551254659125,3.120010863949383,7,266,8
county_violent_crime_rate,ra,broad,-3,-30.292064461086586,2.8610724208016833,7,266,8
county_violent_crime_rate,ra,broad,-2,-14.981134519120502,2.9369071599071948,7,266,8
county_violent_crime_rate,ra,broad,0,-36.5578779480614,2.848246713732286,7,266,8
county_violent_crime_rate,ra,broad,1,-25.863274410457237,4.128108736325753,7,266,8
county_violent_crime_rate,ra,broad,2,-20.688081551390955,3.3122818523712945,7,266,8
county_violent_crime_rate,ra,broad,3,-18.928775136403843,3.398423086259214,7,266,8
county_violent_crime_rate,ra,broad,4,-12.697304499656752,3.3025523098371057,6,242,7
county_violent_crime_rate,ra,broad,5,-21.13956533083422,4.033804315361738,5,160,6
county_violent_crime_rate,ra,strict,-5,-23.770342021975996,3.0539502773516842,7,266,8
county_violent_crime_rate,ra,strict,-4,-25.09451457956683,3.291810570513194,7,266,8
county_violent_crime_rate,ra,strict,-3,-30.706002523178014,2.963984266304559,7,266,8
county_violent_crime_rate,ra,strict,-2,-15.032209275684187,3.0337448467150403,7,266,8
county_violent_crime_rate,ra,strict,0,-37.89582639198544,2.8848049225847068,7,266,8
county_violent_crime_rate,ra,strict,1,-27.996132547792534,4.194498418782399,7,266,8
county_violent_crime_rate,ra,strict,2,-22.12627626658163,3.2783206208012365,7,266,8
county_violent_crime_rate,ra,strict,3,-19.993543168679608,3.538357549705599,7,266,8
county_violent_crime_rate,ra,strict,4,-11.16597965551461,3.3238722003773145,6,242,7
county_violent_crime_rate,ra,strict,5,-18.13622813429142,4.303438056120654,5,160,6
state_firearm_homicide_rate,or,broad,-5,-0.043101887038506884,0.07692917351180806,7,317,8
state_firearm_homicide_rate,or,broad,-4,0.17233876475245039,0.06400592382875232,7,317,8
state_firearm_homicide_rate,or,broad,-3,-0.010163165670568068,0.061429222400985896,7,317,8
state_firearm_homicide_rate,or,broad,-2,-0.030132916285439806,0.05307634531016372,7,317,8
state_firearm_homicide_rate,or,broad,0,-0.08538736247272553,0.08383905212331494,7,317,8
state_firearm_homicide_rate,or,broad,1,-0.3833348082262956,0.11806978388908312,7,317,8
state_firearm_homicide_rate,or,broad,2,0.031323460438454444,0.09603215241267195,7,317,8
state_firearm_homicide_rate,or,broad,3,-0.0649304777968768,0.10435587294486656,6,279,7
state_firearm_homicide_rate,or,broad,4,-0.19700741449342885,0.14054031901447211,5,160,6
state_firearm_homicide_rate,or,broad,5,-1.2126683041284023,0.213952626695648,4,127,5
state_firearm_homicide_rate,or,strict,-5,-0.021090754770431874,0.07812932713774072,7,317,8
state_firearm_homicide_rate,or,strict,-4,0.18804441309451567,0.06621821658751702,7,317,8
state_firearm_homicide_rate,or,strict,-3,3.3493925825790055e-05,0.06224078415145812,7,317,8
state_firearm_homicide_rate,or,strict,-2,-0.023895917174976182,0.05384313860933401,7,317,8
state_firearm_homicide_rate,or,strict,0,-0.09373902669157101,0.08706054077928584,7,317,8
state_firearm_homicide_rate,or,strict,1,-0.39608676819093036,0.12310465386819616,7,317,8
state_firearm_homicide_rate,or,strict,2,0.015049691512713154,0.09967491043790691,7,317,8
