year	state	division	total_population	fss	homicide_rate	firearm_homicide_rate	nonfirearm_homicide_rate	firearm_suicides	total_suicides	firearm_homicides	nonfirearm_homicides	total_homicides	nextyearfss
1970	"Pennsylvania"	"Middle Atlantic"	11793909	0.410575428	5.596108975	2.882844017	2.713264957	528	1286	340	320	660	0.405750799
1970	"Rhode Island"	"New England"	946725	0.277777778	3.591327999	1.478782117	2.112545882	20	72	14	20	34	0.234567901
1970	"South Carolina"	"South Atlantic"	2590516	0.784452297	15.09351805	12.50716074	2.586357313	222	283	324	67	391	0.836956522
1970	"South Dakota"	"West North Central"	665507	0.483333333	2.554443454	0.901568278	1.652875176	29	60	6	11	17	0.512195122
1970	"Tennessee"	"East South Central"	3923687	0.745967742	11.08651123	8.333998099	2.752513134	370	496	327	108	435	0.743326489
1970	"Texas"	"West South Central"	11196730	0.675465839	12.45006355	9.342013249	3.108050297	870	1288	1046	348	1394	0.678543765
1970	"Utah"	"Mountain"	1059273	0.54248366	3.776174792	1.982491766	1.793683026	83	153	21	19	40	0.637795276
1970	"Vermont"	"New England"	444330	0.517857143	1.125289762	0.90023181	0.225057952	29	56	4	1	5	0.545454545
1970	"Virginia"	"South Atlantic"	4648494	0.62745098	9.207283047	6.518240101	2.689042946	352	561	303	125	428	0.623960067
1970	"Washington"	"Pacific"	3409169	0.489236791	4.693225827	2.317280252	2.375945575	250	511	79	81	160	0.534303534
1970	"West Virginia"	"South Atlantic"	1744237	0.634020619	5.446507556	3.841221118	1.605286438	123	194	67	28	95	0.714285714
1970	"Wisconsin"	"East North Central"	4417731	0.426530612	2.489966003	1.471343547	1.018622456	209	490	65	45	110	0.393822394
1970	"Wyoming"	"Mountain"	332416	0.646153846	4.211590296	2.406623027	1.80496727	42	65	8	6	14	0.803030303
1971	"Alabama"	"East South Central"	3489137.3	0.781976744	14.55947291	10.28907633	4.270396582	269	344	359	149	508	0.794117647
1971	"Alaska"	"Pacific"	310528.9	0.70212766	9.016874114	4.830468275	4.186405839	33	47	15	13	28	0.703703704
1971	"Arizona"	"Mountain"	1865631.5	0.668621701	8.522583372	5.038508409	3.484074963	228	341	94	65	159	0.630952381
1971	"Arkansas"	"West South Central"	1959559.5	0.833333333	10.25740734	7.858909107	2.398498234	160	192	154	47	201	0.752293578
1971	"California"	"Pacific"	20324610.8	0.374501992	8.41344524	4.585573663	3.827871577	1410	3765	932	778	1710	0.403855911
1971	"Colorado"	"Mountain"	2275529.5	0.541666667	5.09771462	3.867231781	1.230482839	208	384	88	28	116	0.558685446
1971	"Connecticut"	"New England"	3039295.7	0.327868852	3.553454835	1.875434496	1.678020339	100	305	57	51	108	0.326797386
1971	"Delaware"	"South Atlantic"	552727.4	0.436363636	6.874998417	4.161183252	2.713815165	24	55	23	15	38	0.65625
1971	"District of Columbia"	"South Atlantic"	744692.3	0.390243902	35.31659989	21.88823491	13.42836498	32	82	163	100	263	0.422222222
1971	"Florida"	"South Atlantic"	7085131.1	0.573558648	13.26722098	9.682248505	3.584972478	577	1006	686	254	940	0.572390572
1971	"Georgia"	"South Atlantic"	4676928	0.777142857	19.02958523	14.79603706	4.233548175	408	525	692	198	890	0.786666667
1971	"Hawaii"	"Pacific"	788174	0.195876289	4.31376828	1.903133065	2.410635215	19	97	15	19	34	0.19047619
1971	"Idaho"	"Mountain"	735703.8	0.737704918	3.805879486	2.310712545	1.495166941	90	122	17	11	28	0.755555556
1971	"Illinois"	"East North Central"	11145230.2	0.436363636	10.3631776	6.666528969	3.696648634	432	990	743	412	1155	0.427221172
1971	"Indiana"	"East North Central"	5223324.5	0.517766497	6.10722156	3.92470351	2.18251805	306	591	205	114	319	0.554216867
1971	"Iowa"	"West North Central"	2833319.2	0.472222222	1.976480447	1.094123105	0.882357343	170	360	31	25	56	0.535714286
1971	"Kansas"	"West North Central"	2258288.1	0.602564103	4.295288985	2.878286433	1.417002552	141	234	65	32	97	0.562913907
1971	"Kentucky"	"East South Central"	3262913.1	0.727272727	10.78790606	8.519993989	2.267912069	288	396	278	74	352	0.729357798
1971	"Louisiana"	"West South Central"	3697765.4	0.731117825	14.95497794	10.51986694	4.435111	242	331	389	164	553	0.777777778
1971	"Maine"	"New England"	1005309.2	0.537313433	2.287853329	1.193662606	1.094190723	72	134	12	11	23	0.686567164
1971	"Maryland"	"South Atlantic"	3951856.6	0.51981352	11.99436235	7.996241564	3.998120782	223	429	316	158	474	0.542510121
1971	"Massachusetts"	"New England"	5693956.7	0.252118644	3.916433014	1.966997747	1.949435267	119	472	112	111	223	0.309012876
1971	"Michigan"	"East North Central"	8913782.5	0.445883441	12.08241283	9.0421771	3.040235725	482	1081	806	271	1077	0.505681818
1971	"Minnesota"	"West North Central"	3832070.9	0.486682809	2.452981755	1.461350833	0.991630922	201	413	56	38	94	0.456521739
1971	"Mississippi"	"East South Central"	2247284.6	0.808823529	14.32840326	10.59055893	3.73784433	165	204	238	84	322	0.843137255
1971	"Missouri"	"West North Central"	4700519.5	0.635416667	9.467038696	6.999226362	2.467812334	305	480	329	116	445	0.608208955
1971	"Montana"	"Mountain"	703637.1	0.663793103	5.684748573	3.837205287	1.847543286	77	116	27	13	40	0.788461538
1971	"Nebraska"	"West North Central"	1492126.2	0.627329193	2.613719939	1.541424579	1.072295359	101	161	23	16	39	0.591549296
1971	"Nevada"	"Mountain"	519913.5	0.591304348	10.77102249	6.731889055	4.039133433	68	115	35	21	56	0.698630137
1971	"New Hampshire"	"New England"	755973.9	0.43956044	2.116475185	1.058237593	1.058237593	40	91	8	8	16	0.595238095
1971	"New Jersey"	"Middle Atlantic"	7187829.9	0.328493648	6.566655118	3.464188823	3.102466295	181	551	249	223	472	0.332142857
1971	"New Mexico"	"Mountain"	1044689.4	0.678082192	10.62516763	6.604833934	4.020333699	99	146	69	42	111	0.722222222
1971	"New York"	"Middle Atlantic"	18169077.5	0.258109041	10.34174685	5.234167778	5.107579072	374	1449	951	928	1879	0.270503597
1971	"North Carolina"	"South Atlantic"	5162029.7	0.695723684	13.03750732	9.569879073	3.467628247	423	608	494	179	673	0.746130031
1971	"North Dakota"	"West North Central"	621256.6	0.553846154	1.609640847	1.126748593	0.482892254	36	65	7	3	10	0.466666667
1971	"Ohio"	"East North Central"	10666578.3	0.478959449	7.921940628	5.550045979	2.37189465	626	1307	592	253	845	0.520995334
1971	"Oklahoma"	"West South Central"	2605835.1	0.70411985	6.754072811	4.528298817	2.225773995	188	267	118	58	176	0.640243902
1971	"Oregon"	"Pacific"	2145557	0.603773585	3.682027557	2.330397188	1.351630369	192	318	50	29	79	0.554140127
1971	"Pennsylvania"	"Middle Atlantic"	11800907.6	0.405750799	6.346969448	3.575996138	2.770973311	508	1252	422	327	749	0.439393939
1971	"Rhode Island"	"New England"	946767.9	0.234567901	3.485542761	1.584337619	1.901205142	19	81	15	18	33	0.193548387
1971	"South Carolina"	"South Atlantic"	2643646.4	0.836956522	17.58934175	13.6175549	3.971786847	231	276	360	105	465	0.791366906
1971	"South Dakota"	"West North Central"	668033.1	0.512195122	1.946011358	0.748465907	1.197545451	42	82	5	8	13	0.552631579
1971	"Tennessee"	"East South Central"	3990430.3	0.743326489	12.12901777	9.322302911	2.806714855	362	487	372	112	484	0.75
1971	"Texas"	"West South Central"	11499976.1	0.678543765	13.42611486	10.06089047	3.365224385	876	1291	1157	387	1544	0.744055944
1971	"Utah"	"Mountain"	1099449.4	0.637795276	3.001502388	1.546228503	1.455273885	81	127	17	16	33	0.647058824
1971	"Vermont"	"New England"	451042.6	0.545454545	2.217085482	0.665125644	1.551959837	42	77	3	7	10	0.515151515
1971	"Virginia"	"South Atlantic"	4718326.4	0.623960067	9.388922309	6.888035554	2.500886755	375	601	325	118	443	0.659763314
1971	"Washington"	"Pacific"	3481467.7	0.534303534	4.337251212	2.297881437	2.039369775	257	481	80	71	151	0.455598456
1971	"West Virginia"	"South Atlantic"	1764777.7	0.714285714	6.063086586	4.419820128	1.643266458	125	175	78	29	107	0.818181818
1971	"Wisconsin"	"East North Central"	4446534.6	0.393822394	3.036072181	1.934090426	1.101981755	204	518	86	49	135	0.398576512
1971	"Wyoming"	"Mountain"	346130.1	0.803030303	3.177995788	1.44454354	1.733452248	53	66	5	6	11	0.771428571
1972	"Alabama"	"East South Central"	3534109.6	0.794117647	13.69510442	10.80894605	2.886158369	270	340	382	102	484	0.791788856
1972	"Alaska"	"Pacific"	320675.8	0.703703704	9.978925756	6.860511457	3.118414299	38	54	22	10	32	0.821428571
1972	"Arizona"	"Mountain"	1960363	0.630952381	9.079951009	5.815249523	3.264701486	212	336	114	64	178	0.689969605
1972	"Arkansas"	"West South Central"	1995879	0.752293578	9.519615167	7.315072707	2.20454246	164	218	146	44	190	0.754716981
1972	"California"	"Pacific"	20696087.6	0.403855911	8.929223898	5.218377603	3.710846295	1592	3942	1080	768	1848	0.419266557
1972	"Colorado"	"Mountain"	2343800	0.558685446	7.594504651	5.034559263	2.559945388	238	426	118	60	178	0.566037736
1972	"Connecticut"	"New England"	3046882.4	0.326797386	3.282043311	1.837944254	1.444099057	100	306	56	44	100	0.338028169
1972	"Delaware"	"South Atlantic"	557350.8	0.65625	11.12405329	7.535649002	3.588404287	42	64	42	20	62	0.405063291
1972	"District of Columbia"	"South Atlantic"	732874.6	0.422222222	34.38514584	21.55894064	12.82620519	38	90	158	94	252	0.264367816
1972	"Florida"	"South Atlantic"	7380819.2	0.572390572	14.14477136	10.37825178	3.766519575	680	1188	766	278	1044	0.571317829
1972	"Georgia"	"South Atlantic"	4764281	0.786666667	21.03150507	15.86808167	5.1634234	472	600	756	246	1002	0.760697306
1972	"Hawaii"	"Pacific"	807787	0.19047619	7.67529064	4.951800413	2.723490227	16	84	40	22	62	0.284090909
1972	"Idaho"	"Mountain"	758840.6	0.755555556	3.426279511	2.372039662	1.05423985	68	90	18	8	26	0.701030928
1972	"Illinois"	"East North Central"	11176484.4	0.427221172	9.179988655	6.477886732	2.702101924	452	1058	724	302	1026	0.418287938
1972	"Indiana"	"East North Central"	5252980	0.554216867	6.396369299	4.759203347	1.637165952	276	498	250	86	336	0.537037037
1972	"Iowa"	"West North Central"	2842262.4	0.535714286	2.110994397	1.125863678	0.985130718	150	280	32	28	60	0.515923567
1972	"Kansas"	"West North Central"	2269998.2	0.562913907	3.78854926	2.819385496	0.969163764	170	302	64	22	86	0.602996255
1972	"Kentucky"	"East South Central"	3307120.2	0.729357798	9.434189903	7.982776072	1.451413831	318	436	264	48	312	0.742924528
1972	"Louisiana"	"West South Central"	3754224.8	0.777777778	15.28944138	11.56030933	3.729132043	308	396	434	140	574	0.751918159
1972	"Maine"	"New England"	1018570.4	0.686567164	3.730719055	1.178121807	2.552597248	92	134	12	26	38	0.52
1972	"Maryland"	"South Atlantic"	3981314.2	0.542510121	12.55866719	8.188251005	4.370416181	268	494	326	174	500	0.477434679
1972	"Massachusetts"	"New England"	5698743.4	0.309012876	4.351836582	2.351395573	2.00044101	144	466	134	114	248	0.30859375
1972	"Michigan"	"East North Central"	8952482	0.505681818	11.95199275	8.802028309	3.149964446	534	1056	788	282	1070	0.465051258
1972	"Minnesota"	"West North Central"	3859170.8	0.456521739	2.694879429	1.554738132	1.140141297	168	368	60	44	104	0.46097561
1972	"Mississippi"	"East South Central"	2277657.2	0.843137255	15.01542901	11.50304796	3.512381055	172	204	262	80	342	0.828431373
1972	"Missouri"	"West North Central"	4724538	0.608208955	9.270747743	7.196470851	2.074276892	326	536	340	98	438	0.591800357
1972	"Montana"	"Mountain"	712865.2	0.788461538	5.330601073	3.366695415	1.963905658	82	104	24	14	38	0.754716981
1972	"Nebraska"	"West North Central"	1500759.4	0.591549296	3.198380766	2.26551971	0.932861057	84	142	34	14	48	0.522012579
1972	"Nevada"	"Mountain"	551089	0.698630137	11.97628695	9.435862447	2.540424505	102	146	52	14	66	0.655737705
1972	"New Hampshire"	"New England"	774266.8	0.595238095	1.808162251	1.291544465	0.516617786	50	84	10	4	14	0.494736842
1972	"New Jersey"	"Middle Atlantic"	7207495.8	0.332142857	7.353455551	4.079086664	3.274368887	186	560	294	236	530	0.305555556
1972	"New Mexico"	"Mountain"	1073378.8	0.722222222	9.502703053	5.962480347	3.540222706	104	144	64	38	102	0.657303371
1972	"New York"	"Middle Atlantic"	18101188	0.270503597	11.15948854	6.065900205	5.093588332	376	1390	1098	922	2020	0.287932251
1972	"North Carolina"	"South Atlantic"	5242000.4	0.746130031	14.07859488	10.45402438	3.624570498	482	646	548	190	738	0.705109489
1972	"North Dakota"	"West North Central"	624752.2	0.466666667	0.960380772	0	0.960380772	28	60	0	6	6	0.679245283
1972	"Ohio"	"East North Central"	10681139.6	0.520995334	8.14519829	5.804624068	2.340574221	670	1286	620	250	870	0.512585812
1972	"Oklahoma"	"West South Central"	2652441.2	0.640243902	7.766430411	4.976547642	2.789882769	210	328	132	74	206	0.629943503
1972	"Oregon"	"Pacific"	2199729	0.554140127	5.455217438	4.000492788	1.45472465	174	314	88	32	120	0.572625698
1972	"Pennsylvania"	"Middle Atlantic"	11807906.2	0.439393939	6.537992316	3.777130276	2.76086204	580	1320	446	326	772	0.41163142
1972	"Rhode Island"	"New England"	946810.8	0.193548387	2.323589887	1.267412666	1.056177221	12	62	12	10	22	0.275
1972	"South Carolina"	"South Atlantic"	2696776.8	0.791366906	15.49998502	12.4593181	3.040666918	220	278	336	82	418	0.790163934
1972	"South Dakota"	"West North Central"	670559.2	0.552631579	3.280843809	1.193034112	2.087809697	42	76	8	14	22	0.607843137
1972	"Tennessee"	"East South Central"	4057173.6	0.75	14.04918932	10.59851124	3.450678078	348	464	430	140	570	0.755060729
1972	"Texas"	"West South Central"	11803222.2	0.744055944	12.99645109	9.60754598	3.388905108	1064	1430	1134	400	1534	0.701166181
1972	"Utah"	"Mountain"	1139625.8	0.647058824	3.685420249	2.281450631	1.403969619	88	136	26	16	42	0.617647059
1972	"Vermont"	"New England"	457755.2	0.515151515	2.184573763	0.873829505	1.310744258	34	66	4	6	10	0.49122807
1972	"Virginia"	"South Atlantic"	4788158.8	0.659763314	10.40065756	7.56031734	2.840340216	446	676	362	136	498	0.689291101
1972	"Washington"	"Pacific"	3553766.4	0.455598456	3.995760667	2.363689409	1.632071258	236	518	84	58	142	0.492094862
1972	"West Virginia"	"South Atlantic"	1785318.4	0.818181818	5.713266608	4.480993418	1.23227319	144	176	80	22	102	0.797169811
1972	"Wisconsin"	"East North Central"	4475338.2	0.398576512	3.262323281	2.279157361	0.98316592	224	562	102	44	146	0.491362764
1972	"Wyoming"	"Mountain"	359844.2	0.771428571	2.778980459	1.667388275	1.111592184	54	70	6	4	10	0.758064516
1973	"Alabama"	"East South Central"	3579081.9	0.791788856	14.19358411	10.78488872	3.408695398	270	341	386	122	508	0.776243094
1973	"Alaska"	"Pacific"	330822.7	0.821428571	8.161471386	5.440980924	2.720490462	46	56	18	9	27	0.780487805
1973	"Arizona"	"Mountain"	2055094.5	0.689969605	10.07252951	6.228424046	3.844105466	227	329	128	79	207	0.697969543
1973	"Arkansas"	"West South Central"	2032198.5	0.754716981	9.251064795	7.824038843	1.427025952	160	212	159	29	188	0.789237668
1973	"California"	"Pacific"	21067564.4	0.419266557	9.032842923	5.221296487	3.811546436	1532	3654	1100	803	1903	0.456149878
1973	"Colorado"	"Mountain"	2412070.5	0.566037736	6.964970551	5.057895281	1.90707527	240	424	122	46	168	0.581655481
1973	"Connecticut"	"New England"	3054469.1	0.338028169	3.699497238	1.669684594	2.029812644	96	284	51	62	113	0.327067669
1973	"Delaware"	"South Atlantic"	561974.2	0.405063291	7.295708593	3.914770465	3.380938128	32	79	22	19	41	0.491803279
1973	"District of Columbia"	"South Atlantic"	721056.9	0.264367816	36.05818071	21.91227904	14.14590166	23	87	158	102	260	0.454545455
1973	"Florida"	"South Atlantic"	7676507.3	0.571317829	16.28344703	11.67197483	4.611472199	737	1290	896	354	1250	0.571218796
1973	"Georgia"	"South Atlantic"	4851634	0.760697306	20.63222411	16.24195065	4.390273463	480	631	788	213	1001	0.777117385
1973	"Hawaii"	"Pacific"	827400	0.284090909	4.592700024	2.658931593	1.933768431	25	88	22	16	38	0.285714286
1973	"Idaho"	"Mountain"	781977.4	0.701030928	3.452785208	1.918214005	1.534571204	68	97	15	12	27	0.669291339
1973	"Illinois"	"East North Central"	11207738.6	0.418287938	8.28891566	5.844176273	2.444739387	430	1028	655	274	929	0.435986159
1973	"Indiana"	"East North Central"	5282635.5	0.537037037	7.079799468	4.808206055	2.271593412	319	594	254	120	374	0.585448393
1973	"Iowa"	"West North Central"	2851205.6	0.515923567	1.929008557	1.367842431	0.561166126	162	314	39	16	55	0.554179567
1973	"Kansas"	"West North Central"	2281708.3	0.602996255	4.777122474	3.330837689	1.446284786	161	267	76	33	109	0.647651007
1973	"Kentucky"	"East South Central"	3351327.3	0.742924528	9.727489165	7.489569879	2.237919286	315	424	251	75	326	0.743467933
1973	"Louisiana"	"West South Central"	3810684.2	0.751918159	16.37501213	12.38622712	3.988785006	294	391	472	152	624	0.803439803
1973	"Maine"	"New England"	1031831.6	0.52	2.616706059	1.647555667	0.969150392	78	150	17	10	27	0.561151079
1973	"Maryland"	"South Atlantic"	4010771.8	0.477434679	11.74337568	7.629454261	4.113921415	201	421	306	165	471	0.524137931
1973	"Massachusetts"	"New England"	5703530.1	0.30859375	4.961839335	2.594884175	2.36695516	158	512	148	135	283	0.316666667
1973	"Michigan"	"East North Central"	8991181.5	0.465051258	13.12397041	9.231267326	3.892703089	499	1073	830	350	1180	0.522438611
1973	"Minnesota"	"West North Central"	3886270.7	0.46097561	2.521697729	1.389506912	1.132190817	189	410	54	44	98	0.4675
1973	"Mississippi"	"East South Central"	2308029.8	0.828431373	15.16444892	11.91492415	3.249524768	169	204	275	75	350	0.798122066
1973	"Missouri"	"West North Central"	4748556.5	0.591800357	9.560800214	6.865244206	2.695556007	332	561	326	128	454	0.6
1973	"Montana"	"Mountain"	722093.3	0.754716981	6.09339541	4.01610152	2.07729389	80	106	29	15	44	0.663934426
1973	"Nebraska"	"West North Central"	1509392.6	0.522012579	4.438871636	2.981331696	1.45753994	83	159	45	22	67	0.625
1973	"Nevada"	"Mountain"	582264.5	0.655737705	12.02202779	8.758905961	3.263121829	80	122	51	19	70	0.683870968
1973	"New Hampshire"	"New England"	792559.7	0.494736842	1.261734605	0.630867302	0.630867302	47	95	5	5	10	0.580357143
1973	"New Jersey"	"Middle Atlantic"	7227161.7	0.305555556	7.125895633	3.542192781	3.583702853	176	576	256	259	515	0.3
1973	"New Mexico"	"Mountain"	1102068.2	0.657303371	12.15895713	7.712771315	4.446185817	117	178	85	49	134	0.708333333
1973	"New York"	"Middle Atlantic"	18033298.5	0.287932251	11.20704568	5.672839054	5.534206623	408	1417	1023	998	2021	0.336589031
1973	"North Carolina"	"South Atlantic"	5321971.1	0.705109489	14.90049429	11.19885826	3.701636035	483	685	596	197	793	0.773273273
1973	"North Dakota"	"West North Central"	628247.8	0.679245283	1.432555753	0.955037168	0.477518584	36	53	6	3	9	0.445945946
1973	"Ohio"	"East North Central"	10695700.9	0.512585812	8.461343567	6.226800901	2.234542666	672	1311	666	239	905	0.553426676
1973	"Oklahoma"	"West South Central"	2699047.3	0.629943503	8.151024252	5.187015433	2.964008819	223	354	140	80	220	0.635135135
1973	"Oregon"	"Pacific"	2253901	0.572625698	4.702957228	2.61768374	2.085273488	205	358	59	47	106	0.588732394
1973	"Pennsylvania"	"Middle Atlantic"	11814904.8	0.41163142	6.991169324	4.037273326	2.953895998	545	1324	477	349	826	0.444358578
1973	"Rhode Island"	"New England"	946853.7	0.275	3.907678663	2.112258736	1.795419926	22	80	20	17	37	0.3
1973	"South Carolina"	"South Atlantic"	2749907.2	0.790163934	16.21872913	12.98225627	3.236472853	241	305	357	89	446	0.811447811
1973	"South Dakota"	"West North Central"	673085.3	0.607843137	5.348504863	2.525682852	2.822822011	31	51	17	19	36	0.661764706
1973	"Tennessee"	"East South Central"	4123916.9	0.755060729	13.33683518	10.11174595	3.225089235	373	494	417	133	550	0.742173112
1973	"Texas"	"West South Central"	12106468.3	0.701166181	13.65385808	10.143338	3.510520075	962	1372	1228	425	1653	0.716831683
1973	"Utah"	"Mountain"	1179802.2	0.617647059	3.390398831	1.779959386	1.610439445	84	136	21	19	40	0.592307692
1973	"Vermont"	"New England"	464467.8	0.49122807	1.507101246	1.07650089	0.430600356	28	57	5	2	7	0.661764706
1973	"Virginia"	"South Atlantic"	4857991.2	0.689291101	11.07453632	8.316194562	2.758341761	457	663	404	134	538	0.680339463
1973	"Washington"	"Pacific"	3626065.1	0.492094862	4.743433867	3.033591427	1.709842441	249	506	110	62	172	0.502824859
1973	"West Virginia"	"South Atlantic"	1805859.1	0.797169811	5.371404668	3.433268963	1.938135705	169	212	62	35	97	0.728506787
1973	"Wisconsin"	"East North Central"	4504141.8	0.491362764	3.241461004	2.153573407	1.087887597	256	521	97	49	146	0.448473282
1973	"Wyoming"	"Mountain"	373558.3	0.758064516	3.212349987	2.141566658	1.070783329	47	62	8	4	12	0.774193548
1974	"Alabama"	"East South Central"	3624054.2	0.776243094	15.39712072	12.03072515	3.366395569	281	362	436	122	558	0.775725594
1974	"Alaska"	"Pacific"	340969.6	0.780487805	9.971563447	6.745469391	3.226094056	32	41	23	11	34	0.756756757
1974	"Arizona"	"Mountain"	2149826	0.697969543	11.30324036	7.814585925	3.488654431	275	394	168	75	243	0.689922481
1974	"Arkansas"	"West South Central"	2068518	0.789237668	11.50582204	9.185320118	2.320501925	176	223	190	48	238	0.766666667
1974	"California"	"Pacific"	21439041.2	0.456149878	9.61796743	5.611258399	4.006709031	1680	3683	1203	859	2062	0.453412925
1974	"Colorado"	"Mountain"	2480341	0.581655481	6.249140743	4.313922965	1.935217779	260	447	107	48	155	0.548314607
1974	"Connecticut"	"New England"	3062055.8	0.327067669	3.72298898	2.188072471	1.534916509	87	266	67	47	114	0.324921136
1974	"Delaware"	"South Atlantic"	566597.6	0.491803279	11.11900227	6.883191881	4.235810388	30	61	39	24	63	0.457142857
1974	"District of Columbia"	"South Atlantic"	709239.2	0.454545455	38.77394256	24.11034246	14.66360009	35	77	171	104	275	0.337078652
1974	"Florida"	"South Atlantic"	7972195.4	0.571218796	15.81747482	11.55265211	4.264822711	778	1362	921	340	1261	0.559866221
1974	"Georgia"	"South Atlantic"	4938987	0.777117385	21.15818487	16.25839469	4.89979018	523	673	803	242	1045	0.76142132
1974	"Hawaii"	"Pacific"	847013	0.285714286	7.083716543	4.250229926	2.833486617	28	98	36	24	60	0.36
1974	"Idaho"	"Mountain"	805114.2	0.669291339	5.340857235	3.229355537	2.111501698	85	127	26	17	43	0.704545455
1974	"Illinois"	"East North Central"	11238992.8	0.435986159	9.698377954	6.726581407	2.971796547	378	867	756	334	1090	0.433673469
1974	"Indiana"	"East North Central"	5312291	0.585448393	8.659164191	6.212009094	2.447155097	346	591	330	130	460	0.616026711
1974	"Iowa"	"West North Central"	2860148.8	0.554179567	2.342535465	1.643271147	0.699264318	179	323	47	20	67	0.547987616
1974	"Kansas"	"West North Central"	2293418.4	0.647651007	6.148027765	4.316700346	1.831327419	193	298	99	42	141	0.667785235
1974	"Kentucky"	"East South Central"	3395534.4	0.743467933	9.9542505	7.951620222	2.002630278	313	421	270	68	338	0.739872068
1974	"Louisiana"	"West South Central"	3867143.6	0.803439803	16.08422299	12.3088266	3.775396393	327	407	476	146	622	0.769565217
1974	"Maine"	"New England"	1045092.8	0.561151079	2.583502632	1.626649806	0.956852827	78	139	17	10	27	0.59375
1974	"Maryland"	"South Atlantic"	4040229.4	0.524137931	12.44978812	8.266857323	4.182930801	228	435	334	169	503	0.517391304
1974	"Massachusetts"	"New England"	5708316.8	0.316666667	4.729940707	2.382488652	2.347452055	152	480	136	134	270	0.261904762
1974	"Michigan"	"East North Central"	9029881	0.522438611	13.77648277	9.944760069	3.831722699	617	1181	898	346	1244	0.503521127
1974	"Minnesota"	"West North Central"	3913370.6	0.4675	3.270837676	1.96761329	1.303224387	187	400	77	51	128	0.477777778
1974	"Mississippi"	"East South Central"	2338402.4	0.798122066	14.15496323	10.8621168	3.292846432	170	213	254	77	331	0.824267782
1974	"Missouri"	"West North Central"	4772575	0.6	10.26699423	7.375473408	2.891520825	372	620	352	138	490	0.612612613
1974	"Montana"	"Mountain"	731321.4	0.663934426	5.469551417	3.00825328	2.461298138	81	122	22	18	40	0.660869565
1974	"Nebraska"	"West North Central"	1518025.8	0.625	4.084252059	2.832626428	1.251625631	100	160	43	19	62	0.559006211
1974	"Nevada"	"Mountain"	613440	0.683870968	12.71517997	9.943922796	2.771257173	106	155	61	17	78	0.614906832
1974	"New Hampshire"	"New England"	810852.6	0.580357143	2.959847449	2.343212564	0.616634885	65	112	19	5	24	0.539823009
1974	"New Jersey"	"Middle Atlantic"	7246827.6	0.3	7.051361343	3.504981959	3.546379384	162	540	254	257	511	0.332761578
1974	"New Mexico"	"Mountain"	1130757.6	0.708333333	11.31984432	7.163338986	4.156505338	136	192	81	47	128	0.68159204
1974	"New York"	"Middle Atlantic"	17965409	0.336589031	10.35322936	5.449361047	4.903868317	448	1331	979	881	1860	0.297459893
1974	"North Carolina"	"South Atlantic"	5401941.8	0.773273273	13.53217097	10.23705957	3.295111399	515	666	553	178	731	0.715061058
1974	"North Dakota"	"West North Central"	631743.4	0.445945946	1.8995054	1.266336934	0.633168467	33	74	8	4	12	0.419354839
1974	"Ohio"	"East North Central"	10710262.2	0.553426676	8.963365995	6.871913929	2.091452065	751	1357	736	224	960	0.550670641
1974	"Oklahoma"	"West South Central"	2745653.4	0.635135135	9.724461216	6.592237753	3.132223463	235	370	181	86	267	0.677922078
1974	"Oregon"	"Pacific"	2308073	0.588732394	5.242468501	3.206137761	2.03633074	209	355	74	47	121	0.590529248
1974	"Pennsylvania"	"Middle Atlantic"	11821903.4	0.444358578	7.283091148	4.17868412	3.104407028	575	1294	494	367	861	0.446587537
1974	"Rhode Island"	"New England"	946896.6	0.3	3.696285318	2.428987495	1.267297823	30	100	23	12	35	0.291262136
1974	"South Carolina"	"South Atlantic"	2803037.6	0.811447811	17.33833324	13.12861447	4.209718771	241	297	368	118	486	0.75617284
1974	"South Dakota"	"West North Central"	675611.4	0.661764706	2.516239365	1.332126723	1.184112642	45	68	9	8	17	0.6
1974	"Tennessee"	"East South Central"	4190660.2	0.742173112	13.57781287	11.2392792	2.338533675	403	543	471	98	569	0.75088968
1974	"Texas"	"West South Central"	12409714.4	0.716831683	14.28719423	11.02362195	3.263572287	1086	1515	1368	405	1773	0.685800604
1974	"Utah"	"Mountain"	1219978.6	0.592307692	3.606620641	2.459059528	1.147561113	77	130	30	14	44	0.643312102
1974	"Vermont"	"New England"	471180.4	0.661764706	2.759028177	2.122329367	0.63669881	45	68	10	3	13	0.576470588
1974	"Virginia"	"South Atlantic"	4927823.6	0.680339463	11.28287141	8.502739424	2.780131984	481	707	419	137	556	0.641361257
1974	"Washington"	"Pacific"	3698363.8	0.502824859	5.13740698	3.082444188	2.054962792	267	531	114	76	190	0.557956778
1974	"West Virginia"	"South Atlantic"	1826399.8	0.728506787	5.091984789	3.777924198	1.314060591	161	221	69	24	93	0.67
1974	"Wisconsin"	"East North Central"	4532945.4	0.448473282	3.397349547	2.272253268	1.125096278	235	524	103	51	154	0.50729927
1974	"Wyoming"	"Mountain"	387272.4	0.774193548	4.647891252	3.098594168	1.549297084	48	62	12	6	18	0.772727273
1975	"Alabama"	"East South Central"	3669026.5	0.775725594	16.08055979	12.51013041	3.570429377	294	379	459	131	590	0.808900524
1975	"Alaska"	"Pacific"	351116.5	0.756756757	7.120143884	5.411309352	1.708834532	56	74	19	6	25	0.810810811
