year	state	division	total_population	fss	homicide_rate	firearm_homicide_rate	nonfirearm_homicide_rate	firearm_suicides	total_suicides	firearm_homicides	nonfirearm_homicides	total_homicides	nextyearfss
1951	"Texas"	"West South Central"	7898042.3	0.64516129	10.02780145	5.824228113	4.203573334	420	651	460	332	792	0.650159744
1951	"Utah"	"Mountain"	709038.5	0.4	1.12828852	0.705180325	0.423108195	22	55	5	3	8	0.591549296
1951	"Vermont"	"New England"	378960.4	0.636363636	0.527759629	0.527759629	0	28	44	2	0	2	0.6
1951	"Virginia"	"South Atlantic"	3383506.9	0.608024691	8.541433741	4.551490644	3.989943097	197	324	154	135	289	0.578635015
1951	"Washington"	"Pacific"	2426388.1	0.442577031	2.390384292	1.360046235	1.030338057	158	357	33	25	58	0.402702703
1951	"West Virginia"	"South Atlantic"	1991038.9	0.599009901	4.972278543	3.415302433	1.556976109	121	202	68	31	99	0.649717514
1951	"Wisconsin"	"East North Central"	3486295.2	0.372222222	1.147349771	0.516307397	0.631042374	134	360	18	22	40	0.385204082
1951	"Wyoming"	"Mountain"	294482.7	0.782608696	3.056206697	2.377049654	0.679157044	36	46	7	2	9	0.69047619
1952	"Alabama"	"East South Central"	3102742.4	0.728643216	13.05296888	7.058272063	5.99469682	145	199	219	186	405	0.694690265
1952	"Arizona"	"Mountain"	860101.8	0.573770492	8.254836811	4.185551059	4.069285752	70	122	36	35	71	0.582677165
1952	"Arkansas"	"West South Central"	1884863.2	0.676190476	6.790943767	3.872960117	2.91798365	71	105	73	55	128	0.715384615
1952	"California"	"Pacific"	11612419.2	0.386819484	4.288512079	1.722294007	2.566218071	675	1745	200	298	498	0.388918206
1952	"Colorado"	"Mountain"	1410860.6	0.430051813	3.118663885	1.559331943	1.559331943	83	193	22	22	44	0.56097561
1952	"Connecticut"	"New England"	2112870.8	0.210045662	1.751171913	0.662605589	1.088566324	46	219	14	23	37	0.259259259
1952	"Delaware"	"South Atlantic"	343726.4	0.538461538	6.109510355	2.327432516	3.782077839	21	39	8	13	21	0.56097561
1952	"District of Columbia"	"South Atlantic"	794533.6	0.283783784	9.565360106	2.768920031	6.796440075	21	74	22	54	76	0.256097561
1952	"Florida"	"South Atlantic"	3207356	0.524216524	10.69416678	5.674455845	5.019710939	184	351	182	161	343	0.489795918
1952	"Georgia"	"South Atlantic"	3544285.6	0.677902622	14.41757402	8.605401325	5.812172698	181	267	305	206	511	0.676258993
1952	"Idaho"	"Mountain"	604347.8	0.68	2.15107923	1.820143963	0.330935266	51	75	11	2	13	0.666666667
1952	"Illinois"	"East North Central"	8553972.4	0.424626007	4.781404251	2.536833062	2.244571189	369	869	217	192	409	0.436830835
1952	"Indiana"	"East North Central"	4079878.8	0.453441296	3.921685125	1.838289902	2.083395222	224	494	75	85	160	0.478672986
1952	"Iowa"	"West North Central"	2648365.8	0.457413249	1.510365373	0.755182687	0.755182687	145	317	20	20	40	0.42804428
1952	"Kansas"	"West North Central"	1959961.4	0.628571429	3.112306191	1.785749454	1.326556737	132	210	35	26	61	0.585820896
1952	"Kentucky"	"East South Central"	2963476	0.618055556	8.469783457	6.107692453	2.362091004	178	288	181	70	251	0.648351648
1952	"Louisiana"	"West South Central"	2798217.2	0.677018634	9.68473784	4.89597448	4.78876336	109	161	137	134	271	0.656976744
1952	"Maine"	"New England"	924872.2	0.504065041	0.97310742	0.756861326	0.216246093	62	123	7	2	9	0.428571429
1952	"Maryland"	"South Atlantic"	2494538.6	0.422594142	5.732523041	2.685867439	3.046655602	101	239	67	76	143	0.437751004
1952	"Massachusetts"	"New England"	4782126.8	0.213917526	1.0037375	0.292756771	0.710980729	83	388	14	34	48	0.249283668
1952	"Michigan"	"East North Central"	6662051.6	0.415384615	3.257254867	1.125779332	2.131475535	297	715	75	142	217	0.384291725
1952	"Minnesota"	"West North Central"	3068759.2	0.414715719	1.238285493	0.456210445	0.782075048	124	299	14	24	38	0.39261745
1952	"Mississippi"	"East South Central"	2178759.4	0.689655172	12.8054525	7.527219389	5.278233108	80	116	164	115	279	0.75
1952	"Missouri"	"West North Central"	4027685	0.521348315	6.107726895	3.6745674	2.433159495	232	445	148	98	246	0.573696145
1952	"Montana"	"Mountain"	607772.6	0.666666667	2.961634006	1.31628178	1.645352225	58	87	8	10	18	0.705882353
1952	"Nebraska"	"West North Central"	1342674	0.5	1.638521339	0.968217155	0.670304184	75	150	13	9	22	0.546666667
1952	"Nevada"	"Mountain"	185122	0.438596491	7.022396042	3.781290176	3.241105865	25	57	7	6	13	0.565217391
1952	"New Hampshire"	"New England"	547977.8	0.454545455	1.459913157	0.912445723	0.547467434	35	77	5	3	8	0.466666667
1952	"New Jersey"	"Middle Atlantic"	5081619.6	0.25751073	2.577918268	0.708435555	1.869482714	120	466	36	95	131	0.196078431
1952	"New Mexico"	"Mountain"	735154.2	0.722222222	5.849113016	3.536672986	2.31244003	52	72	26	17	43	0.661971831
1952	"New York"	"Middle Atlantic"	15220614.4	0.211247296	2.877676213	0.781834405	2.095841808	293	1387	119	319	438	0.225038402
1952	"North Carolina"	"South Atlantic"	4160774.2	0.74260355	9.445357549	6.056565146	3.388792403	251	338	252	141	393	0.711180124
1952	"North Dakota"	"West North Central"	622198	0.566037736	0.803602712	0.482161627	0.321441085	30	53	3	2	5	0.538461538
1952	"Ohio"	"East North Central"	8298581	0.3198146	3.940432708	2.193146033	1.747286675	276	863	182	145	327	0.475941423
1952	"Oklahoma"	"West South Central"	2252337.6	0.634146341	5.283399789	3.507467087	1.775932702	104	164	79	40	119	0.616216216
1952	"Oregon"	"Pacific"	1570810.2	0.483193277	3.246732164	1.336889715	1.909842449	115	238	21	30	51	0.498023715
1952	"Pennsylvania"	"Middle Atlantic"	10662282.8	0.371204701	2.63545814	1.069189423	1.566268717	379	1021	114	167	281	0.35892323
1952	"Rhode Island"	"New England"	805414.4	0.185185185	1.489916247	0.744958123	0.744958123	10	54	6	6	12	0.193548387
1952	"South Carolina"	"South Atlantic"	2170140.4	0.721804511	10.9209524	7.050235091	3.870717305	96	133	153	84	237	0.75
1952	"South Dakota"	"West North Central"	658294.8	0.524590164	2.278614384	1.974799133	0.303815251	32	61	13	2	15	0.566666667
1952	"Tennessee"	"East South Central"	3346792.2	0.697777778	9.053445266	5.258766887	3.794678379	157	225	176	127	303	0.594713656
1952	"Texas"	"West South Central"	8084890.6	0.650159744	9.857894676	5.875156802	3.982737874	407	626	475	322	797	0.65034965
1952	"Utah"	"Mountain"	729215	0.591549296	1.782738973	1.234203904	0.548535069	42	71	9	4	13	0.610169492
1952	"Vermont"	"New England"	380173.8	0.6	0.526075179	0	0.526075179	33	55	0	2	2	0.58490566
1952	"Virginia"	"South Atlantic"	3448333.8	0.578635015	7.597872341	4.63992204	2.957950301	195	337	160	102	262	0.58677686
1952	"Washington"	"Pacific"	2473813.2	0.402702703	2.627522563	1.374396418	1.253126145	149	370	34	31	65	0.395121951
1952	"West Virginia"	"South Atlantic"	1976525.8	0.649717514	5.464133076	3.288598611	2.175534466	115	177	65	43	108	0.660550459
1952	"Wisconsin"	"East North Central"	3538015.4	0.385204082	1.611072693	0.819668563	0.79140413	151	392	29	28	57	0.392156863
1952	"Wyoming"	"Mountain"	298436.4	0.69047619	5.026196536	4.356036998	0.670159538	29	42	13	2	15	0.625
1953	"Alabama"	"East South Central"	3123242.1	0.694690265	12.03877215	6.403602206	5.635169941	157	226	200	176	376	0.720183486
1953	"Arizona"	"Mountain"	915359.2	0.582677165	5.899323457	3.495895382	2.403428075	74	127	32	22	54	0.647727273
1953	"Arkansas"	"West South Central"	1872539.3	0.715384615	6.30160339	3.951852973	2.349750416	93	130	74	44	118	0.720930233
1953	"California"	"Pacific"	12125517.3	0.388918206	4.016323493	1.740131945	2.276191549	737	1895	211	276	487	0.381443299
1953	"Colorado"	"Mountain"	1453746.4	0.56097561	4.471206257	2.132421446	2.338784811	115	205	31	34	65	0.522727273
1953	"Connecticut"	"New England"	2165666.2	0.259259259	1.477605367	0.738802683	0.738802683	56	216	16	16	32	0.245614035
1953	"Delaware"	"South Atlantic"	356547.1	0.56097561	5.328889227	1.963274978	3.365614248	23	41	7	12	19	0.408163265
1953	"District of Columbia"	"South Atlantic"	790711.4	0.256097561	10.24393982	3.035241429	7.208698395	21	82	24	57	81	0.214285714
1953	"Florida"	"South Atlantic"	3425381.5	0.489795918	10.042677	5.313276784	4.729400214	168	343	182	162	344	0.495283019
1953	"Georgia"	"South Atlantic"	3594139.4	0.676258993	13.02119779	7.512229492	5.508968294	188	278	270	198	468	0.738562092
1953	"Idaho"	"Mountain"	612203.2	0.666666667	4.083611454	2.286822415	1.79678904	54	81	14	11	25	0.676056338
1953	"Illinois"	"East North Central"	8744870.6	0.436830835	4.711333293	2.309925547	2.401407746	408	934	202	210	412	0.422145329
1953	"Indiana"	"East North Central"	4152706.2	0.478672986	2.986004644	1.757889831	1.228114813	202	422	73	51	124	0.466083151
1953	"Iowa"	"West North Central"	2662012.2	0.42804428	1.051835901	0.563483518	0.488352382	116	271	15	13	28	0.455072464
1953	"Kansas"	"West North Central"	1987292.6	0.585820896	2.566305535	1.81150979	0.754795746	157	268	36	15	51	0.62195122
1953	"Kentucky"	"East South Central"	2972811	0.648351648	7.097659421	4.911176661	2.18648276	177	273	146	65	211	0.588235294
1953	"Louisiana"	"West South Central"	2855567.8	0.656976744	7.70424712	4.342393831	3.361853289	113	172	124	96	220	0.643243243
1953	"Maine"	"New England"	930421.3	0.428571429	1.397216508	0.644869158	0.752347351	51	119	6	7	13	0.5
1953	"Maryland"	"South Atlantic"	2570307.4	0.437751004	5.213384205	2.412162841	2.801221364	109	249	62	72	134	0.398601399
1953	"Massachusetts"	"New England"	4827933.2	0.249283668	1.056352644	0.372830345	0.683522299	87	349	18	33	51	0.252659574
1953	"Michigan"	"East North Central"	6807194.4	0.384291725	3.378778194	1.351511278	2.027266916	274	713	92	138	230	0.427947598
1953	"Minnesota"	"West North Central"	3111897.3	0.39261745	1.446063146	0.771233678	0.674829468	117	298	24	21	45	0.419871795
1953	"Mississippi"	"East South Central"	2178682.1	0.75	10.05194838	6.058708611	3.993239766	78	104	132	87	219	0.771186441
1953	"Missouri"	"West North Central"	4064201	0.573696145	5.51153843	2.780374297	2.731164133	253	441	113	111	224	0.565995526
1953	"Montana"	"Mountain"	616146.9	0.705882353	3.570577082	1.785288541	1.785288541	72	102	11	11	22	0.653846154
1953	"Nebraska"	"West North Central"	1351256	0.546666667	1.998140989	1.258088771	0.740052218	82	150	17	10	27	0.528985507
1953	"Nevada"	"Mountain"	197641.5	0.565217391	5.565632724	3.541766279	2.023866445	26	46	7	4	11	0.483333333
1953	"New Hampshire"	"New England"	555345.7	0.466666667	0.900340094	0.720272076	0.180068019	28	60	4	1	5	0.444444444
1953	"New Jersey"	"Middle Atlantic"	5204764.9	0.196078431	2.651416589	0.749313384	1.902103205	90	459	39	99	138	0.246808511
1953	"New Mexico"	"Mountain"	762137.8	0.661971831	4.19871577	2.230567753	1.968148017	47	71	17	15	32	0.71875
1953	"New York"	"Middle Atlantic"	15415825.6	0.225038402	2.815288725	0.752473484	2.062815241	293	1302	116	318	434	0.235920852
1953	"North Carolina"	"South Atlantic"	4210196.8	0.711180124	8.574421034	5.486679388	3.087741647	229	322	231	130	361	0.701408451
1953	"North Dakota"	"West North Central"	623479	0.538461538	1.122732281	0.481170978	0.641561304	28	52	3	4	7	0.618181818
1953	"Ohio"	"East North Central"	8474558	0.475941423	3.988408599	2.27740491	1.711003689	455	956	193	145	338	0.412681913
1953	"Oklahoma"	"West South Central"	2261830.9	0.616216216	5.040164585	2.962201993	2.077962592	114	185	67	47	114	0.664596273
1953	"Oregon"	"Pacific"	1595544.8	0.498023715	3.008376825	1.441513895	1.56686293	126	253	23	25	48	0.519685039
1953	"Pennsylvania"	"Middle Atlantic"	10744418.2	0.35892323	2.754918828	0.98655877	1.768360059	360	1003	106	190	296	0.366733467
1953	"Rhode Island"	"New England"	812173.6	0.193548387	0.615631929	0.123126386	0.492505543	12	62	1	4	5	0.26
1953	"South Carolina"	"South Atlantic"	2196697.1	0.75	10.01503576	6.6918648	3.323170955	93	124	147	73	220	0.764705882
1953	"South Dakota"	"West North Central"	661072.2	0.566666667	1.058885852	0.302538815	0.756347037	34	60	2	5	7	0.492753623
1953	"Tennessee"	"East South Central"	3374329.3	0.594713656	7.794141491	4.978767188	2.815374303	135	227	168	95	263	0.647058824
1953	"Texas"	"West South Central"	8271738.9	0.65034965	9.127464118	5.452299758	3.67516436	465	715	451	304	755	0.666666667
1953	"Utah"	"Mountain"	749391.5	0.610169492	2.135065583	1.601299187	0.533766396	36	59	12	4	16	0.596491228
1953	"Vermont"	"New England"	381387.2	0.58490566	0.262200724	0	0.262200724	31	53	0	1	1	0.535211268
1953	"Virginia"	"South Atlantic"	3513160.7	0.58677686	7.856173502	4.468910289	3.387263213	213	363	157	119	276	0.67115903
1953	"Washington"	"Pacific"	2521238.3	0.395121951	2.935065678	1.784837237	1.150228441	162	410	45	29	74	0.390070922
1953	"West Virginia"	"South Atlantic"	1962012.7	0.660550459	5.555519595	3.567764877	1.987754717	144	218	70	39	109	0.616915423
1953	"Wisconsin"	"East North Central"	3589735.6	0.392156863	1.142145399	0.501429687	0.640715712	160	408	18	23	41	0.43062201
1953	"Wyoming"	"Mountain"	302390.1	0.625	2.976287914	1.322794629	1.653493286	30	48	4	5	9	0.568181818
1954	"Alabama"	"East South Central"	3143741.8	0.720183486	11.86484208	6.52089176	5.343950321	157	218	205	168	373	0.706122449
1954	"Arizona"	"Mountain"	970616.6	0.647727273	6.902828573	3.708982517	3.193846056	57	88	36	31	67	0.675925926
1954	"Arkansas"	"West South Central"	1860215.4	0.720930233	6.773409144	4.193062803	2.580346341	93	129	78	48	126	0.720720721
1954	"California"	"Pacific"	12638615.4	0.381443299	3.845357934	1.669486675	2.175871259	740	1940	211	275	486	0.375379939
1954	"Colorado"	"Mountain"	1496632.2	0.522727273	3.274017491	2.138133872	1.135883619	115	220	32	17	49	0.529126214
1954	"Connecticut"	"New England"	2218461.6	0.245614035	1.262135887	0.54091538	0.721220507	56	228	12	16	28	0.234234234
1954	"Delaware"	"South Atlantic"	369367.8	0.408163265	5.143924294	3.519527149	1.624397146	20	49	13	6	19	0.414634146
1954	"District of Columbia"	"South Atlantic"	786889.2	0.214285714	9.91245019	3.558315453	6.354134737	18	84	28	50	78	0.307692308
1954	"Florida"	"South Atlantic"	3643407	0.495283019	9.386818437	5.242345969	4.144472468	210	424	191	151	342	0.461883408
1954	"Georgia"	"South Atlantic"	3643993.2	0.738562092	13.30957478	7.683878225	5.625696557	226	306	280	205	485	0.780564263
1954	"Idaho"	"Mountain"	620058.6	0.676056338	2.096576033	1.290200636	0.806375397	48	71	8	5	13	0.528735632
1954	"Illinois"	"East North Central"	8935768.8	0.422145329	4.151853168	2.081522073	2.070331095	366	867	186	185	371	0.396436526
1954	"Indiana"	"East North Central"	4225533.6	0.466083151	3.218528424	1.893252014	1.32527641	213	457	80	56	136	0.517495396
1954	"Iowa"	"West North Central"	2675658.6	0.455072464	0.971723373	0.485861687	0.485861687	157	345	13	13	26	0.427710843
1954	"Kansas"	"West North Central"	2014623.8	0.62195122	3.127134704	1.687659999	1.439474705	153	246	34	29	63	0.589430894
1954	"Kentucky"	"East South Central"	2982146	0.588235294	7.041908746	4.795204527	2.246704219	170	289	143	67	210	0.637010676
1954	"Louisiana"	"West South Central"	2912918.4	0.643243243	8.788437053	5.183804668	3.604632385	119	185	151	105	256	0.69035533
1954	"Maine"	"New England"	935970.4	0.5	1.602614784	0.641045913	0.96156887	64	128	6	9	15	0.48245614
1954	"Maryland"	"South Atlantic"	2646076.2	0.398601399	6.046689056	2.909969108	3.136719948	114	286	77	83	160	0.36996337
1954	"Massachusetts"	"New England"	4873739.6	0.252659574	0.984870016	0.164145003	0.820725014	95	376	8	40	48	0.220843672
1954	"Michigan"	"East North Central"	6952337.2	0.427947598	3.293856345	1.582201738	1.711654607	294	687	110	119	229	0.410187668
1954	"Minnesota"	"West North Central"	3155035.4	0.419871795	0.950860963	0.412039751	0.538821213	131	312	13	17	30	0.393939394
1954	"Mississippi"	"East South Central"	2178604.8	0.771186441	12.76046027	7.43595167	5.324508603	91	118	162	116	278	0.8046875
1954	"Missouri"	"West North Central"	4100717	0.565995526	5.316143494	3.048247416	2.267896078	253	447	125	93	218	0.588235294
1954	"Montana"	"Mountain"	624521.2	0.653846154	4.48343467	1.280981334	3.202453335	68	104	8	20	28	0.746666667
1954	"Nebraska"	"West North Central"	1359838	0.528985507	2.279683315	1.176610743	1.103072572	73	138	16	15	31	0.511111111
1954	"Nevada"	"Mountain"	210161	0.483333333	10.46816488	5.234082442	5.234082442	29	60	11	11	22	0.587301587
1954	"New Hampshire"	"New England"	562713.6	0.444444444	0.533130886	0.177710295	0.355420591	32	72	1	2	3	0.371428571
1954	"New Jersey"	"Middle Atlantic"	5327910.2	0.246808511	2.346135639	0.656917979	1.68921766	116	470	35	90	125	0.234883721
1954	"New Mexico"	"Mountain"	789121.4	0.71875	4.942205344	1.774124995	3.168080349	46	64	14	25	39	0.580645161
1954	"New York"	"Middle Atlantic"	15611036.8	0.235920852	2.876170275	0.69181824	2.184352035	310	1314	108	341	449	0.228996283
1954	"North Carolina"	"South Atlantic"	4259619.4	0.701408451	8.639269508	5.892545235	2.746724273	249	355	251	117	368	0.706060606
1954	"North Dakota"	"West North Central"	624760	0.618181818	0.480184391	0.160061464	0.320122927	34	55	1	2	3	0.367346939
1954	"Ohio"	"East North Central"	8650535	0.412681913	3.444873641	1.803356671	1.64151697	397	962	156	142	298	0.440545809
1954	"Oklahoma"	"West South Central"	2271324.2	0.664596273	4.622853928	2.949821078	1.67303285	107	161	67	38	105	0.651162791
1954	"Oregon"	"Pacific"	1620279.4	0.519685039	2.036685772	1.357790514	0.678895257	132	254	22	11	33	0.482071713
1954	"Pennsylvania"	"Middle Atlantic"	10826553.6	0.366733467	2.891040044	1.274643853	1.616396191	366	998	138	175	313	0.407265774
1954	"Rhode Island"	"New England"	818932.8	0.26	1.343211555	0.122110141	1.221101414	13	50	1	10	11	0.140350877
1954	"South Carolina"	"South Atlantic"	2223253.8	0.764705882	9.670510852	6.117160353	3.553350499	104	136	136	79	215	0.775862069
1954	"South Dakota"	"West North Central"	663849.6	0.492753623	1.506365297	0.903819178	0.602546119	34	69	6	4	10	0.6
1954	"Tennessee"	"East South Central"	3401866.4	0.647058824	8.759897214	5.555773736	3.204123478	176	272	189	109	298	0.669172932
1954	"Texas"	"West South Central"	8458587.2	0.666666667	8.488415181	5.142702791	3.34571239	478	717	435	283	718	0.665359477
1954	"Utah"	"Mountain"	769568	0.596491228	2.079088528	1.29943033	0.779658198	34	57	10	6	16	0.528571429
1954	"Vermont"	"New England"	382600.6	0.535211268	1.568215	1.306845833	0.261369167	38	71	5	1	6	0.62
1954	"Virginia"	"South Atlantic"	3577987.6	0.67115903	8.775882845	4.891017509	3.884865336	249	371	175	139	314	0.626794258
1954	"Washington"	"Pacific"	2568663.4	0.390070922	3.309113993	1.440437856	1.868676137	165	423	37	48	85	0.448863636
1954	"West Virginia"	"South Atlantic"	1947499.6	0.616915423	4.775353998	3.388960901	1.386393096	124	201	66	27	93	0.639784946
1954	"Wisconsin"	"East North Central"	3641455.8	0.43062201	1.07100023	0.521769343	0.549230887	180	418	19	20	39	0.393285372
1954	"Wyoming"	"Mountain"	306343.8	0.568181818	2.285014418	1.958583787	0.326430631	25	44	6	1	7	0.610169492
1955	"Alabama"	"East South Central"	3164241.5	0.706122449	12.4200381	7.047502537	5.372535567	173	245	223	170	393	0.731707317
1955	"Arizona"	"Mountain"	1025874	0.675925926	7.505795059	4.19154789	3.314247169	73	108	43	34	77	0.5625
1955	"Arkansas"	"West South Central"	1847891.5	0.720720721	6.493887763	3.788101195	2.705786568	80	111	70	50	120	0.742857143
1955	"California"	"Pacific"	13151713.5	0.375379939	3.429210954	1.528317964	1.90089299	741	1974	201	250	451	0.394802599
1955	"Colorado"	"Mountain"	1539518	0.529126214	4.222100683	2.338394225	1.883706459	109	206	36	29	65	0.492682927
1955	"Connecticut"	"New England"	2271257	0.234234234	1.276826004	0.30819938	0.968626624	52	222	7	22	29	0.255725191
1955	"Delaware"	"South Atlantic"	382188.5	0.414634146	2.616509916	0.784952975	1.831556941	17	41	3	7	10	0.380952381
1955	"District of Columbia"	"South Atlantic"	783067	0.307692308	7.662179609	2.298653883	5.363525726	28	91	18	42	60	0.195652174
1955	"Florida"	"South Atlantic"	3861432.5	0.461883408	10.04808449	4.946350868	5.101733618	206	446	191	197	388	0.47257384
1955	"Georgia"	"South Atlantic"	3693847	0.780564263	11.2619716	6.226570835	5.035400762	249	319	230	186	416	0.743902439
1955	"Idaho"	"Mountain"	627914	0.528735632	2.707377125	1.911089735	0.79628739	46	87	12	5	17	0.575757576
1955	"Illinois"	"East North Central"	9126667	0.396436526	4.842950882	2.311906417	2.531044466	356	898	211	231	442	0.410752688
1955	"Indiana"	"East North Central"	4298361	0.517495396	3.117467332	1.698321756	1.419145577	281	543	73	61	134	0.501061571
1955	"Iowa"	"West North Central"	2689305	0.427710843	1.189898505	0.44621194	0.743686566	142	332	12	20	32	0.481132075
1955	"Kansas"	"West North Central"	2041955	0.589430894	2.49760646	1.420207595	1.077398865	145	246	29	22	51	0.666666667
1955	"Kentucky"	"East South Central"	2991481	0.637010676	6.685651689	4.312245339	2.37340635	179	281	129	71	200	0.639004149
1955	"Louisiana"	"West South Central"	2970269	0.69035533	7.103733702	3.265697484	3.838036218	136	197	97	114	211	0.737430168
1955	"Maine"	"New England"	941519.5	0.48245614	1.168324182	0.637267736	0.531056447	55	114	6	5	11	0.440366972
1955	"Maryland"	"South Atlantic"	2721845	0.36996337	5.474227959	2.645264517	2.828963442	101	273	72	77	149	0.47260274
1955	"Massachusetts"	"New England"	4919546	0.220843672	1.138316422	0.406541579	0.731774843	89	403	20	36	56	0.237430168
1955	"Michigan"	"East North Central"	7097480	0.410187668	3.437839909	1.451219306	1.986620603	306	746	103	141	244	0.44137931
1955	"Minnesota"	"West North Central"	3198173.5	0.393939394	1.125642496	0.562821248	0.562821248	117	297	18	18	36	0.405228758
1955	"Mississippi"	"East South Central"	2178527.5	0.8046875	10.55758993	6.380456524	4.177133408	103	128	139	91	230	0.776785714
1955	"Missouri"	"West North Central"	4137233	0.588235294	5.390075928	2.948830777	2.441245151	280	476	122	101	223	0.537656904
1955	"Montana"	"Mountain"	632895.5	0.746666667	3.002075382	0.948023805	2.054051577	56	75	6	13	19	0.75
1955	"Nebraska"	"West North Central"	1368420	0.511111111	1.315385627	0.876923751	0.438461876	69	135	12	6	18	0.502762431
1955	"Nevada"	"Mountain"	222680.5	0.587301587	8.981477947	5.388886768	3.592591179	37	63	12	8	20	0.58490566
1955	"New Hampshire"	"New England"	570081.5	0.371428571	1.052481093	0.175413515	0.877067577	26	70	1	5	6	0.422535211
1955	"New Jersey"	"Middle Atlantic"	5451055.5	0.234883721	2.238098658	0.75214791	1.485950748	101	430	41	81	122	0.263888889
1955	"New Mexico"	"Mountain"	816105	0.580645161	4.166130584	2.328131797	1.837998787	36	62	19	15	34	0.593220339
1955	"New York"	"Middle Atlantic"	15806248	0.228996283	2.695136759	0.670620884	2.024515875	308	1345	106	320	426	0.247372676
1955	"North Carolina"	"South Atlantic"	4309042	0.706060606	7.751142829	4.989508109	2.761634721	233	330	215	119	334	0.712820513
1955	"North Dakota"	"West North Central"	626041	0.367346939	0.798669736	0	0.798669736	18	49	0	5	5	0.484848485
1955	"Ohio"	"East North Central"	8826512	0.440545809	3.149602017	1.722084556	1.427517461	452	1026	152	126	278	0.426666667
1955	"Oklahoma"	"West South Central"	2280817.5	0.651162791	4.25286109	2.455260011	1.797601079	140	215	56	41	97	0.635294118
1955	"Oregon"	"Pacific"	1645014	0.482071713	2.917908297	1.945272198	0.972636099	121	251	32	16	48	0.507317073
1955	"Pennsylvania"	"Middle Atlantic"	10908689	0.407265774	2.310085107	0.806696387	1.503388721	426	1046	88	164	252	0.355298308
1955	"Rhode Island"	"New England"	825692	0.140350877	1.695547492	0.363331605	1.332215887	8	57	3	11	14	0.232142857
1955	"South Carolina"	"South Atlantic"	2249810.5	0.775862069	10.31197961	6.178298128	4.133681481	135	174	139	93	232	0.745614035
1955	"South Dakota"	"West North Central"	666627	0.6	1.800107106	0.600035702	1.200071404	39	65	4	8	12	0.525773196
1955	"Tennessee"	"East South Central"	3429403.5	0.669172932	7.78561053	4.40309809	3.38251244	178	266	151	116	267	0.604240283
1955	"Texas"	"West South Central"	8645435.5	0.665359477	7.599385826	4.418516569	3.180869258	509	765	382	275	657	0.665809769
1955	"Utah"	"Mountain"	789744.5	0.528571429	2.785711075	1.139609076	1.646101999	37	70	9	13	22	0.526315789
1955	"Vermont"	"New England"	383814	0.62	0.521085734	0.260542867	0.260542867	31	50	1	1	2	0.581818182
1955	"Virginia"	"South Atlantic"	3642814.5	0.626794258	8.015780106	4.968685614	3.047094492	262	418	181	111	292	0.648192771
1955	"Washington"	"Pacific"	2616088.5	0.448863636	3.249125555	1.567225268	1.681900287	158	352	41	44	85	0.463888889
1955	"West Virginia"	"South Atlantic"	1932986.5	0.639784946	4.138673498	3.052271705	1.086401793	119	186	59	21	80	0.624309392
1955	"Wisconsin"	"East North Central"	3693176	0.393285372	1.110155595	0.731078075	0.37907752	164	417	27	14	41	0.404597701
1955	"Wyoming"	"Mountain"	310297.5	0.610169492	3.222713686	1.611356843	1.611356843	36	59	5	5	10	0.891304348
1956	"Alabama"	"East South Central"	3184741.2	0.731707317	11.20970206	6.091546779	5.118155284	150	205	194	163	357	0.78111588
1956	"Arizona"	"Mountain"	1081131.4	0.5625	5.642237382	3.144853623	2.497383759	81	144	34	27	61	0.582191781
1956	"Arkansas"	"West South Central"	1835567.6	0.742857143	6.156133939	4.140408667	2.015725272	78	105	76	37	113	0.745098039
1956	"California"	"Pacific"	13664811.6	0.394802599	3.863939112	1.653883029	2.210056083	790	2001	226	302	528	0.38964182
1956	"Colorado"	"Mountain"	1582403.8	0.492682927	3.222944738	1.453484882	1.769459856	101	205	23	28	51	0.45
1956	"Connecticut"	"New England"	2324052.4	0.255725191	2.151414486	0.903594084	1.247820402	67	262	21	29	50	0.256637168
1956	"Delaware"	"South Atlantic"	395009.2	0.380952381	8.607394461	5.063173212	3.544221249	16	42	20	14	34	0.371428571
1956	"District of Columbia"	"South Atlantic"	779244.8	0.195652174	8.598068284	2.694916925	5.903151359	18	92	21	46	67	0.247311828
1956	"Florida"	"South Atlantic"	4079458	0.47257384	10.44256369	5.221281847	5.221281847	224	474	213	213	426	0.508032129
1956	"Georgia"	"South Atlantic"	3743700.8	0.743902439	12.04690289	7.425807105	4.621095788	244	328	278	173	451	0.754152824
1956	"Idaho"	"Mountain"	635769.4	0.575757576	2.044766546	1.10102814	0.943738406	38	66	7	6	13	0.564705882
1956	"Illinois"	"East North Central"	9317565.2	0.410752688	4.561277446	2.125018669	2.436258777	382	930	198	227	425	0.402489627
1956	"Indiana"	"East North Central"	4371188.4	0.501061571	3.500192305	2.173322019	1.326870285	236	471	95	58	153	0.460496614
1956	"Iowa"	"West North Central"	2702951.4	0.481132075	0.961911487	0.369965956	0.59194553	153	318	10	16	26	0.457627119
1956	"Kansas"	"West North Central"	2069286.2	0.666666667	2.706247207	1.401449447	1.304797761	170	255	29	27	56	0.552941176
1956	"Kentucky"	"East South Central"	3000816	0.639004149	5.798422829	3.732318143	2.066104686	154	241	112	62	174	0.686507937
1956	"Louisiana"	"West South Central"	3027619.6	0.737430168	7.4976394	3.930480566	3.567158833	132	179	119	108	227	0.696428571
