outcome,year,event_time,y_treated,y_synthetic,effect
motor_vehicle_theft_rate,2012,-6,193.2119712336204,193.59828646371074,-0.3863152300903323
motor_vehicle_theft_rate,2013,-5,178.1145207338802,187.17520177946312,-9.060681045582925
motor_vehicle_theft_rate,2014,-4,181.8486072917584,188.7459904561009,-6.8973831643425
motor_vehicle_theft_rate,2015,-3,200.84550618491144,191.07093235572486,9.77457382918658
motor_vehicle_theft_rate,2016,-2,208.8195684195489,205.53221470033623,3.2873537192126605
motor_vehicle_theft_rate,2017,-1,204.58304150316076,212.03116775957668,-7.448126256415918
motor_vehicle_theft_rate,2018,0,193.76946785344995,212.492068123921,-18.722600270471048
motor_vehicle_theft_rate,2019,1,181.88580934276368,208.5006054552645,-26.614796112500812
motor_vehicle_theft_rate,2020,2,176.0937311349508,227.36801165490607,-51.27428051995528
motor_vehicle_theft_rate,2021,3,99.02845735002944,239.42268221658327,-140.39422486655383
motor_vehicle_theft_rate,2022,4,131.1720933899991,248.9156438695973,-117.74355047959818
motor_vehicle_theft_rate,2023,5,136.48627008022925,299.93677345084734,-163.4505033706181
