outcome,actual_post_effect,n_placebo,placebo_mean,placebo_sd,p_value_two_sided,pre_rmse
firearm_suicide_rate,-0.4890932333838194,30,-0.04168270369537878,0.7231105650411631,0.4666666666666667,0.17296292743225802
firearm_homicide_rate,-1.2999745246433003,29,-0.028680418138407403,1.0242876895682576,0.10344827586206896,0.16376566283523422
homicide_rate,-0.9687414655340816,30,0.07586353648370708,1.4074076719520836,0.26666666666666666,0.11053174180433528
motor_vehicle_theft_rate,-86.36665926994954,30,-0.8962122877981732,86.31733696624364,0.3,7.266081861109345
