outcome,actual_post_effect,n_placebo,placebo_mean,placebo_sd,p_value_two_sided,pre_rmse
firearm_suicide_rate,-0.4000731574033125,38,-0.16997181194144664,1.0388356054072168,0.631578947368421,0.902637423578871
homicide_rate,-0.18232727021098957,38,0.07193679690114028,1.2346643258768102,0.7894736842105263,0.282930297306838
motor_vehicle_theft_rate,-191.0046775111479,38,-14.722666198060875,84.92202236584559,0.0,167.30584838854
