state_abbr,year,population,male_population,white_nh_population,black_nh_population,hispanic_population,age_15_24_population,age_25_44_population,state,share_male,share_white_nh,share_black_nh,share_hispanic,share_age_15_24,share_age_25_44
NC,1995,7185403,3484612,5321575,1580558,118966,1009104,2290055,North Carolina,0.48495707199721433,0.7406091210193777,0.21996789880818096,0.01655662180673791,0.14043805197843462,0.31870933335263174
NC,1996,7307658,3543764,5398019,1603297,133026,997920,2326190,North Carolina,0.48493840297397606,0.7386797521175731,0.21939956686533496,0.018203643356051968,0.13655811478862312,0.3183222312812121
NC,1997,7428672,3603366,5472659,1627487,147240,1001005,2343807,North Carolina,0.4850619330076762,0.7366941224488037,0.2190818224307117,0.019820500891680234,0.13474884878481644,0.31550820927347445
NC,1998,7545828,3659546,5544199,1650352,161870,1012110,2352058,North Carolina,0.4849760688952889,0.7347369963905883,0.2187105245441587,0.021451588877986618,0.13412842169209263,0.3117031026946281
NC,1999,7650789,3710119,5607335,1670394,175707,1021529,2351743,North Carolina,0.4849328611728803,0.7329093770590197,0.21832963894312077,0.02296586665767413,0.13351943178670853,0.3073856827054046
NC,2000,8081614,3962580,5675601,1737344,385209,1127065,2502030,North Carolina,0.49032037412328777,0.7022855830530882,0.21497488001777862,0.047664860014348616,0.13946038501715127,0.309595335783174
NC,2001,8210122,4022805,5723854,1761769,424721,1144225,2504293,North Carolina,0.4899811476613868,0.6971703952754904,0.21458499642270845,0.05173138718279704,0.13936760014041205,0.305025065400977
NC,2002,8326201,4076022,5763478,1785279,461933,1160065,2497029,North Carolina,0.4895416288893338,0.6922098085309254,0.21441699521786706,0.0554794437463136,0.13932704723318595,0.2999001585476978
NC,2003,8422501,4108600,5790815,1804813,495533,1159156,2486750,North Carolina,0.4878123493247433,0.6875410284902311,0.21428468812292215,0.058834424596684524,0.13762610417024587,0.2952507812109491
NC,2004,8553152,4177082,5839761,1829996,534364,1187390,2489901,North Carolina,0.4883675632094461,0.6827612791167513,0.21395574403447992,0.06247568147976325,0.1388248449226671,0.2911091723846367
NC,2005,8705407,4248218,5902103,1858546,576892,1214312,2494079,North Carolina,0.4879976318166399,0.677981282207713,0.21349329215739138,0.06626823995707495,0.1394894000935281,0.2864976904583554
NC,2006,8917270,4354118,6002034,1899789,625096,1251893,2518651,North Carolina,0.488279260356589,0.6730797654439082,0.21304603314691603,0.07009948111922147,0.1403897156865274,0.2824464213823289
NC,2007,9118037,4440724,6088243,1939303,676428,1268961,2544472,North Carolina,0.4870263193711541,0.6677142240155419,0.212688652173708,0.07418570466428245,0.13917041573751016,0.2790591878493145
NC,2008,9309449,4538073,6165176,1978052,728646,1296248,2570907,North Carolina,0.48746955915436024,0.6622492910160419,0.21247788134399792,0.07826950875395526,0.13924003450687575,0.27616102736048076
NC,2009,9449566,4603065,6212949,2007762,770622,1314043,2573672,North Carolina,0.4871191967969746,0.6574851162476668,0.2124713452448504,0.08155104689464045,0.13905855570509798,0.2723587517140999
NC,2010,9571037,4668267,6250673,2031227,807986,1335641,2575495,North Carolina,0.4877493421036822,0.6530821059410804,0.21222642854687532,0.08441990141716096,0.13955029115444859,0.26909257586194685
NC,2011,9641131,4697271,6260060,2041478,829475,1340079,2566630,North Carolina,0.4872116144879683,0.6493076382843466,0.21174673386348553,0.08603503053739235,0.1389960368757566,0.26621669179684415
NC,2012,9719755,4733334,6271360,2051872,854781,1351132,2561469,North Carolina,0.4869807932401588,0.6452179092991541,0.2111032634053019,0.08794264876017965,0.1390088536182239,0.2635322598151908
NC,2013,9800429,4770831,6281161,2064293,879506,1362384,2563002,North Carolina,0.4867981799572243,0.6409067398988351,0.2106329222935037,0.0897415817205553,0.13901269015876755,0.26151936818276017
NC,2014,9876774,4804919,6289870,2073775,905832,1366034,2565220,North Carolina,0.486486680772487,0.6368344562708431,0.20996481239724632,0.09171334688836659,0.13830771059457267,0.2597224559355109
NC,2015,9962464,4846820,6303328,2081761,938497,1373985,2567845,North Carolina,0.48650815701818345,0.6327077317418662,0.2089604539599842,0.09420330151255754,0.13791618218143623,0.25775199789931486
NC,2016,10072775,4898726,6329972,2093875,974391,1386745,2579545,North Carolina,0.4863333093412689,0.6284238454646311,0.20787469192948319,0.09673511023526288,0.1376725877427025,0.25609079920875827
NC,2017,10172498,4945234,6345693,2104453,1011593,1385767,2599521,North Carolina,0.48613762322686127,0.6238087242681198,0.20687671799001583,0.09944391239988447,0.13622681469192718,0.2555440168186811
NC,2018,10273864,4991944,6363618,2115009,1052797,1392458,2621147,North Carolina,0.4858876854900941,0.6193986994571857,0.20586305210970282,0.10247332454468933,0.13553401135152265,0.25512767153623994
NC,2019,10369657,5036557,6380021,2124234,1090443,1398597,2647401,North Carolina,0.4857014074814625,0.6152586339162424,0.20485094154994712,0.10515709439569698,0.1348739885996229,0.2553026585160917
NC,2020,10449652,5115771,6451412,2207750,1122118,1379134,2716920,North Carolina,0.4895637672910064,0.6173805596588289,0.21127497834377643,0.10738328893632056,0.13197894054270898,0.2600010029042115
NC,2021,10564320,5166737,6491186,2228539,1153438,1413372,2751734,North Carolina,0.48907426128704923,0.6144442803701516,0.21094959259090978,0.10918241779877928,0.1337873142805216,0.26047431353840095
NC,2022,10710793,5235170,6529834,2253885,1203653,1432780,2802473,North Carolina,0.48877520086514603,0.6096499110756786,0.210431197764722,0.11237758025946351,0.13376974048513496,0.2616494408957395
NC,2023,10881189,5315300,6580062,2277667,1262790,1463902,2860098,North Carolina,0.48848521976780296,0.6047190247315803,0.209321518080423,0.11605257476917274,0.1345351137637624,0.2628479295782841
NC,2024,11046024,5393918,6619651,2298898,1327268,1483798,2921820,North Carolina,0.488313079891914,0.5992790709127556,0.2081199533877529,0.12015798625822287,0.13432869600862718,0.26451327645132766
ND,1990,637364,317479,600513,3431,4644,94990,195358,North Dakota,0.4981125385180211,0.9421821753346596,0.005383109180938993,0.007286260284546978,0.14903571585467645,0.3065093102214747
ND,1991,634199,315977,595933,3511,5115,94006,193170,North Dakota,0.49823005082001076,0.9396624718739701,0.005536117212420707,0.008065291809037858,0.14822792215061834,0.3045889381724033
ND,1992,635427,316621,596163,3587,5152,94371,191435,North Dakota,0.498280683697734,0.9382084802817633,0.005645022953069353,0.008107933720159829,0.14851587987290435,0.30126985475908324
ND,1993,637229,317501,597376,3507,5358,95031,190581,North Dakota,0.4982525905129867,0.9374589040988405,0.00550351600445052,0.0084082802257901,0.14913163085798042,0.2990777255900155
ND,1994,639762,318695,599238,3478,5348,95774,190312,North Dakota,0.49814618561277474,0.936657694580172,0.00543639666000794,0.008359358636492946,0.1497025456341577,0.2974731228175478
ND,1995,641548,319747,599761,3358,5906,96565,189960,North Dakota,0.498399184472557,0.9348653569179547,0.005234214743090151,0.009205858330163916,0.1505187452848423,0.296096317033176
ND,1996,642858,320294,599467,3558,6348,97327,189484,North Dakota,0.49823444679851536,0.9325029788849171,0.00553465928712095,0.009874653500461999,0.1513973536924173,0.294752495885561
ND,1997,640945,319134,596693,3463,6812,98634,185759,North Dakota,0.49791167728900293,0.9309581945408733,0.005402959692329295,0.010628057009571805,0.1538883991606144,0.28982049941882687
ND,1998,637808,317351,592527,3621,6973,99748,180601,North Dakota,0.4975650979605148,0.9290052805860071,0.005677257105586634,0.01093275719338735,0.1563918922308908,0.2831588816697188
ND,1999,633666,315167,587625,3775,7269,100097,175142,North Dakota,0.49737085467738523,0.9273418488604407,0.005957397114568243,0.011471342947230876,0.15796492158329467,0.2763948199840294
ND,2000,642023,320468,589774,3930,7834,104411,174094,North Dakota,0.4991534571191375,0.918618180345564,0.006121276029051919,0.012202055066563036,0.1626281301448702,0.2711647402040114
ND,2001,639062,319275,584968,4300,8377,106848,168631,North Dakota,0.4995994128895162,0.9153540658026921,0.006728611621407626,0.013108274314542251,0.16719504523817721,0.26387267589060215
ND,2002,638168,319151,582041,4656,8999,108386,164379,North Dakota,0.5001049880282308,0.9120498050670043,0.007295884469293352,0.01410130247834426,0.16983928996753206,0.25757950884406616
ND,2003,638817,319921,580629,4979,9714,110321,160764,North Dakota,0.5008022641852048,0.9089128811537577,0.007794094396360773,0.015206232770887437,0.1726957798555768,0.2516589257956504
ND,2004,644705,323697,583877,5522,10359,112985,159374,North Dakota,0.5020854499344661,0.9056498708711737,0.008565157707788833,0.016067813961424218,0.17525069605478474,0.24720453540766707
ND,2005,646089,324546,583171,6021,10797,113042,157141,North Dakota,0.5023239832283168,0.9026171316954785,0.009319149528934869,0.01671131995746716,0.17496351121904258,0.24321881350711744
ND,2006,649422,326839,584316,6341,11299,113397,156114,North Dakota,0.5032767599496167,0.8997477757144045,0.009764067124304382,0.01739854824751856,0.1746121936121659,0.24038914604063305
ND,2007,652822,328756,585666,6628,11899,109916,158461,North Dakota,0.5035920970800616,0.8971296923204182,0.010152844113709402,0.018227020535459895,0.1683705512375502,0.24273232213375162
ND,2008,657569,331438,588127,6901,12560,108504,159328,North Dakota,0.5040353179666316,0.8943958732847808,0.010494716143857146,0.019100657117351944,0.16500777865136587,0.2422985268466123
ND,2009,664968,335294,592709,7731,13276,106846,162677,North Dakota,0.5042257672549657,0.8913346206133227,0.01162612336232721,0.019964870490008543,0.16067840858507476,0.24463883976371795
ND,2010,675097,341256,599764,8116,13819,106618,166730,North Dakota,0.505491803400104,0.8884115912231871,0.012021976101212122,0.020469651027926358,0.15792989748139896,0.2469719166282771
ND,2011,687257,348151,606953,9178,15359,108759,170861,North Dakota,0.5065805077285499,0.8831528816730859,0.013354538404119565,0.022348262731409066,0.15825084357089123,0.24861296429137864
ND,2012,705347,358614,618678,10649,17660,112213,177242,North Dakota,0.5084220957911496,0.8771257267699445,0.015097533554406555,0.025037322055669053,0.159089072470713,0.2512834108601866
ND,2013,727655,371386,632331,13106,20804,116093,186012,North Dakota,0.5103874775820959,0.8689983577382139,0.018011282819468018,0.02859047213308505,0.15954401467728524,0.2556321333599027
ND,2014,744628,381297,641813,15381,23400,117528,193014,North Dakota,0.5120637418952819,0.8619243434305451,0.02065595169668613,0.03142508742620476,0.15783451602679457,0.2592086249778413
ND,2015,762814,391455,649670,19371,26635,118149,201540,North Dakota,0.5131722805297229,0.8516755067421415,0.02539413277679749,0.03491676870115126,0.15488572574703663,0.2642059532205754
ND,2016,764781,392064,645447,22073,27902,115028,203652,North Dakota,0.5126487190450599,0.8439631737713149,0.028861857185259573,0.03648364695252628,0.15040645622733828,0.266287996171453
ND,2017,766807,392313,642301,23467,29031,112590,205867,North Dakota,0.5116189601816363,0.8376305902267455,0.03060352865844991,0.03785959178776407,0.1468296455301008,0.26847303167550635
ND,2018,771499,394333,642049,25117,30694,111332,208392,North Dakota,0.5111257435200823,0.8322097630716306,0.03255610182255583,0.039784886305750236,0.14430608464819786,0.2701131174505735
ND,2019,776548,396902,642627,25960,32362,110353,211138,North Dakota,0.5111107104776523,0.8275431782710148,0.03343000046359015,0.041674178544017886,0.14210712022952862,0.27189304460252295
ND,2020,779563,400795,652396,25871,33956,112896,211554,North Dakota,0.514127786978089,0.8368739922238485,0.03318654169066516,0.043557736834611185,0.14481959764637367,0.2713751165717203
ND,2021,777966,399375,649384,26169,34575,115436,210622,North Dakota,0.513357910242864,0.8347202834057015,0.03363771681538782,0.04444281626703481,0.1483818058886892,0.27073419661013465
ND,2022,781057,400602,648351,27189,35836,116890,211719,North Dakota,0.5128972661406274,0.8300943465073611,0.0348105195907597,0.04588141454464911,0.14965617106049878,0.2710672844619535
ND,2023,789047,404725,649550,28883,38491,119704,214332,North Dakota,0.5129288876328026,0.8232082499521575,0.036604917070846225,0.04878163151244476,0.15170705927530298,0.27163400912746644
ND,2024,796568,408902,650280,30386,40877,122015,216881,North Dakota,0.5133296843458437,0.8163521507266172,0.03814614697050346,0.05131639734460837,0.1531758745016119,0.27226928523365235
NE,1990,1580664,770660,1462502,57027,37200,222410,486887,Nebraska,0.4875545973084729,0.9252453399330914,0.03607787613306813,0.023534413385766995,0.14070669035291497,0.30802687984290145
NE,1991,1590805,776165,1468361,57559,40380,222782,490857,Nebraska,0.4879070659194559,0.9230301639735857,0.036182310214011144,0.025383375083684045,0.14004356285025507,0.3085588742806315
NE,1992,1602406,782163,1473950,58226,44244,225402,489888,Nebraska,0.48811786775636135,0.919835547295754,0.036336608824480185,0.02761097998884178,0.14066472541915095,0.3057202731392668
NE,1993,1612149,786994,1477241,58512,48725,228345,487849,Nebraska,0.4881645555094473,0.9163179085804104,0.036294411992936135,0.030223633175345457,0.14164013375934856,0.30260788549941725
NE,1994,1621551,791883,1480322,59648,52971,231696,485669,Nebraska,0.4883491176040717,0.9129049903456629,0.03678453529984564,0.03266687264230357,0.14288542266015686,0.2995089269471019
NE,1995,1635142,798741,1485973,60493,58112,236261,486439,Nebraska,0.4884841805788121,0.9087730606883072,0.03699556368804666,0.035539421041108354,0.14448959172964795,0.29749037086687274
NE,1996,1647657,805441,1490916,61514,63302,240297,486735,Nebraska,0.4888402137095281,0.9048703704715241,0.03733422672315901,0.03841940403858327,0.14584164058417498,0.2954103918473323
NE,1997,1656042,809804,1492719,62798,67741,244634,481747,Nebraska,0.48899967512901243,0.901377501295257,0.037920535831820694,0.04090536351131191,0.14772209883565754,0.29090264618892514
NE,1998,1660772,812185,1491773,63632,72063,248820,474303,Nebraska,0.4890406389317739,0.898240697699624,0.038314711471532516,0.043391266230403694,0.14982189006076693,0.2855918813660153
NE,1999,1666028,814663,1490199,64376,76998,251915,467472,Nebraska,0.48898517912063905,0.8944621578989068,0.03864040700396392,0.046216510166695875,0.15120694250036615,0.2805907223648102
NE,2000,1713820,844840,1497833,68563,95505,256268,486133,Nebraska,0.49295725338717017,0.8739733460923551,0.04000595161685591,0.05572638900234564,0.1495302890618618,0.2836546428446395
NE,2001,1719836,848628,1492809,69749,103215,259731,478968,Nebraska,0.49343542058661405,0.8679949716135724,0.04055561111640878,0.06001444323761103,0.15102079500603546,0.27849632174230565
NE,2002,1728292,853489,1490150,70727,110994,262480,473420,Nebraska,0.49383379660381466,0.8622096266140212,0.04092306161227385,0.06422178659624647,0.15187248451071925,0.2739236193883904
NE,2003,1738643,859281,1489375,72119,118380,265077,468695,Nebraska,0.4942250939382035,0.856630717174256,0.041480050821243925,0.06808758324739467,0.1524620062888126,0.269575180183626
NE,2004,1749370,865386,1489908,73421,124667,266548,464418,Nebraska,0.49468437208823746,0.8516826057380658,0.04196996633073621,0.07126394073294957,0.15236799533546364,0.2654772861087134
NE,2005,1761497,872029,1492076,74571,131467,268736,460291,Nebraska,0.4950499489922492,0.8470499807833904,0.042333878513559776,0.07463367805905999,0.1525611454348205,0.26130671809262235
NE,2006,1772693,878006,1492467,76057,138481,267924,458133,Nebraska,0.49529501160099354,0.8419207386727425,0.04290477821032745,0.07811899748010513,0.1511395374156721,0.2584389964872654
NE,2007,1783440,883334,1492993,77386,145077,264401,458373,Nebraska,0.49529785134347104,0.8371422643879245,0.0433914233167362,0.08134672318665052,0.14825337549903558,0.2570162158525098
NE,2008,1796378,890564,1493934,79248,152703,262066,459084,Nebraska,0.49575534770521573,0.8316367713254115,0.044115436728795386,0.0850060510649763,0.14588577682425413,0.2555609120129505
NE,2009,1812683,899064,1497706,80831,160871,259692,462372,Nebraska,0.4959852329392398,0.8262371302649167,0.04459191154768925,0.08874745336057105,0.1432638801158283,0.2550760392192126
NE,2010,1830194,908357,1502054,82197,169461,258112,467067,Nebraska,0.496317330293947,0.8207075315513,0.04491163231875965,0.0925918235990283,0.14102985803690757,0.25520081477701273
NE,2011,1843937,915274,1504064,83394,175630,258746,470318,Nebraska,0.4963694529693802,0.8156807960358733,0.04522605707244879,0.09524728881735113,0.14032258151986754,0.25506185948869187
NE,2012,1859140,923207,1506623,84341,182256,260088,473816,Nebraska,0.49657744978861196,0.8103870606839721,0.04536559914799316,0.09803242359370462,0.13989694159665222,0.25485762234151277
NE,2013,1873681,931250,1508060,85625,189277,261654,477800,Nebraska,0.49701630106725747,0.8048648622684438,0.04569881425920421,0.10101879668951118,0.13964703703565334,0.25500605492610534
NE,2014,1890242,940077,1510006,87480,195379,264981,480890,Nebraska,0.49733155860466544,0.7988426878674794,0.046279788513851665,0.10336189757713563,0.14018363786224197,0.25440657862855653
NE,2015,1904766,947829,1510720,88899,201795,267232,483236,Nebraska,0.49760915514031645,0.7931262947784662,0.04667187465546949,0.10594214722438347,0.14029649836252853,0.25369835454853773
NE,2016,1921616,956475,1511278,90937,209257,269053,487875,Nebraska,0.4977451270180931,0.7864620194669486,0.04732319048134487,0.10889636639162038,0.1400139257791359,0.2538878735397707
NE,2017,1934551,963223,1510005,92020,217168,268224,493817,Nebraska,0.49790519867400757,0.7805454599025821,0.04756659297170248,0.11225757294586702,0.13864922661640866,0.25526181527393177
NE,2018,1945483,968500,1507231,93540,224165,268469,499409,Nebraska,0.4978198216072821,0.7747335751584568,0.04808060517619532,0.11522331472441548,0.13799606575847745,0.25670180618386285
NE,2019,1954962,973449,1505168,94777,230416,268331,503779,Nebraska,0.4979375558194993,0.7699218706041345,0.04848022621411567,0.11786213747377187,0.13725637633877283,0.2576924768870188
NE,2020,1963387,986817,1521208,97528,235875,272195,507342,Nebraska,0.5026095211998449,0.7747876501168643,0.04967334509192533,0.12013678403697284,0.1386354294899579,0.25840142569956914
NE,2021,1964537,987755,1514205,97939,241690,272585,509768,Nebraska,0.5027927700012776,0.7707693975730668,0.049853476926115414,0.12302644338080677,0.13875279518787378,0.25948505932950106
NE,2022,1972246,991485,1509567,98901,249984,276727,511673,Nebraska,0.5027187277854791,0.7654050255394104,0.05014638133376871,0.12675092255225767,0.14031059005823818,0.25943670312932565
NE,2023,1987864,999645,1507727,101437,260542,282857,515885,Nebraska,0.5028739390622297,0.7584658709046495,0.05102813874591018,0.13106631037133326,0.1422919274155576,0.2595172506771087
NE,2024,2005465,1008640,1505200,104417,272255,288433,521381,Nebraska,0.5029457008723662,0.7505491245172566,0.05206622902917777,0.13575654524013134,0.14382350228001983,0.2599801043648231
NH,1990,1111831,544869,1082272,6783,11405,159385,390549,New Hampshire,0.49006458715398293,0.97341412498842,0.006100747325807609,0.010257853936434583,0.14335362118883174,0.3512665144253038
NH,1991,1107055,541570,1077996,6061,11535,151592,389341,New Hampshire,0.48919882029348133,0.9737510783113756,0.005474886071604392,0.010419536518059175,0.13693267272177082,0.351690747072187
NH,1992,1112766,544928,1082659,6137,12016,148079,386863,New Hampshire,0.4897058321336202,0.9729439972105546,0.005515085831163066,0.010798316986680039,0.13307290122092155,0.34765889683904794
NH,1993,1122191,550022,1090195,6167,13289,145921,388373,New Hampshire,0.4901322502140901,0.9714879196143972,0.005495499429241546,0.011842012634212893,0.1300322315898096,0.3460845791848268
NH,1994,1133054,555727,1099649,6543,14280,144017,391224,New Hampshire,0.4904682389365379,0.9705177334884304,0.0057746585776141295,0.012603106295022126,0.12710515121079843,0.34528274910110196
NH,1995,1145604,562359,1110546,6665,14826,142925,396600,New Hampshire,0.49088428462191125,0.9693978023819749,0.005817891697305526,0.012941644756826966,0.12475951550448497,0.3461929253040318
NH,1996,1160768,570216,1123245,7068,15812,142635,403117,New Hampshire,0.4912402822958593,0.9676739882560512,0.006089072062634393,0.013622015768870266,0.1228798519600816,0.3472847287313227
NH,1997,1173239,576770,1133915,7233,16894,144192,404863,New Hampshire,0.4916048648229389,0.9664825325445199,0.006164984287088991,0.014399453137851709,0.12290079003510794,0.3450814369450726
NH,1998,1185823,583120,1144611,7256,17929,147466,402651,New Hampshire,0.49174286550353635,0.9652460780403146,0.006118957045022739,0.01511945711965445,0.1243575137267535,0.33955404811679313
NH,1999,1201134,590941,1156781,7708,19552,151060,400851,New Hampshire,0.4919859066515476,0.9630740616783806,0.0064172690141149945,0.01627795066995023,0.12576448589416334,0.33372712786416836
NH,2000,1239882,609771,1181370,8653,20697,156290,380967,New Hampshire,0.4917976065464294,0.9528084124134394,0.006978889926622049,0.016692717532797476,0.12605231788186294,0.30726069093671815
NH,2001,1255517,618105,1191067,9513,23049,161542,378536,New Hampshire,0.49231113557203926,0.948666565247623,0.007576958336685207,0.01835817436163748,0.12866572097390955,0.30149810795074855
NH,2002,1269089,625409,1199197,10136,25288,166532,373700,New Hampshire,0.4928015292859681,0.9449274243177587,0.007986831498815293,0.01992610447336633,0.13122168736786782,0.294463193676724
NH,2003,1279840,631327,1205374,10798,27025,170804,368330,New Hampshire,0.49328587948493563,0.941816164520565,0.008436992124015502,0.02111592074009251,0.13345730716339543,0.28779378672334044
NH,2004,1290121,636276,1211311,11303,28780,174633,361463,New Hampshire,0.4931909487559694,0.9389127066375944,0.008761193717488515,0.022307985064966774,0.13536172188500148,0.28017759574489526
NH,2005,1298492,640560,1215265,11908,30429,178573,355033,New Hampshire,0.4933107019527267,0.9359048804305302,0.009170637940010412,0.023434106640626205,0.1375233732668357,0.27341947428247537
NH,2006,1308389,645616,1220685,12583,32338,180579,348846,New Hampshire,0.49344346367937975,0.9329679476057962,0.009617170428672207,0.024715891069093367,0.13801629331949444,0.26662254115557377
NH,2007,1312540,647553,1221316,12977,33742,180761,342511,New Hampshire,0.4933586785926524,0.9304981181525896,0.00988693677906959,0.025707407012357717,0.1377184695323571,0.26095280905724777
NH,2008,1315906,649330,1220898,13380,35202,180267,335808,New Hampshire,0.4934471003247952,0.9278003140041918,0.01016789953081755,0.026751150918074694,0.13699078809580623,0.2551914802425097
NH,2009,1316102,649227,1218157,13682,36330,179273,328416,New Hampshire,0.4932953524878771,0.9255794763627743,0.010395850777523323,0.027604243440098108,0.13621512618322895,0.2495368899978877
NH,2010,1317105,649687,1216845,13977,36989,178399,322434,New Hampshire,0.49326894970408586,0.9238785062694318,0.010611910212169872,0.028083562054657753,0.13544781927029356,0.24480508387713965
NH,2011,1321939,652149,1215794,14490,38957,180048,318495,New Hampshire,0.49332760437508844,0.9197050695985216,0.010961171430754368,0.029469589746576808,0.13619993055655366,0.24093017907785458
NH,2012,1327372,654918,1215235,15099,40972,181145,315347,New Hampshire,0.49339446666043885,0.9155195378537441,0.011375108108352443,0.030867006385549792,0.13646890246291168,0.23757243636297887
NH,2013,1331163,657125,1214051,15249,42718,181356,312957,New Hampshire,0.49364728436712857,0.9120227951047317,0.011455396521688178,0.03209073569502758,0.13623876264589685,0.23510043473263606
NH,2014,1339344,661860,1216806,15554,44661,182301,312563,New Hampshire,0.49416729383937213,0.9085089416908576,0.011613147929135457,0.033345428806938325,0.13611215639895352,0.2333702170614868
NH,2015,1343764,664705,1215167,16040,46932,181137,311736,New Hampshire,0.49465903238961606,0.9043009040277906,0.011936619823123704,0.034925775657035016,0.13479822349757845,0.23198716441279868
NH,2016,1351178,668570,1216141,16838,49527,179886,312766,New Hampshire,0.49480527362050003,0.9000597996711018,0.01246171858926063,0.03665468206261499,0.13313271826509904,0.2314765338097571
NH,2017,1359076,672438,1218165,17454,52358,177979,316386,New Hampshire,0.4947758624241764,0.8963185281764964,0.012842548908228826,0.038524703548587426,0.13095588473345127,0.2327949283189461
NH,2018,1364941,675801,1218573,18211,54933,175152,320688,New Hampshire,0.4951137082115637,0.8927660609506198,0.013341968627215388,0.040245695601494866,0.12832203003646311,0.23494641892946289
NH,2019,1371857,678706,1219658,18992,57469,173239,325822,New Hampshire,0.49473523843957495,0.8890562208743331,0.013844008522754194,0.04189139247020644,0.12628065461633392,0.23750434629848446
NH,2020,1378756,687420,1231354,20832,59970,172682,337048,New Hampshire,0.49857987925347197,0.89309058310535,0.015109272416584225,0.04349573093426248,0.12524478587944496,0.24445804768936635
NH,2021,1387677,692505,1235501,21442,62703,167341,346445,New Hampshire,0.49903904150605655,0.890337592970122,0.01545172255503262,0.04518558713591131,0.12059074265841403,0.24965824179546106
NH,2022,1396678,697041,1240068,22155,65486,168918,351285,New Hampshire,0.49907065193265737,0.8878696449718546,0.01586263977810204,0.04688697036825954,0.12094269402109864,0.2515146655134541
NH,2023,1402199,699593,1240895,23029,67900,168304,355404,New Hampshire,0.4989256161215348,0.8849635465436789,0.016423489105326705,0.04842393982594482,0.12002861220126387,0.25346188379823403
NH,2024,1409032,703367,1241723,24037,70912,167737,359471,New Hampshire,0.49918454655394623,0.8812596165310653,0.017059229314877165,0.05032674914409325,0.119044138103322,0.25511911723793357
NJ,1990,7757158,3749471,5725387,998122,752968,1076264,2568044,New Jersey,0.4833562755844344,0.7380779146176989,0.1286710932019175,0.097067508487,0.138744627864999,0.3310547496905439
NJ,1991,7784269,3762130,5697940,1009804,779576,1039518,2587541,New Jersey,0.4832990740684835,0.7319813845076526,0.12972367732923926,0.10014761822850675,0.13354086298919013,0.3324064212066669
NJ,1992,7827770,3784855,5678718,1023770,808659,1016108,2572332,New Jersey,0.4835163782277711,0.7254579529035728,0.1307869290998586,0.10330643337757753,0.1298081062678132,0.3286161959280868
NJ,1993,7874891,3808311,5662607,1033660,840807,1001074,2566774,New Jersey,0.4836017412812444,0.719071159207156,0.13126022950666874,0.10677062069811506,0.12712226747011482,0.32594406703534057
NJ,1994,7918796,3831125,5648349,1043286,870219,991096,2560835,New Jersey,0.48380145163481925,0.713283812337128,0.13174805866952502,0.10989284229572273,0.12515741029318092,0.32338691386922963
NJ,1995,7965523,3856185,5636836,1050712,900961,984605,2560316,New Jersey,0.4841094552109133,0.7076542243365564,0.1319074717378884,0.11310757623824574,0.12360833055155324,0.32142472000896866
NJ,1996,8009624,3877750,5619989,1058050,933122,978183,2560587,New Jersey,0.4841363339902098,0.7016545345948824,0.13209733690370484,0.11650010037924377,0.12212595747315978,0.3196887893863682
NJ,1997,8054178,3900257,5599978,1065994,966482,980042,2557221,New Jersey,0.48425264502473125,0.6952885819012194,0.13235292291777012,0.11999759627860224,0.12168119453034189,0.31750241924129313
NJ,1998,8095542,3921695,5580674,1074791,997055,983224,2545887,New Jersey,0.4844264905302202,0.689351497404374,0.13276331590892865,0.12316099403844734,0.12145252288234686,0.31448011757582134
NJ,1999,8143412,3946443,5568157,1082327,1027277,987659,2532018,New Jersey,0.48461787270495466,0.6837621625922893,0.13290829445937402,0.12614822877683213,0.12128319186110195,0.31092839217762774
NJ,2000,8430621,4090509,5601464,1118695,1128903,1009475,2621571,New Jersey,0.48519664209789526,0.664418908168212,0.13269425822842706,0.13390508243698773,0.11973910344208333,0.3109582319024897
NJ,2001,8492671,4122739,5578892,1124362,1173732,1026743,2603347,New Jersey,0.4854466869139285,0.6569066433869862,0.13239203543855638,0.1382052831199984,0.12089753624036537,0.3065404276228291
NJ,2002,8552643,4153842,5555789,1128961,1218847,1042594,2581946,New Jersey,0.48567933912359024,0.6495990771507708,0.1320014175734916,0.14251115123126265,0.12190313567396652,0.30188866763174843
NJ,2003,8601402,4179438,5525789,1132849,1263523,1061153,2553301,New Jersey,0.4859019494728883,0.6424288738045263,0.13170515690349086,0.1468973313885341,0.12336977157909838,0.2968470721401
NJ,2004,8634561,4197597,5488172,1134136,1304751,1078720,2520242,New Jersey,0.4861390173744791,0.6356052149032244,0.13134842639944289,0.15110797178918534,0.12493049733507007,0.29187841744357357
NJ,2005,8651974,4208429,5440558,1132716,1343332,1096526,2485042,New Jersey,0.4864125805278657,0.6288227403364828,0.1309199495976294,0.1552630648219701,0.1267370891313358,0.28722254597621305
NJ,2006,8661679,4213580,5389373,1130682,1381040,1111151,2446589,New Jersey,0.486462266726809,0.6222088119405025,0.1305384325602461,0.1594425284058668,0.12828355795683494,0.2824612872400374
NJ,2007,8677885,4222737,5340793,1129110,1419887,1120773,2413538,New Jersey,0.48660900668768947,0.6154486951601686,0.1301135011584044,0.16362132017190825,0.12915278319544451,0.278125142243761
NJ,2008,8711090,4241189,5301078,1128625,1464525,1127819,2389516,New Jersey,0.48687236614476487,0.6085435921337055,0.12956185735654208,0.16812189978521633,0.1294693316221047,0.2743073484489312
