state_abbr,year,population,male_population,white_nh_population,black_nh_population,hispanic_population,age_15_24_population,age_25_44_population,state,share_male,share_white_nh,share_black_nh,share_hispanic,share_age_15_24,share_age_25_44
IN,1999,5942901,2891620,5230975,488945,153960,841153,1786877,Indiana,0.4865670823054263,0.8802056436746969,0.08227379187369939,0.025906539583950665,0.14153912373771665,0.3006741993514615
IN,2000,6091866,2988697,5234732,510177,217326,884417,1787894,Indiana,0.4906045208479635,0.8592986122807035,0.08374724591775327,0.035674783391492854,0.14517998261944698,0.293488727427688
IN,2001,6127760,3007602,5238356,517776,234469,894244,1769492,Indiana,0.4908158935728553,0.8548565870726007,0.08449678185829733,0.03826341109965142,0.14593326109377652,0.28876653132629215
IN,2002,6155967,3022625,5237203,524204,249409,898876,1749881,Indiana,0.49100734295684173,0.85075228635891,0.08515380280628534,0.040514999511855734,0.1460170270568377,0.2842576966380749
IN,2003,6196638,3044272,5245261,531592,266236,906485,1734492,Indiana,0.49127801236735147,0.8464688432663002,0.08578716394277025,0.04296458821702995,0.14628658314395646,0.27990855686583593
IN,2004,6233007,3064055,5248633,538913,283216,911625,1720907,Indiana,0.4915853616079687,0.8420707693734341,0.08646115751193605,0.04543810074334908,0.1462576570185145,0.276095791325118
IN,2005,6278616,3087135,5257145,546808,303357,916493,1711914,Indiana,0.49169036615712763,0.8373095280870816,0.0870905307793947,0.048315902740349144,0.14597054510102225,0.2726578596302115
IN,2006,6332669,3114466,5270708,556549,324357,920632,1705535,Indiana,0.49180937768893335,0.8323043569780767,0.08788537660818843,0.051219635828116075,0.14537819677611447,0.26932325059149625
IN,2007,6379599,3138145,5280772,564672,343653,921675,1699363,Indiana,0.4919031744785213,0.8277592369050155,0.08851214629634245,0.05386749229849713,0.14447224660985744,0.2663745793426828
IN,2008,6424806,3160843,5291029,572904,361715,925115,1690585,Indiana,0.49197485496060117,0.8235313253038302,0.08917063021046862,0.0562997544206004,0.14399111817539706,0.26313401525275626
IN,2009,6459325,3177848,5293126,579705,377857,928092,1676552,Indiana,0.4919783413901607,0.8194549740104423,0.0897469936874209,0.058497908063149015,0.1436825055249581,0.2595552940903268
IN,2010,6491385,3193529,5292981,586192,392796,928520,1667184,Indiana,0.4919641956223518,0.8153854685864419,0.09030307091629906,0.06051035333753891,0.14303881221033724,0.256830245009347
IN,2011,6521409,3208741,5285612,591243,406805,933772,1661789,Indiana,0.49203185998608584,0.8105015342543306,0.09066184930281171,0.06237992433843668,0.14318562138948807,0.25482054568268914
IN,2012,6546485,3222746,5273468,595497,420785,939199,1655496,Indiana,0.4922864712895546,0.8055419053125455,0.09096438775923263,0.0642764781405594,0.14346615015538874,0.2528831884591502
IN,2013,6581401,3240752,5267707,601452,436745,944771,1657901,Indiana,0.492410658460106,0.8003929558463312,0.09138662117685885,0.06636049072226415,0.14355165412349133,0.2519070027794994
IN,2014,6610174,3255451,5258431,606223,451496,946984,1658465,Indiana,0.4924909692241082,0.7955056856294555,0.0917105964230291,0.06830319443935969,0.1432615843395348,0.2508958160556742
IN,2015,6628925,3265736,5241014,610571,465620,945097,1655870,Indiana,0.49264941148074537,0.7906280430084818,0.09210709127045487,0.07024064987912822,0.1425716839457378,0.24979464996209794
IN,2016,6658719,3280779,5226569,616768,482854,943381,1657657,Indiana,0.4927042273446289,0.7849210936818328,0.09262562363721911,0.07251454821865888,0.14167604910193687,0.24894533017536857
IN,2017,6686218,3294331,5211901,623480,500604,934174,1668593,Indiana,0.4927046949411461,0.7794991129514472,0.09324853003596353,0.07487102574280408,0.13971635384906683,0.24955707396917062
IN,2018,6725960,3314918,5200591,633061,520524,933496,1683986,Indiana,0.49285425426258855,0.7732117050948861,0.09412202867694723,0.07739029075403363,0.13879000172466086,0.2503710994415667
IN,2019,6761818,3332654,5190367,640971,540049,932617,1699577,Indiana,0.49286360561612275,0.7675993349717487,0.09479270219931978,0.07986742618627121,0.13792400209529448,0.25134911942320837
IN,2020,6790497,3367752,5252320,655490,555803,932386,1737439,Indiana,0.49595073821547964,0.7734809396131094,0.09653048959450243,0.08185012083798873,0.13730747543221064,0.2558633042618235
IN,2021,6815907,3381263,5244235,664500,569393,940264,1753399,Indiana,0.49608408682806265,0.7694111730104298,0.09749252740684403,0.0835388452336571,0.13795141277602527,0.25725101589561006
IN,2022,6844545,3395111,5227793,675601,588324,945437,1767445,Indiana,0.4960316573271123,0.763789704063601,0.09870648815954895,0.08595516575608751,0.1381299998758135,0.25822680689512595
IN,2023,6880131,3412703,5217276,687932,608675,954816,1779564,Indiana,0.4960229681673212,0.7583105612378601,0.09998821243374581,0.08846851898604838,0.13877875290455952,0.2586526332129432
IN,2024,6924275,3435504,5209784,701807,631014,962341,1795399,Indiana,0.496153604528994,0.7523941495680053,0.10135458224868307,0.09113069599344335,0.1389807597185265,0.25929053944275754
KS,1990,2480683,1216391,2193555,141270,94203,353311,776386,Kansas,0.49034519928584186,0.8842544573409823,0.056948026007353617,0.03797462231167787,0.14242488862946212,0.31297267728282896
KS,1991,2495209,1224854,2202773,141981,97906,351816,782628,Kansas,0.4908823268912544,0.8828009998360858,0.056901445930982134,0.039237594926917946,0.1409966058955382,0.3136522832355927
KS,1992,2526042,1240410,2222757,145681,103216,355815,785935,Kansas,0.4910488424182971,0.8799366756372222,0.05767164599796836,0.04086076161837372,0.14085870306194434,0.3111329898711106
KS,1993,2547605,1251310,2238139,145884,108205,359189,787491,Kansas,0.4911711195416872,0.8785266946799053,0.05726319425499636,0.04247322485236134,0.14099085219254948,0.30911032126251914
KS,1994,2569118,1262797,2250758,146603,113821,363273,790477,Kansas,0.49152938868514406,0.8760819861135223,0.05706355254994126,0.04430353140649826,0.14139988898913947,0.3076841935637055
KS,1995,2586942,1271694,2260630,146696,120008,367506,794038,Kansas,0.49158195274575156,0.8738618801658483,0.056706335124637505,0.04638990746603519,0.14206194031408512,0.3069407818188425
KS,1996,2598266,1276063,2265969,145761,125868,370463,792052,Kansas,0.49112100146790205,0.8721081675240333,0.056099337019381385,0.04844307703676221,0.1425808596964283,0.30483868857153196
KS,1997,2616339,1285217,2275229,145901,133192,379256,784772,Kansas,0.49122724539900986,0.8696231642764948,0.05576532704668623,0.050907776094764476,0.14495675063514324,0.29995042691333196
KS,1998,2638667,1297126,2286490,147996,140541,390206,777314,Kansas,0.49158381864782486,0.8665322300995162,0.0560874108024999,0.05326212060862549,0.14787997121273733,0.2945858647567124
KS,1999,2654052,1305408,2291042,149518,148479,398281,767666,Kansas,0.49185471874703285,0.8632242322305667,0.056335746247624385,0.05594426936623698,0.1500652587063102,0.28924301407809644
KS,2000,2693681,1331181,2240250,152869,190633,402161,767825,Kansas,0.49418657962839696,0.831668634853199,0.05675096642846721,0.0707704438647338,0.14929793097252422,0.2850467445848265
KS,2001,2702162,1336196,2234088,153226,200720,408275,755887,Kansas,0.4944914479590787,0.8267779651997178,0.0567049643951769,0.07428126070901744,0.15109197746101086,0.27973415361477216
KS,2002,2713535,1341637,2229920,153960,210500,413818,744899,Kansas,0.494424063076393,0.8217767598354176,0.056737797743533804,0.07757408693825582,0.15250144184615272,0.27451239803429844
KS,2003,2723004,1345589,2224747,154009,220354,416813,732616,Kansas,0.49415608643982895,0.8170193653773553,0.056558492018373825,0.08092312754590152,0.15307102009398443,0.26904697899819463
KS,2004,2734373,1351977,2221270,154811,230124,419525,724588,Kansas,0.4944376645029775,0.8123507656051314,0.056616635696739255,0.0841596958425204,0.15342639793473678,0.26499237668013836
KS,2005,2745299,1357341,2217682,154617,240651,420941,715568,Kansas,0.49442374036489284,0.8078107339127724,0.056320641212487234,0.0876593041413704,0.15333156789114774,0.26065211840313207
KS,2006,2762931,1368839,2218707,156714,251627,420270,713707,Kansas,0.4954300342643374,0.8030265685245126,0.056720200395883935,0.09107248787609969,0.15211020470652362,0.2583151732707042
KS,2007,2783785,1378080,2221452,157996,263655,414472,714627,Kansas,0.49503823032310323,0.7979969717488958,0.05675581986396219,0.09471097803889308,0.14888793495187308,0.2567105577478146
KS,2008,2808076,1392513,2224794,160649,276744,413650,717210,Kansas,0.4958957663539021,0.7922841119684795,0.05720963392728687,0.09855288816969342,0.14730726661244212,0.25540975386706055
KS,2009,2832704,1404565,2229389,162018,289553,409723,720316,Kansas,0.4958389581121077,0.7870179870540657,0.0571955276654391,0.10221788086577348,0.14464024479790336,0.25428565780258017
KS,2010,2858835,1418402,2234024,163949,302707,408917,725508,Kansas,0.4961468570239276,0.7814455888500036,0.05734818553711565,0.10588473976287543,0.14303623678876184,0.25377750027546186
KS,2011,2872529,1425513,2229761,164779,311148,410162,725800,Kansas,0.4962571309114721,0.7762362016188522,0.05736373766809665,0.10831848869062767,0.14278776645945088,0.2526693377159987
KS,2012,2891164,1436549,2228159,166760,320649,415353,728425,Kansas,0.49687565285123914,0.7706788684419148,0.05767919080342727,0.11090654144835782,0.14366289840354957,0.25194869609610526
KS,2013,2901727,1443234,2221154,167321,328962,418128,729284,Kansas,0.4973707037223005,0.7654593281862836,0.057662557504548156,0.11336766001763778,0.14409625715996024,0.25132757147726165
KS,2014,2911564,1449421,2212798,167733,338030,420382,729933,Kansas,0.49781526354907535,0.7600032147670461,0.057609243691706585,0.11609911374093099,0.14438356841889788,0.2507013412722509
KS,2015,2922703,1455604,2204678,168208,346696,422747,731680,Kansas,0.49803349844305084,0.7543284418567333,0.05755220424381129,0.11862170052858603,0.1446424765020599,0.2503436031646048
KS,2016,2927251,1457775,2193589,167263,354427,420709,732436,Kansas,0.49800136715300464,0.7493682639445678,0.05713995827484558,0.12107844527169007,0.14372153259149967,0.25021291307100074
KS,2017,2927448,1457888,2181158,166143,361802,416020,734212,Kansas,0.49800645476879524,0.7450714752234711,0.056753527304327867,0.123589556501089,0.14211012458632913,0.25080274696595806
KS,2018,2931587,1459930,2170066,165888,369696,415247,738614,Kansas,0.4979998887974329,0.7402359199982808,0.056586415480761786,0.12610780440764677,0.14164580481493472,0.2519502235478599
KS,2019,2933756,1460087,2158761,165662,376796,412450,741021,Kansas,0.497685219902405,0.7358352228338008,0.05646754535823702,0.12843467554902316,0.14058769713636718,0.25258440033867846
KS,2020,2938172,1474575,2188832,169465,383426,419531,751934,Kansas,0.5018681683713547,0.7449638754980988,0.05767701822765992,0.13049814646657854,0.14278639916247246,0.25591898636294946
KS,2021,2938338,1474631,2181113,169445,389742,422113,755347,Kansas,0.5018588739620833,0.7422947938596581,0.05766695322321666,0.13264028848961557,0.1436570605560014,0.25706606932218146
KS,2022,2937324,1473677,2172388,169008,396007,423458,755830,Kansas,0.5017073363374283,0.7395806523216369,0.057538085686155156,0.13481897128134315,0.14416455249744325,0.2573192470425462
KS,2023,2951500,1480516,2168382,169814,408544,428751,761691,Kansas,0.5016147721497544,0.7346711841436557,0.05753481280704727,0.1384191089276639,0.14526545824157208,0.25806911739793326
KS,2024,2970606,1490325,2165907,171045,422449,434890,768814,Kansas,0.5016905641475173,0.7291128476815841,0.057579160615712756,0.1422097040132552,0.146397738373921,0.258807125549467
KY,1990,3692584,1788520,3384837,262664,22123,565746,1167341,Kentucky,0.484354587465038,0.9166580909195295,0.07113284355887367,0.0059911974920543445,0.15321140967950897,0.31613119701542336
KY,1991,3714686,1798743,3404321,264279,22488,563074,1177114,Kentucky,0.4842247770067241,0.9164491965135142,0.07114437128737126,0.00605380912410901,0.15158051043883655,0.3168811576537021
KY,1992,3756358,1819838,3439992,268656,23391,567849,1175842,Kentucky,0.4844687327459204,0.9157785280316733,0.0715203396481379,0.006227042257420619,0.15117009614099614,0.313027139585737
KY,1993,3792288,1837344,3472331,269503,24866,572512,1178256,Kentucky,0.48449484849251956,0.9156295618898143,0.07106606882177725,0.006556991452125999,0.15096743707228988,0.3106979216768347
KY,1994,3823215,1853049,3498434,272283,25745,575576,1179434,Kentucky,0.484683440507531,0.9150502914431964,0.07121833326140434,0.006733861422912392,0.1505476411868022,0.30849272143993994
KY,1995,3855248,1869121,3526085,274611,26689,577793,1184879,Kentucky,0.4848251007457886,0.9146195004834968,0.07123043705618938,0.006922771245844625,0.14987181110009007,0.30734183637472867
KY,1996,3881051,1881692,3546448,276662,28660,574896,1189913,Kentucky,0.4848408330630028,0.9137854668748233,0.07128532966972091,0.007384597625746222,0.14812894754539427,0.30659555878034067
KY,1997,3907816,1895508,3567589,279405,30539,574302,1183616,Kentucky,0.4850555911537288,0.9129367912921181,0.07149901633034923,0.007814851057470464,0.14696239536354833,0.30288427090733033
KY,1998,3934310,1909268,3587639,282287,33057,576540,1183484,Kentucky,0.48528661950888463,0.9118851844414904,0.07175006544985016,0.008402235716046778,0.14654157908248205,0.3008110697936868
KY,1999,3960825,1923606,3608321,285381,35322,576942,1183166,Kentucky,0.4856579121773873,0.9110023795547645,0.07205089848705762,0.008917839086553938,0.1456620779761792,0.29871706020841615
KY,2000,4049021,1979305,3618849,296320,60730,575019,1207861,Kentucky,0.48883544935924017,0.8937590098939966,0.07318312253752203,0.01499868733701307,0.14201432889579976,0.2983093938016128
KY,2001,4068132,1991261,3623440,300034,67160,580844,1194291,Kentucky,0.48947797170789936,0.8906888960338554,0.07375227745805692,0.0165088055156519,0.1427790445344448,0.2935723324611886
KY,2002,4089875,2002652,3631655,303114,73197,583738,1181622,Kentucky,0.4896609309575476,0.8879623460374706,0.074113267520401,0.017897123995232127,0.14272758947400593,0.28891396436321404
KY,2003,4117170,2014862,3645541,305301,80016,583851,1170580,Kentucky,0.48938032677785953,0.8854482569337676,0.0741531197400156,0.019434708792690124,0.14180881527845582,0.2843166544009599
KY,2004,4146101,2034050,3657154,310101,87207,586590,1167552,Kentucky,0.49059345153434514,0.8820706490266397,0.0747934022832536,0.021033496289646587,0.1414799108849495,0.2816024018710591
KY,2005,4182742,2053084,3676498,314119,95238,587570,1163875,Kentucky,0.49084643518534016,0.8789683896353158,0.07509882273398646,0.022769274318138674,0.14047483684147863,0.2782564643002126
KY,2006,4219239,2070143,3697583,317559,102180,582005,1162541,Kentucky,0.4906436919074743,0.8763625383629607,0.07526452045025181,0.02421763735119058,0.1379407518749234,0.27553333669886915
KY,2007,4256672,2092462,3715505,322868,110919,586333,1160702,Kentucky,0.49157228933777375,0.872866173386157,0.07584986581066147,0.026057680742138458,0.13774446328023396,0.2726782801211839
KY,2008,4289878,2106346,3732834,326135,118362,585013,1152941,Kentucky,0.49100370686532346,0.8701492210267985,0.07602430651874016,0.027590994429212205,0.13637054480337202,0.2687584588652638
KY,2009,4317074,2123938,3741103,331167,126724,585941,1147693,Kentucky,0.4919855439123814,0.8665830143286866,0.0767109852645565,0.029354141254006764,0.13572642025594187,0.2658497398932703
KY,2010,4349159,2139773,3753507,336132,134914,589891,1142667,Kentucky,0.49199695849243497,0.8630420272057195,0.07728666622673487,0.03102070998094114,0.13563334888423256,0.26273286398588785
KY,2011,4374302,2151359,3756649,339816,141759,594545,1137264,Kentucky,0.49181766599562626,0.8587996439203329,0.07768462259807393,0.0324072274845221,0.1359176846957526,0.25998753629721955
KY,2012,4394147,2162385,3754241,342764,149420,599447,1131509,Kentucky,0.49210574885182495,0.8543731013095375,0.07800467303437959,0.034004324388783536,0.1364194233829683,0.2575036747746491
KY,2013,4415978,2174058,3751570,346712,157279,605186,1128134,Kentucky,0.49231631135843523,0.8495445403034164,0.07851307230244353,0.03561589301395976,0.1370446138997975,0.2554663995155773
KY,2014,4428854,2179489,3746329,348413,162741,604295,1123749,Kentucky,0.492111277544936,0.8458912847431864,0.07866888364348881,0.03674562313411099,0.13644500360589895,0.2537335843538757
KY,2015,4443778,2187084,3740608,350348,169136,603065,1122455,Kentucky,0.49216770054669695,0.8417630223652036,0.07884012207630534,0.03806130729302859,0.13570997471070786,0.25259025090812365
KY,2016,4457755,2192937,3732149,352690,176833,596702,1122296,Kentucky,0.49193753357912223,0.8372261373718385,0.07911830057955181,0.03966862243438682,0.13385706482298826,0.25176260247591
KY,2017,4475829,2201934,3725652,356364,186198,594593,1125046,Kentucky,0.491961154011916,0.832393730859691,0.07961966375391016,0.041600785016585755,0.13284533435035165,0.2513603625160836
KY,2018,4487302,2206501,3716556,358033,195165,591295,1126648,Kentucky,0.4917210831809404,0.8282384381528143,0.07978803298730507,0.04349272681000744,0.1317707165686642,0.25107469922906905
KY,2019,4498163,2211799,3706052,361010,202305,589919,1129478,Kentucky,0.49171161649766804,0.8239034468070633,0.08025720721992512,0.044975026471917534,0.13114664808723028,0.2510976147373939
KY,2020,4508318,2235994,3754980,371995,208215,585159,1151130,Kentucky,0.49597078112058646,0.8329004298277096,0.08251303479479487,0.04618463027674623,0.12979541372192469,0.25533469466883213
KY,2021,4507583,2234440,3742012,374147,213536,584601,1155100,Kentucky,0.4957069010154666,0.8301593115423499,0.08300390697187383,0.047372616322317304,0.12969278657764038,0.25625706725755243
KY,2022,4519233,2240985,3731795,379428,222590,588570,1161228,Kentucky,0.4958772871414242,0.8257584860085772,0.08395849472687068,0.04925393313422875,0.13023670167039406,0.25695245188730037
KY,2023,4550595,2256093,3728951,386288,239883,596635,1171983,Kentucky,0.4957797826438081,0.819442512462656,0.08488736088357676,0.0527146450079605,0.1311114260882368,0.25754500235683464
KY,2024,4588372,2274664,3728451,393405,259223,603752,1184972,Kentucky,0.49574533189549586,0.8125869044619748,0.08573956078539403,0.0564956372325522,0.13158305385875427,0.2582554335175962
LA,1990,4219179,2030278,2776532,1291792,93640,659022,1321429,Louisiana,0.4812021485696625,0.6580739997046818,0.3061714139172574,0.02219389127600417,0.15619673874941073,0.3131957662853366
LA,1991,4240950,2041899,2778989,1305000,97527,656838,1325124,Louisiana,0.4814720758320659,0.6552751152454049,0.3077140734976833,0.022996498426060198,0.15487992077246843,0.31245923672762
LA,1992,4270849,2055951,2785916,1323196,100331,660182,1316408,Louisiana,0.48139163899262183,0.6523096461616882,0.30982036592724305,0.023492050409649228,0.15457863296033178,0.3082309863916987
LA,1993,4284749,2060982,2782148,1338004,101705,662571,1309246,Louisiana,0.4810041381653861,0.6493141138489092,0.3122712672317562,0.02373651292059348,0.15463472889543822,0.30555955553055736
LA,1994,4306500,2071824,2784480,1352720,104517,667763,1302944,Louisiana,0.48109230233368167,0.6465761058864508,0.3141112272146755,0.02426959247648903,0.1550593289213979,0.3025528851735748
LA,1995,4327978,2082213,2786609,1366398,108234,675012,1298191,Louisiana,0.4811052643982941,0.6438593264568351,0.31571278781916173,0.025007982942612,0.15596474843448835,0.29995323451274475
LA,1996,4338763,2086544,2783077,1376825,110633,678513,1292604,Louisiana,0.48090757665260814,0.6414448081169679,0.31733123012250264,0.0254987423834858,0.15638397395755427,0.2979199370880594
LA,1997,4351390,2092638,2782799,1386173,113514,685160,1281295,Louisiana,0.4809125359942455,0.6395195558200942,0.31855866746028283,0.026086836620022567,0.1574577318971639,0.29445648402004876
LA,1998,4362758,2098644,2782631,1394720,116383,693194,1266213,Louisiana,0.48103607855397895,0.6378146576087879,0.3196876838000182,0.026676473918562524,0.1588889413531532,0.290232233830068
LA,1999,4372035,2103825,2780165,1402857,119496,697815,1246875,Louisiana,0.48120040210108106,0.6358972423596791,0.32087048708438975,0.027331894644027323,0.1596087405521685,0.2851932795597473
LA,2000,4471885,2164907,2801616,1448727,108997,694352,1289109,Louisiana,0.4841150879327174,0.6264955382349948,0.3239633845682525,0.024373837878210194,0.1552705402755214,0.2882697117658437
LA,2001,4477875,2169812,2793000,1452442,116210,701736,1268704,Louisiana,0.48456287859754904,0.6237333556653547,0.32435965720347265,0.025952041984200095,0.1567118331798007,0.2833272478575217
LA,2002,4497267,2181743,2791749,1460509,124055,707730,1254237,Louisiana,0.48512641121819094,0.6207656783553211,0.3247547899646608,0.027584530782806534,0.15736890871722758,0.278888711744266
LA,2003,4521042,2193889,2793947,1470009,131268,710161,1242754,Louisiana,0.4852618046901577,0.617987402019269,0.3251482733405264,0.029034899476713553,0.1570790538995214,0.27488220635862265
LA,2004,4552238,2213485,2799804,1481621,139738,713810,1241246,Louisiana,0.4862410533016947,0.6150390203675643,0.3254709002473069,0.030696549697094046,0.15680419169647983,0.2726672023738653
LA,2005,4576628,2227187,2801152,1490931,148801,709774,1237958,Louisiana,0.4866436599173016,0.6120558629628626,0.32577063287643215,0.03251323900478693,0.15508667079780136,0.2704956575015492
LA,2006,4302665,2098593,2687730,1340260,145440,655518,1152042,Louisiana,0.48774259673946263,0.6246663405122175,0.31149531743698383,0.033802306245082986,0.15235162393539817,0.26775080095708126
LA,2007,4375581,2136456,2701997,1379458,158851,662810,1162238,Louisiana,0.4882679580151756,0.6175173079872136,0.3152628188119475,0.03630397883161116,0.15147931211877919,0.2656191257800964
LA,2008,4435586,2165956,2712973,1409869,170866,664105,1169750,Louisiana,0.4883133818169685,0.6116380113022271,0.31785405581134035,0.03852162938560993,0.14972204349098406,0.26371938228680497
LA,2009,4491648,2196449,2727718,1431901,183456,666011,1181653,Louisiana,0.48900737546664386,0.6072866796329544,0.3187918999886011,0.040843806104129264,0.14827764775868457,0.2630778280043316
LA,2010,4544804,2224555,2742912,1450424,195776,665204,1196224,Louisiana,0.48947215325457377,0.6035270167866426,0.31913895516726354,0.043076885163804646,0.1463658278772858,0.2632069501787096
LA,2011,4577089,2238912,2741370,1458890,210638,663853,1202083,Louisiana,0.48915631747602023,0.5989330773336503,0.31873752072550915,0.046020079574594246,0.14503825466360826,0.2626304622872747
LA,2012,4603590,2250412,2739344,1465176,223625,663587,1206699,Louisiana,0.488838493436644,0.59504517126851,0.3182681342169915,0.04857621986319372,0.14414554727940584,0.2621213009846663
LA,2013,4628239,2261765,2733658,1471530,238700,663307,1212455,Louisiana,0.4886880301557461,0.5906475443467807,0.31794598334269253,0.051574691799624005,0.14331736109565646,0.26196896919108975
LA,2014,4648813,2270925,2728148,1475070,252128,659058,1218754,Louisiana,0.48849566545266504,0.5868482986947421,0.3173003517241928,0.05423491975263363,0.1417690924543534,0.26216455684494083
LA,2015,4670550,2280570,2723471,1477998,265712,653736,1225666,Louisiana,0.48828724668400936,0.5831156930126002,0.3164505250987571,0.056890944321332605,0.13996981083598292,0.26242433974585433
LA,2016,4685576,2285457,2714313,1479837,278856,643996,1230996,Louisiana,0.48776436450929406,0.5792912120089397,0.3158281927344685,0.059513707599663304,0.13744222695352717,0.2627203144287917
LA,2017,4678580,2278541,2691874,1477246,289243,632866,1226660,Louisiana,0.48701550470441884,0.5753613275823006,0.31574665817406133,0.061822818034531844,0.13526882088154954,0.26218638988752996
LA,2018,4670033,2271468,2669210,1472757,300459,625287,1222123,Louisiana,0.48639228031150955,0.5715612716227059,0.3153632961480144,0.06433766099725634,0.1338934864057706,0.2616947246411321
LA,2019,4664544,2266576,2646751,1468575,313477,621093,1218322,Louisiana,0.48591587945145337,0.5674190231671091,0.3148378491016485,0.0672042111726248,0.1331519222457758,0.2611878031378844
LA,2020,4652301,2280050,2659351,1484248,321427,605036,1244563,Louisiana,0.49009081742561367,0.5716205808695525,0.31903524728945953,0.06908989766569273,0.130050914590436,0.2675155799248587
LA,2021,4627971,2266191,2637915,1477981,322947,605992,1235129,Louisiana,0.489672688095928,0.5699938482760588,0.3193583105857837,0.06978155221802383,0.1309411835121698,0.26688347874262824
LA,2022,4593687,2246712,2608880,1463090,329762,604622,1219758,Louisiana,0.4890868707423906,0.5679272444988089,0.31850015031498663,0.0717859096625434,0.1316201996348467,0.26552919256362045
LA,2023,4588071,2243205,2591162,1459281,341767,610328,1212611,Louisiana,0.4889211609846491,0.5647606586733291,0.31805981206480893,0.07449034681459812,0.13302496844534445,0.26429647666742734
LA,2024,4597740,2247070,2577370,1461720,358082,615194,1212754,Louisiana,0.48873359520112053,0.5605732381561376,0.3179214135640554,0.07788217689560523,0.13380356435988117,0.2637717661285762
MA,1990,6018664,2890153,5296952,279480,288955,923027,2025286,Massachusetts,0.48019842941888763,0.880087673942257,0.046435554468566446,0.04800982410714404,0.15336077906990656,0.3365009244576537
MA,1991,5998652,2880914,5253547,285834,297505,873935,2028374,Massachusetts,0.4802602317987441,0.8757879270209373,0.0476497053004575,0.04959530907943985,0.14568856469753538,0.3381383017384572
MA,1992,5993474,2880577,5224936,292211,306256,835869,2015323,Massachusetts,0.4806189198451516,0.8717708627750783,0.04875486237197325,0.05109824452396056,0.13946318946240527,0.3362528977351032
MA,1993,6010884,2890308,5215835,298584,316642,804962,2014638,Massachusetts,0.4808457458170878,0.8677317679063512,0.04967389156070887,0.05267810857770671,0.133917407156751,0.33516501067064347
MA,1994,6031352,2901803,5213703,303107,326232,778248,2022915,Massachusetts,0.4811198218906806,0.864433546574632,0.05025523298922033,0.054089365037888686,0.12903375561565633,0.33539992359921955
MA,1995,6062335,2918548,5219892,306930,338267,755446,2038963,Massachusetts,0.48142308203027384,0.8610365477988267,0.050629006810082255,0.055798137186414146,0.12461304101472452,0.3363329476183682
MA,1996,6085393,2930805,5217974,311299,349598,733204,2047538,Massachusetts,0.48161310206259483,0.8574588362657926,0.05115511849440126,0.057448713665658076,0.12048589137957072,0.3364676693847053
MA,1997,6115476,2946615,5217300,319268,361859,728570,2044576,Massachusetts,0.48182921492946745,0.8531306475571158,0.05220656576855179,0.05917102773357299,0.11913545241613245,0.3343281863913782
MA,1998,6144407,2961693,5214825,326341,376243,736965,2023385,Massachusetts,0.4820144563991285,0.8487108682741882,0.053111878819225355,0.06123341113308412,0.1199407851725968,0.32930517135339504
MA,1999,6175169,2977965,5212978,333921,390947,748057,1995953,Massachusetts,0.48224834008591505,0.8441838595834381,0.05407479536187593,0.06330952237906363,0.12113951861074572,0.3232224089737463
MA,2000,6361104,3064859,5259484,348115,433611,824283,1986325,Massachusetts,0.4818124338165199,0.8268193697194701,0.05472556336132847,0.06816599760041653,0.12958175184684922,0.3122610477678089
MA,2001,6397634,3085067,5247793,356184,455161,842533,1967815,Massachusetts,0.4822199894523507,0.8202709001483987,0.055674332104649935,0.07114520774398786,0.1316944670482869,0.3075848040072314
MA,2002,6417206,3097770,5225534,363839,473815,856373,1940811,Massachusetts,0.48272877635531725,0.814300491522323,0.05669741628989314,0.07383509271792116,0.13344951058139634,0.3024386313919173
MA,2003,6422565,3101748,5193605,370418,490907,870899,1905515,Massachusetts,0.48294536528629917,0.8086496594429172,0.057674464952865406,0.07643472662402015,0.13559987325935977,0.29669065241068016
MA,2004,6412281,3097647,5150234,375104,506289,879422,1867029,Massachusetts,0.48308035783210374,0.8031828299477206,0.05849774830516629,0.07895614680641724,0.13714651619291168,0.2911645637488438
MA,2005,6403290,3094280,5106950,380834,521987,892590,1828665,Massachusetts,0.48323283811915435,0.797550946466582,0.059474738767102533,0.08151856311364938,0.1393955294856238,0.2855820992021289
MA,2006,6410084,3098899,5074376,387558,540944,908945,1795786,Massachusetts,0.48344124663576954,0.7916239475176924,0.060460674150291945,0.0843895337408995,0.14179923383219314,0.28015015091845913
MA,2007,6431559,3109906,5055221,394610,561049,920232,1769742,Massachusetts,0.4835384391249462,0.7860024295820034,0.061355263941448725,0.08723374845818875,0.1430807056267384,0.2751653215029202
MA,2008,6468967,3128237,5045167,402632,584748,928340,1754618,Massachusetts,0.48357597124857804,0.7799030355232914,0.06224054010478025,0.09039279377990335,0.14350668352458745,0.2712361958253922
MA,2009,6517613,3151754,5043222,411330,609411,937007,1741440,Massachusetts,0.48357489160525485,0.773783592244584,0.06311052834833857,0.09350217633357488,0.1437653631782065,0.26718984388916617
MA,2010,6569724,3177501,5043364,419861,634528,946132,1734038,Massachusetts,0.48365821760548844,0.7676675610725808,0.06390846860537824,0.09658366165762823,0.14401396466579114,0.2639438125559004
MA,2011,6630673,3207968,5043933,429362,661077,953176,1740288,Massachusetts,0.483807299801996,0.7606969910897431,0.06475390959560214,0.09969983439086802,0.1437525270813385,0.26246023593683476
