state_fips,state_abbr,state,year,freq_mental_distress_pct
38,ND,North Dakota,2013,0.0
38,ND,North Dakota,2014,0.0
38,ND,North Dakota,2015,0.0
38,ND,North Dakota,2016,0.0
38,ND,North Dakota,2017,0.0
38,ND,North Dakota,2018,0.0
38,ND,North Dakota,2019,11.3
38,ND,North Dakota,2020,11.3
38,ND,North Dakota,2021,12.6
38,ND,North Dakota,2022,14.1
38,ND,North Dakota,2023,13.1
38,ND,North Dakota,2024,12.6
39,OH,Ohio,1999,0.0
39,OH,Ohio,2000,0.0
39,OH,Ohio,2001,0.0
39,OH,Ohio,2002,0.0
39,OH,Ohio,2003,0.0
39,OH,Ohio,2004,0.0
39,OH,Ohio,2005,0.0
39,OH,Ohio,2006,0.0
39,OH,Ohio,2007,0.0
39,OH,Ohio,2008,0.0
39,OH,Ohio,2009,0.0
39,OH,Ohio,2010,0.0
39,OH,Ohio,2011,0.0
39,OH,Ohio,2012,0.0
39,OH,Ohio,2013,0.0
39,OH,Ohio,2014,0.0
39,OH,Ohio,2015,0.0
39,OH,Ohio,2016,0.0
39,OH,Ohio,2017,0.0
39,OH,Ohio,2018,0.0
39,OH,Ohio,2019,16.3
39,OH,Ohio,2020,15.3
39,OH,Ohio,2021,16.3
39,OH,Ohio,2022,18.3
39,OH,Ohio,2023,17.1
39,OH,Ohio,2024,17.0
40,OK,Oklahoma,1999,0.0
40,OK,Oklahoma,2000,0.0
40,OK,Oklahoma,2001,0.0
40,OK,Oklahoma,2002,0.0
40,OK,Oklahoma,2003,0.0
40,OK,Oklahoma,2004,0.0
40,OK,Oklahoma,2005,0.0
40,OK,Oklahoma,2006,0.0
40,OK,Oklahoma,2007,0.0
40,OK,Oklahoma,2008,0.0
40,OK,Oklahoma,2009,0.0
40,OK,Oklahoma,2010,0.0
40,OK,Oklahoma,2011,0.0
40,OK,Oklahoma,2012,0.0
40,OK,Oklahoma,2013,0.0
40,OK,Oklahoma,2014,0.0
40,OK,Oklahoma,2015,0.0
40,OK,Oklahoma,2016,0.0
40,OK,Oklahoma,2017,0.0
40,OK,Oklahoma,2018,0.0
40,OK,Oklahoma,2019,15.6
40,OK,Oklahoma,2020,15.9
40,OK,Oklahoma,2021,17.4
40,OK,Oklahoma,2022,18.1
40,OK,Oklahoma,2023,17.1
40,OK,Oklahoma,2024,18.58
41,OR,Oregon,1999,0.0
41,OR,Oregon,2000,0.0
41,OR,Oregon,2001,0.0
41,OR,Oregon,2002,0.0
41,OR,Oregon,2003,0.0
41,OR,Oregon,2004,0.0
41,OR,Oregon,2005,0.0
41,OR,Oregon,2006,0.0
41,OR,Oregon,2007,0.0
41,OR,Oregon,2008,0.0
41,OR,Oregon,2009,0.0
41,OR,Oregon,2010,0.0
41,OR,Oregon,2011,0.0
41,OR,Oregon,2012,0.0
41,OR,Oregon,2013,0.0
41,OR,Oregon,2014,0.0
41,OR,Oregon,2015,0.0
41,OR,Oregon,2016,0.0
41,OR,Oregon,2017,0.0
41,OR,Oregon,2018,0.0
41,OR,Oregon,2019,14.1
41,OR,Oregon,2020,13.9
41,OR,Oregon,2021,16.4
41,OR,Oregon,2022,17.8
41,OR,Oregon,2023,17.2
41,OR,Oregon,2024,18.97
42,PA,Pennsylvania,1999,0.0
42,PA,Pennsylvania,2000,0.0
42,PA,Pennsylvania,2001,0.0
42,PA,Pennsylvania,2002,0.0
42,PA,Pennsylvania,2003,0.0
42,PA,Pennsylvania,2004,0.0
42,PA,Pennsylvania,2005,0.0
42,PA,Pennsylvania,2006,0.0
42,PA,Pennsylvania,2007,0.0
42,PA,Pennsylvania,2008,0.0
42,PA,Pennsylvania,2009,0.0
42,PA,Pennsylvania,2010,0.0
42,PA,Pennsylvania,2011,0.0
42,PA,Pennsylvania,2012,0.0
42,PA,Pennsylvania,2013,0.0
42,PA,Pennsylvania,2014,0.0
42,PA,Pennsylvania,2015,0.0
42,PA,Pennsylvania,2016,0.0
42,PA,Pennsylvania,2017,0.0
42,PA,Pennsylvania,2018,0.0
42,PA,Pennsylvania,2019,13.7
42,PA,Pennsylvania,2020,14.2
42,PA,Pennsylvania,2021,14.0
42,PA,Pennsylvania,2022,14.9
42,PA,Pennsylvania,2023,
42,PA,Pennsylvania,2024,15.99
44,RI,Rhode Island,1999,0.0
44,RI,Rhode Island,2000,0.0
44,RI,Rhode Island,2001,0.0
44,RI,Rhode Island,2002,0.0
44,RI,Rhode Island,2003,0.0
44,RI,Rhode Island,2004,0.0
44,RI,Rhode Island,2005,0.0
44,RI,Rhode Island,2006,0.0
44,RI,Rhode Island,2007,0.0
44,RI,Rhode Island,2008,0.0
44,RI,Rhode Island,2009,0.0
44,RI,Rhode Island,2010,0.0
44,RI,Rhode Island,2011,0.0
44,RI,Rhode Island,2012,0.0
44,RI,Rhode Island,2013,0.0
44,RI,Rhode Island,2014,0.0
44,RI,Rhode Island,2015,0.0
44,RI,Rhode Island,2016,0.0
44,RI,Rhode Island,2017,0.0
44,RI,Rhode Island,2018,0.0
44,RI,Rhode Island,2019,13.9
44,RI,Rhode Island,2020,13.3
44,RI,Rhode Island,2021,14.3
44,RI,Rhode Island,2022,15.5
44,RI,Rhode Island,2023,16.2
44,RI,Rhode Island,2024,14.49
45,SC,South Carolina,1999,0.0
45,SC,South Carolina,2000,0.0
45,SC,South Carolina,2001,0.0
45,SC,South Carolina,2002,0.0
45,SC,South Carolina,2003,0.0
45,SC,South Carolina,2004,0.0
45,SC,South Carolina,2005,0.0
45,SC,South Carolina,2006,0.0
45,SC,South Carolina,2007,0.0
45,SC,South Carolina,2008,0.0
45,SC,South Carolina,2009,0.0
45,SC,South Carolina,2010,0.0
45,SC,South Carolina,2011,0.0
45,SC,South Carolina,2012,0.0
45,SC,South Carolina,2013,0.0
45,SC,South Carolina,2014,0.0
45,SC,South Carolina,2015,0.0
45,SC,South Carolina,2016,0.0
45,SC,South Carolina,2017,0.0
45,SC,South Carolina,2018,0.0
45,SC,South Carolina,2019,13.0
45,SC,South Carolina,2020,14.7
45,SC,South Carolina,2021,16.7
45,SC,South Carolina,2022,15.7
45,SC,South Carolina,2023,16.0
45,SC,South Carolina,2024,15.21
46,SD,South Dakota,1999,0.0
46,SD,South Dakota,2000,0.0
46,SD,South Dakota,2001,0.0
46,SD,South Dakota,2002,0.0
46,SD,South Dakota,2003,0.0
46,SD,South Dakota,2004,0.0
46,SD,South Dakota,2005,0.0
46,SD,South Dakota,2006,0.0
46,SD,South Dakota,2007,0.0
46,SD,South Dakota,2008,0.0
46,SD,South Dakota,2009,0.0
46,SD,South Dakota,2010,0.0
46,SD,South Dakota,2011,0.0
46,SD,South Dakota,2012,0.0
46,SD,South Dakota,2013,0.0
46,SD,South Dakota,2014,0.0
46,SD,South Dakota,2015,0.0
46,SD,South Dakota,2016,0.0
46,SD,South Dakota,2017,0.0
46,SD,South Dakota,2018,0.0
46,SD,South Dakota,2019,10.6
46,SD,South Dakota,2020,9.4
46,SD,South Dakota,2021,11.4
46,SD,South Dakota,2022,12.8
46,SD,South Dakota,2023,14.3
46,SD,South Dakota,2024,13.76
47,TN,Tennessee,1999,0.0
47,TN,Tennessee,2000,0.0
47,TN,Tennessee,2001,0.0
47,TN,Tennessee,2002,0.0
47,TN,Tennessee,2003,0.0
47,TN,Tennessee,2004,0.0
47,TN,Tennessee,2005,0.0
47,TN,Tennessee,2006,0.0
47,TN,Tennessee,2007,0.0
47,TN,Tennessee,2008,0.0
47,TN,Tennessee,2009,0.0
47,TN,Tennessee,2010,0.0
47,TN,Tennessee,2011,0.0
47,TN,Tennessee,2012,0.0
47,TN,Tennessee,2013,0.0
47,TN,Tennessee,2014,0.0
47,TN,Tennessee,2015,0.0
47,TN,Tennessee,2016,0.0
47,TN,Tennessee,2017,0.0
47,TN,Tennessee,2018,0.0
47,TN,Tennessee,2019,15.8
47,TN,Tennessee,2020,16.1
47,TN,Tennessee,2021,18.0
47,TN,Tennessee,2022,20.3
47,TN,Tennessee,2023,19.6
47,TN,Tennessee,2024,
48,TX,Texas,1999,0.0
48,TX,Texas,2000,0.0
48,TX,Texas,2001,0.0
48,TX,Texas,2002,0.0
48,TX,Texas,2003,0.0
48,TX,Texas,2004,0.0
48,TX,Texas,2005,0.0
48,TX,Texas,2006,0.0
48,TX,Texas,2007,0.0
48,TX,Texas,2008,0.0
48,TX,Texas,2009,0.0
48,TX,Texas,2010,0.0
48,TX,Texas,2011,0.0
48,TX,Texas,2012,0.0
48,TX,Texas,2013,0.0
48,TX,Texas,2014,0.0
48,TX,Texas,2015,0.0
48,TX,Texas,2016,0.0
48,TX,Texas,2017,0.0
48,TX,Texas,2018,0.0
48,TX,Texas,2019,12.2
48,TX,Texas,2020,13.2
48,TX,Texas,2021,14.0
48,TX,Texas,2022,16.2
48,TX,Texas,2023,16.1
48,TX,Texas,2024,15.7
49,UT,Utah,1999,0.0
49,UT,Utah,2000,0.0
49,UT,Utah,2001,0.0
49,UT,Utah,2002,0.0
49,UT,Utah,2003,0.0
49,UT,Utah,2004,0.0
49,UT,Utah,2005,0.0
49,UT,Utah,2006,0.0
49,UT,Utah,2007,0.0
49,UT,Utah,2008,0.0
49,UT,Utah,2009,0.0
49,UT,Utah,2010,0.0
49,UT,Utah,2011,0.0
49,UT,Utah,2012,0.0
49,UT,Utah,2013,0.0
49,UT,Utah,2014,0.0
49,UT,Utah,2015,0.0
49,UT,Utah,2016,0.0
49,UT,Utah,2017,0.0
49,UT,Utah,2018,0.0
49,UT,Utah,2019,14.2
49,UT,Utah,2020,15.0
49,UT,Utah,2021,17.1
49,UT,Utah,2022,16.6
49,UT,Utah,2023,16.2
49,UT,Utah,2024,15.47
50,VT,Vermont,1999,0.0
50,VT,Vermont,2000,0.0
50,VT,Vermont,2001,0.0
50,VT,Vermont,2002,0.0
50,VT,Vermont,2003,0.0
50,VT,Vermont,2004,0.0
50,VT,Vermont,2005,0.0
50,VT,Vermont,2006,0.0
50,VT,Vermont,2007,0.0
50,VT,Vermont,2008,0.0
50,VT,Vermont,2009,0.0
50,VT,Vermont,2010,0.0
50,VT,Vermont,2011,0.0
50,VT,Vermont,2012,0.0
50,VT,Vermont,2013,0.0
50,VT,Vermont,2014,0.0
50,VT,Vermont,2015,0.0
50,VT,Vermont,2016,0.0
50,VT,Vermont,2017,0.0
50,VT,Vermont,2018,0.0
50,VT,Vermont,2019,14.0
50,VT,Vermont,2020,14.2
50,VT,Vermont,2021,15.6
50,VT,Vermont,2022,16.2
50,VT,Vermont,2023,15.8
50,VT,Vermont,2024,15.11
51,VA,Virginia,1999,0.0
51,VA,Virginia,2000,0.0
51,VA,Virginia,2001,0.0
51,VA,Virginia,2002,0.0
51,VA,Virginia,2003,0.0
51,VA,Virginia,2004,0.0
51,VA,Virginia,2005,0.0
51,VA,Virginia,2006,0.0
51,VA,Virginia,2007,0.0
51,VA,Virginia,2008,0.0
51,VA,Virginia,2009,0.0
51,VA,Virginia,2010,0.0
51,VA,Virginia,2011,0.0
51,VA,Virginia,2012,0.0
51,VA,Virginia,2013,0.0
51,VA,Virginia,2014,0.0
51,VA,Virginia,2015,0.0
51,VA,Virginia,2016,0.0
51,VA,Virginia,2017,0.0
51,VA,Virginia,2018,0.0
51,VA,Virginia,2019,12.7
51,VA,Virginia,2020,12.2
51,VA,Virginia,2021,14.7
51,VA,Virginia,2022,16.4
51,VA,Virginia,2023,15.4
51,VA,Virginia,2024,15.72
53,WA,Washington,1999,0.0
53,WA,Washington,2000,0.0
53,WA,Washington,2001,0.0
53,WA,Washington,2002,0.0
53,WA,Washington,2003,0.0
53,WA,Washington,2004,0.0
53,WA,Washington,2005,0.0
53,WA,Washington,2006,0.0
53,WA,Washington,2007,0.0
53,WA,Washington,2008,0.0
53,WA,Washington,2009,0.0
53,WA,Washington,2010,0.0
53,WA,Washington,2011,0.0
53,WA,Washington,2012,0.0
53,WA,Washington,2013,0.0
53,WA,Washington,2014,0.0
53,WA,Washington,2015,0.0
53,WA,Washington,2016,0.0
53,WA,Washington,2017,0.0
53,WA,Washington,2018,0.0
53,WA,Washington,2019,13.6
53,WA,Washington,2020,13.7
53,WA,Washington,2021,15.4
53,WA,Washington,2022,16.5
53,WA,Washington,2023,16.1
53,WA,Washington,2024,16.33
54,WV,West Virginia,1999,0.0
54,WV,West Virginia,2000,0.0
54,WV,West Virginia,2001,0.0
54,WV,West Virginia,2002,0.0
54,WV,West Virginia,2003,0.0
54,WV,West Virginia,2004,0.0
54,WV,West Virginia,2005,0.0
54,WV,West Virginia,2006,0.0
54,WV,West Virginia,2007,0.0
54,WV,West Virginia,2008,0.0
54,WV,West Virginia,2009,0.0
54,WV,West Virginia,2010,0.0
54,WV,West Virginia,2011,0.0
54,WV,West Virginia,2012,0.0
54,WV,West Virginia,2013,0.0
54,WV,West Virginia,2014,0.0
54,WV,West Virginia,2015,0.0
54,WV,West Virginia,2016,0.0
54,WV,West Virginia,2017,0.0
54,WV,West Virginia,2018,0.0
54,WV,West Virginia,2019,20.6
54,WV,West Virginia,2020,17.5
54,WV,West Virginia,2021,19.4
54,WV,West Virginia,2022,21.1
54,WV,West Virginia,2023,22.0
54,WV,West Virginia,2024,19.33
55,WI,Wisconsin,1999,0.0
55,WI,Wisconsin,2000,0.0
55,WI,Wisconsin,2001,0.0
55,WI,Wisconsin,2002,0.0
55,WI,Wisconsin,2003,0.0
55,WI,Wisconsin,2004,0.0
55,WI,Wisconsin,2005,0.0
55,WI,Wisconsin,2006,0.0
55,WI,Wisconsin,2007,0.0
55,WI,Wisconsin,2008,0.0
55,WI,Wisconsin,2009,0.0
55,WI,Wisconsin,2010,0.0
55,WI,Wisconsin,2011,0.0
55,WI,Wisconsin,2012,0.0
55,WI,Wisconsin,2013,0.0
55,WI,Wisconsin,2014,0.0
55,WI,Wisconsin,2015,0.0
55,WI,Wisconsin,2016,0.0
55,WI,Wisconsin,2017,0.0
55,WI,Wisconsin,2018,0.0
55,WI,Wisconsin,2019,12.7
55,WI,Wisconsin,2020,12.5
55,WI,Wisconsin,2021,13.6
55,WI,Wisconsin,2022,16.1
55,WI,Wisconsin,2023,14.7
55,WI,Wisconsin,2024,17.23
56,WY,Wyoming,1999,0.0
56,WY,Wyoming,2000,0.0
56,WY,Wyoming,2001,0.0
56,WY,Wyoming,2002,0.0
56,WY,Wyoming,2003,0.0
56,WY,Wyoming,2004,0.0
56,WY,Wyoming,2005,0.0
56,WY,Wyoming,2006,0.0
56,WY,Wyoming,2007,0.0
56,WY,Wyoming,2008,0.0
56,WY,Wyoming,2009,0.0
56,WY,Wyoming,2010,0.0
56,WY,Wyoming,2011,0.0
56,WY,Wyoming,2012,0.0
56,WY,Wyoming,2013,0.0
56,WY,Wyoming,2014,0.0
56,WY,Wyoming,2015,0.0
56,WY,Wyoming,2016,0.0
56,WY,Wyoming,2017,0.0
56,WY,Wyoming,2018,0.0
56,WY,Wyoming,2019,12.6
56,WY,Wyoming,2020,12.1
56,WY,Wyoming,2021,15.1
56,WY,Wyoming,2022,14.8
56,WY,Wyoming,2023,14.2
56,WY,Wyoming,2024,15.43
