state,state_abbr,year,share_white_nh,share_black_nh,share_hispanic,share_male,share_age_15_24,share_age_25_44,median_hh_income_nominal,median_hh_income_real_2024,poverty_rate,income_interpolated,poverty_interpolated,share_bachelors_plus,education_source,education_interpolated,controls_source
Alabama,AL,2003,0.6945047741851821,0.25979623363297494,0.0229759535435954,0.4839405696602924,0.144030042471496,0.274999994448751,36131.0,61599.067716485515,0.153,False,False,0.22699999999999998,cps_state_table,False,historical_demographic_mix
Alabama,AL,2004,0.6913379723218934,0.25990011761904097,0.025003481779642966,0.48399981548223253,0.14387176986308384,0.27182623370322967,37062.0,61544.5663399356,0.161,False,False,0.223,cps_state_table,False,historical_demographic_mix
Alabama,AL,2005,0.6880812200958246,0.2598806732453573,0.027314513420156877,0.4843493321925115,0.1438748480515033,0.26884867078573377,36936.0,59338.11275520656,0.16899999999999998,False,False,0.21415496798583458,acs1,False,historical_demographic_mix
Alabama,AL,2006,0.6841801683783105,0.26039208197225266,0.02977804402307981,0.4846641193817819,0.14328034614961693,0.266531014061194,38811.0,60404.04951337496,0.166,False,False,0.21066546516266949,acs1,False,historical_demographic_mix
Alabama,AL,2007,0.6807763587026305,0.26042513760368424,0.03223992261665283,0.4848368444029755,0.14307615925218925,0.26378134068361,40596.0,61419.09357147738,0.166,False,False,0.2138647024041882,acs1,False,historical_demographic_mix
Alabama,AL,2008,0.6770673005799238,0.26071180444431635,0.03469729808321213,0.4849192680438285,0.14292105940266278,0.2609911479066408,42586.0,62062.18983210166,0.159,False,False,0.21993510473773095,acs1,False,historical_demographic_mix
Alabama,AL,2009,0.673688055624096,0.260620462057303,0.03709968477941495,0.4854579862116741,0.14265171172890442,0.25897773363166987,40547.0,59280.5878126874,0.175,False,False,0.22032957828382835,acs1,False,historical_demographic_mix
Alabama,AL,2010,0.670397308324083,0.260673817039971,0.03906772944145845,0.4854241613835983,0.1419815187459731,0.25656320519956266,40538.0,58313.09525800236,0.18899999999999997,False,False,0.21910181839690454,acs1,False,historical_demographic_mix
Alabama,AL,2011,0.667023855831056,0.2603929787290632,0.040345544672956854,0.4851354035759643,0.1418978110683343,0.25432969785827797,41427.0,57777.879320923166,0.191,False,False,0.2225225941865498,acs1,False,historical_demographic_mix
Alabama,AL,2012,0.6634863976816275,0.2605140097608507,0.04103557332342689,0.48501171603738635,0.14234040166142314,0.25271351111902673,41610.0,56854.407399112824,0.19,False,False,0.23278548475439348,acs1,False,historical_demographic_mix
Alabama,AL,2013,0.659816457643621,0.2607790386234796,0.042070371263323816,0.48494086535684783,0.14281025056662008,0.2515423144490122,42882.0,57745.884214220336,0.18899999999999997,False,False,0.23468158056852276,acs1,False,historical_demographic_mix
Alabama,AL,2014,0.6565332523691337,0.26070015346507613,0.04313369097522647,0.4847264297304469,0.14210628719881124,0.2505265707767387,42917.0,56874.2336515782,0.192,False,False,0.2347135164147501,acs1,False,historical_demographic_mix
Alabama,AL,2015,0.6527912927156629,0.2607447236064212,0.04450053440729475,0.4846044459183281,0.14107985921061716,0.24949436534881508,44833.0,59341.46016291722,0.185,False,False,0.24156463306290923,acs1,False,historical_demographic_mix
Alabama,AL,2016,0.6492241126016637,0.2602653227292922,0.04621035169466007,0.48431080593051434,0.13965425678063761,0.24824503470389503,46309.0,60528.00225064365,0.172,False,False,0.24707449572259085,acs1,False,historical_demographic_mix
Alabama,AL,2017,0.6458534217790247,0.25979831604313747,0.047812721578584384,0.4838787699652904,0.1381889226455534,0.2473297509275007,48193.0,61675.889647017866,0.16899999999999998,False,False,0.255227886573844,acs1,False,historical_demographic_mix
Alabama,AL,2018,0.6425685059215348,0.2591756464824411,0.04967764283050651,0.48354158094050176,0.13729132376200703,0.24660363650391554,49881.0,62316.24615540851,0.168,False,False,0.25529473875972897,acs1,False,historical_demographic_mix
Alabama,AL,2019,0.6397488058023357,0.25832401037775854,0.05128764705388608,0.48323586697891074,0.1365030582891567,0.24622275408701186,51771.0,63525.53756644353,0.156,False,False,0.26349455872487915,acs1,False,historical_demographic_mix
Alabama,AL,2020,0.6456465943215048,0.26437455767764323,0.05267634580240305,0.4861455001635177,0.13160731748701693,0.252462997909437,53958.0,65389.79982866906,0.149,False,False,0.26227345285863723,acs5,False,historical_demographic_mix
Alabama,AL,2021,0.6440851177098295,0.2638429959938176,0.053935715706025275,0.48582031673953635,0.1331885314018311,0.2529386856838198,53990.0,62502.677298295865,0.163,False,False,0.2743288726729887,acs1,False,historical_demographic_mix
Alabama,AL,2022,0.6419081589092273,0.2631801348297076,0.055766135998696655,0.48576932146430557,0.13381496837878712,0.25318521936077537,59703.0,64002.15625725292,0.162,False,False,0.288003708858093,acs1,False,historical_demographic_mix
