state,state_abbr,year,relinquishment,violent,violenth,violentpartial,dealer,dealerh,residential,theft,ammlicense,ammrecords,permit,permith,registration,registrationh,defactoreg,defactoregh,ammpermit,age21handgunsale,age18longgunsale,age21longgunsale,age21handgunpossess,age18longgunpossess,age21longgunpossess,loststolen,amm18,amm21h,universal,universalh,gunshow,gunshowh,universalpermit,universalpermith,ammbackground,statechecks,statechecksh,waiting,waitingh,assault,onefeature,assaultlist,assaultregister,assaulttransfer,magazine,tenroundlimit,magazinepreowned,onepermonth,gvro,gvrolawenforcement,college,collegeconcealed,elementary,opencarryh,opencarryl,opencarrypermith,opencarrypermitl,permitconcealed,mayissue,nosyg,locked,liability,mcdv,mcdvsurrender,mcdvremovalallowed,mcdvremovalrequired,incidentremoval,incidentall,dvro,exparte,dvrosurrender,expartesurrender,dvroremoval,stalking,lawtotal,population,violent_crime,violent_rate,property_crime,property_rate,unemployment_rate,pcpi_nominal,pcpi_real_2024,ln_population,ln_pcpi_real_2024,nics_total,nics_handgun,nics_long_gun,nics_multiple,nics_permit,nics_permit_recheck,nics_other,nics_total_per_100k,controls_source,median_hh_income_nominal,median_hh_income_real_2024,poverty_rate,share_white_nh,share_black_nh,share_hispanic,share_bachelors_plus,share_male,share_age_15_24,share_age_25_44
Alabama,AL,2008,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4718206.0,21110.0,447.41581863954224,190416.0,4035.7712232149256,5.916666666666667,33441.0,48734.83516121053,15.36693920056546,10.794149354416366,299432.0,112649.0,143499.0,5673.0,117.0,0.0,0.0,6346.310440875197,acs1,42666.0,62178.7768603872,0.15695140822184195,0.6839057036830477,0.26094360668397004,0.027920804822068254,0.21993510473773095,0.48455007614920953,0.1408376413050473,0.263030309530449
Alabama,AL,2009,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4757938.0,21194.0,445.44506464775293,178007.0,3741.2635473602218,9.733333333333333,32717.0,47832.959071391066,15.375324939074979,10.775470201191617,317868.0,119867.0,146978.0,6787.0,2619.0,0.0,819.0,6680.793234380103,acs1,40489.0,59195.79056275187,0.17535426253661282,0.6793031124461317,0.25991758248759533,0.031490379101868284,0.22032957828382835,0.48437575657696336,0.13950174867500809,0.26321997456627166
Alabama,AL,2010,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4785514.0,18363.0,383.7205366027558,168828.0,3527.8968988493193,10.375,33848.0,48689.66521024382,15.381103996117947,10.793222073208227,308607.0,116963.0,136519.0,5465.0,4621.0,0.0,1771.0,6448.774363631576,acs1,40474.0,58221.032549025294,0.19033548533631028,0.6700700771404414,0.2625888711633006,0.03819929291759886,0.21910181839690454,0.48528701869768615,0.1436880211012982,0.255521599699747
Alabama,AL,2011,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4799642.0,20166.0,420.1563366601093,173192.0,3608.4357958364394,9.558333333333334,34884.0,48652.41369713191,15.384051889763311,10.792456699890778,336102.0,130490.0,146290.0,6262.0,5036.0,0.0,2121.0,7002.6472807763585,acs1,41415.0,57761.143024501725,0.19040193814731224,0.6668199819269833,0.26544264315786403,0.03877036858126819,0.2225225941865498,0.48397643844971827,0.14193564506927295,0.25462485997576384
Alabama,AL,2012,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4816632.0,21693.0,450.3769438894231,168878.0,3506.142881581985,8.174999999999999,35559.0,48586.53863746823,15.38758548659687,10.79110178875363,431356.0,177239.0,184072.0,9227.0,6135.0,0.0,4348.0,8955.55234445978,acs1,41574.0,56805.21829393695,0.18962570039630522,0.6662075232739454,0.26285212658670437,0.03845709570443774,0.23278548475439348,0.4845043252593362,0.14027597960441085,0.2540972948490706
Alabama,AL,2013,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4831586.0,20834.0,431.2041636017655,161835.0,3349.5212545114587,7.358333333333333,35706.0,48082.518113729566,15.390685336118203,10.780673941251326,563880.0,195052.0,203530.0,9270.0,100231.0,0.0,5955.0,11670.701918583256,acs1,42849.0,57701.44565773815,0.18730944285591605,0.6629516550600137,0.26486008090659746,0.03929352991338766,0.23468158056852276,0.484485661359921,0.141826733105462,0.2526223063717773
Alabama,AL,2014,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4843737.0,20727.0,427.9134065288846,154087.0,3181.1595055635767,6.766666666666667,36722.0,48664.529397517406,15.393197088209225,10.792705694568639,621305.0,178355.0,170815.0,9254.0,204273.0,0.0,6715.0,12826.976361433331,acs1,42830.0,56758.93998408776,0.1925257675806216,0.6610199619456273,0.26513323257812293,0.03967788027204319,0.2347135164147501,0.4841795141932665,0.13923438000386443,0.2534721470407436
Alabama,AL,2015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4,4854803.0,22957.0,472.87191673894904,144785.0,2982.304328311571,6.083333333333333,38189.0,50547.38746373532,15.395479082159278,10.830666540892182,737509.0,243734.0,176075.0,10781.0,246203.0,0.0,9442.0,15191.327021920353,acs1,44765.0,59251.45460248008,0.18495658983437185,0.6594134282119762,0.2668628532866678,0.03969352409220126,0.24156463306290923,0.4842190097960909,0.1368501489716255,0.25451128724779426
Alabama,AL,2016,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4,4866824.0,25878.0,531.7225360933537,143259.0,2943.582919785059,5.8,38704.0,50587.91593661949,15.397952126255015,10.83146801127277,616947.0,153123.0,121963.0,6545.0,291039.0,0.0,6104.0,12676.583332374461,acs1,46257.0,60460.03584849648,0.17088689690169148,0.657402792342648,0.26619209178952563,0.04105977422737647,0.24707449572259085,0.48445541093496186,0.13600004112433944,0.2524693109616927
Alabama,AL,2017,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4,4877989.0,25469.0,522.1208985916123,143774.0,2947.403120425241,4.508333333333334,39968.0,51149.7926547841,15.40024360273291,10.842513717701646,477345.0,97751.0,86210.0,4293.0,253338.0,1401.0,3293.0,9785.692423660652,acs1,48123.0,61586.30584282864,0.16888918814281145,0.6546903870088027,0.2671513003649215,0.041431893798796124,0.255227886573844,0.48410635464773866,0.13590797635241378,0.2512712967462722
Alabama,AL,2018,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4,4891628.0,25567.0,522.6685267154411,138702.0,2835.4977116003097,3.9250000000000003,41324.0,51626.00100491372,15.403035730379424,10.851780720001042,474294.0,84187.0,81930.0,4794.0,271958.0,263.0,3701.0,9696.035757420637,acs1,49861.0,62291.26019034951,0.16802075977554184,0.6530796332390932,0.2656786564129863,0.043267303903887805,0.25529473875972897,0.4847245354879456,0.13298612013287583,0.2515320064707109
Alabama,AL,2019,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4,4907965.0,24769.0,504.66945057676656,128726.0,2622.797839837896,3.1916666666666664,42998.0,52760.63943678775,15.406369953573169,10.87352072648464,690084.0,160667.0,120258.0,7868.0,348147.0,6973.0,8515.0,14060.491466422436,acs1,51734.0,63480.13676503041,0.1545705198666245,0.651200189264733,0.26774861646052517,0.044725214324974484,0.26349455872487915,0.4832799496653706,0.1314268174666059,0.25353764950741203
Alabama,AL,2020,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4,5032962.0,22322.0,443.5161640401815,105161.0,2089.4455392271984,6.408333333333334,45843.0,55555.517134543086,15.431519235561108,10.925138108489646,1085475.0,358234.0,213863.0,15228.0,425306.0,7334.0,21206.0,21567.3196022541,acs5,52035.0,63059.383855680244,0.15982893838437057,0.6523657592415248,0.2642347950803423,0.043519907070771476,0.26227345285863723,0.4834751836533498,0.13187072798785904,0.25282566409697077
Alabama,AL,2021,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4,5050058.0,17590.0,348.3128312585717,74271.0,1470.6959801253768,3.391666666666667,50495.0,58456.61585807464,15.434910286334103,10.976040148828083,946271.0,289613.0,209890.0,13442.0,369697.0,4831.0,19404.0,18737.82439726435,acs1,53913.0,62413.536602760236,0.16142826107235014,0.6415329183628886,0.2575991437886282,0.047111070369376076,0.2743288726729887,0.4853086692393485,0.1314135245760958,0.2522329413991651
Alabama,AL,2022,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4,5076868.0,22232.0,437.9077809389569,93113.0,1834.0638362076777,2.5416666666666665,51660.0,55379.987475498485,15.440205093985469,10.921973570569248,739113.0,249523.0,177186.0,14062.0,235684.0,4064.0,16493.0,14558.444300698779,acs1,59674.0,63971.06799482959,0.16237844110448055,0.6405188030024264,0.25550342352909644,0.04857363464803788,0.288003708858093,0.4850422600494729,0.13503213056550112,0.2531519643316038
Alabama,AL,2023,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,5117850.0,21352.0,417.2064441122737,95542.0,1866.8386138710591,2.475,54112.0,55709.44557377731,15.44824498694881,10.927904990959906,609252.0,230077.0,171451.0,13714.0,134985.0,1925.0,15681.0,11904.452064831912,acs1,62212.0,64048.56645542271,0.155853878749139,0.6333767775387846,0.2532806312968976,0.056945839731207086,0.28889669436722326,0.48386345965169986,0.13399105172039838,0.2532596856826743
Alabama,AL,2024,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,5163055.0,18561.0,359.49646091316094,80721.0,1563.4348268612284,2.983333333333333,56684.0,56684.0,15.457039016526332,10.945247262944761,596388.0,210340.0,169987.0,12906.0,146669.0,3004.0,14781.0,11551.06811761641,acs1,66659.0,66659.0,0.1518803892564703,0.6280081485949451,0.2508343352335993,0.05951607490084241,0.29853581619073793,0.48288025338430957,0.13379415898446187,0.2547128089483314
Alaska,AK,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,687455.0,4475.0,650.9516986566393,20090.0,2922.3731007847787,6.508333333333333,47800.0,69660.74940061192,13.440751651835166,11.151392301838179,61729.0,22983.0,33094.0,1808.0,0.0,0.0,0.0,8979.351375726412,acs1,68460.0,99769.3494553534,0.08420040520586518,0.655751989310688,0.03371883437540526,0.062055128057549765,0.273084789162652,0.5210005056149487,0.16382652890237842,0.28457233280829036
Alaska,AK,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,698895.0,4424.0,632.9992345058986,20538.0,2938.6388513295988,7.833333333333333,47211.0,69023.49942596948,13.45725579534033,11.142202296988986,60780.0,23339.0,31112.0,1930.0,0.0,0.0,466.0,8696.585323975703,acs1,66953.0,97886.72887816261,0.09034571490536508,0.6501668640019013,0.03810168753838731,0.06209688849819535,0.26563275491792254,0.5163950503455395,0.1651402416414092,0.27628698603954627
Alaska,AK,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,713982.0,4537.0,635.4501934222432,20259.0,2837.4664907518677,7.991666666666667,49543.0,71266.60610704057,13.478613030919908,11.174183139143722,65909.0,25720.0,33177.0,1519.0,0.0,0.0,825.0,9231.18509990448,acs1,64576.0,92891.27335785584,0.09942137303357242,0.6404392249136887,0.03181019209087026,0.05701100163168694,0.2792486078960977,0.5216300062326239,0.15068103671645763,0.2761262491508925
Alaska,AK,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,722349.0,4416.0,611.3388403666372,19094.0,2643.320610951216,7.608333333333333,52415.0,73102.74807749024,13.490263680586112,11.199621238430575,70198.0,28291.0,34607.0,1678.0,0.0,0.0,955.0,9718.01719113614,acs1,67825.0,94594.94206535867,0.10455394278923691,0.6362592325083919,0.030179129342288415,0.05759784590946953,0.2636704300204438,0.5159910227779023,0.14985097922011076,0.27622807236017366
Alaska,AK,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,730810.0,4412.0,603.7136875521682,20037.0,2741.7523022399805,7.133333333333333,53340.0,72881.85750225134,13.501908787026743,11.196595018742025,85342.0,35851.0,40505.0,2337.0,89.0,0.0,1646.0,11677.727453099986,acs1,67712.0,92519.24137968583,0.10117270908094934,0.6295080039756702,0.03365238041203146,0.05972528501645364,0.280081103070638,0.521012401411445,0.1501184634882268,0.28042009764180414
Alaska,AK,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,737626.0,4709.0,638.3994056608634,21211.0,2875.5765116739376,6.925000000000001,52252.0,70363.7410093149,13.511192200060973,11.161433366984873,93405.0,36678.0,44001.0,2449.0,2569.0,0.0,2646.0,12662.921317849425,acs1,72237.0,97276.00013951388,0.09329040215268411,0.6246061931734709,0.033403524809149925,0.06597590636783598,0.27971573015979373,0.5256253298727304,0.15469330678027893,0.2774386096646589
Alaska,AK,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,737075.0,4684.0,635.4848556795441,20334.0,2758.7423260862192,6.741666666666667,55098.0,73016.67231480895,13.510444929901613,11.198443081928083,87623.0,35694.0,39625.0,2278.0,2714.0,0.0,2279.0,11887.935420411763,acs1,71583.0,94862.83448239444,0.11233721087383294,0.6176045020441626,0.03204421689298144,0.06688456589370355,0.28004789863033136,0.5233680632848852,0.15559117833893465,0.28077645602471457
Alaska,AK,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,738430.0,5391.0,730.0624297496039,20806.0,2817.5995016453826,6.283333333333334,56714.0,75067.28462694192,13.512281589731169,11.226140118698547,85621.0,37086.0,36372.0,2240.0,2682.0,0.0,2318.0,11595.005620031689,acs1,73355.0,97093.49832156654,0.1034067969449127,0.6127470098803952,0.03350206924943665,0.070182494799792,0.2969311407534881,0.5263788676547062,0.1531569596117178,0.28497410729762523
Alaska,AK,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,742575.0,5966.0,803.4205299128034,24876.0,3349.96465003535,6.625,55536.0,72588.11749318158,13.517879154658825,11.19255651652453,87647.0,37491.0,36887.0,2316.0,3121.0,0.0,2889.0,11803.117530215804,acs1,76440.0,99910.61115634543,0.09885243546676097,0.6102718178068565,0.029341118812121408,0.06915273610515787,0.2955980883221874,0.5264539139014468,0.14249879362820025,0.28845360657991576
Alaska,AK,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,740983.0,6338.0,855.3502576982197,26203.0,3536.248469937907,6.608333333333333,56500.0,72306.92766701615,13.515732962044742,11.188675221910874,80839.0,34556.0,32648.0,2247.0,2923.0,32.0,2827.0,10909.696983601514,acs1,73181.0,93654.74820530812,0.11105497507189731,0.6056826553301928,0.028645773491305024,0.06990044539365635,0.2879884376018822,0.5214633783683318,0.13798146783906354,0.29099007157388196
Alaska,AK,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,736624.0,6555.0,889.8705445383262,24345.0,3304.9425487087037,6.091666666666666,58997.0,73704.84902930247,13.509832864596445,11.20782387016916,78761.0,32193.0,32217.0,2343.0,2803.0,56.0,3424.0,10692.157735832663,acs1,74346.0,92880.32791383495,0.10906281168977998,0.6011407060661371,0.032560025385184925,0.07196401595795172,0.3016938187257522,0.5193006056102344,0.13237858640319594,0.29115396819800443
Alaska,AK,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,733603.0,6346.0,865.0455355280718,21293.0,2902.523572013746,5.6000000000000005,60504.0,74241.35374862565,13.505723289338059,11.215076602054413,76923.0,31943.0,31090.0,2476.0,2579.0,118.0,3784.0,10485.644142676625,acs1,75463.0,92596.77505507963,0.10079232197274861,0.598341865503831,0.029763035766767594,0.07183153462876515,0.30194108970412636,0.5200404623092223,0.1287234551531348,0.2884484208080159
Alaska,AK,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,732906.0,6126.0,835.8507093679135,16528.0,2255.132308918197,8.283333333333333,61853.0,74957.47227107505,13.504772732536182,11.22467619530685,98952.0,45217.0,38884.0,2889.0,2065.0,702.0,4923.0,13501.322134079948,acs5,77790.0,94270.96127862719,0.10336995878767662,0.5969945318118292,0.03082809807460074,0.07199419259420073,0.29986802803266616,0.5219243137627376,0.1343736007272826,0.28887773239799724
Alaska,AK,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,734590.0,5573.0,758.6544875372657,13456.0,1831.7701030506814,6.408333333333334,65608.0,75952.503281841,13.507067799424517,11.237863467083672,91207.0,40098.0,37634.0,2710.0,2383.0,211.0,4783.0,12416.041601437537,acs1,77845.0,90118.92784378296,0.10486642139936297,0.5789008193286773,0.028778186175824685,0.07137017468911779,0.3279063113061701,0.5229085826828612,0.13118812894702003,0.29385005316150586
Alaska,AK,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,733659.0,5627.0,766.9775740500696,13311.0,1814.3306358948776,4.366666666666666,68905.0,73866.78352689165,13.505799621990342,11.210018527228662,84802.0,38136.0,33190.0,2674.0,2908.0,171.0,4415.0,11558.775943592324,acs1,88121.0,94466.5094140225,0.1098499987423036,0.574037293666838,0.028168591693100847,0.07700696444710414,0.30588817255293144,0.5257305580963572,0.132299957877977,0.2982770865737074
Alaska,AK,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,734654.0,5403.0,735.4482518301132,13858.0,1886.3301635872124,4.25,71309.0,73414.11987027805,13.507154919058888,11.20387156490698,76815.0,34532.0,29928.0,2560.0,2514.0,254.0,3900.0,10455.942525324846,acs1,86631.0,89188.44211084236,0.10365633491007287,0.5765987733942728,0.027646351406996943,0.07480167874274277,0.32235185020206847,0.5261137759985601,0.127642806303739,0.30267137165499053
Alaska,AK,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,736537.0,5359.0,727.5941330849639,12665.0,1719.5334382386764,4.541666666666667,75247.0,75247.0,13.509714751233275,11.228531314706773,75688.0,33568.0,29998.0,2615.0,1034.0,1644.0,3675.0,10276.197937102956,acs1,95665.0,95665.0,0.10166801027235026,0.5700461944001957,0.02405378492784405,0.07732258931840628,0.32754597087105664,0.5273390052868876,0.13195060887705318,0.29928269648833383
Arizona,AZ,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5,6280362.0,31567.0,502.63026239570263,266653.0,4245.822135730393,5.766666666666667,35586.0,51860.824857116655,15.652938180095171,10.856318964425414,208721.0,80623.0,71653.0,4171.0,38724.0,0.0,0.0,3323.39123126979,acs1,50958.0,74263.02234218373,0.14718370420672222,0.5818289647363611,0.03470980803608516,0.301406576433268,0.2510008832339864,0.5013236556526127,0.13426705106627818,0.27735431941884686
Arizona,AZ,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5,6343154.0,28128.0,443.4387057290426,236721.0,3731.9131775769592,9.716666666666667,33467.0,48929.47523435049,15.662886679053772,10.798135259401429,215379.0,82347.0,71188.0,5038.0,41143.0,0.0,891.0,3395.4559514084,acs1,48745.0,71266.24048460915,0.16522268216203112,0.5712727141513859,0.03597119248100831,0.308022950438902,0.25557767456619,0.501392709093605,0.13458427497104966,0.2772074803002769
Arizona,AZ,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,6407342.0,26528.0,414.0250356544102,226802.0,3539.720526858095,10.358333333333333,33778.0,48588.97162230015,15.672955078313136,10.79115186278619,206050.0,89162.0,69067.0,3768.0,24751.0,0.0,2091.0,3215.842076168246,acs1,46789.0,67305.03266137137,0.17444664056195383,0.5774808040928401,0.038801559839450855,0.29762897979758135,0.2590059511550951,0.4974790827874607,0.14114096041044402,0.2624382633712608
