state,state_abbr,year,controls_source,median_hh_income_nominal,median_hh_income_real_2024,poverty_rate,share_white_nh,share_black_nh,share_hispanic,share_bachelors_plus,share_male,share_age_15_24,share_age_25_44
Kentucky,KY,2015,acs1,45215,59847.07963478469,0.1850934563971933,0.8515348381457379,0.07936377367973367,0.033022364280787836,0.2329283756971885,0.4914907983834008,0.13559379104434438,0.2542261268240299
Kentucky,KY,2016,acs1,46659,60985.468418941935,0.18471009103844588,0.8487207723101375,0.08123284021948292,0.03423955155022319,0.2344646602630805,0.4912839245846381,0.13639498450971316,0.2526453839936858
Kentucky,KY,2017,acs1,48375,61908.807537909845,0.1724005812481454,0.8463931368875456,0.07988637213194141,0.03483529773882518,0.23966984580415793,0.49276085949653237,0.13326241881518724,0.2535682702283177
Kentucky,KY,2018,acs1,50247,62773.489315988285,0.16882952080354946,0.8450571367571673,0.07822528053653185,0.03614401748096971,0.24800339802343477,0.4921269393398356,0.13196843077234321,0.25347473213018884
Kentucky,KY,2019,acs1,52295,64168.51107834819,0.16262534163069794,0.8422055508538785,0.08008397212598146,0.03760727340608858,0.2512506388509278,0.49202459535422577,0.13185566624952183,0.2537311929498869
Kentucky,KY,2020,acs5,52238,63305.39240613096,0.1660686472748151,0.840828856966637,0.07979646576207006,0.037640252517283916,0.25023372947884837,0.49227826744886544,0.13252137181215756,0.2542427619122752
Kentucky,KY,2021,acs1,55573,64335.271077943995,0.1648181613732906,0.8265589567023862,0.07099180067210804,0.03919528876829126,0.2698017815584624,0.49437418863820726,0.13195520284987294,0.25643778299257064
Kentucky,KY,2022,acs1,59341,63614.08898148579,0.1646807876629004,0.8224164563161662,0.07605727443371577,0.0415492286655837,0.2786143550426508,0.4949034973217709,0.1319124794174159,0.2562948910868269
Kentucky,KY,2023,acs1,61118,62922.270375852335,0.16368982517827999,0.815389401244412,0.07382758076724742,0.04850387326635373,0.2784642492215848,0.49571667247733947,0.129673007149116,0.2574872618121257
Kentucky,KY,2024,acs1,64526,64526.0,0.15555882731262805,0.8030033310289576,0.07027220112057174,0.055060923569405444,0.2794408570160818,0.49573726803319346,0.1330561253533933,0.2597130311143037
Louisiana,LA,2008,acs1,43733,63733.75635014563,0.17347585266144497,0.6177068719568984,0.316596596169943,0.03387166398083249,0.20273803214979685,0.485085231781293,0.1503771654821488,0.26239776221797606
Louisiana,LA,2009,acs1,42492,62124.21972862882,0.17296767107706065,0.6133656242681558,0.3178915494751202,0.03603946148729452,0.21406474159559147,0.4856859055812947,0.14719074209786298,0.26584612548852693
