year,unemployment_rate,state_abbr,pcpi_nominal,pcpi_real_2024
2008,6.716666666666666,MS,30736.0,44792.73626730561
2009,9.241666666666667,MS,30220.0,44182.29125951151
2010,10.125,MS,31213.0,44899.27086407883
2011,9.8,MS,32454.0,45263.3136717899
2012,8.825000000000001,MS,33441.0,45692.579616287716
2013,8.491666666666665,MS,33976.0,45752.86045572385
2014,7.6000000000000005,MS,34623.0,45882.90401748939
2015,6.45,MS,35100.0,46458.75251975987
2016,5.991666666666667,MS,35638.0,46580.51230232651
2017,5.208333333333333,MS,36579.0,46812.65676339441
2018,4.941666666666667,MS,37624.0,47003.597468998014
2019,5.491666666666667,MS,39142.0,48029.139700329
2020,8.0,MS,42446.0,51438.81247503034
2021,5.408333333333334,MS,46906.0,54301.733309017705
2022,3.733333333333333,MS,47086.0,50476.618085004295
2023,3.1166666666666667,MS,49593.0,51057.039738696374
2024,3.1750000000000003,MS,52017.0,52017.0
2025,3.809090909090909,MS,,
2026,3.6500000000000004,MS,,
1929,,MT,592.0,
1930,,MT,501.0,
1931,,MT,387.0,
1932,,MT,334.0,
1933,,MT,299.0,
1934,,MT,365.0,
1935,,MT,475.0,
1936,,MT,478.0,
1937,,MT,514.0,
1938,,MT,515.0,
1939,,MT,530.0,
1940,,MT,566.0,
1941,,MT,708.0,
1942,,MT,901.0,
1943,,MT,1155.0,
1944,,MT,1185.0,
1945,,MT,1212.0,
1946,,MT,1309.0,
1947,,MT,1480.0,20789.907605045155
1948,,MT,1638.0,21369.831441048034
1949,,MT,1433.0,18880.521066816003
1950,,MT,1678.0,21875.762022510822
1951,,MT,1834.0,22150.50453028748
1952,,MT,1855.0,21903.76784818068
1953,,MT,1842.0,21586.40270219787
1954,,MT,1807.0,21100.040467770956
1955,,MT,1934.0,22641.2907852589
1956,,MT,1971.0,22739.24741181158
1957,,MT,2034.0,22696.06607778041
1958,,MT,2124.0,23070.48755518366
1959,,MT,2081.0,22394.71303030303
1960,,MT,2137.0,22659.218596135433
1961,,MT,2090.0,21926.174739423666
1962,,MT,2437.0,25269.362015204937
1963,,MT,2406.0,24638.44795429815
1964,,MT,2447.0,24731.33481716158
1965,,MT,2629.0,26157.820378495533
1966,,MT,2814.0,27185.832649813936
1967,,MT,2895.0,27210.67243445693
1968,,MT,3040.0,27410.081724550902
1969,,MT,3387.0,28963.9897455702
1970,,MT,3735.0,30165.0972538082
1971,,MT,3920.0,30375.384438040346
1972,,MT,4492.0,33704.576392266295
1973,,MT,5149.0,36358.62375164134
1974,,MT,5521.0,35118.50445758703
1975,,MT,5978.0,34840.457786035
1976,5.933333333333334,MT,6337.0,34916.369124707264
1977,6.191666666666666,MT,6739.0,34875.093953808086
1978,5.6000000000000005,MT,7768.0,37350.476822071796
1979,5.216666666666667,MT,8299.0,35867.47763719862
1980,6.325,MT,9148.0,34833.63336435363
1981,6.766666666666667,MT,10303.0,35542.87622250733
1982,8.591666666666667,MT,10737.0,34891.33855835635
1983,8.75,MT,11157.0,35145.74505941423
1984,7.5,MT,11687.0,35274.443301796025
1985,7.641666666666667,MT,11840.0,34518.45997521685
1986,7.941666666666666,MT,12440.0,35576.131824052274
1987,7.458333333333333,MT,12862.0,35512.27067331671
1988,6.6499999999999995,MT,13346.0,35397.30063270627
1989,5.958333333333333,MT,14711.0,37233.75563638809
1990,6.066666666666666,MT,15470.0,37141.9909815677
1991,6.933333333333334,MT,16323.0,37604.615724602205
1992,6.7250000000000005,MT,16965.0,37929.959476153716
1993,6.116666666666667,MT,17939.0,38950.90092980332
1994,5.491666666666667,MT,18082.0,38268.1076044302
1995,5.708333333333333,MT,18710.0,38516.63151044515
1996,5.533333333333334,MT,19378.0,38753.71454284652
1997,5.4750000000000005,MT,20127.0,39332.2099392618
1998,5.591666666666666,MT,21431.0,41242.4645560043
1999,5.3,MT,21723.0,40907.24526963482
2000,4.833333333333333,MT,22982.0,41868.525962348154
2001,4.616666666666666,MT,23910.0,42365.86395857849
2002,4.566666666666666,MT,24516.0,42757.36242031134
2003,4.733333333333333,MT,26114.0,44521.271327898554
2004,4.541666666666667,MT,28034.0,46552.81346861352
2005,4.083333333333333,MT,29839.0,47936.69987282349
2006,3.3666666666666667,MT,31870.0,49601.325860999714
2007,3.391666666666667,MT,33841.0,51199.220256980145
2008,4.7250000000000005,MT,35569.0,51836.050113605976
2009,7.1000000000000005,MT,34479.0,50409.041043570396
2010,7.1499999999999995,MT,35999.0,51783.83531976977
2011,6.625,MT,38150.0,53207.47570650104
2012,5.783333333333334,MT,40217.0,54951.062301613085
2013,5.3,MT,40142.0,54056.137403274864
2014,4.641666666666667,MT,41850.0,55460.229706609214
2015,4.241666666666666,MT,43095.0,57041.023927038514
2016,4.266666666666667,MT,43301.0,56596.40729566868
2017,4.1,MT,45369.0,58061.82303229833
2018,3.725,MT,47208.0,58976.87192527265
2019,3.5,MT,49654.0,60927.875496401204
2020,5.825,MT,53487.0,64819.01151703217
2021,3.3833333333333333,MT,58973.0,68271.35373795893
2022,2.6583333333333337,MT,61610.0,66046.47751384943
2023,2.733333333333333,MT,65075.0,66996.08535470058
2024,3.0,MT,67615.0,67615.0
2025,3.2636363636363637,MT,,
2026,3.6,MT,,
1929,,NC,327.0,
1930,,NC,287.0,
1931,,NC,244.0,
1932,,NC,183.0,
1933,,NC,203.0,
1934,,NC,247.0,
1935,,NC,267.0,
1936,,NC,294.0,
1937,,NC,321.0,
1938,,NC,291.0,
1939,,NC,312.0,
1940,,NC,323.0,
1941,,NC,430.0,
1942,,NC,588.0,
1943,,NC,713.0,
1944,,NC,778.0,
1945,,NC,835.0,
1946,,NC,875.0,
1947,,NC,905.0,12712.747555787746
1948,,NC,1008.0,13150.665502183405
1949,,NC,978.0,12885.659178887683
1950,,NC,1095.0,14275.303584415584
1951,,NC,1217.0,14698.562711755649
1952,,NC,1256.0,14830.799146800504
1953,,NC,1304.0,15281.579328808915
1954,,NC,1330.0,15530.190272349402
1955,,NC,1404.0,16436.593724148654
1956,,NC,1473.0,16993.86678721383
1957,,NC,1462.0,16313.494889732037
1958,,NC,1540.0,16727.18965865482
1959,,NC,1619.0,17422.893030303032
1960,,NC,1666.0,17665.07168046871
1961,,NC,1729.0,18138.926375341394
1962,,NC,1840.0,19079.042309387394
1963,,NC,1921.0,19671.844771490752
1964,,NC,2055.0,20769.46998335392
1965,,NC,2194.0,21829.69110324047
1966,,NC,2421.0,23389.090563326063
1967,,NC,2588.0,24325.119260923846
1968,,NC,2825.0,25471.539760479045
1969,,NC,3152.0,26954.38313493867
1970,,NC,3397.0,27435.297288135596
1971,,NC,3626.0,28097.23060518732
1972,,NC,4025.0,30200.560992625076
1973,,NC,4491.0,31712.28962296004
1974,,NC,4881.0,31047.531290976687
1975,,NC,5229.0,30475.201365536464
1976,6.191666666666666,NC,5745.0,31654.495916276348
1977,5.883333333333333,NC,6211.0,32142.63370635139
1978,4.558333333333334,NC,6922.0,33282.69832162474
1979,4.825,NC,7568.0,32708.166135476466
1980,6.391666666666667,NC,8350.0,31795.01952255715
1981,6.458333333333333,NC,9309.0,32113.81488453079
1982,9.299999999999999,NC,9864.0,32054.406588397786
1983,9.0,NC,10639.0,33513.9895748954
1984,6.608333333333333,NC,11850.0,35766.4202212957
1985,5.675,NC,12628.0,36815.80342627013
1986,5.316666666666667,NC,13470.0,38521.744024918335
1987,4.55,NC,14301.0,39485.38197007481
1988,3.6916666666666664,NC,15510.0,41136.82997252167
1989,3.5666666666666664,NC,16692.0,42247.69553956835
1990,4.125,NC,17481.0,41970.20971873206
1991,5.925,NC,17978.0,41417.373123623016
1992,6.241666666666667,NC,19222.0,42976.10852052028
1993,5.116666666666666,NC,20067.0,43571.42142585223
1994,4.408333333333333,NC,20928.0,44291.28171361107
1995,4.366666666666666,NC,21959.0,45205.0620704364
1996,4.341666666666667,NC,23000.0,45997.28736120704
1997,3.8249999999999997,NC,24189.0,47270.17569537455
1998,3.525,NC,25385.0,48851.661740197334
1999,3.3000000000000003,NC,26158.0,49258.92932666333
2000,3.75,NC,27410.0,49935.44063301553
2001,5.4750000000000005,NC,27782.0,49226.61783760886
2002,6.5249999999999995,NC,27856.0,48582.521111934766
2003,6.258333333333333,NC,28709.0,48945.4384067029
2004,5.466666666666666,NC,30586.0,50790.623983413476
2005,5.216666666666667,NC,32209.0,51744.13238391943
2006,4.733333333333333,NC,34189.0,53210.53435399182
2007,4.716666666666667,NC,35960.0,54405.128703082235
2008,5.933333333333334,NC,37772.0,55046.565405019115
2009,10.791666666666666,NC,35921.0,52517.2761195537
2010,10.799999999999999,NC,35848.0,51566.62486577701
2011,10.35,NC,36822.0,51355.32556919479
2012,9.6,NC,38876.0,53118.76813381183
2013,7.7749999999999995,NC,38074.0,51271.32119705762
2014,6.116666666666667,NC,39880.0,52849.55700596357
2015,5.658333333333334,NC,41632.0,55104.58076645707
2016,5.1,NC,42596.0,55674.93972809642
2017,4.55,NC,44219.0,56590.08910633252
2018,4.008333333333334,NC,46048.0,57527.68595185043
2019,3.875,NC,48374.0,59357.25317724477
2020,7.325,NC,51779.0,62749.14647186062
2021,4.841666666666667,NC,57023.0,66013.8945653033
2022,3.6750000000000003,NC,58871.0,63110.24472841795
2023,3.475,NC,61579.0,63396.87960133857
2024,3.641666666666667,NC,64855.0,64855.0
2025,3.8272727272727276,NC,,
2026,3.8,NC,,
1929,,ND,377.0,
1930,,ND,308.0,
1931,,ND,195.0,
1932,,ND,178.0,
1933,,ND,151.0,
1934,,ND,184.0,
1935,,ND,271.0,
1936,,ND,238.0,
1937,,ND,324.0,
1938,,ND,282.0,
1939,,ND,316.0,
1940,,ND,352.0,
1941,,ND,521.0,
1942,,ND,658.0,
1943,,ND,959.0,
1944,,ND,1020.0,
1945,,ND,1037.0,
1946,,ND,1079.0,
1947,,ND,1467.0,20607.293551757597
1948,,ND,1462.0,19073.68349622236
1949,,ND,1231.0,16219.065898988485
1950,,ND,1388.0,18095.088013852815
1951,,ND,1480.0,17874.998203285424
1952,,ND,1351.0,15952.555451693854
1953,,ND,1372.0,16078.471502397111
1954,,ND,1407.0,16429.306551274894
1955,,ND,1544.0,18075.57030632872
1956,,ND,1615.0,18632.10784884612
1957,,ND,1662.0,18545.1631373014
1958,,ND,1931.0,20974.15794211848
1959,,ND,1757.0,18907.98212121212
1960,,ND,1909.0,20241.669770717148
1961,,ND,1730.0,18149.417368039685
1962,,ND,2441.0,25310.83819413839
1963,,ND,2249.0,23030.70218171926
1964,,ND,2220.0,22437.09166084949
1965,,ND,2584.0,25710.082867262252
1966,,ND,2623.0,25340.59667393815
1967,,ND,2714.0,25509.417957553058
1968,,ND,2864.0,25823.18225628743
1969,,ND,3205.0,27407.61356201727
1970,,ND,3397.0,27435.297288135596
1971,,ND,3868.0,29972.44566488267
1972,,ND,4576.0,34334.84896950369
1973,,ND,6383.0,45072.265567435745
1974,,ND,6304.0,40099.08569111187
1975,,ND,6549.0,38168.310143985145
1976,3.7916666666666665,ND,6357.0,35026.567543911005
1977,4.45,ND,6564.0,33969.44898542755
1978,4.166666666666667,ND,8235.0,39595.929020309115
1979,4.166666666666667,ND,8446.0,36502.79746039036
1980,4.891666666666667,ND,8059.0,30686.95357272911
1981,4.891666666666667,ND,10469.0,36115.536365469205
1982,5.5249999999999995,ND,11144.0,36213.940290055245
1983,5.8,ND,11583.0,36487.690689539755
1984,5.291666666666667,ND,12427.0,37507.958151058374
1985,5.5,ND,12915.0,37652.52623141264
1986,5.558333333333334,ND,13250.0,37892.58413735471
1987,4.9750000000000005,ND,13773.0,38027.56211970075
1988,4.666666666666667,ND,12911.0,34243.55975339957
1989,4.333333333333333,ND,14656.0,37094.54983392725
1990,4.158333333333333,ND,16084.0,38616.14627973723
1991,4.358333333333333,ND,16362.0,37694.46317992656
1992,4.533333333333333,ND,17839.0,39884.02871176576
1993,4.25,ND,17991.0,39063.808385533834
1994,3.7083333333333335,ND,19435.0,41131.54912576601
1995,3.3249999999999997,ND,19376.0,39887.66713770098
1996,3.141666666666667,ND,21584.0,43165.45436540403
1997,2.9416666666666664,ND,21194.0,41417.34274619737
1998,2.966666666666667,ND,23286.0,44812.28265835081
1999,3.1500000000000004,ND,23683.0,44598.1811775888
2000,2.908333333333333,ND,25842.0,47078.86380293278
2001,2.8166666666666664,ND,26493.0,46942.6530261238
2002,3.375,ND,27197.0,47433.18590900667
2003,3.4499999999999997,ND,29663.0,50571.89520561595
2004,3.358333333333333,ND,29984.0,49790.95238078433
2005,3.3249999999999997,ND,31731.0,50976.21983526801
2006,3.1166666666666667,ND,33120.0,51546.78106420805
2007,3.0416666666666665,ND,36501.0,55223.62632901014
2008,3.0749999999999997,ND,40973.0,59711.5038742944
2009,3.875,ND,40186.0,58752.79803291627
2010,3.658333333333333,ND,44081.0,63409.62928777942
2011,3.341666666666667,ND,48873.0,68162.75125042793
2012,2.9416666666666664,ND,56056.0,76592.9022149644
2013,2.891666666666666,ND,54337.0,73171.44980523507
2014,2.6666666666666665,ND,56647.0,75069.42968196636
2015,2.775,ND,52972.0,70114.33158053334
2016,3.016666666666667,ND,51298.0,67048.85571818693
2017,2.6,ND,51830.0,66330.40815896366
2018,2.3916666666666666,ND,55173.0,68927.53251002093
2019,2.15,ND,56657.0,69520.89745034848
2020,5.008333333333334,ND,60368.0,73157.85307196512
2021,3.1,ND,65975.0,76377.36867484849
2022,2.125,ND,71042.0,76157.66686477668
2023,2.066666666666667,ND,71574.0,73686.9429608504
2024,2.4,ND,70966.0,70966.0
2025,2.6,ND,,
2026,2.6,ND,,
1929,,NE,584.0,
1930,,NE,510.0,
1931,,NE,409.0,
1932,,NE,303.0,
1933,,NE,273.0,
1934,,NE,264.0,
1935,,NE,405.0,
1936,,NE,395.0,
1937,,NE,414.0,
1938,,NE,402.0,
1939,,NE,399.0,
1940,,NE,440.0,
1941,,NE,548.0,
1942,,NE,823.0,
1943,,NE,1029.0,
1944,,NE,1101.0,
1945,,NE,1197.0,
1946,,NE,1187.0,
1947,,NE,1269.0,17825.94104783939
1948,,NE,1545.0,20156.52599292992
1949,,NE,1361.0,17931.883581253718
1950,,NE,1583.0,20637.265364502164
1951,,NE,1667.0,20133.528381673514
1952,,NE,1797.0,21218.90610414053
1953,,NE,1705.0,19980.899352468714
1954,,NE,1793.0,20936.564780693592
1955,,NE,1693.0,19819.909668791788
1956,,NE,1718.0,19820.409463973767
1957,,NE,1996.0,22272.049110742235
1958,,NE,2108.0,22896.698571717116
1959,,NE,2112.0,22728.32
1960,,NE,2216.0,23496.878057574228
1961,,NE,2223.0,23321.47676829608
1962,,NE,2386.0,24740.54073380344
1963,,NE,2433.0,24914.939265505986
1964,,NE,2491.0,25176.033931160397
1965,,NE,2761.0,27471.183744779828
1966,,NE,2995.0,28934.459412293083
1967,,NE,3097.0,29109.310027465668
1968,,NE,3282.0,29592.068493413175
1969,,NE,3649.0,31204.48732848706
1970,,NE,3897.0,31473.462917828794
1971,,NE,4234.0,32808.514722107866
1972,,NE,4645.0,34852.57287223441
1973,,NE,5382.0,38003.906201463134
1974,,NE,5570.0,35430.18834065563
1975,,NE,6336.0,36926.92213655365
1976,3.108333333333334,NE,6597.0,36348.94857435597
1977,3.3833333333333333,NE,7123.0,36862.33777014023
1978,2.9333333333333336,NE,8208.0,39466.106302209744
1979,2.908333333333333,NE,8844.0,38222.915076923084
1980,3.8333333333333335,NE,9392.0,35762.733336030746
1981,4.133333333333334,NE,10858.0,37457.49296554252
1982,5.508333333333333,NE,11643.0,37835.50850656077
1983,5.55,NE,12031.0,37898.93867615063
1984,4.433333333333334,NE,13344.0,40275.7056061578
1985,5.058333333333334,NE,14101.0,41110.20304987608
1986,4.858333333333333,NE,14606.0,41770.49689888324
1987,4.316666666666666,NE,15307.0,42262.97054862843
1988,3.475,NE,16359.0,43388.61389558234
1989,2.858333333333333,NE,17320.0,43837.17270221206
1990,2.375,NE,18486.0,44383.11863511704
1991,2.625,NE,19014.0,43804.09014198287
1992,2.8166666666666664,NE,19974.0,44657.41294292333
1993,2.766666666666667,NE,20460.0,44424.74123550788
1994,2.6333333333333333,NE,21592.0,45696.54791476922
1995,2.6333333333333333,NE,22561.0,46444.346526304274
1996,2.6999999999999997,NE,24321.0,48639.13156138767
1997,2.408333333333333,NE,24880.0,48620.52880652027
1998,2.5166666666666666,NE,26387.0,50779.9408445376
1999,2.766666666666667,NE,27467.0,51723.94723661831
2000,2.8333333333333335,NE,28924.0,52693.64045491942
2001,3.158333333333333,NE,30184.0,53482.69501153213
2002,3.658333333333333,NE,30553.0,53286.24955244626
2003,3.9166666666666665,NE,32268.0,55013.11109782609
2004,3.8499999999999996,NE,33496.0,55622.92359080683
2005,3.775,NE,34401.0,55265.60582878116
2006,3.0416666666666665,NE,35718.0,55590.21515855625
2007,2.9583333333333335,NE,38184.0,57769.895283606565
2008,3.2583333333333333,NE,40291.0,58717.59945816015
2009,4.633333333333334,NE,39422.0,57635.81356824827
2010,4.641666666666667,NE,41085.0,59099.94372379069
2011,4.366666666666666,NE,45607.0,63607.6892410588
2012,3.9166666666666665,NE,46385.0,63378.79565507927
2013,3.716666666666667,NE,45911.0,61824.805050115894
2014,3.233333333333333,NE,48187.0,63858.11442944751
2015,2.975,NE,49708.0,65794.06467955053
2016,3.108333333333334,NE,48688.0,63637.46514887685
2017,2.9583333333333335,NE,49533.0,63390.77961292586
2018,2.908333333333333,NE,51436.0,64258.90493874606
2019,3.1166666666666667,NE,53513.0,65663.05637892049
2020,4.266666666666667,NE,56745.0,68767.26697204911
2021,2.658333333333333,NE,63517.0,73531.81244593182
2022,2.158333333333333,NE,66923.0,71742.06159161411
2023,2.3000000000000003,NE,71006.0,73102.17497803872
2024,2.716666666666667,NE,71859.0,71859.0
2025,2.9181818181818184,NE,,
2026,3.05,NE,,
1929,,NH,688.0,
1930,,NH,648.0,
1931,,NH,560.0,
1932,,NH,430.0,
1933,,NH,420.0,
1934,,NH,480.0,
1935,,NH,504.0,
1936,,NH,542.0,
1937,,NH,570.0,
1938,,NH,537.0,
1939,,NH,566.0,
1940,,NH,586.0,
1941,,NH,720.0,
1942,,NH,871.0,
1943,,NH,1002.0,
1944,,NH,1082.0,
1945,,NH,1139.0,
1946,,NH,1168.0,
1947,,NH,1233.0,17320.240592581536
1948,,NH,1312.0,17116.739225064113
1949,,NH,1297.0,17088.65026075391
1950,,NH,1373.0,17899.53590995671
1951,,NH,1538.0,18575.504889630392
1952,,NH,1612.0,19034.43329987453
1953,,NH,1692.0,19828.552319282735
1954,,NH,1746.0,20387.753545505304
1955,,NH,1869.0,21880.33737210387
1956,,NH,1951.0,22508.50923411689
1957,,NH,2065.0,23041.974656153663
1958,,NH,2071.0,22494.811547450736
1959,,NH,2198.0,23653.810303030303
1960,,NH,2271.0,24080.058695284777
1961,,NH,2356.0,24716.778797168496
1962,,NH,2464.0,25549.32622300573
1963,,NH,2503.0,25631.76859085963
1964,,NH,2635.0,26631.412849701985
1965,,NH,2787.0,27729.876529047946
1966,,NH,3031.0,29282.25258052098
1967,,NH,3235.0,30406.39907615481
1968,,NH,3513.0,31674.874045508986
1969,,NH,3842.0,32854.93020445253
1970,,NH,3997.0,32281.096043767433
1971,,NH,4225.0,32738.775319061344
1972,,NH,4557.0,34192.28731512857
1973,,NH,5005.0,35341.79682986306
1974,,NH,5406.0,34387.001466711736
1975,,NH,5786.0,33721.46014553337
1976,6.416666666666667,NH,6418.0,35362.672722482435
1977,5.541666666666667,NH,7050.0,36484.554440472915
1978,3.8166666666666664,NH,7932.0,38139.02962830503
1979,3.1333333333333333,NH,8896.0,38447.65406199771
1980,4.5249999999999995,NH,10043.0,38241.60252275946
1981,5.075,NH,11217.0,38695.95676869502
1982,6.8500000000000005,NH,12199.0,39642.305958218225
1983,5.4750000000000005,NH,13270.0,41801.921389121344
1984,4.225,NH,14693.0,44347.34281109686
1985,3.6833333333333336,NH,15883.0,46305.46450898389
1986,2.6333333333333333,NH,17072.0,48822.80727493733
1987,2.2083333333333335,NH,18292.0,50504.6225436409
1988,2.375,NH,19682.0,52202.13330233214
1989,3.375,NH,20665.0,52303.41650642103
1990,5.241666666666666,NH,20681.0,49653.10378085337
1991,6.758333333333333,NH,21459.0,49436.83445654836
1992,7.291666666666667,NH,22323.0,49909.25348577538
1993,6.125,NH,22812.0,49531.63231008826
1994,4.5,NH,24071.0,50943.016156743695
1995,3.8166666666666664,NH,25205.0,51887.31679426884
1996,3.7416666666666667,NH,26298.0,52592.89839239229
1997,3.358333333333333,NH,27985.0,54688.323900742354
1998,2.8333333333333335,NH,30348.0,58402.609040437615
1999,2.725,NH,31857.0,59990.89041820911
2000,2.6666666666666665,NH,35323.0,64351.315924115566
2001,3.408333333333333,NH,36782.0,65173.61807295835
2002,4.466666666666666,NH,37013.0,64552.8738482209
2003,4.433333333333334,NH,37374.0,63718.23522282609
2004,3.8249999999999997,NH,39324.0,65300.80747805373
2005,3.6333333333333333,NH,40404.0,64909.495011949475
2006,3.516666666666667,NH,42866.0,66715.1061925828
2007,3.533333333333333,NH,44422.0,67207.58140290098
2008,3.766666666666666,NH,45713.0,66619.28530021282
2009,6.05,NH,45119.0,65964.95034208802
2010,6.058333333333334,NH,46982.0,67582.65926813032
2011,5.491666666666667,NH,49086.0,68459.82051190853
2012,5.4750000000000005,NH,50715.0,69295.15191651061
2013,5.25,NH,50423.0,67900.7676818626
2014,4.316666666666666,NH,51988.0,68895.25500566786
2015,3.391666666666667,NH,54161.0,71688.10527700042
2016,2.891666666666666,NH,55677.0,72772.41100669604
2017,2.808333333333333,NH,57878.0,74070.44884091258
2018,2.6333333333333333,NH,60335.0,75376.41009174981
2019,2.5500000000000003,NH,63946.0,78464.85532873226
2020,6.75,NH,67535.0,81843.28795413405
2021,3.4583333333333335,NH,73672.0,85287.96521429993
2022,2.425,NH,74952.0,80349.22224668143
2023,2.2666666666666666,NH,78936.0,81266.27727327922
2024,2.5833333333333335,NH,82878.0,82878.0
2025,3.1454545454545455,NH,,
2026,3.2,NH,,
1929,,NJ,921.0,
1930,,NJ,851.0,
1931,,NJ,741.0,
1932,,NJ,593.0,
1933,,NJ,529.0,
1934,,NJ,578.0,
1935,,NJ,631.0,
1936,,NJ,715.0,
1937,,NJ,753.0,
1938,,NJ,704.0,
1939,,NJ,757.0,
1940,,NJ,830.0,
1941,,NJ,969.0,
1942,,NJ,1185.0,
1943,,NJ,1454.0,
1944,,NJ,1576.0,
1945,,NJ,1609.0,
1946,,NJ,1547.0,
1947,,NJ,1589.0,22321.056205686993
1948,,NJ,1667.0,21748.174000138628
1949,,NJ,1639.0,21594.67831717476
1950,,NJ,1820.0,23726.988606060608
1951,,NJ,2024.0,24445.267813141687
1952,,NJ,2144.0,25316.268607277292
1953,,NJ,2262.0,26508.383774360253
1954,,NJ,2246.0,26226.17094112538
1955,,NJ,2322.0,27183.59731301508
1956,,NJ,2469.0,28484.62803640933
1957,,NJ,2575.0,28732.72868745554
1958,,NJ,2480.0,26937.292437314256
1959,,NJ,2611.0,28098.316060606063
1960,,NJ,2712.0,28756.1070812912
1961,,NJ,2777.0,29133.486723148097
1962,,NJ,2936.0,30443.51533715293
1963,,NJ,3008.0,30803.1801523395
1964,,NJ,3163.0,31967.80221768781
1965,,NJ,3344.0,33271.87194586879
1966,,NJ,3577.0,34557.115631977416
1967,,NJ,3810.0,35810.93677902622
1968,,NJ,4135.0,37283.12102994012
1969,,NJ,4581.0,39174.50163107679
1970,,NJ,4909.0,39646.71015232783
1971,,NJ,5229.0,40518.59317002882
1972,,NJ,5642.0,42333.30810444489
1973,,NJ,6143.0,43377.55403113862
1974,,NJ,6673.0,42446.256157485645
1975,,NJ,7203.0,41979.895856943804
1976,10.383333333333333,NJ,7817.0,43071.052145784546
1977,9.358333333333333,NJ,8554.0,44267.926054440475
1978,7.258333333333333,NJ,9475.0,45558.157555243335
1979,6.841666666666666,NJ,10493.0,45349.73404592423
1980,7.108333333333333,NJ,11806.0,44954.73059680356
1981,7.5,NJ,13118.0,45253.95033357771
1982,8.758333333333333,NJ,14127.0,45907.60359633977
1983,8.275,NJ,15193.0,47859.57736736402
1984,6.308333333333334,NJ,16684.0,50356.7050609365
1985,5.616666666666667,NJ,17776.0,51824.33653035935
1986,5.033333333333333,NJ,18891.0,54024.81561802021
1987,4.041666666666667,NJ,20169.0,55687.06167082294
1988,3.75,NJ,22105.0,58628.60261396464
1989,4.041666666666667,NJ,23671.0,59911.64636455322
1990,5.05,NJ,24755.0,59434.388283691565
1991,6.758333333333333,NJ,25103.0,57831.81207711139
1992,8.566666666666666,NJ,26699.0,59693.01432678031
1993,7.7749999999999995,NJ,27350.0,59384.97911980159
1994,6.858333333333333,NJ,28083.0,59433.87157699444
1995,6.408333333333334,NJ,29555.0,60842.27922454337
1996,6.108333333333333,NJ,30999.0,61994.343952611176
1997,5.325,NJ,32705.0,63912.15412448736
1998,4.566666666666666,NJ,34580.0,66546.79783242167
1999,4.441666666666666,NJ,35854.0,67517.76328764383
2000,3.65,NJ,39095.0,71223.13212505444
2001,4.2250000000000005,NJ,40189.0,71210.44360649565
2002,5.7749999999999995,NJ,40454.0,70554.18254818383
2003,5.8500000000000005,NJ,41167.0,70184.85014764493
2004,4.916666666666667,NJ,42825.0,71114.51226344347
2005,4.441666666666666,NJ,44238.0,71068.86051724138
2006,4.691666666666667,NJ,47366.0,73718.7449241328
2007,4.208333333333333,NJ,50133.0,75847.95098085712
2008,5.425,NJ,51606.0,75207.37727129663
2009,8.833333333333334,NJ,49828.0,72849.60982392255
2010,9.666666666666666,NJ,50961.0,73306.37050281362
2011,9.4,NJ,52854.0,73715.01758824132
2012,9.450000000000001,NJ,54235.0,74104.75331148483
2013,8.416666666666666,NJ,54365.0,73209.15524709875
2014,6.683333333333334,NJ,56367.0,74698.36960268677
2015,5.691666666666666,NJ,58408.0,77309.48197077306
2016,4.933333333333334,NJ,59776.0,78129.99336056653
2017,4.516666666666667,NJ,61704.0,78966.84362416928
2018,4.016666666666667,NJ,64198.0,80202.4492428964
2019,3.4583333333333335,NJ,67518.0,82847.87323812817
2020,9.483333333333333,NJ,70430.0,85351.636493813
2021,6.7,NJ,76040.0,88029.33101986327
2022,3.8666666666666667,NJ,77456.0,83033.53290557899
2023,4.3,NJ,81325.0,83725.80317281638
2024,4.641666666666667,NJ,84071.0,84071.0
2025,5.2727272727272725,NJ,,
2026,5.15,NJ,,
1929,,NM,405.0,
1930,,NM,333.0,
1931,,NM,287.0,
1932,,NM,208.0,
1933,,NM,211.0,
1934,,NM,246.0,
1935,,NM,293.0,
1936,,NM,343.0,
1937,,NM,362.0,
1938,,NM,338.0,
1939,,NM,356.0,
1940,,NM,377.0,
1941,,NM,476.0,
1942,,NM,656.0,
1943,,NM,803.0,
1944,,NM,908.0,
1945,,NM,971.0,
1946,,NM,947.0,
1947,,NM,1026.0,14412.46297484887
1948,,NM,1156.0,15081.517183059541
1949,,NM,1188.0,15652.518511777676
1950,,NM,1260.0,16426.376727272727
1951,,NM,1410.0,17029.559099075977
1952,,NM,1506.0,17782.789422835634
1953,,NM,1536.0,18000.38792105099
1954,,NM,1557.0,18180.831769960918
1955,,NM,1641.0,19211.146938267764
1956,,NM,1725.0,19901.167826166908
1957,,NM,1842.0,20553.664560113826
1958,,NM,1952.0,21202.255982918316
1959,,NM,2022.0,21759.783636363638
1960,,NM,2004.0,21248.9817813081
1961,,NM,2073.0,21747.827863552757
1962,,NM,2124.0,22023.851013662406
1963,,NM,2174.0,22262.670761697496
1964,,NM,2260.0,22841.3635826666
1965,,NM,2383.0,23710.188650420256
1966,,NM,2517.0,24316.539011933786
1967,,NM,2620.0,24625.893533083647
1968,,NM,2854.0,25733.01751377246
1969,,NM,3109.0,26586.66788278056
1970,,NM,3420.0,27621.052907101483
