year,unemployment_rate,state_abbr,pcpi_nominal,pcpi_real_2024
1950,,AK,2899.0,37793.70327965368
1951,,AK,3401.0,41076.26276309035
1952,,AK,3255.0,38434.91339397742
1953,,AK,3169.0,37137.51908972044
1954,,AK,2927.0,34178.09543395993
1955,,AK,2886.0,33786.33154408335
1956,,AK,3022.0,34864.53864966748
1957,,AK,2897.0,32325.71456604221
1958,,AK,3001.0,32596.29621144358
1959,,AK,3126.0,33640.49636363636
1960,,AK,3521.0,37334.164097797315
1961,,AK,3347.0,35113.35256117273
1962,,AK,3378.0,35026.633109299255
1963,,AK,3518.0,36025.793808487484
1964,,AK,3835.0,38759.570504215226
1965,,AK,4016.0,39958.08544695248
1966,,AK,4276.0,41310.099648402414
1967,,AK,4545.0,42719.34584269663
1968,,AK,4790.0,43188.91166467066
1969,,AK,5322.0,45511.17609268515
1970,,AK,5911.0,47739.194074233
1971,,AK,6269.0,48577.368633182385
1972,,AK,6636.0,49791.53360175404
1973,,AK,7525.0,53136.26796098292
1974,,AK,8827.0,56147.625221358576
1975,,AK,11205.0,65304.00292614957
1976,7.591666666666666,AK,12447.0,68581.98619145199
1977,9.825000000000001,AK,12789.0,66184.53428924938
1978,10.608333333333333,AK,13018.0,62593.78311917232
1979,9.049999999999999,AK,13744.0,59400.24251664754
1980,9.541666666666666,AK,15507.0,59047.34942949626
1981,9.216666666666667,AK,17086.0,58942.59760630498
1982,10.016666666666667,AK,19417.0,63098.17647272099
1983,10.125,AK,19479.0,61360.93645355649
1984,9.9,AK,19690.0,59429.60457023734
1985,9.8,AK,20586.0,60016.639953531594
1986,11.025,AK,20322.0,58117.21470485452
1987,10.15,AK,19642.0,54232.00284289277
1988,8.783333333333333,AK,20406.0,54122.38248995985
1989,7.133333333333333,AK,22117.0,55978.44969138708
1990,7.25,AK,23207.0,55717.78828114038
1991,8.308333333333334,AK,23518.0,54180.319341493276
1992,8.85,AK,24227.0,54166.1731935618
1993,7.816666666666666,AK,25020.0,54325.85658418413
1994,7.55,AK,25691.0,54371.52706920785
1995,7.316666666666666,AK,26369.0,54283.54122388713
1996,7.458333333333333,AK,26910.0,53816.826212612235
1997,6.983333333333333,AK,28219.0,55145.60700929243
1998,6.316666666666666,AK,29287.0,56360.788551710044
1999,6.3500000000000005,AK,29941.0,56382.81225512757
2000,6.291666666666667,AK,31996.0,58290.19914242849
2001,6.283333333333334,AK,33591.0,59519.520545069434
2002,7.166666666666667,AK,34766.0,60633.97217753892
2003,7.675,AK,36045.0,61452.44792119566
2004,7.416666666666667,AK,37054.0,61531.28166747541
2005,6.925,AK,39013.0,62674.83736514169
2006,6.616666666666667,AK,41013.0,63831.16339934676
2007,6.25,AK,43747.0,66186.35053875802
2008,6.508333333333333,AK,47800.0,69660.74940061192
2009,7.833333333333333,AK,47211.0,69023.49942596948
2010,7.991666666666667,AK,49543.0,71266.60610704057
2011,7.608333333333333,AK,52415.0,73102.74807749024
2012,7.133333333333333,AK,53340.0,72881.85750225134
2013,6.925000000000001,AK,52252.0,70363.7410093149
2014,6.741666666666667,AK,55098.0,73016.67231480895
2015,6.283333333333334,AK,56714.0,75067.28462694192
2016,6.625,AK,55536.0,72588.11749318158
2017,6.608333333333333,AK,56500.0,72306.92766701615
2018,6.091666666666666,AK,58997.0,73704.84902930247
2019,5.6000000000000005,AK,60504.0,74241.35374862565
2020,8.283333333333333,AK,61853.0,74957.47227107505
2021,6.408333333333334,AK,65608.0,75952.503281841
2022,4.366666666666666,AK,68905.0,73866.78352689165
2023,4.25,AK,71309.0,73414.11987027805
2024,4.541666666666667,AK,75247.0,75247.0
2025,4.636363636363637,AK,,
2026,4.8,AK,,
1929,,AL,319.0,
1930,,AL,263.0,
1931,,AL,220.0,
1932,,AL,159.0,
1933,,AL,164.0,
1934,,AL,207.0,
1935,,AL,216.0,
1936,,AL,249.0,
1937,,AL,266.0,
1938,,AL,242.0,
1939,,AL,251.0,
1940,,AL,281.0,
1941,,AL,379.0,
1942,,AL,532.0,
1943,,AL,676.0,
1944,,AL,753.0,
1945,,AL,799.0,
1946,,AL,763.0,
1947,,AL,809.0,11364.213008433466
1948,,AL,881.0,11493.786019269424
1949,,AL,838.0,11041.086290294355
1950,,AL,919.0,11980.825565367966
1951,,AL,1071.0,12935.21829440452
1952,,AL,1137.0,13425.65177540778
1953,,AL,1193.0,13980.770045451716
1954,,AL,1167.0,13626.866201377257
1955,,AL,1305.0,15277.603141035608
1956,,AL,1390.0,16036.30334978087
1957,,AL,1460.0,16291.178207256344
1958,,AL,1496.0,16249.269954121824
1959,,AL,1553.0,16712.63303030303
1960,,AL,1585.0,16806.2056503859
1961,,AL,1616.0,16953.44420043476
1962,,AL,1695.0,17575.5308230498
1963,,AL,1782.0,18248.426539717086
1964,,AL,1914.0,19344.411458948616
1965,,AL,2048.0,20377.031622350267
1966,,AL,2184.0,21099.452205825743
1967,,AL,2311.0,21721.541967540576
1968,,AL,2536.0,22865.77870179641
1969,,AL,2831.0,24209.346019990917
1970,,AL,3081.0,24883.176610169492
1971,,AL,3345.0,25919.811465623716
1972,,AL,3672.0,27551.915519234604
1973,,AL,4088.0,28866.586501594444
1974,,AL,4477.0,28477.72947955391
1975,,AL,4918.0,28662.65831243227
1976,6.691666666666666,AL,5438.0,29962.95018149883
1977,7.125,AL,5920.0,30636.675501787187
1978,6.45,AL,6609.0,31777.716441435696
1979,7.233333333333333,AL,7275.0,31441.848392652126
1980,8.683333333333334,AL,7959.0,30306.17489581226
1981,10.758333333333333,AL,8793.0,30333.73877749267
1982,13.799999999999999,AL,9269.0,30120.87334426795
1983,13.866666666666667,AL,9908.0,31211.261275313813
1984,11.383333333333333,AL,10840.0,32717.974278383583
1985,9.575000000000001,AL,11601.0,33821.67687267657
1986,9.533333333333333,AL,12220.0,34946.97193648865
1987,8.200000000000001,AL,12830.0,35423.91795511222
1988,7.266666666666667,AL,13800.0,36601.43479179878
1989,6.983333333333333,AL,14975.0,37901.94348820009
1990,6.825,AL,15860.0,38078.343695388736
1991,7.266666666666667,AL,16585.0,38208.20632190943
1992,7.533333333333334,AL,17574.0,39291.54776504128
1993,7.25,AL,18116.0,39335.220538732196
1994,6.166666666666667,AL,18963.0,40132.62495867769
1995,5.8500000000000005,AL,19874.0,40912.85594006344
1996,5.191666666666666,AL,20599.0,41195.57053710886
1997,4.95,AL,21487.0,41989.92373254426
1998,4.458333333333333,AL,22651.0,43590.26945350443
1999,4.733333333333333,AL,23296.0,43869.40964882441
2000,4.641666666666667,AL,24258.0,44193.13822968591
2001,5.1499999999999995,AL,25046.0,44378.729766062606
2002,5.891666666666667,AL,25671.0,44771.7511295404
2003,5.95,AL,26700.0,45520.33179347827
2004,5.575,AL,28385.0,47135.67847280427
2005,4.458333333333333,AL,29780.0,47841.91568794811
2006,4.008333333333333,AL,31264.0,48658.16917848431
2007,4.066666666666666,AL,32516.0,49194.58189403287
2008,5.916666666666667,AL,33441.0,48734.83516121053
2009,9.733333333333333,AL,32717.0,47832.959071391066
2010,10.375,AL,33848.0,48689.66521024382
2011,9.558333333333334,AL,34884.0,48652.41369713191
2012,8.174999999999999,AL,35559.0,48586.53863746823
2013,7.358333333333333,AL,35706.0,48082.518113729566
2014,6.766666666666667,AL,36722.0,48664.529397517406
2015,6.083333333333333,AL,38189.0,50547.38746373532
2016,5.8,AL,38704.0,50587.91593661949
2017,4.508333333333334,AL,39968.0,51149.7926547841
2018,3.9250000000000003,AL,41324.0,51626.00100491372
2019,3.1916666666666664,AL,42998.0,52760.63943678775
2020,6.408333333333334,AL,45843.0,55555.517134543086
2021,3.391666666666667,AL,50495.0,58456.61585807464
2022,2.5416666666666665,AL,51660.0,55379.987475498485
2023,2.475,AL,54112.0,55709.44557377731
2024,2.983333333333333,AL,56684.0,56684.0
2025,2.872727272727273,AL,,
2026,2.7,AL,,
1929,,AR,303.0,
1930,,AR,224.0,
1931,,AR,207.0,
1932,,AR,152.0,
1933,,AR,153.0,
1934,,AR,182.0,
1935,,AR,204.0,
1936,,AR,243.0,
1937,,AR,253.0,
1938,,AR,228.0,
1939,,AR,246.0,
1940,,AR,257.0,
1941,,AR,344.0,
1942,,AR,491.0,
1943,,AR,572.0,
1944,,AR,698.0,
1945,,AR,753.0,
1946,,AR,760.0,
1947,,AR,740.0,10394.953802522577
1948,,AR,881.0,11493.786019269424
1949,,AR,818.0,10777.575877638164
1950,,AR,849.0,11068.249080519481
1951,,AR,970.0,11715.370444045177
1952,,AR,1043.0,12315.70343161857
1953,,AR,1084.0,12703.39876720005
1954,,AR,1100.0,12844.518270364168
1955,,AR,1202.0,14071.78465557456
1956,,AR,1262.0,14559.579012534861
1957,,AR,1280.0,14282.676784443918
1958,,AR,1339.0,14543.965553856366
1959,,AR,1436.0,15453.535757575757
1960,,AR,1424.0,15099.076874542283
1961,,AR,1535.0,16103.673791873362
1962,,AR,1600.0,16590.471573380346
1963,,AR,1676.0,17162.942132752993
1964,,AR,1799.0,18182.12968372443
1965,,AR,1902.0,18924.372141460062
1966,,AR,2109.0,20374.883105350957
1967,,AR,2238.0,21035.40065917603
1968,,AR,2419.0,21810.85121437126
1969,,AR,2681.0,22926.61839618356
1970,,AR,2915.0,23542.50562111135
1971,,AR,3176.0,24610.26045286126
1972,,AR,3504.0,26291.37036475982
1973,,AR,4069.0,28732.421838304253
1974,,AR,4453.0,28325.06798580602
1975,,AR,4769.0,27794.26951850132
1976,6.8999999999999995,AR,5247.0,28910.555278103046
1977,6.4750000000000005,AR,5736.0,29684.45450646137
1978,6.208333333333333,AR,6546.0,31474.796765870487
1979,6.2749999999999995,AR,7090.0,30642.29623421355
1980,7.533333333333334,AR,7601.0,28942.987232449927
1981,8.591666666666667,AR,8592.0,29640.337038123165
1982,9.483333333333334,AR,9021.0,29314.96368957182
1983,9.716666666666667,AR,9518.0,29982.719501255233
1984,8.525,AR,10538.0,31806.458758819757
1985,8.466666666666667,AR,11165.0,32550.557907372982
1986,8.541666666666666,AR,11708.0,33482.74528906785
1987,8.116666666666667,AR,12106.0,33424.93770573566
1988,7.666666666666667,AR,13015.0,34519.39665327979
1989,7.0249999999999995,AR,13934.0,35267.15729980502
1990,6.875,AR,14621.0,35103.623150711144
1991,7.308333333333334,AR,15313.0,35277.797009791924
1992,6.991666666666667,AR,16431.0,36736.054474074954
1993,6.125,AR,16945.0,36792.631487569946
1994,5.458333333333333,AR,17743.0,37550.65995052567
1995,4.866666666666666,AR,18582.0,38253.129167669256
1996,5.166666666666667,AR,19427.0,38851.70876374649
1997,5.108333333333333,AR,20176.0,39427.96580387271
1998,5.041666666666667,AR,21203.0,40803.69446040592
1999,4.516666666666667,AR,21842.0,41131.33780690345
2000,4.166666666666667,AR,22731.0,41411.255053961184
2001,4.741666666666666,AR,23841.0,42243.60362344082
2002,5.333333333333333,AR,24280.0,42345.76438102298
2003,5.758333333333333,AR,25564.0,43583.58659057971
2004,5.566666666666666,AR,27024.0,44875.6235705148
2005,5.266666666666667,AR,28043.0,45051.40502475248
2006,5.233333333333333,AR,29376.0,45719.75363955845
2007,5.383333333333333,AR,31036.0,46955.438665986105
2008,5.416666666666667,AR,32157.0,46863.613357227565
2009,7.708333333333333,AR,31411.0,45923.558926291065
2010,7.833333333333333,AR,32218.0,46344.94309098426
2011,7.883333333333333,AR,34181.0,47671.9456651091
2012,7.258333333333333,AR,36289.0,49583.984381312315
2013,7.041666666666667,AR,36286.0,48863.55940947715
2014,5.875,AR,38220.0,50649.70082166318
2015,4.95,AR,39267.0,51974.2403189006
2016,3.975,AR,40181.0,52518.42316683825
2017,3.7416666666666667,AR,41403.0,52986.26064066318
2018,3.65,AR,43031.0,53758.5531226997
2019,3.4916666666666667,AR,43737.0,53667.428416363226
2020,6.158333333333334,AR,47100.0,57078.83116368866
2021,4.041666666666667,AR,52872.0,61208.40070597331
2022,3.1750000000000003,AR,55299.0,59281.028405102414
2023,3.158333333333333,AR,57603.0,59303.50372165683
2024,3.4916666666666667,AR,59663.0,59663.0
2025,4.045454545454546,AR,,
2026,4.4,AR,,
1929,,AZ,598.0,
1930,,AZ,518.0,
1931,,AZ,430.0,
1932,,AZ,322.0,
1933,,AZ,309.0,
1934,,AZ,362.0,
1935,,AZ,416.0,
1936,,AZ,462.0,
1937,,AZ,506.0,
1938,,AZ,479.0,
1939,,AZ,491.0,
1940,,AZ,506.0,
1941,,AZ,649.0,
1942,,AZ,953.0,
1943,,AZ,1045.0,
1944,,AZ,1076.0,
1945,,AZ,1150.0,
1946,,AZ,1131.0,
1947,,AZ,1199.0,16842.63460706023
1948,,AZ,1354.0,17664.683620988424
1949,,AZ,1343.0,17694.724209863147
1950,,AZ,1408.0,18355.824152380952
1951,,AZ,1677.0,20254.30539656058
1952,,AZ,1779.0,21006.362804266
1953,,AZ,1778.0,20836.386538820745
1954,,AZ,1766.0,20621.29024133011
1955,,AZ,1833.0,21458.886250971853
1956,,AZ,1937.0,22346.992509730608
1957,,AZ,1984.0,22138.149015888073
1958,,AZ,1988.0,21593.281195718042
1959,,AZ,2076.0,22340.905454545456
1960,,AZ,2162.0,22924.300704185684
1961,,AZ,2210.0,23185.093863218324
1962,,AZ,2277.0,23610.314857866902
1963,,AZ,2315.0,23706.569831338413
1964,,AZ,2427.0,24529.198856253024
1965,,AZ,2528.0,25152.89840883861
1966,,AZ,2701.0,26094.148538431928
1967,,AZ,2879.0,27060.285298377028
1968,,AZ,3233.0,29150.261255089823
1969,,AZ,3643.0,31153.178223534764
1970,,AZ,4020.0,32466.851662733323
1971,,AZ,4354.0,33738.373429394815
1972,,AZ,4711.0,35347.787040063784
1973,,AZ,5145.0,36330.37855936972
1974,,AZ,5546.0,35277.52684690774
1975,,AZ,5825.0,33948.75654126026
1976,9.775,AZ,6309.0,34762.091337822014
1977,8.416666666666666,AZ,6858.0,35490.93253230685
1978,5.9750000000000005,AZ,7768.0,37350.476822071796
1979,5.075,AZ,8712.0,37652.423807118255
1980,6.616666666666667,AZ,9676.0,36844.14477847461
1981,6.2,AZ,10755.0,37102.16769611437
1982,9.941666666666666,AZ,11129.0,36165.195754488945
1983,9.1,AZ,11942.0,37618.57914309624
1984,4.958333333333333,AZ,13038.0,39352.11703335472
1985,6.325,AZ,13987.0,40777.846256195786
1986,7.041666666666667,AZ,14720.0,42096.51611334803
1987,6.491666666666667,AZ,15208.0,41989.629326683294
1988,6.425,AZ,16025.0,42502.75308250547
1989,5.275,AZ,16779.0,42467.89380891548
1990,5.2250000000000005,AZ,17317.0,41576.46139804835
1991,5.858333333333333,AZ,17745.0,40880.59217258263
1992,7.575,AZ,18287.0,40885.65687830374
1993,6.333333333333333,AZ,18924.0,41089.62869700641
1994,6.2,AZ,19836.0,41980.21139483893
1995,5.341666666666666,AZ,20712.0,42637.97284042437
1996,5.483333333333333,AZ,21681.0,43359.44292514477
1997,4.616666666666666,AZ,22757.0,44471.75940715361
1998,4.25,AZ,24130.0,46436.50178416237
1999,4.466666666666667,AZ,24866.0,46825.92463631816
2000,3.983333333333333,AZ,26271.0,47860.41447902047
2001,4.7250000000000005,AZ,26946.0,47745.31870463639
2002,6.158333333333334,AZ,27325.0,47656.42552353595
2003,5.783333333333334,AZ,28384.0,48391.3519710145
2004,4.958333333333333,AZ,30154.0,50073.251670563324
2005,4.641666666666667,AZ,32150.0,51649.34819904405
2006,4.266666666666667,AZ,34460.0,53632.30904204739
2007,3.6999999999999997,AZ,35602.0,53863.49811143309
2008,5.766666666666667,AZ,35586.0,51860.824857116655
2009,9.716666666666667,AZ,33467.0,48929.47523435049
2010,10.358333333333333,AZ,33778.0,48588.97162230015
2011,9.5,AZ,35263.0,49181.001725775786
2012,8.391666666666667,AZ,36364.0,49686.46168376205
2013,7.841666666666666,AZ,36918.0,49714.625097257274
2014,6.816666666666666,AZ,38268.0,50713.311120968254
2015,6.108333333333333,AZ,39888.0,52796.20286348096
2016,5.5,AZ,41173.0,53815.012992415104
2017,4.958333333333333,AZ,43255.0,55356.39214578378
2018,4.808333333333334,AZ,45297.0,56589.462963884835
2019,4.816666666666666,AZ,47718.0,58552.3092386771
2020,7.825,AZ,52038.0,63063.01945002188
2021,5.033333333333333,AZ,56963.0,65944.43428306775
2022,3.725,AZ,58873.0,63112.38874651611
2023,3.691666666666667,AZ,62194.0,64030.03507568572
2024,3.6999999999999997,AZ,64456.0,64456.0
2025,4.300000000000001,AZ,,
2026,4.55,AZ,,
1929,,CA,994.0,
1930,,CA,889.0,
1931,,CA,753.0,
1932,,CA,584.0,
1933,,CA,550.0,
1934,,CA,605.0,
1935,,CA,665.0,
1936,,CA,776.0,
1937,,CA,801.0,
1938,,CA,779.0,
1939,,CA,790.0,
1940,,CA,856.0,
1941,,CA,1034.0,
1942,,CA,1324.0,
1943,,CA,1589.0,
1944,,CA,1616.0,
1945,,CA,1620.0,
1946,,CA,1706.0,
1947,,CA,1724.0,24217.43291290395
1948,,CA,1816.0,23692.071976155818
1949,,CA,1800.0,23715.937139057085
1950,,CA,1947.0,25382.663085714285
1951,,CA,2166.0,26160.301424537993
1952,,CA,2303.0,27193.734422835634
1953,,CA,2345.0,27481.06098623996
1954,,CA,2323.0,27125.287220050872
1955,,CA,2478.0,29009.885504587153
1956,,CA,2597.0,29961.35237365534
1957,,CA,2683.0,29937.829541142994
1958,,CA,2705.0,29381.200017312523
1959,,CA,2847.0,30638.033636363638
1960,,CA,2931.0,31078.226347811396
1961,,CA,2986.0,31326.104197090463
1962,,CA,3110.0,32247.729120758046
1963,,CA,3211.0,32881.98519586507
1964,,CA,3383.0,34191.297787681906
1965,,CA,3531.0,35132.47004810488
1966,,CA,3784.0,36556.92634928782
1967,,CA,4001.0,37606.183215980025
1968,,CA,4334.0,39077.39940598803
1969,,CA,4676.0,39986.89579282145
1970,,CA,4965.0,40098.984702853464
1971,,CA,5209.0,40363.61671881433
1972,,CA,5652.0,42408.34055411601
1973,,CA,6123.0,43236.328069780524
1974,,CA,6731.0,42815.1881007097
1975,,CA,7320.0,42661.78504412448
1976,9.158333333333333,CA,7975.0,43941.61965749415
1977,8.383333333333333,CA,8681.0,44925.16554577949
1978,7.1499999999999995,CA,9661.0,46452.491835483466
1979,6.216666666666666,CA,10758.0,46495.038489093
1980,6.908333333333334,CA,11950.0,45503.051891563824
1981,7.416666666666667,CA,13150.0,45364.342650293256
1982,10.066666666666666,CA,13785.0,44796.22818542817
1983,9.833333333333334,CA,14587.0,45950.61245690377
1984,7.758333333333333,CA,15877.0,47920.966569916614
1985,7.183333333333334,CA,16788.0,48943.910985130104
1986,6.766666666666667,CA,17581.0,50278.454469345896
1987,5.833333333333333,CA,18418.0,50852.511371571076
1988,5.2749999999999995,CA,19590.0,51958.12373705349
1989,5.108333333333333,CA,20542.0,51992.1017118268
1990,5.783333333333334,CA,21483.0,51578.62910517253
1991,7.816666666666666,CA,21877.0,50399.814875153
1992,9.366666666666667,CA,22664.0,50671.65349646612
1993,9.549999999999999,CA,22990.0,49918.123216242726
1994,8.658333333333333,CA,23556.0,49853.08830494181
1995,7.8999999999999995,CA,24596.0,50633.622054030406
1996,7.341666666666666,CA,25864.0,51724.94957870691
1997,6.3999999999999995,CA,26979.0,52722.397374240776
1998,5.966666666666666,CA,28901.0,55617.95847758295
1999,5.283333333333333,CA,30529.0,57490.09302751376
2000,4.925,CA,33175.0,60438.09715433383
2001,5.458333333333333,CA,33915.0,60093.612553542014
2002,6.733333333333333,CA,34047.0,59379.99340530022
2003,6.8999999999999995,CA,35191.0,59996.479256340586
2004,6.2250000000000005,CA,36969.0,61390.13202258591
2005,5.391666666666667,CA,38737.0,62231.44016131786
2006,4.891666666666667,CA,41454.0,64517.51999503867
2007,5.316666666666666,CA,43070.0,65162.09380538799
2008,7.283333333333334,CA,43391.0,63235.34680422494
2009,11.450000000000001,CA,41660.0,60907.81779851917
2010,12.316666666666668,CA,43137.0,62051.70433036775
2011,11.733333333333334,CA,45508.0,63469.6147955819
2012,10.391666666666667,CA,47793.0,65302.63621306896
2013,9.025,CA,48074.0,64737.55043408489
2014,7.566666666666666,CA,50617.0,67078.38583176675
2015,6.216666666666666,CA,53816.0,71231.45941890021
2016,5.516666666666667,CA,55862.0,73014.21455279656
2017,4.833333333333333,CA,58214.0,74500.45110102085
2018,4.258333333333334,CA,60984.0,76187.2046579145
2019,4.091666666666667,CA,64219.0,78799.83962023984
2020,10.166666666666666,CA,70065.0,84909.30584891392
2021,7.3500000000000005,CA,76887.0,89009.87867075522
2022,4.283333333333333,CA,76741.0,82267.04643548644
2023,4.716666666666667,CA,80771.0,83155.4484853557
2024,5.291666666666667,CA,85518.0,85518.0
2025,5.463636363636364,CA,,
2026,5.4,CA,,
1929,,CO,631.0,
1930,,CO,574.0,
1931,,CO,472.0,
1932,,CO,357.0,
1933,,CO,353.0,
1934,,CO,372.0,
1935,,CO,445.0,
1936,,CO,542.0,
1937,,CO,534.0,
1938,,CO,508.0,
1939,,CO,519.0,
1940,,CO,548.0,
1941,,CO,655.0,
1942,,CO,917.0,
1943,,CO,1067.0,
1944,,CO,1087.0,
1945,,CO,1213.0,
1946,,CO,1231.0,
1947,,CO,1372.0,19272.806239271587
1948,,CO,1489.0,19425.933465030845
1949,,CO,1478.0,19473.41949529243
1950,,CO,1584.0,20650.30217142857
1951,,CO,1881.0,22718.156500256675
1952,,CO,1973.0,23297.107258469263
1953,,CO,1905.0,22324.699863022226
1954,,CO,1881.0,21964.126242322727
1955,,CO,1979.0,23168.104686673923
1956,,CO,2078.0,23973.696662478163
1957,,CO,2223.0,24804.99257173346
1958,,CO,2272.0,24678.03565224919
1959,,CO,2379.0,25601.644545454546
1960,,CO,2461.0,26094.682716466683
1961,,CO,2540.0,26647.121453653643
1962,,CO,2602.0,26980.254396209784
1963,,CO,2673.0,27372.639809575627
1964,,CO,2779.0,28086.791768243573
1965,,CO,2942.0,29272.083512184807
1966,,CO,3127.0,30209.701029128708
1967,,CO,3294.0,30960.95164044944
1968,,CO,3539.0,31909.30237604791
1969,,CO,3896.0,33316.71214902318
1970,,CO,4290.0,34647.46110276765
1971,,CO,4671.0,36194.7501811445
1972,,CO,5064.0,37996.43251345426
1973,,CO,5579.0,39394.981920840364
1974,,CO,6142.0,39068.62060831363
1975,,CO,6670.0,38873.511782009606
1976,5.908333333333334,CO,7211.0,39732.04004391101
1977,6.358333333333333,CO,7854.0,40645.34618091834
1978,5.541666666666667,CO,8824.0,42427.98757440287
1979,4.608333333333333,CO,9818.0,42432.44914351321
1980,5.883333333333333,CO,11019.0,41958.00240946793
1981,5.641666666666667,CO,12372.0,42680.42945014663
1982,7.633333333333333,CO,13218.0,42953.684741022094
1983,7.116666666666667,CO,13943.0,43921.943476150635
1984,5.491666666666667,CO,15009.0,45301.11401699808
1985,5.983333333333333,CO,15720.0,45830.25260223048
1986,7.516666666666667,CO,16185.0,46286.14900098762
1987,7.5249999999999995,CO,16617.0,45879.90995012469
1988,6.416666666666667,CO,17620.0,46733.13630663004
1989,5.574999999999999,CO,18903.0,47843.76879849392
1990,5.125,CO,19843.0,47641.14589833536
1991,5.2749999999999995,CO,20558.0,47361.12786046512
1992,6.125,CO,21600.0,48292.786600938416
1993,5.383333333333333,CO,22608.0,49088.68767606853
1994,4.141666666666667,CO,23586.0,49916.57924776522
1995,4.008333333333334,CO,24948.0,51358.25349666412
1996,4.166666666666667,CO,26269.0,52534.901812675984
1997,3.358333333333333,CO,27554.0,53846.06313243005
1998,3.6333333333333333,CO,29776.0,57301.834940953944
1999,3.0083333333333333,CO,31167.0,58691.53032816408
2000,2.725,CO,33872.0,61707.88927842036
2001,3.8166666666666664,CO,34812.0,61682.99691033185
2002,5.716666666666666,CO,34405.0,60004.3667021868
2003,6.116666666666667,CO,34757.0,59256.56075452899
2004,5.566666666666666,CO,35753.0,59370.861808637346
2005,5.083333333333333,CO,37619.0,60435.360183509736
2006,4.25,CO,39869.0,62050.68279737049
2007,3.6833333333333336,CO,41760.0,63180.14946164389
2008,4.841666666666667,CO,42961.0,62608.691527190145
2009,7.949999999999999,CO,40258.0,58858.06358456037
2010,9.141666666666667,CO,40827.0,58728.815928226904
2011,8.691666666666666,CO,43735.0,60996.826999313846
2012,7.991666666666667,CO,45495.0,62162.73166600909
2013,6.7250000000000005,CO,47088.0,63409.780231314006
2014,4.95,CO,50251.0,66593.35729956558
2015,3.6999999999999997,CO,51401.0,68034.93841219878
2016,3.1166666666666667,CO,51312.0,67067.15436491885
2017,2.6166666666666667,CO,54176.0,69332.74536793392
2018,3.025,CO,57798.0,72206.94042401518
2019,2.6666666666666665,CO,61278.0,75191.08943224057
2020,6.791666666666667,CO,64671.0,78372.507222652
2021,5.508333333333333,CO,71676.0,82977.25315859704
2022,3.0666666666666664,CO,76544.0,82055.86065281757
2023,3.283333333333333,CO,79746.0,82100.18936144377
2024,4.125,CO,82705.0,82705.0
2025,4.027272727272727,CO,,
2026,3.9,CO,,
1929,,CT,1029.0,
1930,,CT,927.0,
1931,,CT,807.0,
1932,,CT,627.0,
1933,,CT,591.0,
1934,,CT,661.0,
1935,,CT,715.0,
1936,,CT,815.0,
1937,,CT,870.0,
1938,,CT,779.0,
1939,,CT,847.0,
1940,,CT,931.0,
1941,,CT,1159.0,
1942,,CT,1440.0,
1943,,CT,1621.0,
1944,,CT,1622.0,
1945,,CT,1592.0,
1946,,CT,1600.0,
1947,,CT,1721.0,24175.291208299128
1948,,CT,1742.0,22726.64613571775
1949,,CT,1682.0,22161.225704385568
1950,,CT,1918.0,25004.595684848486
1951,,CT,2191.0,26462.243961755652
1952,,CT,2336.0,27583.397139272274
1953,,CT,2431.0,28488.89520577797
1954,,CT,2389.0,27895.958316272725
1955,,CT,2516.0,29454.750576893173
1956,,CT,2730.0,31495.76125532502
1957,,CT,2859.0,31901.697599004034
1958,,CT,2673.0,29033.62205037944
1959,,CT,2769.0,29798.635454545456
1960,,CT,2860.0,30325.393160948686
1961,,CT,2978.0,31242.17625550415
1962,,CT,3108.0,32226.99103129132
1963,,CT,3187.0,32636.215141458106
1964,,CT,3336.0,33716.2782795468
1965,,CT,3514.0,34963.32476608342
1966,,CT,3797.0,36682.51832670345
1967,,CT,4118.0,38705.889148564296
1968,,CT,4328.0,39023.300560479045
1969,,CT,4898.0,41885.33267605635
1970,,CT,5158.0,41657.71663591504
1971,,CT,5394.0,41797.14889254838
1972,,CT,5800.0,43518.82080924856
1973,,CT,6319.0,44620.34249108985
1974,,CT,6879.0,43756.600645488346
1975,,CT,7367.0,42935.70634153894
1976,9.158333333333333,CT,7951.0,43809.38155444965
1977,7.05,CT,8752.0,45292.59864723674
1978,5.308333333333334,CT,9720.0,46736.17851577469
1979,5.125,CT,10909.0,47147.64592652125
1980,5.733333333333333,CT,12371.0,47106.13012138377
1981,6.125,CT,13800.0,47606.68658357771
1982,6.833333333333333,CT,14852.0,48263.58948204419
1983,5.9750000000000005,CT,15797.0,49762.24206359833
1984,4.6499999999999995,CT,17536.0,52928.26540089802
1985,4.45,CT,18723.0,54585.230246282525
1986,3.733333333333333,CT,20007.0,57216.37213857024
1987,3.1666666666666665,CT,21590.0,59610.47456359102
1988,2.908333333333333,CT,23717.0,62904.07456210809
1989,3.6333333333333333,CT,25633.0,64877.496990519736
1990,4.916666666666667,CT,26392.0,63364.6687773455
1991,6.491666666666667,CT,26615.0,61315.12880660956
1992,7.3,CT,28540.0,63809.08007364733
1993,6.483333333333333,CT,29390.0,63814.425459998856
1994,5.566666666666666,CT,30153.0,63814.74663180975
1995,5.3,CT,31733.0,65325.93627583944
1996,5.2250000000000005,CT,33122.0,66240.0935642565
1997,4.683333333333334,CT,35017.0,68430.26757306754
1998,3.225,CT,37638.0,72431.7055181228
1999,2.5,CT,39479.0,74344.1115867934
2000,2.1583333333333337,CT,42857.0,78076.73036151574
