state,state_abbr,year,school_shooting_victims_gius_2018,killed_gius_2018,wounded_gius_2018,incident_count_raw,victims_raw,killed_raw,wounded_raw,gius_assault_ban,gius_state_private_sale_bg,gius_restrictive_ccw,gius_federal_bg,population,land_area_sq_mi,population_density,share_bachelors_plus,pcpi_nominal,unemployment_rate,age_5_18_population,share_age_5_18,per_capita_alcohol_ethanol_14plus,firearm_suicides,total_suicides,firearm_suicide_ratio,firearm_suicide_share_proxy_fss
Alaska,AK,1990,0,0,0,0,0,0,0,0,0,1,0,553120.0,570641.0,0.9692959321184422,23.0,23207.0,7.25,127534,0.23057202776974256,3.3273,48,70,0.6857142857142857,0.685714286
Alaska,AK,1991,0,0,0,0,0,0,0,0,0,1,0,569273.0,570641.0,0.9976026959156458,23.17,23518.0,8.308333333333334,132835,0.23334147236914451,3.1126,52,73,0.7123287671232876,0.712328767
Alaska,AK,1992,0,0,0,0,0,0,0,0,0,1,0,587073.0,570641.0,1.0287956876565125,23.34,24227.0,8.85,136453,0.23242935716682595,3.0244,59,90,0.6555555555555556,0.655555556
Alaska,AK,1993,0,0,0,0,0,0,0,0,0,1,0,596993.0,570641.0,1.0461796470986138,23.509999999999998,25020.0,7.816666666666666,140045,0.23458399009703632,2.5505,68,97,0.7010309278350515,0.701030928
Alaska,AK,1994,0,0,0,0,0,0,0,1,0,0,1,600624.0,570641.0,1.0525426669306972,23.68,25691.0,7.55,142472,0.2372066384293668,3.0251,89,121,0.7355371900826446,0.73553719
Alaska,AK,1995,0,0,0,0,0,0,0,1,0,0,1,601345.0,570641.0,1.053806158337729,23.85,26369.0,7.316666666666666,143886,0.239273628283265,2.8616,75,103,0.7281553398058253,0.72815534
Alaska,AK,1996,0,0,0,0,0,0,0,1,0,0,1,604918.0,570641.0,1.0600675380843647,24.02,26910.0,7.458333333333333,146165,0.241627790874135,2.6306,85,120,0.7083333333333334,0.708333333
Alaska,AK,1997,4,2,2,1,4,2,2,1,0,0,1,608846.0,570641.0,1.0669510252505516,24.189999999999998,28219.0,6.983333333333333,150035,0.24642520440308388,2.5568,85,128,0.6640625,0.6640625
Alaska,AK,1998,0,0,0,0,0,0,0,1,0,0,1,615205.0,570641.0,1.078094633929213,24.36,29287.0,6.316666666666666,154657,0.25139099974805146,2.712,83,129,0.6434108527131783,0.643410853
Alaska,AK,1999,0,0,0,0,0,0,0,1,0,0,1,619500.0,570641.0,1.0856212574981468,24.53,29941.0,6.3500000000000005,157899,0.2548813559322034,2.7351,55,96,0.5729166666666666,0.572916667
Alaska,AK,2000,0,0,0,0,0,0,0,1,0,0,1,627963.0,570641.0,1.1004519478971893,24.7,31996.0,6.291666666666667,152229,0.24241714878105874,2.6815,96,137,0.7007299270072993,0.700729927
Alaska,AK,2001,0,0,0,0,0,0,0,1,0,0,1,633714.0,570641.0,1.1105300880939155,25.025,33591.0,6.283333333333334,151826,0.23958126220976655,2.6666,65,102,0.6372549019607843,0.637254902
Alaska,AK,2002,0,0,0,0,0,0,0,1,0,0,1,642337.0,570641.0,1.1256411649355724,25.35,34766.0,7.166666666666667,151101,0.23523633233022542,2.9874,92,132,0.696969696969697,0.696969697
Alaska,AK,2003,0,0,0,0,0,0,0,1,0,0,1,648414.0,570641.0,1.1362905925091258,25.675,36045.0,7.675,149938,0.23123806703741745,2.4261,79,124,0.6370967741935484,0.637096774
Alaska,AK,2004,0,0,0,0,0,0,0,1,0,0,1,659286.0,570641.0,1.1553428512847832,26.0,37054.0,7.416666666666667,148758,0.22563500514192628,2.7095,94,155,0.6064516129032258,0.606451613
Alaska,AK,2005,0,0,0,0,0,0,0,0,0,0,1,666946.0,570641.0,1.168766352224954,26.325,39013.0,6.925,146818,0.2201347635340792,2.6376,87,131,0.6641221374045801,0.664122137
Alaska,AK,2006,0,0,0,0,0,0,0,0,0,0,1,675302.0,570641.0,1.183409534190498,26.65,41013.0,6.616666666666667,146664,0.21718283079274162,2.7499,79,135,0.5851851851851851,0.585185185
Alaska,AK,2007,0,0,0,0,0,0,0,0,0,0,1,680300.0,570641.0,1.1921681056916695,26.975,43747.0,6.25,144710,0.21271497868587388,2.5269,94,149,0.6308724832214765,0.630872483
Alaska,AK,2008,0,0,0,0,0,0,0,0,0,0,1,687455.0,570641.0,1.2047066369223383,0.273084789162652,47800.0,6.508333333333333,143086,0.20813871453404223,2.778,116,169,0.6863905325443787,0.686390533
Alaska,AK,2009,0,0,0,0,0,0,0,0,0,0,1,698895.0,570641.0,1.2247542675692773,0.2656327549179225,47211.0,7.833333333333333,144078,0.20615113858304895,3.0202,79,143,0.5524475524475524,0.552447552
Alaska,AK,2010,0,0,0,0,0,0,0,0,0,0,1,713982.0,570641.0,1.2511929566925615,0.2792486078960977,49543.0,7.991666666666667,144426,0.20228241048093648,3.031,107,164,0.6524390243902439,0.652439024
Alaska,AK,2011,0,0,0,0,0,0,0,0,0,0,1,722349.0,570641.0,1.2658554152260353,0.2636704300204438,52415.0,7.608333333333333,143388,0.19850238596578662,2.8594,99,143,0.6923076923076923,0.692307692
Alaska,AK,2012,0,0,0,0,0,0,0,0,0,0,1,730810.0,570641.0,1.280682600794545,0.280081103070638,53340.0,7.133333333333333,142976,0.19564045374310696,2.8324,98,168,0.5833333333333334,0.583333333
Alaska,AK,2013,0,0,0,0,0,0,0,0,0,0,1,737626.0,570641.0,1.2926270632499242,0.2797157301597937,52252.0,6.925000000000001,142716,0.19348016474473514,2.7527,120,171,0.7017543859649122,0.701754386
Alaska,AK,2014,0,0,0,0,0,0,0,0,0,0,1,737075.0,570641.0,1.2916614824381705,0.2800478986303313,55098.0,6.741666666666667,141360,0.191785096496286,2.794,115,167,0.688622754491018,0.688622754
Alabama,AL,1990,0,0,0,0,0,0,0,0,0,1,0,4048508.0,50645.0,79.93894757626617,15.7,15860.0,6.825,828403,0.20461933136849428,1.9193,433,514,0.8424124513618677,0.842412451
Alabama,AL,1991,0,0,0,0,0,0,0,0,0,1,0,4091025.0,50645.0,80.778457893178,16.03,16585.0,7.266666666666667,826271,0.20197163302595314,1.7605,424,539,0.7866419294990723,0.786641929
Alabama,AL,1992,0,0,0,0,0,0,0,0,0,1,0,4139269.0,50645.0,81.73104946194096,16.36,17574.0,7.533333333333334,827647,0.19995003948764867,1.7884,396,523,0.7571701720841301,0.757170172
Alabama,AL,1993,0,0,0,0,0,0,0,0,0,1,0,4193114.0,50645.0,82.7942343765426,16.689999999999998,18116.0,7.25,832542,0.19854981285984594,1.8618,429,551,0.778584392014519,0.778584392
Alabama,AL,1994,0,0,0,0,0,0,0,1,0,1,1,4232965.0,50645.0,83.58110376147695,17.02,18963.0,6.166666666666667,835769,0.19744292712082429,1.8651,399,532,0.75,0.75
Alabama,AL,1995,0,0,0,0,0,0,0,1,0,1,1,4262731.0,50645.0,84.16884193898707,17.35,19874.0,5.8500000000000005,845738,0.1984028548834069,1.8232,430,563,0.7637655417406749,0.763765542
Alabama,AL,1996,1,1,0,1,1,1,0,1,0,1,1,4290403.0,50645.0,84.71523348800474,17.68,20599.0,5.191666666666666,846009,0.19718637153665985,1.8813,400,513,0.7797270955165692,0.779727096
Alabama,AL,1997,0,0,0,0,0,0,0,1,0,1,1,4320281.0,50645.0,85.30518313752592,18.009999999999998,21487.0,4.95,852718,0.19737558737498787,1.8218,391,512,0.763671875,0.763671875
Alabama,AL,1998,0,0,0,0,0,0,0,1,0,1,1,4351037.0,50645.0,85.91246914799092,18.34,22651.0,4.458333333333333,848877,0.1950976284504131,1.8494,437,569,0.7680140597539543,0.76801406
Alabama,AL,1999,0,0,0,0,0,0,0,1,0,1,1,4369862.0,50645.0,86.28417415342086,18.67,23296.0,4.733333333333333,839962,0.19221705399392475,1.8665,435,555,0.7837837837837838,0.783783784
Alabama,AL,2000,0,0,0,0,0,0,0,1,0,1,1,4452173.0,50645.0,87.90942837397571,19.0,24258.0,4.641666666666667,892393,0.20043987509020875,1.8776,427,583,0.7324185248713551,0.732418525
Alabama,AL,2001,0,0,0,0,0,0,0,1,0,1,1,4467634.0,50645.0,88.21471023793069,19.375,25046.0,5.15,887976,0.1987575526553876,1.8598,387,512,0.755859375,0.755859375
Alabama,AL,2002,0,0,0,0,0,0,0,1,0,1,1,4480089.0,50645.0,88.46063777273176,19.75,25671.0,5.891666666666667,884220,0.1973666148150182,1.9206,381,514,0.7412451361867705,0.741245136
Alabama,AL,2003,0,0,0,0,0,0,0,1,0,1,1,4503491.0,50645.0,88.92271695132787,20.125,26700.0,5.95,883244,0.19612429557425562,1.899,399,521,0.7658349328214972,0.765834933
Alabama,AL,2004,0,0,0,0,0,0,0,1,0,1,1,4530729.0,50645.0,89.4605390463027,20.5,28385.0,5.575,882853,0.19485892888318856,1.911,375,541,0.6931608133086876,0.693160813
Alabama,AL,2005,0,0,0,0,0,0,0,0,0,1,1,4569805.0,50645.0,90.23210583473195,20.875,29780.0,4.458333333333333,885951,0.1938706356179312,1.9131,369,535,0.6897196261682244,0.689719626
Alabama,AL,2006,0,0,0,0,0,0,0,0,0,1,1,4628981.0,50645.0,91.40055286800276,21.25,31264.0,4.008333333333333,895691,0.1934963656148081,1.9548,400,580,0.6896551724137931,0.689655172
Alabama,AL,2007,0,0,0,0,0,0,0,0,0,1,1,4672840.0,50645.0,92.26656135847567,21.625,32516.0,4.066666666666666,900028,0.1926083495261982,1.9958,396,592,0.668918918918919,0.668918919
Alabama,AL,2008,1,1,0,1,1,1,0,0,0,1,1,4718206.0,50645.0,93.16232599466878,0.2199351047377309,33441.0,5.916666666666667,901829,0.19113811478345796,2.0112,424,604,0.7019867549668874,0.701986755
Alabama,AL,2009,0,0,0,0,0,0,0,0,0,1,1,4757938.0,50645.0,93.94684569059137,0.2203295782838283,32717.0,9.733333333333333,899694,0.18909325846616748,1.9811,479,673,0.711738484398217,0.711738484
Alabama,AL,2010,7,5,2,3,8,5,3,0,0,1,1,4785514.0,50645.0,94.49134169217099,0.2191018183969045,33848.0,10.375,896011,0.18723401498773173,1.9755,454,679,0.6686303387334315,0.668630339
Alabama,AL,2011,4,1,3,1,4,1,3,0,0,1,1,4799642.0,50645.0,94.77030309013723,0.2225225941865498,34884.0,9.558333333333334,888535,0.18512526559272546,1.9842,452,654,0.691131498470948,0.691131498
Alabama,AL,2012,1,1,0,1,1,1,0,0,0,1,1,4816632.0,50645.0,95.1057754961003,0.2327854847543934,35559.0,8.174999999999999,882736,0.18326830864388227,2.003,500,724,0.6906077348066298,0.690607735
Alabama,AL,2013,0,0,0,0,0,0,0,0,0,0,1,4831586.0,50645.0,95.40104650014808,0.2346815805685227,35706.0,7.358333333333333,878904,0.1819079697639657,1.9925,504,721,0.6990291262135923,0.699029126
Alabama,AL,2014,0,0,0,0,0,0,0,0,0,0,1,4843737.0,50645.0,95.640971468062,0.2347135164147501,36722.0,6.766666666666667,874677,0.18057896206998852,1.9873,479,715,0.66993006993007,0.66993007
Arkansas,AR,1990,0,0,0,0,0,0,0,0,0,1,0,2354343.0,52035.0,45.24537330642836,13.3,14621.0,6.875,488704,0.2075755316876088,1.8619,228,293,0.7781569965870307,0.778156997
Arkansas,AR,1991,0,0,0,0,0,0,0,0,0,1,0,2370666.0,52035.0,45.559066013260306,13.64,15313.0,7.308333333333334,489653,0.20654659914133836,1.8096,228,283,0.8056537102473498,0.80565371
Arkansas,AR,1992,0,0,0,0,0,0,0,0,0,1,0,2394098.0,52035.0,46.00937830306525,13.98,16431.0,6.991666666666667,496006,0.20717865350541206,1.9022,202,293,0.689419795221843,0.689419795
Arkansas,AR,1993,0,0,0,0,0,0,0,0,0,1,0,2423743.0,52035.0,46.5790909964447,14.32,16945.0,6.125,499352,0.2060251437549278,1.7928,241,317,0.7602523659305994,0.760252366
Arkansas,AR,1994,0,0,0,0,0,0,0,1,0,1,1,2450605.0,52035.0,47.09532045738445,14.66,17743.0,5.458333333333333,505124,0.2061221616702814,1.654,262,364,0.7197802197802198,0.71978022
Arkansas,AR,1995,0,0,0,0,0,0,0,1,0,0,1,2480121.0,52035.0,47.66255405015855,15.0,18582.0,4.866666666666666,515671,0.20792171027139403,1.68,264,360,0.7333333333333333,0.733333333
Arkansas,AR,1996,0,0,0,0,0,0,0,1,0,0,1,2504858.0,52035.0,48.137945613529354,15.34,19427.0,5.166666666666667,521483,0.20818864781955704,1.7224,237,323,0.7337461300309598,0.73374613
Arkansas,AR,1997,2,0,2,1,2,0,2,1,0,0,1,2524007.0,52035.0,48.50594791966945,15.68,20176.0,5.108333333333333,522041,0.20683025047077921,1.7118,242,356,0.6797752808988764,0.679775281
Arkansas,AR,1998,17,6,11,1,16,5,11,1,0,0,1,2538202.0,52035.0,48.77874507543,16.02,21203.0,5.041666666666667,522791,0.2059690284697593,1.7313,250,344,0.7267441860465116,0.726744186
Arkansas,AR,1999,0,0,0,0,0,0,0,1,0,0,1,2551373.0,52035.0,49.03186316902085,16.36,21842.0,4.516666666666667,520553,0.20402857598634147,1.7497,234,336,0.6964285714285714,0.696428571
Arkansas,AR,2000,2,2,0,1,2,2,0,1,0,0,1,2678588.0,52035.0,51.47665994042472,16.7,22731.0,4.166666666666667,538627,0.2010861692802327,1.7386,244,349,0.6991404011461319,0.699140401
Arkansas,AR,2001,0,0,0,0,0,0,0,1,0,0,1,2691571.0,52035.0,51.72616508119535,16.9625,23841.0,4.741666666666666,536151,0.19919630580059006,1.7387,274,382,0.7172774869109948,0.717277487
Arkansas,AR,2002,0,0,0,0,0,0,0,1,0,0,1,2705927.0,52035.0,52.00205630825406,17.225,24280.0,5.333333333333333,534597,0.19756519669599365,1.7484,257,377,0.6816976127320955,0.681697613
Arkansas,AR,2003,0,0,0,0,0,0,0,1,0,0,1,2724816.0,52035.0,52.36506197751513,17.4875,25564.0,5.758333333333333,534346,0.1961035167145231,1.7664,258,374,0.6898395721925134,0.689839572
Arkansas,AR,2004,0,0,0,0,0,0,0,1,0,0,1,2749686.0,52035.0,52.843009512827905,17.75,27024.0,5.566666666666666,535429,0.19472368845024488,1.6827,232,361,0.6426592797783933,0.64265928
Arkansas,AR,2005,0,0,0,0,0,0,0,0,0,0,1,2781097.0,52035.0,53.44666090131642,18.0125,28043.0,5.266666666666667,538568,0.19365308006157284,1.6723,262,400,0.655,0.655
Arkansas,AR,2006,0,0,0,0,0,0,0,0,0,0,1,2821761.0,52035.0,54.22813490919573,18.275,29376.0,5.233333333333333,544519,0.19297133952875528,1.7512,247,376,0.6569148936170213,0.656914894
Arkansas,AR,2007,0,0,0,0,0,0,0,0,0,0,1,2848650.0,52035.0,54.74488325165754,18.5375,31036.0,5.383333333333333,547722,0.19227423516402506,1.687,244,402,0.6069651741293532,0.606965174
Arkansas,AR,2008,3,2,1,1,3,2,1,0,0,0,1,2874554.0,52035.0,55.242702027481506,0.1879204234910674,32157.0,5.416666666666667,550210,0.1914070843685664,1.7706,275,447,0.6152125279642058,0.615212528
Arkansas,AR,2009,0,0,0,0,0,0,0,0,0,0,1,2896843.0,52035.0,55.67104833285289,0.1885237463456857,31411.0,7.708333333333333,551541,0.19039381837400232,1.7769,285,422,0.6753554502369669,0.67535545
Arkansas,AR,2010,0,0,0,0,0,0,0,0,0,0,1,2921998.0,52035.0,56.15447295089843,0.1948597025562903,32218.0,7.833333333333333,554679,0.18982867202510062,1.7731,266,447,0.5950782997762863,0.5950783
Arkansas,AR,2011,0,0,0,0,0,0,0,0,0,0,1,2941038.0,52035.0,56.52038051311617,0.2031565888505202,34181.0,7.883333333333333,553949,0.18835152758991894,1.719,299,462,0.6471861471861472,0.647186147
Arkansas,AR,2012,0,0,0,0,0,0,0,0,0,0,1,2952876.0,52035.0,56.74788123378495,0.2098659985574915,36289.0,7.258333333333333,554382,0.18774306811393368,1.8041,307,485,0.6329896907216495,0.632989691
Arkansas,AR,2013,0,0,0,0,0,0,0,0,0,0,1,2960459.0,52035.0,56.893610070145094,0.2060374301901093,36286.0,7.041666666666667,554502,0.18730271218078007,1.8038,322,516,0.624031007751938,0.624031008
Arkansas,AR,2014,0,0,0,0,0,0,0,0,0,0,1,2968759.0,52035.0,57.053118093590854,0.2138564346727873,38220.0,5.875,553647,0.18649105569027327,1.7877,323,515,0.6271844660194175,0.627184466
Arizona,AZ,1990,0,0,0,0,0,0,0,0,0,1,0,3679056.0,113594.0,32.38776695952251,20.3,17317.0,5.2250000000000005,752101,0.20442771189131126,2.7662,472,686,0.6880466472303207,0.688046647
Arizona,AZ,1991,0,0,0,0,0,0,0,0,0,1,0,3762394.0,113594.0,33.1214148634611,20.62,17745.0,5.858333333333333,763903,0.20303641777017506,2.7126,441,662,0.6661631419939577,0.666163142
Arizona,AZ,1992,0,0,0,0,0,0,0,0,0,1,0,3867333.0,113594.0,34.04522245893269,20.94,18287.0,7.575,783402,0.20256905728056002,2.6922,441,653,0.6753445635528331,0.675344564
Arizona,AZ,1993,0,0,0,0,0,0,0,0,0,1,0,3993390.0,113594.0,35.154937760797225,21.26,18924.0,6.333333333333333,814550,0.20397456797357633,2.6219,511,727,0.7028885832187071,0.702888583
Arizona,AZ,1994,0,0,0,0,0,0,0,1,0,0,1,4147561.0,113594.0,36.5121485289716,21.580000000000002,19836.0,6.2,836667,0.20172506203043186,2.5048,517,767,0.6740547588005215,0.674054759
Arizona,AZ,1995,0,0,0,0,0,0,0,1,0,0,1,4306908.0,113594.0,37.91492508407134,21.9,20712.0,5.341666666666666,882920,0.2050008962346073,2.4355,546,805,0.6782608695652174,0.67826087
Arizona,AZ,1996,0,0,0,0,0,0,0,1,0,0,1,4432308.0,113594.0,39.018856629751575,22.22,21681.0,5.483333333333333,918943,0.20732832646106725,2.5759,491,726,0.6763085399449036,0.67630854
Arizona,AZ,1997,0,0,0,0,0,0,0,1,0,0,1,4552207.0,113594.0,40.0743613219008,22.54,22757.0,4.616666666666666,941952,0.20692204901929986,2.4367,497,757,0.6565389696169088,0.65653897
Arizona,AZ,1998,0,0,0,0,0,0,0,1,0,0,1,4667277.0,113594.0,41.0873549659313,22.86,24130.0,4.25,982110,0.21042462232260908,2.4485,529,804,0.6579601990049752,0.657960199
Arizona,AZ,1999,0,0,0,0,0,0,0,1,0,0,1,4778332.0,113594.0,42.06500343327993,23.18,24866.0,4.466666666666667,1016863,0.21280710507348588,2.5086,476,766,0.6214099216710183,0.621409922
Arizona,AZ,2000,0,0,0,0,0,0,0,1,0,0,1,5160586.0,113594.0,45.430093138722114,23.5,26271.0,3.983333333333333,1064489,0.20627289226456066,2.5048,489,784,0.6237244897959183,0.62372449
Arizona,AZ,2001,0,0,0,0,0,0,0,1,0,0,1,5273477.0,113594.0,46.42390443157209,23.7,26946.0,4.7250000000000005,1078097,0.20443760350144696,2.4973,468,767,0.6101694915254238,0.610169492
Arizona,AZ,2002,4,4,0,1,4,4,0,1,0,0,1,5396255.0,113594.0,47.50475377220628,23.9,27325.0,6.158333333333334,1097091,0.20330599647348022,2.4838,559,886,0.6309255079006773,0.630925508
Arizona,AZ,2003,0,0,0,0,0,0,0,1,0,0,1,5510364.0,113594.0,48.50928746236597,24.1,28384.0,5.783333333333334,1115111,0.20236612318169905,2.4883,486,840,0.5785714285714286,0.578571429
Arizona,AZ,2004,0,0,0,0,0,0,0,1,0,0,1,5652404.0,113594.0,49.759705618254486,24.3,30154.0,4.958333333333333,1134992,0.20079810289568828,2.4414,509,880,0.5784090909090909,0.578409091
Arizona,AZ,2005,0,0,0,0,0,0,0,0,0,0,1,5839077.0,113594.0,51.40304065355564,24.5,32150.0,4.641666666666667,1164644,0.1994568662136156,2.51,514,945,0.5439153439153439,0.543915344
Arizona,AZ,2006,0,0,0,0,0,0,0,0,0,0,1,6029141.0,113594.0,53.07622761765586,24.700000000000003,34460.0,4.266666666666667,1201270,0.19924397190246504,2.5103,563,979,0.575076608784474,0.575076609
Arizona,AZ,2007,0,0,0,0,0,0,0,0,0,0,1,6167681.0,113594.0,54.2958342870222,24.900000000000002,35602.0,3.7,1227641,0.19904417884128572,2.5139,552,1016,0.5433070866141733,0.543307087
Arizona,AZ,2008,0,0,0,0,0,0,0,0,0,0,1,6280362.0,113594.0,55.287796890680845,0.2510008832339864,35586.0,5.766666666666667,1249921,0.1990205341666611,2.4774,540,972,0.5555555555555556,0.555555556
Arizona,AZ,2009,0,0,0,0,0,0,0,0,0,0,1,6343154.0,113594.0,55.8405725654524,0.25557767456619,33467.0,9.716666666666669,1258164,0.19834990605619854,2.3802,605,1060,0.5707547169811321,0.570754717
Arizona,AZ,2010,0,0,0,0,0,0,0,0,0,0,1,6407342.0,113594.0,56.405637621705374,0.2590059511550951,33778.0,10.358333333333333,1270692,0.19831811693522836,2.393,620,1093,0.5672461116193962,0.567246112
Arizona,AZ,2011,0,0,0,0,0,0,0,0,0,0,1,6473416.0,113594.0,56.98730566755286,0.2657655507675561,35263.0,9.5,1261884,0.1949332469904607,2.3878,674,1160,0.5810344827586207,0.581034483
Arizona,AZ,2012,0,0,0,0,0,0,0,0,0,0,1,6556344.0,113594.0,57.71734422592743,0.273471754464002,36364.0,8.391666666666667,1269639,0.19365045519271107,2.4311,663,1156,0.5735294117647058,0.573529412
Arizona,AZ,2013,0,0,0,0,0,0,0,0,0,0,1,6634690.0,113594.0,58.40704614680353,0.2735357744323765,36918.0,7.841666666666666,1275138,0.1921925515736229,2.3534,655,1163,0.5631986242476354,0.563198624
Arizona,AZ,2014,0,0,0,0,0,0,0,0,0,0,1,6732873.0,113594.0,59.271378770005455,0.2755251874002812,38268.0,6.816666666666666,1281721,0.19036761869710003,2.3673,683,1244,0.5490353697749196,0.54903537
California,CA,1990,0,0,0,0,0,0,0,1,0,1,0,29950111.0,155779.0,192.26025972692082,23.4,21483.0,5.783333333333334,5857383,0.1955713286004182,2.7786,2079,3708,0.5606796116504854,0.560679612
California,CA,1991,1,1,0,1,1,1,0,1,1,1,0,30414114.0,155779.0,195.23885761238677,23.72,21877.0,7.816666666666666,5947354,0.1955458574265882,2.4557,1955,3714,0.5263866451265482,0.526386645
California,CA,1992,16,4,12,2,16,4,12,1,1,1,0,30875920.0,155779.0,198.20335218482595,24.04,22664.0,9.366666666666667,6024954,0.1951343959953258,2.5388,1973,3723,0.529948965887725,0.529948966
California,CA,1993,1,1,0,1,1,1,0,1,1,1,0,31147208.0,155779.0,199.94484494058892,24.36,22990.0,9.55,6123395,0.1965953096020677,2.3468,2075,3875,0.535483870967742,0.535483871
California,CA,1994,2,2,0,2,2,2,0,1,1,1,1,31317179.0,155779.0,201.03594836274465,24.68,23556.0,8.658333333333333,6231144,0.1989688790296214,2.2429,1993,3712,0.5369073275862069,0.536907328
California,CA,1995,0,0,0,0,0,0,0,1,1,1,1,31493525.0,155779.0,202.1679751442749,25.0,24596.0,7.899999999999999,6380500,0.20259720053566566,2.2373,1909,3694,0.5167839740119112,0.516783974
California,CA,1996,6,4,2,2,7,4,3,1,1,1,1,31780829.0,155779.0,204.01228021748759,25.32,25864.0,7.341666666666666,6579127,0.20701558791937114,2.2742,1710,3408,0.5017605633802817,0.501760563
California,CA,1997,2,2,0,1,2,2,0,1,1,1,1,32217708.0,155779.0,206.8167596402596,25.64,26979.0,6.4,6717365,0.20849915828897575,2.2753,1730,3430,0.5043731778425656,0.504373178
California,CA,1998,3,3,0,1,2,2,0,1,1,1,1,32682794.0,155779.0,209.80230968230634,25.96,28901.0,5.966666666666666,6824280,0.20880344562952605,2.2052,1702,3415,0.49838945827232795,0.498389458
California,CA,1999,0,0,0,0,0,0,0,1,1,1,1,33145121.0,155779.0,212.77014873635085,26.28,30529.0,5.283333333333333,6905039,0.20832746394258148,2.2236,1532,3077,0.49788755281117975,0.497887553
California,CA,2000,0,0,0,0,0,0,0,1,1,1,1,33987977.0,155779.0,218.18073681304926,26.6,33175.0,4.925,7269900,0.21389622571534633,2.2406,1487,2969,0.5008420343550016,0.500842034
California,CA,2001,22,4,18,3,22,4,18,1,1,1,1,34479458.0,155779.0,221.33572561128264,26.975,33915.0,5.458333333333333,7332049,0.2126497754112028,2.1987,1450,2831,0.5121865065347934,0.512186507
California,CA,2002,0,0,0,0,0,0,0,1,1,1,1,34871843.0,155779.0,223.85458245334738,27.35,34047.0,6.733333333333333,7367987,0.21128757089208047,2.2069,1490,3228,0.46158612143742256,0.461586121
California,CA,2003,0,0,0,0,0,0,0,1,1,1,1,35253159.0,155779.0,226.30238350483697,27.725,35191.0,6.9,7397792,0.20984763379644927,2.2301,1505,3397,0.4430379746835443,0.443037975
California,CA,2004,0,0,0,0,0,0,0,1,1,1,1,35574576.0,155779.0,228.36567188131906,28.1,36969.0,6.2250000000000005,7392854,0.207812849266285,2.2514,1366,3368,0.40558194774346795,0.405581948
California,CA,2005,0,0,0,0,0,0,0,1,1,1,1,35827943.0,155779.0,229.99212345694863,28.475,38737.0,5.391666666666667,7370701,0.20572492816570576,2.256,1329,3206,0.4145352464129757,0.414535246
California,CA,2006,1,1,0,1,1,1,0,1,1,1,1,36021202.0,155779.0,231.23272071331823,28.85,41454.0,4.891666666666667,7367476,0.20453165333016926,2.286,1319,3334,0.395620875824835,0.395620876
California,CA,2007,2,1,1,2,2,1,1,1,1,1,1,36250311.0,155779.0,232.70345168475853,29.225,43070.0,5.316666666666666,7338327,0.20243487014497613,2.3033,1422,3602,0.3947806774014436,0.394780677
California,CA,2008,1,1,0,1,1,1,0,1,1,1,1,36604337.0,155779.0,234.97606866137284,0.2959021230274328,43391.0,7.283333333333334,7338734,0.20048810063135414,2.298,1478,3775,0.391523178807947,0.391523179
California,CA,2009,6,1,5,4,8,1,7,1,1,1,1,36961229.0,155779.0,237.26708349649184,0.2989831137347827,41660.0,11.45,7328002,0.19826185974497765,2.2827,1519,3823,0.3973319382683756,0.397331938
California,CA,2010,3,1,2,2,3,1,2,1,1,1,1,37319550.0,155779.0,239.56727158346118,0.3009175754859485,43137.0,12.316666666666668,7353396,0.1970387102738377,2.1646,1492,3913,0.381293125479172,0.381293125
California,CA,2011,6,3,3,3,5,2,3,1,1,1,1,37636311.0,155779.0,241.60067146406126,0.3029929137249614,45508.0,11.733333333333334,7272782,0.19323843933588497,2.2526,1564,3996,0.3913913913913914,0.391391391
California,CA,2012,14,6,8,2,14,7,7,1,1,1,1,37944551.0,155779.0,243.57937205913507,0.309144300854277,47793.0,10.391666666666667,7243689,0.19090195585658662,2.3561,1549,3893,0.39789365527870535,0.397893655
California,CA,2013,12,5,7,3,13,6,7,1,1,1,1,38253768.0,155779.0,245.5643443596377,0.3104013197158239,48074.0,9.025,7213421,0.1885675941779121,2.3362,1571,4025,0.3903105590062112,0.390310559
California,CA,2014,3,1,2,3,3,1,2,1,1,1,1,38586706.0,155779.0,247.7015900731164,0.3171660321009833,50617.0,7.566666666666666,7173980,0.18591843522481552,2.3306,1582,4214,0.3754152823920266,0.375415282
Colorado,CO,1990,0,0,0,0,0,0,0,0,0,1,0,3303862.0,103642.0,31.87763647941954,27.0,19843.0,5.125,665031,0.20128897635554996,2.3923,317,554,0.572202166064982,0.572202166
Colorado,CO,1991,0,0,0,0,0,0,0,0,0,1,0,3367567.0,103642.0,32.49230041874915,27.57,20558.0,5.275,676976,0.20102822007698734,2.6128,305,563,0.5417406749555951,0.541740675
Colorado,CO,1992,0,0,0,0,0,0,0,0,0,1,0,3459995.0,103642.0,33.38410104011887,28.14,21600.0,6.125,700834,0.2025534718980808,2.5159,343,598,0.5735785953177257,0.573578595
Colorado,CO,1993,0,0,0,0,0,0,0,0,0,1,0,3560884.0,103642.0,34.35753844966327,28.71,22608.0,5.383333333333333,722380,0.20286535590600535,2.6255,383,607,0.6309719934102141,0.630971993
Colorado,CO,1994,0,0,0,0,0,0,0,1,0,1,1,3653910.0,103642.0,35.25510893267208,29.28,23586.0,4.141666666666667,740333,0.20261391222006014,2.5465,352,614,0.5732899022801303,0.573289902
