county_fips,state_fips,year,county_sworn_officers_per_100k,county_sworn_officers,population,has_county_sworn_officers
01001,01,2009,193.9595455804932,105.0,54135,1
01001,01,2010,197.17744144012562,108.0,54773,1
01001,01,2011,182.88156155503648,101.0,55227,1
01001,01,2012,181.9703752229137,100.0,54954,1
01001,01,2013,190.03416960549637,104.0,54727,1
01001,01,2014,187.6377680214235,103.0,54893,1
01001,01,2015,191.38232720909886,105.0,54864,1
01001,01,2016,217.2220914867042,120.0,55243,1
01001,01,2017,196.7864235421556,109.0,55390,1
01001,01,2018,207.0840761349108,115.0,55533,1
01001,01,2019,202.2588555370599,113.0,55869,1
01001,01,2020,188.42621670712455,111.0,58909,1
01001,01,2021,219.62798398405164,130.0,59191,1
01001,01,2022,190.83969465648855,114.0,59736,1
01001,01,2023,201.8664372228473,122.0,60436,1
01001,01,2024,206.62501626968634,127.0,61464,1
01003,01,2009,214.59705918419675,385.0,179406,1
01003,01,2010,201.51601205819387,369.0,183112,1
01003,01,2011,216.01861083416418,403.0,186558,1
01003,01,2012,189.32919613978805,360.0,190145,1
01003,01,2013,198.57864894681478,387.0,194885,1
01003,01,2014,212.86957220244702,424.0,199183,1
01003,01,2015,209.9152947437407,426.0,202939,1
01003,01,2016,214.8351886551606,446.0,207601,1
01003,01,2017,205.62673806353254,437.0,212521,1
01003,01,2018,221.24807784994607,482.0,217855,1
01003,01,2019,234.73126853436307,524.0,223234,1
01003,01,2020,223.37123355799076,521.0,233244,1
01003,01,2021,224.71816249044528,538.0,239411,1
01003,01,2022,223.86516179530125,552.0,246577,1
01003,01,2023,219.59253385384898,558.0,254107,1
01003,01,2024,222.4702608482921,582.0,261608,1
01005,01,2009,213.3275481794844,59.0,27657,1
01005,01,2010,215.90368500018297,59.0,27327,1
01005,01,2011,230.4231739877839,63.0,27341,1
01005,01,2012,228.2012587875888,62.0,27169,1
01005,01,2013,222.74195344693175,60.0,26937,1
01005,01,2014,220.5195290599888,59.0,26755,1
01005,01,2015,216.87022029448696,57.0,26283,1
01005,01,2016,209.25366193908394,54.0,25806,1
01005,01,2017,250.4273164526772,63.0,25157,1
01005,01,2018,225.1527822450949,56.0,24872,1
01005,01,2019,315.96856517864376,78.0,24686,1
01005,01,2020,232.23223223223223,58.0,24975,1
01005,01,2021,216.17653057062446,53.0,24517,1
01005,01,2022,234.60885041663295,58.0,24722,1
01005,01,2023,235.3514039928583,58.0,24644,1
01005,01,2024,221.6930782494458,54.0,24358,1
01007,01,2009,122.05222091451985,28.0,22941,1
01007,01,2010,131.17621337997377,30.0,22870,1
01007,01,2011,118.70740822158717,27.0,22745,1
01007,01,2012,119.11589535448007,27.0,22667,1
01007,01,2013,111.00750410727765,25.0,22521,1
01007,01,2014,119.71799760564005,27.0,22553,1
01007,01,2015,119.64902951342728,27.0,22566,1
01007,01,2016,119.54307978393696,27.0,22586,1
01007,01,2017,124.16851441241685,28.0,22550,1
01007,01,2018,138.59704028255913,31.0,22367,1
01007,01,2019,120.56800928820219,27.0,22394,1
01007,01,2020,130.77200577200577,29.0,22176,1
01007,01,2021,129.7887576083065,29.0,22344,1
01007,01,2022,131.92012009279898,29.0,21983,1
01007,01,2023,169.02695294655092,37.0,21890,1
01007,01,2024,166.23236589091562,37.0,22258,1
01009,01,2009,127.30855757660312,73.0,57341,1
01009,01,2010,130.71667596207473,75.0,57376,1
01009,01,2011,112.92564280750521,65.0,57560,1
01009,01,2012,83.36227856894754,48.0,57580,1
01009,01,2013,131.90093545531855,76.0,57619,1
01009,01,2014,90.39390884121963,52.0,57526,1
01009,01,2015,90.39390884121963,52.0,57526,1
01009,01,2016,90.44422026646258,52.0,57494,1
01009,01,2017,88.25514389049441,51.0,57787,1
01009,01,2018,155.78750584203146,90.0,57771,1
01009,01,2019,133.15809497457892,77.0,57826,1
01009,01,2020,162.40906783962103,96.0,59110,1
01009,01,2021,142.25232853513972,84.0,59050,1
01009,01,2022,146.24060782303206,87.0,59491,1
01009,01,2023,160.59688508958294,96.0,59777,1
01009,01,2024,151.25575519837773,91.0,60163,1
01011,01,2009,154.72831528169655,17.0,10987,1
01011,01,2010,165.5020228025009,18.0,10876,1
01011,01,2011,168.61826697892272,18.0,10675,1
01011,01,2012,179.14388082217613,19.0,10606,1
01011,01,2013,151.6731443738743,16.0,10549,1
01011,01,2014,150.0515802307043,16.0,10663,1
01011,01,2015,153.84615384615384,16.0,10400,1
01011,01,2016,154.00904803157184,16.0,10389,1
01011,01,2017,157.23270440251574,16.0,10176,1
01011,01,2018,157.2636131315117,16.0,10174,1
01011,01,2019,178.2001782001782,18.0,10101,1
01011,01,2020,185.72825024437927,19.0,10230,1
01011,01,2021,158.00908552241754,16.0,10126,1
01011,01,2022,138.25794983211534,14.0,10126,1
01011,01,2023,121.11425111021397,12.0,9908,1
01011,01,2024,100.999899000101,10.0,9901,1
01013,01,2009,215.6515071644223,45.0,20867,1
01013,01,2010,191.0949742021785,40.0,20932,1
01013,01,2011,230.03929838013994,48.0,20866,1
01013,01,2012,237.05853894533138,49.0,20670,1
01013,01,2013,255.45293770878365,52.0,20356,1
01013,01,2014,250.89782063265608,51.0,20327,1
01013,01,2015,247.9912707072711,50.0,20162,1
01013,01,2016,254.84709174495302,51.0,20012,1
01013,01,2017,246.37972646822203,49.0,19888,1
01013,01,2018,249.605216239621,49.0,19631,1
01013,01,2019,236.5281777046483,46.0,19448,1
01013,01,2020,241.76170704787933,46.0,19027,1
01013,01,2021,259.86423419601186,49.0,18856,1
01013,01,2022,251.9837014797341,47.0,18652,1
01013,01,2023,283.2706869314158,52.0,18357,1
01013,01,2024,268.40490797546016,49.0,18256,1
01015,01,2009,213.74922906651574,253.0,118363,1
01015,01,2010,227.18059590568205,269.0,118408,1
01015,01,2011,220.81804593015357,260.0,117744,1
01015,01,2012,202.23568563870637,237.0,117190,1
01015,01,2013,219.79720273716205,256.0,116471,1
01015,01,2014,226.02379288628933,262.0,115917,1
01015,01,2015,231.2308931401502,267.0,115469,1
01015,01,2016,230.48889739330104,265.0,114973,1
01015,01,2017,229.27382093976115,263.0,114710,1
01015,01,2018,249.27622429612265,285.0,114331,1
01015,01,2019,190.13247656353153,216.0,113605,1
01015,01,2020,236.57542024397375,275.0,116242,1
01015,01,2021,232.6325529909282,269.0,115633,1
01015,01,2022,238.45728504285321,276.0,115744,1
01015,01,2023,245.69813492779394,286.0,116403,1
01015,01,2024,260.2489113349996,303.0,116427,1
01017,01,2009,270.4746393671475,93.0,34384,1
01017,01,2010,266.6901119512338,91.0,34122,1
01017,01,2011,258.57256192519026,88.0,34033,1
01017,01,2012,234.57658925639223,80.0,34104,1
01017,01,2013,243.12370016696445,83.0,34139,1
01017,01,2014,256.0555670012067,87.0,33977,1
01017,01,2015,226.49723496881987,77.0,33996,1
01017,01,2016,245.9623647947844,83.0,33745,1
01017,01,2017,243.27291067137392,82.0,33707,1
01017,01,2018,282.73809523809524,95.0,33600,1
01017,01,2019,204.48667829434052,68.0,33254,1
01017,01,2020,277.6813606386671,96.0,34572,1
01017,01,2021,261.6583323642284,90.0,34396,1
01017,01,2022,222.91966092746313,76.0,34093,1
01017,01,2023,252.29559656173907,86.0,34087,1
01017,01,2024,260.25493153520836,88.0,33813,1
01019,01,2009,135.37557051133288,35.0,25854,1
01019,01,2010,130.95559064823019,34.0,25963,1
01019,01,2011,134.67236138366232,35.0,25989,1
01019,01,2012,157.94745357885816,41.0,25958,1
01019,01,2013,161.43290925164317,42.0,26017,1
01019,01,2014,123.57597991890326,32.0,25895,1
01019,01,2015,128.24498678688016,33.0,25732,1
01019,01,2016,124.18503570319776,32.0,25768,1
01019,01,2017,124.00697539236582,32.0,25805,1
01019,01,2018,188.36011378488504,49.0,26014,1
01019,01,2019,72.53015727591999,19.0,26196,1
01019,01,2020,224.17036948080542,56.0,24981,1
01019,01,2021,211.4924181963288,53.0,25060,1
01019,01,2022,217.09955001184179,55.0,25334,1
01019,01,2023,221.7898832684825,57.0,25700,1
01019,01,2024,225.7249980870763,59.0,26138,1
01021,01,2009,181.67601876552294,79.0,43484,1
01021,01,2010,169.51870432730854,74.0,43653,1
01021,01,2011,171.66792556478745,75.0,43689,1
01021,01,2012,149.1441420770043,65.0,43582,1
01021,01,2013,167.32373704960116,73.0,43628,1
01021,01,2014,130.2559414990859,57.0,43760,1
01021,01,2015,135.01144164759725,59.0,43700,1
01021,01,2016,161.85656316965304,71.0,43866,1
01021,01,2017,117.86038077969175,52.0,44120,1
01021,01,2018,187.94013087878992,83.0,44163,1
01021,01,2019,0.0,0.0,44428,1
01021,01,2020,153.12916111850868,69.0,45060,1
01021,01,2021,194.45365153021766,88.0,45255,1
01021,01,2022,194.0858339148639,89.0,45856,1
01021,01,2023,195.5937667920473,91.0,46525,1
01021,01,2024,190.42782785324363,90.0,47262,1
01023,01,2009,114.48196908986833,16.0,13976,1
01023,01,2010,115.53180735071125,16.0,13849,1
01023,01,2011,124.91733411712836,17.0,13609,1
01023,01,2012,140.08700140087,19.0,13563,1
01023,01,2013,134.35843845637083,18.0,13397,1
01023,01,2014,135.16557783284523,18.0,13317,1
01023,01,2015,143.6021464741894,19.0,13231,1
01023,01,2016,137.9839018781142,18.0,13045,1
01023,01,2017,139.26499032882012,18.0,12925,1
01023,01,2018,116.88615288708797,15.0,12833,1
01023,01,2019,0.0,0.0,12589,1
01023,01,2020,71.30407225479321,9.0,12622,1
01023,01,2021,143.49489795918367,18.0,12544,1
01023,01,2022,144.92753623188406,18.0,12420,1
01023,01,2023,138.6283943570089,17.0,12263,1
01023,01,2024,165.9475605708596,20.0,12052,1
01025,01,2009,211.2297411475536,55.0,26038,1
01025,01,2010,205.69743072265774,53.0,25766,1
01025,01,2011,207.13643647164577,53.0,25587,1
01025,01,2012,218.64440469091633,55.0,25155,1
01025,01,2013,234.84456474147197,59.0,25123,1
01025,01,2014,241.3127413127413,60.0,24864,1
01025,01,2015,238.885739736011,59.0,24698,1
01025,01,2016,242.39934264585045,59.0,24340,1
01025,01,2017,241.0339525412459,58.0,24063,1
01025,01,2018,238.31424032109706,57.0,23918,1
01025,01,2019,148.16696300059266,35.0,23622,1
01025,01,2020,287.0938274827091,66.0,22989,1
01025,01,2021,281.50428854189573,64.0,22735,1
01025,01,2022,288.31226436016857,65.0,22545,1
01025,01,2023,282.44788164088766,63.0,22305,1
01025,01,2024,216.7825851323277,48.0,22142,1
01027,01,2009,171.3551335142082,24.0,14006,1
01027,01,2010,179.88199740969924,25.0,13898,1
01027,01,2011,175.3488711916417,24.0,13687,1
01027,01,2012,148.87598630340926,20.0,13434,1
01027,01,2013,126.82781259325574,17.0,13404,1
01027,01,2014,178.55814299531286,24.0,13441,1
01027,01,2015,178.90421170331717,24.0,13415,1
01027,01,2016,194.1312625998656,26.0,13393,1
01027,01,2017,194.7565543071161,26.0,13350,1
01027,01,2018,218.1435233940123,29.0,13294,1
01027,01,2019,219.11598035511898,29.0,13235,1
01027,01,2020,197.04433497536945,28.0,14210,1
01027,01,2021,183.66770274088725,26.0,14156,1
01027,01,2022,197.2108747710945,28.0,14198,1
01027,01,2023,155.4001554001554,22.0,14157,1
01027,01,2024,168.55116230072338,24.0,14239,1
01029,01,2009,160.87947446038342,24.0,14918,1
01029,01,2010,166.62223407091443,25.0,15004,1
01029,01,2011,174.16934619506966,26.0,14928,1
01029,01,2012,120.89462018940156,18.0,14889,1
01029,01,2013,153.57905982905982,23.0,14976,1
01029,01,2014,153.06801543990417,23.0,15026,1
01029,01,2015,154.21751374547406,23.0,14914,1
01029,01,2016,148.16810344827584,22.0,14848,1
01029,01,2017,147.66091684005636,22.0,14899,1
01029,01,2018,166.55562958027983,25.0,15010,1
01029,01,2019,140.84507042253523,21.0,14910,1
01029,01,2020,139.41445927106153,21.0,15063,1
01029,01,2021,158.40538578311663,24.0,15151,1
01029,01,2022,182.37478017325606,28.0,15353,1
01029,01,2023,172.43581555754247,27.0,15658,1
01029,01,2024,169.75793775542283,27.0,15905,1
01031,01,2009,194.17475728155338,96.0,49440,1
01031,01,2010,181.24601657106436,91.0,50208,1
01031,01,2011,186.3452541432083,94.0,50444,1
01031,01,2012,166.20715277370408,85.0,51141,1
01031,01,2013,144.0381997198161,73.0,50681,1
01031,01,2014,167.795171447184,85.0,50657,1
01031,01,2015,166.78766948570532,85.0,50963,1
01031,01,2016,160.14999414085386,82.0,51202,1
01031,01,2017,163.92494166200603,85.0,51853,1
01031,01,2018,128.9701636188643,67.0,51950,1
01031,01,2019,181.49860532650644,95.0,52342,1
01031,01,2020,205.35797629048818,110.0,53565,1
01031,01,2021,166.04859688935628,90.0,54201,1
01031,01,2022,171.62993664299148,94.0,54769,1
01031,01,2023,177.71554741773923,99.0,55707,1
01031,01,2024,182.7602115050215,103.0,56358,1
01033,01,2009,233.34435747620623,127.0,54426,1
01033,01,2010,234.75900520871542,128.0,54524,1
01033,01,2011,221.8595867177616,121.0,54539,1
01033,01,2012,227.23107934762692,124.0,54570,1
01033,01,2013,229.23581947220742,125.0,54529,1
01033,01,2014,238.69854210275054,130.0,54462,1
01033,01,2015,244.4089163312935,133.0,54417,1
01033,01,2016,245.8850945923629,134.0,54497,1
01033,01,2017,246.8232928055581,135.0,54695,1
01033,01,2018,181.80495963929897,100.0,55004,1
01033,01,2019,132.1482232399848,73.0,55241,1
01033,01,2020,195.44542361050517,112.0,57305,1
01033,01,2021,216.9573895686887,125.0,57615,1
01033,01,2022,229.2194474604898,133.0,58023,1
01033,01,2023,227.8099414203008,133.0,58382,1
01033,01,2024,214.34039295738708,126.0,58785,1
01035,01,2009,188.33810456531566,25.0,13274,1
01035,01,2010,181.32366273798732,24.0,13236,1
01035,01,2011,189.465706707086,25.0,13195,1
01035,01,2012,229.9555419285605,30.0,13046,1
01035,01,2013,170.38413878562577,22.0,12912,1
01035,01,2014,173.54263627041098,22.0,12677,1
01035,01,2015,212.9673450070989,27.0,12678,1
01035,01,2016,256.0,32.0,12500,1
01035,01,2017,249.37655860349128,31.0,12431,1
01035,01,2018,260.33192320208263,32.0,12292,1
01035,01,2019,248.6119167978785,30.0,12067,1
01035,01,2020,242.40325512942601,28.0,11551,1
01035,01,2021,273.92418485464344,31.0,11317,1
01035,01,2022,249.55436720142603,28.0,11220,1
01035,01,2023,250.51444931555875,28.0,11177,1
01035,01,2024,297.0564407237375,33.0,11109,1
01037,01,2009,140.22787028922,16.0,11410,1
01037,01,2010,135.82342954159594,16.0,11780,1
01037,01,2011,130.5937663242208,15.0,11486,1
01037,01,2012,96.95046712497796,11.0,11346,1
01037,01,2013,115.51448373911498,13.0,11254,1
01037,01,2014,117.7856301531213,13.0,11037,1
01037,01,2015,118.89518931772452,13.0,10934,1
01037,01,2016,147.88797485904428,16.0,10819,1
01037,01,2017,158.52293920179036,17.0,10724,1
01037,01,2018,131.54185849854363,14.0,10643,1
01037,01,2019,93.78223764419019,10.0,10663,1
01037,01,2020,125.72533849129594,13.0,10340,1
01037,01,2021,135.64577075864742,14.0,10321,1
01037,01,2022,145.87182728775647,15.0,10283,1
01037,01,2023,136.35920911658712,14.0,10267,1
01037,01,2024,145.75842969585077,15.0,10291,1
01039,01,2009,209.83850403739905,79.0,37648,1
01039,01,2010,227.45907059165808,86.0,37809,1
01039,01,2011,231.45712782745923,88.0,38020,1
01039,01,2012,227.48313715117047,86.0,37805,1
01039,01,2013,232.718040937219,88.0,37814,1
01039,01,2014,206.5677966101695,78.0,37760,1
01039,01,2015,210.35254020662478,79.0,37556,1
01039,01,2016,203.30640415173076,76.0,37382,1
01039,01,2017,234.7417840375587,87.0,37062,1
01039,01,2018,211.07893811057292,78.0,36953,1
01039,01,2019,145.75292180625658,54.0,37049,1
01039,01,2020,239.91682883267134,90.0,37513,1
01039,01,2021,218.596715717637,82.0,37512,1
01039,01,2022,213.28783192918846,80.0,37508,1
01039,01,2023,227.14666807532817,86.0,37861,1
01039,01,2024,219.87919889795486,83.0,37748,1
01041,01,2009,171.13519680547634,24.0,14024,1
01041,01,2010,165.8374792703151,23.0,13869,1
01041,01,2011,158.34173024327046,22.0,13894,1
01041,01,2012,165.2892561983471,23.0,13915,1
01041,01,2013,158.87917960569078,22.0,13847,1
01041,01,2014,166.05299256371381,23.0,13851,1
01041,01,2015,144.4043321299639,20.0,13850,1
01041,01,2016,165.27737855705664,23.0,13916,1
01041,01,2017,202.0493577716842,28.0,13858,1
01041,01,2018,195.29837251356238,27.0,13825,1
01041,01,2019,0.0,0.0,13772,1
01041,01,2020,189.8109482954977,25.0,13171,1
01041,01,2021,214.36227224008573,28.0,13062,1
01041,01,2022,175.6261453879047,23.0,13096,1
01041,01,2023,167.07168894289185,22.0,13168,1
01041,01,2024,167.75964617965533,22.0,13114,1
01043,01,2009,168.01284364849224,135.0,80351,1
01043,01,2010,176.49398428954956,142.0,80456,1
01043,01,2011,169.13319238900633,136.0,80410,1
01043,01,2012,168.1635296902054,135.0,80279,1
01043,01,2013,164.8283554343785,133.0,80690,1
01043,01,2014,175.16159273696155,142.0,81068,1
01043,01,2015,170.0077053852081,139.0,81761,1
01043,01,2016,171.0127349909036,141.0,82450,1
01043,01,2017,174.97918351092716,145.0,82867,1
01043,01,2018,172.62461339279292,144.0,83418,1
01043,01,2019,59.68866392894661,50.0,83768,1
01043,01,2020,154.29647614077285,136.0,88142,1
01043,01,2021,165.21913862778806,148.0,89578,1
01043,01,2022,158.94566045233287,144.0,90597,1
01043,01,2023,165.38097465971777,152.0,91909,1
01043,01,2024,151.18137445466718,140.0,92604,1
01045,01,2009,194.56813896578007,97.0,49854,1
01045,01,2010,180.57705282374886,91.0,50394,1
01045,01,2011,169.58620964845778,85.0,50122,1
01045,01,2012,198.850643281831,100.0,50289,1
01045,01,2013,168.7729802495429,84.0,49771,1
01045,01,2014,180.11089974501155,89.0,49414,1
01045,01,2015,180.28967892231339,89.0,49365,1
01045,01,2016,182.3264859608606,90.0,49362,1
01045,01,2017,184.42706011106156,91.0,49342,1
01045,01,2018,185.17388030848747,91.0,49143,1
01045,01,2019,14.235743919303669,7.0,49172,1
01045,01,2020,136.01299228583028,67.0,49260,1
01045,01,2021,168.20687418936447,83.0,49344,1
01045,01,2022,179.89974126778782,89.0,49472,1
01045,01,2023,180.53438177003932,90.0,49852,1
01045,01,2024,209.71897657139434,105.0,50067,1
01047,01,2009,180.534290088896,79.0,43759,1
01047,01,2010,177.86290874264606,78.0,43854,1
01047,01,2011,173.40639522785602,75.0,43251,1
01047,01,2012,229.03082567949707,98.0,42789,1
01047,01,2013,240.6136840099104,101.0,41976,1
01047,01,2014,240.6507195456514,100.0,41554,1
01047,01,2015,244.28376001563416,100.0,40936,1
01047,01,2016,247.0059880239521,99.0,40080,1
01047,01,2017,252.30643763698455,99.0,39238,1
01047,01,2018,190.63038596124719,73.0,38294,1
01047,01,2019,5.376922249704269,2.0,37196,1
01047,01,2020,185.93688621186328,71.0,38185,1
01047,01,2021,146.68231278002986,55.0,37496,1
01047,01,2022,146.85086478842598,54.0,36772,1
01047,01,2023,148.7849231277897,54.0,36294,1
01047,01,2024,182.86678857785904,65.0,35545,1
01049,01,2009,155.22691352449763,110.0,70864,1
01049,01,2010,154.57470876719643,110.0,71163,1
01049,01,2011,148.53219365235057,106.0,71365,1
01049,01,2012,157.87099684258007,112.0,70944,1
01049,01,2013,152.30144404332128,108.0,70912,1
01049,01,2014,157.7620328764808,112.0,70993,1
01049,01,2015,157.55342045662357,112.0,71087,1
01049,01,2016,163.14131413141314,116.0,71104,1
01049,01,2017,160.9810042414995,115.0,71437,1
01049,01,2018,149.84525326648648,107.0,71407,1
01049,01,2019,8.390082921986211,6.0,71513,1
01049,01,2020,181.37931996707266,130.0,71673,1
01049,01,2021,166.9449081803005,120.0,71880,1
01049,01,2022,188.76828692779614,136.0,72046,1
01049,01,2023,177.62233910720678,129.0,72626,1
01049,01,2024,187.3581138371489,137.0,73122,1
01051,01,2009,157.69661206633432,124.0,78632,1
01051,01,2010,159.64400643604185,127.0,79552,1
01051,01,2011,167.5146575325341,134.0,79993,1
01051,01,2012,149.63899592233736,120.0,80193,1
01051,01,2013,155.210092381047,125.0,80536,1
01051,01,2014,145.273038813976,117.0,80538,1
01051,01,2015,142.2000197843506,115.0,80872,1
01051,01,2016,173.63676666174078,141.0,81204,1
01051,01,2017,141.2394684483309,115.0,81422,1
01051,01,2018,188.86324079446,153.0,81011,1
01051,01,2019,24.62781218830425,20.0,81209,1
01051,01,2020,182.08510202455872,160.0,87871,1
01051,01,2021,174.67937881758965,155.0,88734,1
01051,01,2022,179.7557108724293,161.0,89566,1
01051,01,2023,190.23181737745531,172.0,90416,1
01051,01,2024,185.62861097076075,169.0,91042,1
01053,01,2009,337.26371931292323,129.0,38249,1
01053,01,2010,409.44060503325073,157.0,38345,1
01053,01,2011,361.2187205528217,138.0,38204,1
01053,01,2012,339.26833758514584,129.0,38023,1
01053,01,2013,365.41771481530515,138.0,37765,1
01053,01,2014,347.15781105074865,131.0,37735,1
01053,01,2015,337.2188736358567,127.0,37661,1
01053,01,2016,352.234823215477,132.0,37475,1
01053,01,2017,370.3403346579082,137.0,36993,1
01053,01,2018,358.6682729164385,131.0,36524,1
01053,01,2019,297.5459285343816,109.0,36633,1
01053,01,2020,378.88080246408805,139.0,36687,1
01053,01,2021,341.2689745549853,125.0,36628,1
01053,01,2022,341.3435281267067,125.0,36620,1
01053,01,2023,358.09961183095515,131.0,36582,1
01053,01,2024,371.2803712803713,136.0,36630,1
01055,01,2009,218.72811519680732,228.0,104239,1
01055,01,2010,223.05402119491856,233.0,104459,1
01055,01,2011,241.45100556678707,252.0,104369,1
01055,01,2012,243.57966205719327,254.0,104278,1
01055,01,2013,244.5034846559624,254.0,103884,1
01055,01,2014,245.6503447808973,254.0,103399,1
01055,01,2015,250.49030078253946,258.0,102998,1
01055,01,2016,248.89407418210104,256.0,102855,1
01055,01,2017,248.52679914957233,256.0,103007,1
01055,01,2018,242.66404186685637,249.0,102611,1
01055,01,2019,149.60691516407869,153.0,102268,1
01055,01,2020,176.91928420197803,183.0,103437,1
01055,01,2021,230.34980123825167,237.0,102887,1
01055,01,2022,215.90920142772393,222.0,102821,1
01055,01,2023,210.3243065113304,217.0,103174,1
01055,01,2024,227.69773368085498,235.0,103207,1
01057,01,2009,144.42518775274408,25.0,17310,1
01057,01,2010,150.90835219687736,26.0,17229,1
01057,01,2011,152.47478301665492,26.0,17052,1
01057,01,2012,153.43759221009145,26.0,16945,1
01057,01,2013,136.70946267237278,23.0,16824,1
01057,01,2014,160.98259003100407,27.0,16772,1
01057,01,2015,161.71538092956396,27.0,16696,1
01057,01,2016,163.0139467487774,27.0,16563,1
01057,01,2017,163.9742499696344,27.0,16466,1
01057,01,2018,158.10276679841897,26.0,16445,1
01057,01,2019,92.01324990798675,15.0,16302,1
01057,01,2020,202.09443321697594,33.0,16329,1
01057,01,2021,155.0964700043427,25.0,16119,1
01057,01,2022,149.61660744342623,24.0,16041,1
01057,01,2023,144.535914032552,23.0,15913,1
01057,01,2024,132.38353400996027,21.0,15863,1
01059,01,2009,142.45465193580043,45.0,31589,1
01059,01,2010,151.2001512001512,48.0,31746,1
01059,01,2011,151.05740181268882,48.0,31776,1
01059,01,2012,179.86746607762703,57.0,31690,1
01059,01,2013,167.97134979241278,53.0,31553,1
01059,01,2014,155.26474222884121,49.0,31559,1
01059,01,2015,168.17388545137234,53.0,31515,1
01059,01,2016,158.17278795356046,50.0,31611,1
01059,01,2017,161.6891763363135,51.0,31542,1
01059,01,2018,172.53498626110294,54.0,31298,1
01059,01,2019,28.697149416491293,9.0,31362,1
01059,01,2020,177.70295548073327,57.0,32076,1
01059,01,2021,162.54571598262012,52.0,31991,1
01059,01,2022,156.50921839296333,50.0,31947,1
01059,01,2023,93.92317084624777,30.0,31941,1
01059,01,2024,169.4170797515216,54.0,31874,1
01061,01,2009,165.08460586050353,44.0,26653,1
01061,01,2010,153.11648056167607,41.0,26777,1
01061,01,2011,153.2366571983854,41.0,26756,1
01061,01,2012,159.70880998365772,43.0,26924,1
01061,01,2013,153.69044495258086,41.0,26677,1
01061,01,2014,165.45707517015754,44.0,26593,1
01061,01,2015,176.48605009199804,47.0,26631,1
01061,01,2016,169.84977730806975,45.0,26494,1
01061,01,2017,170.55144968732233,45.0,26385,1
01061,01,2018,190.07070630274464,50.0,26306,1
01061,01,2019,148.45266643827796,39.0,26271,1
01061,01,2020,213.45916189192226,57.0,26703,1
01061,01,2021,187.7440672874737,50.0,26632,1
01061,01,2022,182.9245529547915,49.0,26787,1
01061,01,2023,121.98728374981516,33.0,27052,1
01061,01,2024,223.77930224879856,61.0,27259,1
01063,01,2009,239.59921585711177,22.0,9182,1
01063,01,2010,222.44466688911132,20.0,8991,1
01063,01,2011,224.6433786364147,20.0,8903,1
01063,01,2012,237.34177215189874,21.0,8848,1
01063,01,2013,228.6236854138089,20.0,8748,1
01063,01,2014,151.44454799627215,13.0,8584,1
01063,01,2015,152.797367183827,13.0,8508,1
01063,01,2016,259.3727894364537,22.0,8482,1
01063,01,2017,180.50541516245488,15.0,8310,1
01063,01,2018,182.72627603849435,15.0,8209,1
01063,01,2019,271.23659228208606,22.0,8111,1
01063,01,2020,246.7212050383067,19.0,7701,1
01063,01,2021,303.3100356059607,23.0,7583,1
01063,01,2022,337.2908796546142,25.0,7412,1
01063,01,2023,315.11165913138785,23.0,7299,1
01063,01,2024,378.84102708011784,27.0,7127,1
01065,01,2009,156.00624024961,25.0,16025,1
01065,01,2010,139.72689742775486,22.0,15745,1
01065,01,2011,149.72983529718118,23.0,15361,1
01065,01,2012,162.71804217651652,25.0,15364,1
01065,01,2013,170.5365341728978,26.0,15246,1
01065,01,2014,172.80340289778013,26.0,15046,1
01065,01,2015,179.82017982017982,27.0,15015,1
01065,01,2016,182.08794173185865,27.0,14828,1
01065,01,2017,162.15120599959462,24.0,14801,1
01065,01,2018,203.40362058444643,30.0,14749,1
01065,01,2019,136.50945327963962,20.0,14651,1
01065,01,2020,203.10067023221177,30.0,14771,1
01065,01,2021,203.87359836901123,30.0,14715,1
01065,01,2022,184.76698829809075,27.0,14613,1
01065,01,2023,207.6217266090684,31.0,14931,1
01065,01,2024,377.0838846255623,57.0,15116,1
01067,01,2009,179.78310038856347,31.0,17243,1
01067,01,2010,179.2321924144311,31.0,17296,1
01067,01,2011,189.90619784772974,33.0,17377,1
01067,01,2012,186.55628752987815,32.0,17153,1
01067,01,2013,221.84599217700978,38.0,17129,1
01067,01,2014,210.78517477604075,36.0,17079,1
01067,01,2015,198.8187825273376,34.0,17101,1
01067,01,2016,222.58669165885664,38.0,17072,1
01067,01,2017,222.02746129126498,38.0,17115,1
01067,01,2018,203.8083037326035,35.0,17173,1
01067,01,2019,209.2414995640802,36.0,17205,1
01067,01,2020,273.71731407605847,47.0,17171,1
01067,01,2021,258.4424534803584,45.0,17412,1
01067,01,2022,243.79181313074045,43.0,17638,1
01067,01,2023,235.00447627573857,42.0,17872,1
01067,01,2024,303.1806405380078,55.0,18141,1
01069,01,2009,227.86069651741292,229.0,100500,1
01069,01,2010,225.93764121102575,230.0,101798,1
01069,01,2011,221.48934509405981,227.0,102488,1
01069,01,2012,233.14082286134408,241.0,103371,1
01069,01,2013,229.6344181469081,238.0,103643,1
01069,01,2014,212.17765318074464,221.0,104158,1
01069,01,2015,212.929215422981,222.0,104260,1
01069,01,2016,230.28651480550386,240.0,104218,1
01069,01,2017,213.6465538715055,223.0,104378,1
01069,01,2018,245.29922687792308,257.0,104770,1
01069,01,2019,81.22249296386543,86.0,105882,1
01069,01,2020,239.51537744641192,257.0,107300,1
01069,01,2021,242.05861542471976,260.0,107412,1
01069,01,2022,265.58581568159315,287.0,108063,1
01069,01,2023,271.74914329931096,295.0,108556,1
