county_fips,state_fips,year,county_sworn_officers_per_100k,county_sworn_officers,population,has_county_sworn_officers
20031,20,2024,397.54246476328154,33.0,8301,1
20033,20,2009,319.4888178913738,6.0,1878,1
20033,20,2010,371.1558854718982,7.0,1886,1
20033,20,2011,371.9447396386823,7.0,1882,1
20033,20,2012,261.2330198537095,5.0,1914,1
20033,20,2013,363.44755970924194,7.0,1926,1
20033,20,2014,307.6923076923077,6.0,1950,1
20033,20,2015,164.20361247947454,3.0,1827,1
20033,20,2016,380.8487486398259,7.0,1838,1
20033,20,2017,341.10289937464466,6.0,1759,1
20033,20,2018,0.0,0.0,1736,1
20033,20,2019,0.0,0.0,1700,1
20033,20,2020,237.81212841854932,4.0,1682,1
20033,20,2021,359.9280143971206,6.0,1667,1
20033,20,2022,294.9852507374631,5.0,1695,1
20033,20,2023,238.94862604540023,4.0,1674,1
20033,20,2024,295.159386068477,5.0,1694,1
20035,20,2009,198.9225031081641,72.0,36195,1
20035,20,2010,198.28155981493722,72.0,36312,1
20035,20,2011,198.62616899776543,72.0,36249,1
20035,20,2012,206.7995698568947,75.0,36267,1
20035,20,2013,210.11888305225327,76.0,36170,1
20035,20,2014,211.72275462447067,76.0,35896,1
20035,20,2015,212.57552025061534,76.0,35752,1
20035,20,2016,207.57363253856946,74.0,35650,1
20035,20,2017,203.98334136045557,72.0,35297,1
20035,20,2018,207.68727417565222,73.0,35149,1
20035,20,2019,214.8504640770024,75.0,34908,1
20035,20,2020,217.17098595627624,75.0,34535,1
20035,20,2021,207.90621119805954,72.0,34631,1
20035,20,2022,214.76042603825059,74.0,34457,1
20035,20,2023,227.77047744196233,78.0,34245,1
20035,20,2024,210.61253144562102,72.0,34186,1
20037,20,2009,274.59836780783246,107.0,38966,1
20037,20,2010,270.6014500153171,106.0,39172,1
20037,20,2011,267.82981328435875,105.0,39204,1
20037,20,2012,261.9265588444716,103.0,39324,1
20037,20,2013,242.03821656050957,95.0,39250,1
20037,20,2014,282.66571595915354,111.0,39269,1
20037,20,2015,296.37957024962316,116.0,39139,1
20037,20,2016,289.40224350765766,113.0,39046,1
20037,20,2017,292.8709055876686,114.0,38925,1
20037,20,2018,264.7066382256945,103.0,38911,1
20037,20,2019,278.22144366015766,108.0,38818,1
20037,20,2020,159.17434725680985,62.0,38951,1
20037,20,2021,271.5581288107804,106.0,39034,1
20037,20,2022,267.9938744257274,105.0,39180,1
20037,20,2023,243.78352023403218,95.0,38969,1
20037,20,2024,272.4655562410035,106.0,38904,1
20039,20,2009,234.89932885906038,7.0,2980,1
20039,20,2010,202.90835306053432,6.0,2957,1
20039,20,2011,239.15271609156133,7.0,2927,1
20039,20,2012,242.71844660194174,7.0,2884,1
20039,20,2013,240.7152682255846,7.0,2908,1
20039,20,2014,241.6292716603383,7.0,2897,1
20039,20,2015,239.47998631542936,7.0,2923,1
20039,20,2016,282.88543140028287,8.0,2828,1
20039,20,2017,244.49877750611248,7.0,2863,1
20039,20,2018,279.72027972027973,8.0,2860,1
20039,20,2019,247.6123098691192,7.0,2827,1
20039,20,2020,291.22679286494355,8.0,2747,1
20039,20,2021,290.2757619738752,8.0,2756,1
20039,20,2022,261.0966057441253,7.0,2681,1
20039,20,2023,292.82576866764276,8.0,2732,1
20039,20,2024,257.7319587628866,7.0,2716,1
20041,20,2009,212.87379624936645,42.0,19730,1
20041,20,2010,217.4682648055429,43.0,19773,1
20041,20,2011,228.6004572009144,45.0,19685,1
20041,20,2012,213.14387211367674,42.0,19705,1
20041,20,2013,247.0025214840735,48.0,19433,1
20041,20,2014,243.46024346024345,47.0,19305,1
20041,20,2015,249.92189940643547,48.0,19206,1
20041,20,2016,242.6672293732855,46.0,18956,1
20041,20,2017,249.6149556535132,47.0,18829,1
20041,20,2018,198.05160047104164,37.0,18682,1
20041,20,2019,232.86039207191595,43.0,18466,1
20041,20,2020,234.11553329340668,43.0,18367,1
20041,20,2021,222.06575312787737,41.0,18463,1
20041,20,2022,239.8604448320977,44.0,18344,1
20041,20,2023,211.58854166666666,39.0,18432,1
20041,20,2024,225.5517963589496,42.0,18621,1
20043,20,2009,278.2344757809536,22.0,7907,1
20043,20,2010,263.8190954773869,21.0,7960,1
20043,20,2011,238.69346733668343,19.0,7960,1
20043,20,2012,266.1596958174905,21.0,7890,1
20043,20,2013,152.36160487557137,12.0,7876,1
20043,20,2014,229.59183673469389,18.0,7840,1
20043,20,2015,243.96507447354907,19.0,7788,1
20043,20,2016,246.1777662606893,19.0,7718,1
20043,20,2017,313.4386835575291,24.0,7657,1
20043,20,2018,235.04831548707236,18.0,7658,1
20043,20,2019,118.42105263157896,9.0,7600,1
20043,20,2020,254.4188537761114,19.0,7468,1
20043,20,2021,134.1381623071764,10.0,7455,1
20043,20,2022,106.83760683760684,8.0,7488,1
20043,20,2023,119.5219123505976,9.0,7530,1
20043,20,2024,105.61056105610561,8.0,7575,1
20045,20,2009,233.55355828388116,257.0,110039,1
20045,20,2010,234.7164517347434,261.0,111198,1
20045,20,2011,211.59505329883802,238.0,112479,1
20045,20,2012,239.16055527609367,271.0,113313,1
20045,20,2013,234.49826959455336,269.0,114713,1
20045,20,2014,241.31564257804115,281.0,116445,1
20045,20,2015,233.61914999873034,276.0,118141,1
20045,20,2016,225.635540104628,270.0,119662,1
20045,20,2017,230.29406140620713,277.0,120281,1
20045,20,2018,236.97660784912765,287.0,121109,1
20045,20,2019,220.02470165795566,269.0,122259,1
20045,20,2020,212.144426578666,252.0,118787,1
20045,20,2021,157.31822632067815,188.0,119503,1
20045,20,2022,204.90949830491533,246.0,120053,1
20045,20,2023,197.2288927949562,239.0,121179,1
20045,20,2024,229.5288919492741,280.0,121989,1
20047,20,2009,332.4468085106383,10.0,3008,1
20047,20,2010,327.43942370661426,10.0,3054,1
20047,20,2011,331.2355084465055,10.0,3019,1
20047,20,2012,303.54131534569984,9.0,2965,1
20047,20,2013,370.7448601280755,11.0,2967,1
20047,20,2014,330.5785123966942,10.0,3025,1
20047,20,2015,372.2504230118443,11.0,2955,1
20047,20,2016,344.94653328734046,10.0,2899,1
20047,20,2017,348.0682213713888,10.0,2873,1
20047,20,2018,212.76595744680853,6.0,2820,1
20047,20,2019,214.43888491779842,6.0,2798,1
20047,20,2020,208.04438280166434,6.0,2884,1
20047,20,2021,214.13276231263384,6.0,2802,1
20047,20,2022,182.01674554058974,5.0,2747,1
20047,20,2023,219.69974368363236,6.0,2731,1
20047,20,2024,219.69974368363236,6.0,2731,1
20049,20,2009,171.58544955387782,5.0,2914,1
20049,20,2010,209.27799093128706,6.0,2867,1
20049,20,2011,179.46877243359654,5.0,2786,1
20049,20,2012,187.89928598271325,5.0,2661,1
20049,20,2013,189.89745537409797,5.0,2633,1
20049,20,2014,185.459940652819,5.0,2696,1
20049,20,2015,194.25019425019426,5.0,2574,1
20049,20,2016,238.94862604540023,6.0,2511,1
20049,20,2017,238.66348448687353,6.0,2514,1
20049,20,2018,201.2882447665056,5.0,2484,1
20049,20,2019,237.15415019762847,6.0,2530,1
20049,20,2020,202.26537216828478,5.0,2472,1
20049,20,2021,205.67667626491155,5.0,2431,1
20049,20,2022,245.09803921568627,6.0,2448,1
20049,20,2023,0.0,0.0,2478,1
20049,20,2024,164.20361247947454,4.0,2436,1
20051,20,2009,232.77960004232358,66.0,28353,1
20051,20,2010,235.71629608781313,67.0,28424,1
20051,20,2011,225.9690596210673,65.0,28765,1
20051,20,2012,216.57671284678057,63.0,29089,1
20051,20,2013,206.68274199104374,60.0,29030,1
20051,20,2014,224.4242654421158,65.0,28963,1
20051,20,2015,220.69726542294563,64.0,28999,1
20051,20,2016,221.13191901043464,64.0,28942,1
20051,20,2017,236.64520619453626,68.0,28735,1
20051,20,2018,247.85310340012566,71.0,28646,1
20051,20,2019,241.6558680348825,69.0,28553,1
20051,20,2020,134.7103726986978,39.0,28951,1
20051,20,2021,242.5838647075132,70.0,28856,1
20051,20,2022,225.1628100318692,65.0,28868,1
20051,20,2023,252.42047026279394,73.0,28920,1
20051,20,2024,265.45316647705727,77.0,29007,1
20053,20,2009,264.3034825870647,17.0,6432,1
20053,20,2010,261.01642868109934,17.0,6513,1
20053,20,2011,263.11716452561524,17.0,6461,1
20053,20,2012,263.07644692045807,17.0,6462,1
20053,20,2013,251.37470542026708,16.0,6365,1
20053,20,2014,236.4066193853428,15.0,6345,1
20053,20,2015,238.01967629324022,15.0,6302,1
20053,20,2016,269.75563313233897,17.0,6302,1
20053,20,2017,270.52832590706555,17.0,6284,1
20053,20,2018,243.38796040889176,15.0,6163,1
20053,20,2019,245.82104228121926,15.0,6102,1
20053,20,2020,251.13796892167633,16.0,6371,1
20053,20,2021,237.0417193426043,15.0,6328,1
20053,20,2022,140.66895904970303,9.0,6398,1
20053,20,2023,281.8224518553311,18.0,6387,1
20053,20,2024,237.49208359721345,15.0,6316,1
20055,20,2009,267.2176308539945,97.0,36300,1
20055,20,2010,270.62134661182074,100.0,36952,1
20055,20,2011,264.04418698639364,98.0,37115,1
20055,20,2012,342.225815144166,127.0,37110,1
20055,20,2013,267.0407034769239,99.0,37073,1
20055,20,2014,258.6276569950699,96.0,37119,1
20055,20,2015,269.19349628512975,100.0,37148,1
20055,20,2016,281.9574352717907,104.0,36885,1
20055,20,2017,283.2244008714597,104.0,36720,1
20055,20,2018,145.0941743320193,53.0,36528,1
20055,20,2019,164.5323168892423,60.0,36467,1
20055,20,2020,159.2273557817802,61.0,38310,1
20055,20,2021,267.77979050169336,102.0,38091,1
20055,20,2022,268.1534581176158,101.0,37665,1
20055,20,2023,260.533171925577,99.0,37999,1
20055,20,2024,247.6925483652292,95.0,38354,1
20057,20,2009,232.2214850111587,77.0,33158,1
20057,20,2010,226.41731357327689,77.0,34008,1
20057,20,2011,218.2008611660654,75.0,34372,1
20057,20,2012,210.5870474542045,73.0,34665,1
20057,20,2013,174.89033515869147,61.0,34879,1
20057,20,2014,200.4008016032064,70.0,34930,1
20057,20,2015,196.367206676485,68.0,34629,1
20057,20,2016,193.9106274600602,67.0,34552,1
20057,20,2017,204.5706937868958,70.0,34218,1
20057,20,2018,209.58172211234762,71.0,33877,1
20057,20,2019,199.29206698593057,67.0,33619,1
20057,20,2020,201.6482553042258,69.0,34218,1
20057,20,2021,116.99327288680901,40.0,34190,1
20057,20,2022,209.79847526741918,71.0,33842,1
20057,20,2023,190.91256204658268,65.0,34047,1
20057,20,2024,208.38224935430853,71.0,34072,1
20059,20,2009,208.73598763046002,54.0,25870,1
20059,20,2010,230.90244371752937,60.0,25985,1
20059,20,2011,228.1868811881188,59.0,25856,1
20059,20,2012,224.58857696030978,58.0,25825,1
20059,20,2013,225.38276210460867,58.0,25734,1
20059,20,2014,223.25800007833612,57.0,25531,1
20059,20,2015,239.50685146648868,61.0,25469,1
20059,20,2016,246.83618696861657,63.0,25523,1
20059,20,2017,261.402208263431,67.0,25631,1
20059,20,2018,234.14634146341461,60.0,25625,1
20059,20,2019,242.71844660194174,62.0,25544,1
20059,20,2020,222.94829905823562,58.0,26015,1
20059,20,2021,249.76944359053184,65.0,26024,1
20059,20,2022,226.97545587443255,59.0,25994,1
20059,20,2023,217.36643404644778,57.0,26223,1
20059,20,2024,255.01465382712288,67.0,26273,1
20061,20,2009,247.32853473697563,78.0,31537,1
20061,20,2010,226.9954317169367,80.0,35243,1
20061,20,2011,223.8340794469315,79.0,35294,1
20061,20,2012,271.7462997651901,103.0,37903,1
20061,20,2013,222.84425360763106,82.0,36797,1
20061,20,2014,244.1968940350107,89.0,36446,1
20061,20,2015,248.08483956271638,91.0,36681,1
20061,20,2016,244.15864633903985,86.0,35223,1
20061,20,2017,254.6337419316634,86.0,33774,1
20061,20,2018,265.4300271531867,87.0,32777,1
20061,20,2019,274.70792548152826,87.0,31670,1
20061,20,2020,239.35157482456617,88.0,36766,1
20061,20,2021,251.86128255514657,91.0,36131,1
20061,20,2022,258.972554539057,92.0,35525,1
20061,20,2023,252.89838599681747,89.0,35192,1
20061,20,2024,118.44665670210665,42.0,35459,1
20063,20,2009,185.9427296392711,5.0,2689,1
20063,20,2010,185.73551263001485,5.0,2692,1
20063,20,2011,146.7351430667645,4.0,2726,1
20063,20,2012,181.2250815512867,5.0,2759,1
20063,20,2013,178.9549033643522,5.0,2794,1
20063,20,2014,181.9505094614265,5.0,2748,1
20063,20,2015,185.32246108228316,5.0,2698,1
20063,20,2016,190.69412662090008,5.0,2622,1
20063,20,2017,190.69412662090008,5.0,2622,1
20063,20,2018,153.19800842589046,4.0,2611,1
20063,20,2019,151.74506828528072,4.0,2636,1
20063,20,2020,147.27540500736376,4.0,2716,1
20063,20,2021,145.45454545454544,4.0,2750,1
20063,20,2022,145.9321415541773,4.0,2741,1
20063,20,2023,182.94914013904133,5.0,2733,1
20063,20,2024,188.11136192626034,5.0,2658,1
20065,20,2009,270.0617283950617,7.0,2592,1
20065,20,2010,269.0238278247502,7.0,2602,1
20065,20,2011,265.6546489563567,7.0,2635,1
20065,20,2012,271.21270825261524,7.0,2581,1
20065,20,2013,270.4791344667697,7.0,2588,1
20065,20,2014,273.7583105201408,7.0,2557,1
20065,20,2015,270.1659590891548,7.0,2591,1
20065,20,2016,273.224043715847,7.0,2562,1
20065,20,2017,281.69014084507046,7.0,2485,1
20065,20,2018,242.42424242424244,6.0,2475,1
20065,20,2019,282.03062046736505,7.0,2482,1
20065,20,2020,290.93931837073984,7.0,2406,1
20065,20,2021,291.3025384935497,7.0,2403,1
20065,20,2022,292.2755741127349,7.0,2395,1
20065,20,2023,253.05778152678195,6.0,2371,1
20065,20,2024,126.58227848101266,3.0,2370,1
20067,20,2009,232.8288707799767,18.0,7731,1
20067,20,2010,242.81150159744408,19.0,7825,1
20067,20,2011,227.96352583586625,18.0,7896,1
20067,20,2012,229.82635342185904,18.0,7832,1
20067,20,2013,203.9255671679837,16.0,7846,1
20067,20,2014,179.78682419416978,14.0,7787,1
20067,20,2015,194.19989642672192,15.0,7724,1
20067,20,2016,156.3517915309446,12.0,7675,1
20067,20,2017,186.9158878504673,14.0,7490,1
20067,20,2018,205.6484782012613,15.0,7294,1
20067,20,2019,209.7902097902098,15.0,7150,1
20067,20,2020,218.40021840021842,16.0,7326,1
20067,20,2021,218.13224267212,16.0,7335,1
20067,20,2022,221.30013831258643,16.0,7230,1
20067,20,2023,125.73344509639564,9.0,7158,1
20067,20,2024,140.90460758066789,10.0,7097,1
20069,20,2009,236.4864864864865,14.0,5920,1
20069,20,2010,232.32658479920343,14.0,6026,1
20069,20,2011,147.88038120276045,9.0,6086,1
20069,20,2012,234.7811504276371,14.0,5963,1
20069,20,2013,234.11371237458192,14.0,5980,1
20069,20,2014,230.94688221709006,14.0,6062,1
20069,20,2015,213.74547846103255,13.0,6082,1
20069,20,2016,265.2959708174432,16.0,6031,1
20069,20,2017,216.01861083416418,13.0,6018,1
20069,20,2018,164.58196181698486,10.0,6076,1
20069,20,2019,183.7007348029392,11.0,5988,1
20069,20,2020,159.57446808510636,9.0,5640,1
20069,20,2021,176.64723547076488,10.0,5661,1
20069,20,2022,70.08936393902226,4.0,5707,1
20069,20,2023,17.346053772766695,1.0,5765,1
20069,20,2024,17.452006980802793,1.0,5730,1
20071,20,2009,247.93388429752068,3.0,1210,1
20071,20,2010,238.28435266084196,3.0,1259,1
20071,20,2011,239.0438247011952,3.0,1255,1
20071,20,2012,236.59305993690853,3.0,1268,1
20071,20,2013,233.82696804364772,3.0,1283,1
20071,20,2014,230.4147465437788,3.0,1302,1
20071,20,2015,230.4147465437788,3.0,1302,1
20071,20,2016,234.92560689115115,3.0,1277,1
20071,20,2017,244.69820554649263,3.0,1226,1
20071,20,2018,325.46786004882017,4.0,1229,1
20071,20,2019,324.6753246753247,4.0,1232,1
20071,20,2020,313.7254901960784,4.0,1275,1
20071,20,2021,0.0,0.0,1283,1
20071,20,2022,325.2032520325203,4.0,1230,1
20071,20,2023,0.0,0.0,1174,1
20071,20,2024,260.41666666666663,3.0,1152,1
20073,20,2009,297.441998810232,20.0,6724,1
20073,20,2010,284.4311377245509,19.0,6680,1
20073,20,2011,272.2734835879595,18.0,6611,1
20073,20,2012,280.1120448179272,18.0,6426,1
20073,20,2013,298.8361119849009,19.0,6358,1
20073,20,2014,302.16284987277356,19.0,6288,1
20073,20,2015,320.87277394513075,20.0,6233,1
20073,20,2016,310.86387434554973,19.0,6112,1
20073,20,2017,313.16960606560076,19.0,6067,1
20073,20,2018,182.99783729828647,11.0,6011,1
20073,20,2019,217.31862253426948,13.0,5982,1
20073,20,2020,217.57322175732216,13.0,5975,1
20073,20,2021,236.44654619152172,14.0,5921,1
20073,20,2022,202.8054757478452,12.0,5917,1
20073,20,2023,0.0,0.0,5909,1
20073,20,2024,238.46022824050416,14.0,5871,1
20075,20,2009,187.33608092918695,5.0,2669,1
20075,20,2010,110.82379017362395,3.0,2707,1
20075,20,2011,227.53128555176335,6.0,2637,1
20075,20,2012,188.6080724254998,5.0,2651,1
20075,20,2013,229.00763358778627,6.0,2620,1
20075,20,2014,188.040616773223,5.0,2659,1
20075,20,2015,194.70404984423675,5.0,2568,1
20075,20,2016,189.82536066818525,5.0,2634,1
20075,20,2017,191.131498470948,5.0,2616,1
20075,20,2018,153.84615384615384,4.0,2600,1
20075,20,2019,236.31350925561244,6.0,2539,1
20075,20,2020,201.0454362685967,5.0,2487,1
20075,20,2021,0.0,0.0,2478,1
20075,20,2022,245.39877300613497,6.0,2445,1
20075,20,2023,203.33468889792596,5.0,2459,1
20075,20,2024,80.38585209003216,2.0,2488,1
20077,20,2009,232.3651452282158,14.0,6025,1
20077,20,2010,233.0226364846871,14.0,6008,1
20077,20,2011,235.8093313121105,14.0,5937,1
20077,20,2012,204.70829068577277,12.0,5862,1
20077,20,2013,239.64395754878467,14.0,5842,1
20077,20,2014,274.48962086121116,16.0,5829,1
20077,20,2015,276.7687251340599,16.0,5781,1
20077,20,2016,282.33633315687314,16.0,5667,1
20077,20,2017,268.81720430107526,15.0,5580,1
20077,20,2018,72.62164124909224,4.0,5508,1
20077,20,2019,18.39587932303164,1.0,5436,1
20077,20,2020,73.16627034936894,4.0,5467,1
20077,20,2021,224.2152466367713,12.0,5352,1
20077,20,2022,93.04056568663938,5.0,5374,1
20077,20,2023,222.5519287833828,12.0,5392,1
20077,20,2024,221.68852761869576,12.0,5413,1
20079,20,2009,185.25487017686052,64.0,34547,1
20079,20,2010,195.73978123200922,68.0,34740,1
20079,20,2011,193.13366579228042,67.0,34691,1
20079,20,2012,250.33089716291647,87.0,34754,1
20079,20,2013,195.88074319458448,68.0,34715,1
20079,20,2014,211.0009538399283,73.0,34597,1
20079,20,2015,215.50485604275616,75.0,34802,1
20079,20,2016,210.21712837643267,73.0,34726,1
20079,20,2017,232.740814010997,80.0,34373,1
20079,20,2018,234.03446157446683,80.0,34183,1
20079,20,2019,223.6486682738389,77.0,34429,1
20079,20,2020,223.55571243675726,76.0,33996,1
20079,20,2021,115.38802923163408,39.0,33799,1
20079,20,2022,246.21773954316225,83.0,33710,1
20079,20,2023,208.1165452653486,70.0,33635,1
20079,20,2024,219.9631413114559,74.0,33642,1
20081,20,2009,334.2884431709647,14.0,4188,1
20081,20,2010,304.23589983618064,13.0,4273,1
20081,20,2011,330.5785123966942,14.0,4235,1
20081,20,2012,284.69750889679716,12.0,4215,1
20081,20,2013,339.31168201648086,14.0,4126,1
20081,20,2014,292.6115581565472,12.0,4101,1
20081,20,2015,293.470286133529,12.0,4089,1
20081,20,2016,298.06259314456037,12.0,4026,1
20081,20,2017,348.34535954217466,14.0,4019,1
20081,20,2018,275.6892230576441,11.0,3990,1
20081,20,2019,252.01612903225805,10.0,3968,1
20081,20,2020,239.36170212765958,9.0,3760,1
20081,20,2021,273.74760470845877,10.0,3653,1
20081,20,2022,279.876854184159,10.0,3573,1
20081,20,2023,275.4820936639118,10.0,3630,1
20081,20,2024,0.0,0.0,3591,1
20083,20,2009,207.3613271124935,4.0,1929,1
20083,20,2010,260.41666666666663,5.0,1920,1
20083,20,2011,204.3944813490036,4.0,1957,1
20083,20,2012,155.68240788790868,3.0,1927,1
20083,20,2013,207.9002079002079,4.0,1924,1
20083,20,2014,212.42697822623472,4.0,1883,1
20083,20,2015,214.01819154628143,4.0,1869,1
20083,20,2016,216.09940572663425,4.0,1851,1
20083,20,2017,214.70746108427267,4.0,1863,1
20083,20,2018,274.42371020856206,5.0,1822,1
20083,20,2019,0.0,0.0,1794,1
20083,20,2020,287.68699654775605,5.0,1738,1
20083,20,2021,174.0139211136891,3.0,1724,1
20083,20,2022,175.7469244288225,3.0,1707,1
20083,20,2023,237.95359904818562,4.0,1681,1
20083,20,2024,179.31858936043037,3.0,1673,1
20085,20,2009,134.63983843219387,18.0,13369,1
20085,20,2010,245.13445253305602,33.0,13462,1
20085,20,2011,260.6688016682803,35.0,13427,1
20085,20,2012,253.7124095216775,34.0,13401,1
20085,20,2013,165.2892561983471,22.0,13310,1
20085,20,2014,275.3590831286745,37.0,13437,1
20085,20,2015,225.8185923974407,30.0,13285,1
20085,20,2016,301.4318010550113,40.0,13270,1
20085,20,2017,300.0300030003,40.0,13332,1
20085,20,2018,128.10851544837982,17.0,13270,1
20085,20,2019,303.6975172727963,40.0,13171,1
20085,20,2020,302.16044719746185,40.0,13238,1
20085,20,2021,369.4209891435464,49.0,13264,1
20085,20,2022,316.146029356417,42.0,13285,1
20085,20,2023,321.0872162485066,43.0,13392,1
20085,20,2024,347.5046210720887,47.0,13525,1
20087,20,2009,152.33492672164732,29.0,19037,1
20087,20,2010,151.66570786046756,29.0,19121,1
20087,20,2011,153.09893358673847,29.0,18942,1
20087,20,2012,153.7564286092996,29.0,18861,1
20087,20,2013,154.47717466574335,29.0,18773,1
20087,20,2014,175.48524328636,33.0,18805,1
20087,20,2015,170.26710652335854,32.0,18794,1
20087,20,2016,159.3710157246069,30.0,18824,1
20087,20,2017,169.02598774561588,32.0,18932,1
20087,20,2018,143.19049639372085,27.0,18856,1
20087,20,2019,131.28183584519246,25.0,19043,1
20087,20,2020,125.51159618008185,23.0,18325,1
20087,20,2021,151.88500135611608,28.0,18435,1
20087,20,2022,152.63846489315307,28.0,18344,1
20087,20,2023,207.57087452886876,38.0,18307,1
20087,20,2024,229.1075714597425,42.0,18332,1
20089,20,2009,129.99675008124797,4.0,3077,1
20089,20,2010,97.94319294809011,3.0,3063,1
20089,20,2011,97.05596894208993,3.0,3091,1
20089,20,2012,163.71971185330713,5.0,3054,1
20089,20,2013,196.078431372549,6.0,3060,1
20089,20,2014,197.1738416036806,6.0,3043,1
20089,20,2015,202.49746878164024,6.0,2963,1
20089,20,2016,208.33333333333334,6.0,2880,1
20089,20,2017,210.01050052502626,6.0,2857,1
20089,20,2018,175.7469244288225,5.0,2845,1
20089,20,2019,173.67141368530739,5.0,2879,1
20089,20,2020,0.0,0.0,2929,1
20089,20,2021,203.59687818120122,6.0,2947,1
20089,20,2022,0.0,0.0,2906,1
20089,20,2023,172.3543605653223,5.0,2901,1
20089,20,2024,206.9679199724043,6.0,2899,1
20091,20,2009,245.45973644595065,1324.0,539396,1
20091,20,2010,236.59638416215373,1291.0,545655,1
20091,20,2011,236.3869511509169,1307.0,552907,1
20091,20,2012,218.6161579327456,1223.0,559428,1
20091,20,2013,234.48356231383013,1328.0,566351,1
20091,20,2014,228.99431004991797,1312.0,572940,1
20091,20,2015,228.2277930734676,1323.0,579684,1
20091,20,2016,224.05569823298038,1313.0,586015,1
20091,20,2017,231.1835685475347,1367.0,591305,1
20091,20,2018,218.18108863167856,1305.0,598127,1
20091,20,2019,225.43123268387671,1358.0,602401,1
20091,20,2020,228.90858546275038,1399.0,611161,1
20091,20,2021,188.79215301108036,1161.0,614962,1
20091,20,2022,211.84832822281535,1312.0,619311,1
20091,20,2023,197.61961102832547,1236.0,625444,1
20091,20,2024,221.42229026564348,1400.0,632276,1
20093,20,2009,279.1169753869576,11.0,3941,1
20093,20,2010,224.88755622188904,9.0,4002,1
20093,20,2011,303.1834259727135,12.0,3958,1
20093,20,2012,302.1908839083354,12.0,3971,1
20093,20,2013,332.3108384458078,13.0,3912,1
20093,20,2014,304.72320975114275,12.0,3938,1
20093,20,2015,305.4212267752609,12.0,3929,1
20093,20,2016,282.7763496143959,11.0,3890,1
20093,20,2017,279.5425667090216,11.0,3935,1
20093,20,2018,228.36843440751082,9.0,3941,1
20093,20,2019,234.4971339239187,9.0,3838,1
20093,20,2020,252.52525252525254,10.0,3960,1
20093,20,2021,282.41335044929394,11.0,3895,1
20093,20,2022,233.523611831863,9.0,3854,1
20093,20,2023,289.2453326321325,11.0,3803,1
20093,20,2024,262.60504201680675,10.0,3808,1
20095,20,2009,190.23462270133163,15.0,7885,1
20095,20,2010,190.91256204658268,15.0,7857,1
20095,20,2011,190.08997592193637,15.0,7891,1
20095,20,2012,191.69329073482427,15.0,7825,1
20095,20,2013,179.46417126009484,14.0,7801,1
20095,20,2014,208.2519849017311,16.0,7683,1
20095,20,2015,209.53378732320587,16.0,7636,1
20095,20,2016,215.72064176890925,16.0,7417,1
20095,20,2017,219.93127147766322,16.0,7275,1
20095,20,2018,193.90581717451525,14.0,7220,1
20095,20,2019,209.73154362416108,15.0,7152,1
20095,20,2020,202.15633423180594,15.0,7420,1
20095,20,2021,109.76948408342481,8.0,7288,1
20095,20,2022,97.43875278396438,7.0,7184,1
20095,20,2023,183.3309829361162,13.0,7091,1
20095,20,2024,201.55485171321624,14.0,6946,1
20097,20,2009,321.285140562249,8.0,2490,1
20097,20,2010,311.40521603736863,8.0,2569,1
20097,20,2011,312.7443315089914,8.0,2558,1
20097,20,2012,318.34460803820133,8.0,2513,1
20097,20,2013,315.70639305445934,8.0,2534,1
20097,20,2014,513.4281200631912,13.0,2532,1
20097,20,2015,505.8365758754864,13.0,2570,1
20097,20,2016,279.2181890706023,7.0,2507,1
20097,20,2017,522.9283990345938,13.0,2486,1
20097,20,2018,281.2374447569305,7.0,2489,1
20097,20,2019,0.0,0.0,2475,1
20097,20,2020,0.0,0.0,2453,1
20097,20,2021,207.7274615704196,5.0,2407,1
20097,20,2022,248.96265560165975,6.0,2410,1
20097,20,2023,291.18136439267886,7.0,2404,1
20097,20,2024,287.35632183908046,7.0,2436,1
20099,20,2009,261.9605680408107,57.0,21759,1
20099,20,2010,255.3744718391605,55.0,21537,1
20099,20,2011,247.93001824390703,53.0,21377,1
20099,20,2012,250.43708358928316,53.0,21163,1
20099,20,2013,263.52354942264384,55.0,20871,1
20099,20,2014,259.9528233764983,54.0,20773,1
20099,20,2015,276.32344386271086,57.0,20628,1
20099,20,2016,270.76256584453307,55.0,20313,1
20099,20,2017,273.23761736797655,55.0,20129,1
20099,20,2018,251.18054857831808,50.0,19906,1
20099,20,2019,234.4785401162198,46.0,19618,1
20099,20,2020,163.6904761904762,33.0,20160,1
20099,20,2021,205.94735784609202,41.0,19908,1
20099,20,2022,268.3544303797469,53.0,19750,1
20099,20,2023,292.4418897796602,58.0,19833,1
20099,20,2024,253.91021734714604,50.0,19692,1
20101,20,2009,281.0567734682406,5.0,1779,1
20101,20,2010,288.0184331797235,5.0,1736,1
20101,20,2011,286.8617326448652,5.0,1743,1
20101,20,2012,178.14726840855107,3.0,1684,1
20101,20,2013,294.4640753828033,5.0,1698,1
20101,20,2014,300.1200480192077,5.0,1666,1
20101,20,2015,184.04907975460122,3.0,1630,1
20101,20,2016,251.09855618330195,4.0,1593,1
20101,20,2017,322.99741602067184,5.0,1548,1
20101,20,2018,323.41526520051747,5.0,1546,1
20101,20,2019,325.7328990228013,5.0,1535,1
20101,20,2020,318.47133757961785,5.0,1570,1
20101,20,2021,319.693094629156,5.0,1564,1
20101,20,2022,257.7319587628866,4.0,1552,1
20101,20,2023,195.69471624266143,3.0,1533,1
