state_abbr,year,drug_overdose_per_100k
MT,2016,15.356736949556534
MT,2017,16.84116932189414
MT,2018,16.067169586153184
MT,2019,16.7689452083639
MT,2020,21.713236549630427
MT,2021,25.016225798585676
NC,2003,9.308612693724822
NC,2004,9.79098180785867
NC,2005,10.536956489435818
NC,2006,12.022451948795988
NC,2007,12.430838772355278
NC,2008,12.447936791266596
NC,2009,12.518373683213598
NC,2010,12.877564947401163
NC,2011,13.744416772575754
NC,2012,13.6841625259075
NC,2013,14.38683125461918
NC,2014,15.261227383648164
NC,2015,16.855516193103508
NC,2016,20.29792083359723
NC,2017,22.245431231173406
NC,2018,21.21658413011947
NC,2019,22.127640100765763
NC,2020,28.62608557930927
NC,2021,33.00851494827868
ND,2003,3.595302932107317
ND,2004,3.7920596229593384
ND,2005,4.092778184878554
ND,2006,4.687233816563036
ND,2007,4.8665764526777595
ND,2008,4.890121500237998
ND,2009,4.934031806267369
ND,2010,5.086225568523957
ND,2011,5.456269246140919
ND,2012,5.4634016179525995
ND,2013,5.776926748996402
ND,2014,6.163950876686664
ND,2015,6.846977254760522
ND,2016,8.251828717402402
ND,2017,9.056094203275828
ND,2018,8.668413105128264
ND,2019,9.076900449036563
ND,2020,11.768529606838545
ND,2021,13.51660525112653
NE,2003,3.6122158207636645
NE,2004,3.811001591178538
NE,2005,4.1167208370210115
NE,2006,4.716566523656382
NE,2007,4.898045236969003
NE,2008,4.922268257783162
NE,2009,4.9636610638043175
NE,2010,5.114744461326685
NE,2011,5.479998840684573
NE,2012,5.474692756128179
NE,2013,5.7732423346498285
NE,2014,6.1437415404730435
NE,2015,6.805718514771475
NE,2016,8.216419965433733
NE,2017,9.023991988995293
NE,2018,8.622941257203278
NE,2019,9.010986096195172
NE,2020,11.680153564776584
NE,2021,13.486952604624348
NH,2003,11.200688560523192
NH,2004,11.80260044722937
NH,2005,12.727411908452268
NH,2006,14.558416249662752
NH,2007,15.09917931232572
NH,2008,15.152819210635107
NH,2009,15.27023749129627
NH,2010,15.728093532587847
NH,2011,16.831674883683064
NH,2012,16.7941892477185
NH,2013,17.69049641953571
NH,2014,18.80905219492197
NH,2015,20.820580172540897
NH,2016,25.114898211177547
NH,2017,27.564973113429772
NH,2018,26.31871683731543
NH,2019,27.485885749836676
NH,2020,35.58611455280965
NH,2021,41.063637580634015
NJ,2003,9.23460323148482
NJ,2004,9.73718667768286
NJ,2005,10.510344978582921
NJ,2006,12.034580169649557
NJ,2007,12.482466546021294
NJ,2008,12.524486456387205
NJ,2009,12.608699398026541
NJ,2010,12.982756689154261
NJ,2011,13.875127623191208
NJ,2012,13.83540428000544
NJ,2013,14.562431225265222
NJ,2014,15.468008433194317
NJ,2015,17.105096446313276
NJ,2016,20.620074062294336
NJ,2017,22.619260355284403
NJ,2018,21.600312153011846
NJ,2019,22.557255943567263
NJ,2020,29.218881949498623
NJ,2021,33.744970672012805
NM,2003,13.875131988944243
NM,2004,14.617708175588087
NM,2005,15.767305017513046
