state,state_abbr,year,relinquishment,violent,violenth,violentpartial,dealer,dealerh,residential,theft,ammlicense,ammrecords,permit,permith,registration,registrationh,defactoreg,defactoregh,ammpermit,age21handgunsale,age18longgunsale,age21longgunsale,age21handgunpossess,age18longgunpossess,age21longgunpossess,loststolen,amm18,amm21h,universal,universalh,gunshow,gunshowh,universalpermit,universalpermith,ammbackground,statechecks,statechecksh,waiting,waitingh,assault,onefeature,assaultlist,assaultregister,assaulttransfer,magazine,tenroundlimit,magazinepreowned,onepermonth,gvro,gvrolawenforcement,college,collegeconcealed,elementary,opencarryh,opencarryl,opencarrypermith,opencarrypermitl,permitconcealed,mayissue,nosyg,locked,liability,mcdv,mcdvsurrender,mcdvremovalallowed,mcdvremovalrequired,incidentremoval,incidentall,dvro,exparte,dvrosurrender,expartesurrender,dvroremoval,stalking,lawtotal,population,violent_crime,violent_rate,property_crime,property_rate,unemployment_rate,pcpi_nominal,pcpi_real_2024,ln_population,ln_pcpi_real_2024,nics_total,nics_handgun,nics_long_gun,nics_multiple,nics_permit,nics_permit_recheck,nics_other,nics_total_per_100k
Illinois,IL,2000,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,26,12434161.0,81196.0,653.0074686985314,445278.0,3581.0860097436407,4.458333333333333,33072.0,60250.452120214875,16.335958162094972,11.006265355394703,449771.0,60504.0,90875.0,2032.0,296360.0,0.0,0.0,3617.220333563318
Illinois,IL,2001,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,26,12488445.0,79270.0,634.746759904856,434648.0,3480.4012829459552,5.433333333333334,34206.0,60609.23222781831,16.34031437475136,11.012202507447483,462702.0,57953.0,94887.0,2248.0,307614.0,0.0,0.0,3705.040939844793
Illinois,IL,2002,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,26,12525556.0,75759.0,604.8354260681123,430479.0,3436.8055198507755,6.55,34520.0,60204.933543365456,16.343281595167507,11.005509580486585,446138.0,52562.0,93303.0,2249.0,298024.0,0.0,0.0,3561.8219263081014
Illinois,IL,2003,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,26,12556006.0,70376.0,560.4967057199558,415885.0,3312.2395768208453,6.75,35081.0,59808.942308876816,16.345709674803057,10.998910465696929,515917.0,53877.0,95656.0,2765.0,363619.0,0.0,0.0,4108.9260390605095
Illinois,IL,2004,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,26,12589773.0,69365.0,550.9630713754727,403486.0,3204.8711283356733,6.191666666666666,36366.0,60388.79983589925,16.3483953756753,11.008558933547572,590417.0,53904.0,99523.0,3044.0,433946.0,0.0,0.0,4689.6556435131915
Illinois,IL,2005,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,28,12609903.0,70496.0,559.0526747112964,394670.0,3129.8416807805743,5.733333333333333,37720.0,60597.61785592353,16.349993015603825,11.012010861976583,527134.0,56745.0,94815.0,3386.0,372188.0,0.0,0.0,4180.317643997737
Illinois,IL,2006,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,28,12643955.0,69498.0,549.6539650765919,387478.0,3064.531627959764,4.625,40021.0,62287.250150080625,16.352689793310997,11.0395120313447,527698.0,60587.0,97719.0,3475.0,365917.0,0.0,0.0,4173.520073426392
Illinois,IL,2007,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,28,12695866.0,68528.0,539.7662514711482,377322.0,2972.006793392432,5.058333333333334,42148.0,63767.168091699394,16.356786986627327,11.062993730164226,536975.0,64374.0,93588.0,3700.0,375313.0,0.0,0.0,4229.526367086735
Illinois,IL,2008,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,28,12747038.0,67780.0,531.731371633159,378355.0,2968.1797449729106,6.508333333333333,43238.0,63012.37411262884,16.360809488854205,11.051086400573041,615941.0,80729.0,102650.0,4839.0,427723.0,0.0,0.0,4832.032351358802
Illinois,IL,2009,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,28,12796778.0,64185.0,501.5715674679986,353347.0,2761.2184879662677,9.966666666666667,41088.0,60071.541471568795,16.364703978453363,11.003291488769646,752071.0,99880.0,118568.0,5235.0,528388.0,0.0,0.0,5877.03404716406
Illinois,IL,2010,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,1,1,1,1,0,1,30,12840545.0,57132.0,444.9343855731981,349064.0,2718.451592202667,10.391666666666667,42107.0,60570.07010776815,16.36811830080817,11.01155615744119,695300.0,109204.0,116746.0,5650.0,463699.0,0.0,1.0,5414.879197105731
Illinois,IL,2011,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,1,1,1,1,0,1,30,12867783.0,54523.0,423.7171236101821,344468.0,2676.9801759945753,9.766666666666667,44075.0,61471.02206458803,16.370237303661405,11.026321156809972,828962.0,134178.0,133935.0,6865.0,553984.0,0.0,0.0,6442.1509128651
Illinois,IL,2012,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,1,1,1,1,0,1,30,12883029.0,53556.0,415.7096906325368,332706.0,2582.5137861600715,9.033333333333333,45934.0,62762.5654763482,16.371421421799614,11.04711408358238,1036061.0,181910.0,174405.0,9549.0,670197.0,0.0,0.0,8042.06060546786
Illinois,IL,2013,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,1,0,0,1,1,0,0,1,0,1,1,1,1,0,1,31,12895778.0,51956.0,402.8915510177052,296048.0,2295.697087837585,9.075000000000001,46735.0,62934.42233924694,16.372410528940176,11.049848547995103,1280613.0,236374.0,184681.0,10943.0,848615.0,0.0,0.0,9930.482674251993
Illinois,IL,2014,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,1,0,0,1,1,0,0,1,0,1,1,1,1,0,1,31,12885092.0,47775.0,370.777329335328,269647.0,2092.7052752126256,7.158333333333334,48536.0,64320.614313978134,16.37158154212848,11.07163545470864,1344096.0,235090.0,155203.0,9640.0,944162.0,0.0,0.0,10431.403982214484
Illinois,IL,2015,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,1,0,0,1,1,0,0,1,0,1,1,1,1,0,1,31,12859585.0,49755.0,386.90984195835244,256962.0,1998.2137837263024,5.991666666666667,50688.0,67091.20363879169,16.369600005646507,11.113808221054695,1247398.0,252978.0,146878.0,9524.0,838018.0,0.0,0.0,9700.141956369509
Illinois,IL,2016,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,1,0,0,1,1,0,0,1,0,1,1,1,1,0,1,31,12821709.0,56054.0,437.1804101933681,263256.0,2053.2052318454585,5.883333333333333,51347.0,67112.90098174868,16.366650307904457,11.114131569482932,1924070.0,352411.0,177255.0,12133.0,962930.0,419341.0,0.0,15006.3458779169
Illinois,IL,2017,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,1,0,0,1,1,0,0,1,0,1,1,1,1,0,1,31,12779893.0,55777.0,436.44340371237854,255108.0,1996.1669475636454,4.958333333333333,53056.0,67899.40450090636,16.36338363442165,11.12578254327131,1601087.0,282267.0,142550.0,10646.0,182719.0,982905.0,0.0,12528.172184227207
Illinois,IL,2018,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,1,0,0,1,1,0,0,1,0,1,1,1,1,0,1,31,12724685.0,52343.0,411.3500648542577,246679.0,1938.5862989928632,4.391666666666667,56077.0,70056.8981306879,16.359054365674034,11.157063021302136,2831447.0,259554.0,133987.0,10469.0,190991.0,2236446.0,0.0,22251.6078001145
Illinois,IL,2019,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,0,0,1,0,1,1,1,1,0,1,35,12667017.0,52601.0,415.25956742617467,235033.0,1855.4723657511472,3.975,57738.0,70847.33708082355,16.354512086534815,11.168282659103005,4949570.0,248616.0,119357.0,10955.0,166970.0,4403672.0,0.0,39074.471913947855
Illinois,IL,2020,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,0,0,1,0,1,1,1,1,0,1,35,12795348.0,53612.0,418.9960288692422,196287.0,1534.049718694638,9.333333333333334,61542.0,74580.58232432543,16.36459222533043,11.219635461751745,7455065.0,370984.0,160979.0,18303.0,385780.0,6519019.0,0.0,58263.87058796681
Illinois,IL,2021,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,0,0,1,0,1,1,1,1,0,1,35,12703354.0,43739.0,344.3106442597758,176763.0,1391.4671668600276,6.1000000000000005,66612.0,77114.805337916,16.3573766110502,11.253050568845588,8474505.0,342407.0,157603.0,9923.0,2053069.0,5902820.0,8682.0,66710.76788067151
Illinois,IL,2022,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,0,0,1,0,1,1,1,1,0,1,35,12609577.0,36555.0,289.89870159799966,212960.0,1688.8750510822051,4.566666666666666,68352.0,73273.96252275014,16.349967162572753,11.20196060679923,4476055.0,282847.0,139696.0,0.0,4038067.0,0.0,15445.0,35497.26529288016
Illinois,IL,2023,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,0,0,1,0,1,1,1,1,0,1,41,12633389.0,39022.0,308.8799054632134,215682.0,1707.2378599281633,4.4750000000000005,71716.0,73833.13495655332,16.35185378770729,11.209562892976917,3961236.0,300818.0,144172.0,0.0,3502639.0,4.0,13603.0,31355.2919173153
Illinois,IL,2024,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,0,0,1,0,1,1,1,1,0,1,41,12703033.0,36756.0,289.3482210114703,218004.0,1716.1570783922234,4.983333333333333,74197.0,74197.0,16.357351341813764,11.214478997071259,2768955.0,291083.0,135547.0,3.0,389097.0,1940735.0,12482.0,21797.58959927129
Indiana,IN,1999,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5942901.0,22261.0,374.58137027690685,201547.0,3391.390837572425,2.9250000000000003,26545.0,49987.70085542771,15.59770795595664,10.819532271260083,203182.0,31730.0,171369.0,83.0,0.0,0.0,0.0,3418.9026537712807
Indiana,IN,2000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,6091866.0,21230.0,348.4974882901233,206905.0,3396.4141693202046,3.025,28075.0,51146.93527077384,15.622464996694866,10.842457853079797,182319.0,22982.0,91875.0,57.0,67405.0,0.0,0.0,2992.8268284299097
Indiana,IN,2001,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,6127760.0,22734.0,371.0001697194407,211548.0,3452.289254148335,4.175,28596.0,50668.93541445046,15.628339825144755,10.833068288074589,195780.0,25207.0,66300.0,91.0,103144.0,0.0,0.0,3194.968471350053
Indiana,IN,2002,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,6155967.0,22001.0,357.3930789427559,208965.0,3394.5113740863135,5.116666666666666,28902.0,50406.80733691623,15.632932413302758,10.827881511147496,188235.0,19154.0,61251.0,74.0,102722.0,0.0,0.0,3057.764929539096
Indiana,IN,2003,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,6,6196638.0,21842.0,352.481458494106,208039.0,3357.288258568598,5.208333333333333,29445.0,50200.23107336957,15.639517444875729,10.823774908724397,183853.0,29773.0,75224.0,656.0,72839.0,0.0,0.0,2966.9798364855264
Indiana,IN,2004,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,6,6233007.0,20294.0,325.58923806759725,211929.0,3400.108486963034,5.416666666666667,30657.0,50908.52545149764,15.645369438845066,10.837785682648551,176520.0,63235.0,105228.0,2122.0,0.0,0.0,0.0,2832.019922326415
Indiana,IN,2005,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,6,6278616.0,20302.0,323.35151568434827,216778.0,3452.639881145781,5.3999999999999995,31376.0,50405.90821440765,15.652660131991059,10.827863673665316,172249.0,63969.0,100569.0,2449.0,0.0,0.0,0.0,2743.4230728555467
Indiana,IN,2006,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,6,6332669.0,20303.0,320.6073142303822,217783.0,3439.0396845311193,5.016666666666667,32905.0,51212.16276925622,15.661232348223924,10.84373233690313,185655.0,69885.0,107529.0,2849.0,0.0,0.0,0.0,2931.7022569788505
Indiana,IN,2007,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,6,6379599.0,21310.0,334.0335340826281,213887.0,3352.671539386723,4.641666666666667,33845.0,51205.27199543433,15.668615800681085,10.843597774387517,186864.0,74545.0,104199.0,3024.0,0.0,0.0,0.0,2929.086922234454
Indiana,IN,2008,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,6,6424806.0,21525.0,335.02957132090836,213639.0,3325.2210261290384,5.933333333333334,35270.0,51400.306095388754,15.675676993737163,10.84739940658873,219900.0,94880.0,115552.0,4106.0,0.0,0.0,0.0,3422.6714394177816
Indiana,IN,2009,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,6,6459325.0,21455.0,332.15544967933954,199907.0,3094.8589829432644,10.158333333333333,34200.0,50001.13703094949,15.681035381135326,10.819801024770708,273803.0,110487.0,118446.0,6229.0,31606.0,0.0,1251.0,4238.8794494780805
Indiana,IN,2010,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,6,6490555.0,20983.0,323.28514279595504,199274.0,3070.2151048716173,9.975,35590.0,51195.497070213234,15.685858601202709,10.843406859312562,345650.0,112615.0,114450.0,4145.0,105419.0,0.0,2849.0,5325.430567956053
Indiana,IN,2011,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,6,6517250.0,21619.0,331.71966703747745,206016.0,3161.0878821588863,8.908333333333333,37681.0,52553.36545469635,15.689963065787891,10.869584417160173,359840.0,136250.0,130012.0,4715.0,78242.0,0.0,3860.0,5521.347193985193
Indiana,IN,2012,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,6,6538989.0,22544.0,344.762776019351,197994.0,3027.899266996779,8.216666666666667,39148.0,53490.4191506962,15.693293124327592,10.88725783555173,475607.0,188980.0,174306.0,7372.0,89993.0,0.0,7403.0,7273.402662093483
Indiana,IN,2013,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,6,6570575.0,23627.0,359.5880117036941,187472.0,2853.2053891782684,7.508333333333333,39435.0,53104.07499621704,15.698111905657102,10.880008946210511,597124.0,215778.0,183676.0,7913.0,173553.0,0.0,8997.0,9087.849997907337
Indiana,IN,2014,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,6,6596019.0,24105.0,365.447704137905,174909.0,2651.7358424831705,5.95,40719.0,53961.41202923347,15.701976843191135,10.896024478052581,647550.0,205212.0,159207.0,7351.0,258993.0,0.0,9370.0,9817.285244326918
Indiana,IN,2015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,6,6611442.0,25373.0,383.7740692575084,171878.0,2599.705177781186,4.8,42146.0,55784.91691446723,15.704312342347327,10.929258805637755,1076917.0,249169.0,160378.0,7835.0,639313.0,0.0,12898.0,16288.685584778632
Indiana,IN,2016,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,6,6637898.0,26516.0,399.46380616273404,168460.0,2537.851590970515,4.391666666666667,43143.0,56389.89399683688,15.70830590506988,10.94004523697745,1436725.0,278182.0,177218.0,9082.0,946912.0,0.0,17764.0,21644.276546581463
Indiana,IN,2017,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,6,6662068.0,26307.0,394.8773864211533,158932.0,2385.625604542013,3.525,44568.0,57036.72835864736,15.711940504828672,10.951450696476993,830357.0,249127.0,156718.0,8449.0,389171.0,0.0,15701.0,12463.952634527297
Indiana,IN,2018,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,6,6698481.0,25009.0,373.35330203967135,146948.0,2193.7510907323617,3.4333333333333336,46555.0,58161.08016609617,15.717391342239232,10.970971684354335,896148.0,224264.0,147222.0,9522.0,474341.0,7754.0,18923.0,13378.376381152682
Indiana,IN,2019,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,6,6731010.0,25006.0,371.5044250417099,131097.0,1947.6571866629229,3.3166666666666664,48270.0,59229.640113813315,15.722235764655096,10.989177373173087,1450565.0,228087.0,140126.0,9861.0,227637.0,810006.0,19698.0,21550.480537096217
Indiana,IN,2020,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,6,6790290.0,24161.0,355.8169091452648,120453.0,1773.9006728725874,7.383333333333333,51736.0,62697.03628629717,15.73100420849029,11.046069457342707,1935587.0,370587.0,205484.0,14617.0,10909.0,1292328.0,27082.0,28505.218481095802
Indiana,IN,2021,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,6,6814223.0,22661.0,332.5544232996191,105814.0,1552.8402871464582,3.9166666666666665,57254.0,66281.3166519102,15.734522603406608,11.10166333633882,1815531.0,311130.0,190318.0,13566.0,15350.0,1246231.0,24923.0,26643.2577859574
Indiana,IN,2022,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,6841491.0,21273.0,310.94099224861947,103912.0,1518.850203851763,3.0666666666666664,58867.0,63105.95669222163,15.73851624830015,11.052570444901429,1105040.0,285096.0,161294.0,13508.0,7406.0,600682.0,21965.0,16152.034695360997
Indiana,IN,2023,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,6881373.0,23514.0,341.70506380049443,105802.0,1537.512935281956,3.4166666666666665,61083.0,62886.237137474855,15.744328753952779,11.049082613301577,768131.0,246931.0,160301.0,13336.0,4607.0,305908.0,20742.0,11162.467141368445
