state_fips,state_abbr,year,imprisonment_rate,police_expenditure_per_capita_real_2024,has_death_penalty,executions_count,prisoners_total,police_expend_per_capita_nominal,population,has_imprisonment_rate,has_police_expenditure,police_expenditure_imputed_flag,sworn_officers_per_100k,has_sworn_officers
16,ID,2011,488.4893503135825,340.2666995377932,1,1,7739.0,243.99724289768423,1584272.0,1,1,0,194.0954583556359,1
16,ID,2012,500.34149795414527,339.9080551522988,1,1,7985.0,,1595910.0,1,1,1,193.11865957353484,1
16,ID,2013,511.2735127194949,339.5494107668044,1,0,8242.0,,1612053.0,1,1,1,187.2767210507347,1
16,ID,2014,497.2896275565968,339.19076638131,1,0,8117.0,,1632248.0,1,1,1,185.93988168464597,1
16,ID,2015,487.2631989809349,338.8321219958156,1,0,8052.0,,1652495.0,1,1,1,186.6268884323402,1
16,ID,2016,490.013277625894,338.4734776103212,1,0,8252.0,,1684036.0,1,1,1,187.2287765819733,1
16,ID,2017,498.8530276290962,338.1148332248268,1,0,8579.0,264.20661202678303,1719745.0,1,1,0,183.74817196735563,1
16,ID,2018,494.4996615439759,325.8348801824583,1,0,8664.0,260.8297366435436,1752074.0,1,1,0,164.60491965522004,1
16,ID,2019,527.4837065274502,328.1478725207269,1,0,9437.0,267.4410025376455,1789060.0,1,1,0,166.12075615127497,1
16,ID,2020,451.8398034313005,352.1046516346534,1,0,8356.0,290.50606490573875,1849328.0,1,1,0,161.68035091665732,1
16,ID,2021,467.5946463116615,325.4216435111026,1,0,8907.0,281.1048609999186,1904855.0,1,1,0,156.65234361670574,1
16,ID,2022,468.8744080524934,321.188811118174,1,0,9110.0,299.6519212270407,1942951.0,1,1,0,158.7790942746369,1
16,ID,2023,498.8081687005868,,1,0,9829.0,,1970497.0,1,0,0,153.76831327325036,1
16,ID,2024,,,1,0,,,2000872.0,0,0,0,157.1814688795685,1
17,IL,1979,99.68555310565552,,1,0,11361.0,,11396837.0,1,0,0,232.22232624718595,1
17,IL,1980,114.59852648543006,,1,0,13104.0,,11434702.0,1,0,0,218.40534191446352,1
17,IL,1981,,,1,0,,,11443458.0,0,0,0,221.72493664065527,1
17,IL,1982,,,1,0,,,11423412.0,0,0,0,222.64801444612172,1
17,IL,1983,,,1,0,,,11408818.0,0,0,0,236.58016106488859,1
17,IL,1984,,,1,0,,,11412132.0,0,0,0,235.53881080239873,1
17,IL,1985,163.45892202025192,,1,0,18634.0,,11399806.0,1,0,0,235.62681680723338,1
17,IL,1986,170.85765254968777,,1,0,19456.0,,11387257.0,1,0,0,242.22690328320508,1
17,IL,1987,,,1,0,,,11391178.0,0,0,0,244.6015679853304,1
17,IL,1988,185.0804328604729,,1,0,21081.0,,11390183.0,1,0,0,252.17329695229654,1
17,IL,1989,216.58608376566704,,1,0,24712.0,,11409782.0,1,0,0,251.5998991041196,1
17,IL,1990,240.37783243945847,,1,1,27516.0,,11446979.0,1,0,0,255.9277867112362,1
17,IL,1991,252.3844325918585,,1,0,29115.0,,11535973.0,1,0,0,256.37195926169386,1
17,IL,1992,271.93351345920485,,1,0,31640.0,,11635197.0,1,0,0,254.62396554179531,1
17,IL,1993,,,1,0,,,11725984.0,0,0,0,256.44756124517994,1
17,IL,1994,,,1,1,,,11804986.0,0,0,0,267.90374846696136,1
17,IL,1995,,,1,5,,,11884935.0,0,0,0,274.7596011252901,1
17,IL,1996,325.0396573982287,,1,1,38852.0,,11953003.0,1,0,0,272.5591217537551,1
17,IL,1997,339.57431992932777,,1,2,40788.0,,12011509.0,1,0,0,260.50015863951813,1
17,IL,1998,,,1,1,,,12069774.0,0,0,0,281.52971215533944,1
17,IL,1999,368.2275524246045,,1,1,44660.0,,12128370.0,1,0,0,281.4557933176511,1
17,IL,2000,364.1661065833071,,1,0,45281.0,,12434161.0,1,0,0,296.01514730266075,1
17,IL,2001,355.11226577848566,,1,0,44348.0,,12488445.0,1,0,0,294.4642027089842,1
17,IL,2002,340.8471448293393,449.09647863946685,1,0,42693.0,257.5559120888526,12525556.0,1,1,0,292.4979937018365,1
17,IL,2003,345.794673879576,459.31497667183214,1,0,43418.0,,12556006.0,1,1,1,292.4018991389459,1
17,IL,2004,349.9189381730711,469.5334747041975,1,0,44054.0,,12589773.0,1,1,1,290.90278275867246,1
17,IL,2005,356.2200280208341,479.7519727365628,1,0,44919.0,,12609903.0,1,1,1,291.16798122872154,1
17,IL,2006,356.7396435688042,489.97047076892807,1,0,45106.0,,12643955.0,1,1,1,295.91215723244824,1
17,IL,2007,356.1395496770366,500.18896880129336,1,0,45215.0,,12695866.0,1,1,1,295.2850951640479,1
17,IL,2008,356.7416995226656,510.4074668336587,1,0,45474.0,,12747038.0,1,1,1,293.95064170986234,1
17,IL,2009,352.9091463491826,520.625964866024,1,0,45161.0,356.06454999844493,12796778.0,1,1,0,287.47861375730673,1
17,IL,2010,377.0712224442187,516.1434664562188,1,0,48418.0,358.78905451443063,12840545.0,1,1,0,277.48043404699723,1
17,IL,2011,376.3429955261136,501.0571817774076,0,0,48427.0,359.29631390271345,12867783.0,1,1,0,272.043754545752,1
17,IL,2012,383.04656459284536,505.26520756051343,0,0,49348.0,,12883029.0,1,1,1,268.05807857763887,1
17,IL,2013,377.2785170464318,509.47323334361926,0,0,48653.0,,12895778.0,1,1,1,264.26478495520007,1
17,IL,2014,374.68106552906255,513.6812591267251,0,0,48278.0,,12885092.0,1,1,1,266.3388045657726,1
17,IL,2015,359.5761449533558,517.8892849098308,0,0,46240.0,,12859585.0,1,1,1,275.10996661245287,1
17,IL,2016,340.49283133785053,522.0973106929367,0,0,43657.0,,12821709.0,1,1,1,265.8147989476286,1
17,IL,2017,324.15764357338514,526.3053364760425,0,0,41427.0,411.2607202579865,12779893.0,1,1,0,268.3042807948392,1
17,IL,2018,314.07457237644786,558.9216580182467,0,0,39965.0,447.4149261848132,12724685.0,1,1,0,210.09557407511465,1
17,IL,2019,302.03638315161334,542.3897272993268,0,0,38259.0,442.04843176574246,12667017.0,1,1,0,232.50146423581813,1
17,IL,2020,232.3422543880792,548.2444204809962,0,0,29729.0,452.3323632932844,12795348.0,1,1,0,206.2937248756345,1
17,IL,2021,228.1287288380691,544.1837727186869,0,0,28980.0,470.07538324130775,12703354.0,1,1,0,72.95711038202982,1
17,IL,2022,235.01184853385644,527.2912390715022,0,0,29634.0,491.934424128581,12609577.0,1,1,0,231.7127687947026,1
17,IL,2023,236.1045005421744,,0,0,29828.0,,12633389.0,1,0,0,255.37090641315646,1
17,IL,2024,,,0,0,,,12703033.0,0,0,0,253.79765604009685,1
18,IN,1979,103.01437474982612,,1,0,5667.0,,5501174.0,1,0,0,134.80758834386987,1
18,IN,1980,121.71443422457632,,1,0,6683.0,,5490721.0,1,0,0,130.27433009253247,1
18,IN,1981,,,1,1,,,5480435.0,0,0,0,136.66798347211488,1
18,IN,1982,160.75576791329502,,1,0,8790.0,,5467922.0,1,0,0,137.2916438822646,1
18,IN,1983,171.73067273105897,,1,0,9360.0,,5450395.0,1,0,0,157.65829816004162,1
18,IN,1984,,,1,0,,,5458322.0,0,0,0,151.91481924298347,1
18,IN,1985,181.4181573124761,,1,1,9904.0,,5459211.0,1,0,0,159.03397029350944,1
18,IN,1986,186.55662850827304,,1,0,10175.0,,5454108.0,1,0,0,158.77940077460877,1
18,IN,1987,197.8252560016313,,1,0,10827.0,,5473012.0,1,0,0,158.04825569540137,1
18,IN,1988,207.69392550805887,,1,0,11406.0,,5491735.0,1,0,0,158.69301778035538,1
18,IN,1989,223.41936816546465,,1,0,12341.0,,5523693.0,1,0,0,157.55763399595162,1
18,IN,1990,229.26692369188152,,1,0,12736.0,,5555097.0,1,0,0,159.45716159411796,1
18,IN,1991,232.2002148494608,,1,0,13008.0,,5602062.0,1,0,0,161.38700357118503,1
18,IN,1992,233.0822821527767,,1,0,13166.0,,5648649.0,1,0,0,163.31338697093764,1
18,IN,1993,,,1,0,,,5701965.0,0,0,0,158.80490322195945,1
18,IN,1994,,,1,1,,,5745626.0,0,0,0,159.46043129155987,1
18,IN,1995,,,1,0,,,5791819.0,0,0,0,163.1439104018962,1
18,IN,1996,290.66439436577235,,1,1,16960.0,,5834908.0,1,0,0,166.34366814352515,1
18,IN,1997,304.8683921483149,,1,1,17903.0,,5872370.0,1,0,0,171.2596447430935,1
18,IN,1998,324.9533610591208,,1,1,19197.0,,5907617.0,1,0,0,183.57655887306169,1
18,IN,1999,324.90865992887984,,1,1,19309.0,,5942901.0,1,0,0,183.32797399788421,1
18,IN,2000,330.3585469542502,,1,0,20125.0,,6091866.0,1,0,0,183.60548311469753,1
18,IN,2001,342.14786479888244,,1,2,20966.0,,6127760.0,1,0,0,181.74667415172917,1
18,IN,2002,351.05776233043485,253.615243023264,1,0,21611.0,145.44782322582302,6155967.0,1,1,0,184.37395782011177,1
18,IN,2003,372.282518359149,256.3410329737812,1,2,23069.0,,6196638.0,1,1,1,183.97072735247727,1
18,IN,2004,385.1752452708621,259.0668229242984,1,0,24008.0,,6233007.0,1,1,1,184.6460303991316,1
18,IN,2005,389.49666614425854,261.7926128748155,1,5,24455.0,,6278616.0,1,1,1,183.35250953394825,1
18,IN,2006,412.0063751950402,264.5184028253327,1,1,26091.0,,6332669.0,1,1,1,180.09783868381564,1
18,IN,2007,425.2931884903738,267.2441927758499,1,2,27132.0,,6379599.0,1,1,1,182.5820086811099,1
18,IN,2008,440.822648964031,269.96998272636705,1,0,28322.0,,6424806.0,1,1,1,183.9899912931223,1
18,IN,2009,445.99087365939937,272.69577267688425,1,1,28808.0,186.5010662878861,6459325.0,1,1,0,187.2796306115577,1
18,IN,2010,431.8274785438225,283.9276563124504,1,0,28028.0,197.3678676168679,6490555.0,1,1,0,185.76223450845112,1
18,IN,2011,443.5306302504891,277.22883925091725,1,0,28906.0,198.7942767271472,6517250.0,1,1,0,184.17277225823776,1
18,IN,2012,440.90913748287386,273.990748840404,1,0,28831.0,,6538989.0,1,1,1,179.7372651949713,1
18,IN,2013,455.2569600073053,270.7526584298908,1,0,29913.0,,6570575.0,1,1,1,174.80966277684982,1
18,IN,2014,443.76767259160414,267.5145680193775,1,0,29271.0,,6596019.0,1,1,1,177.15230959765276,1
18,IN,2015,413.75240076219376,264.2764776088643,1,0,27355.0,,6611442.0,1,1,1,182.3202865577585,1
18,IN,2016,384.8507464260524,261.0383871983511,1,0,25546.0,,6637898.0,1,1,1,179.55985464073115,1
18,IN,2017,390.629456198886,257.80029678783785,1,0,26024.0,201.4479588019816,6662068.0,1,1,0,181.05489166427,1
18,IN,2018,401.2402214770782,281.98069610284523,1,0,26877.0,225.7246083104513,6698481.0,1,1,0,132.32850850812295,1
18,IN,2019,403.8026982577652,283.2541797234677,1,0,27180.0,230.8525763592685,6731010.0,1,1,0,118.40719297698266,1
18,IN,2020,383.6507719110671,290.8383578057393,1,0,26051.0,239.95793994070945,6790290.0,1,1,0,120.86376281425389,1
18,IN,2021,366.4687815470671,290.23737186525614,1,0,24972.0,250.7120767841029,6814223.0,1,1,0,67.52053755798717,1
18,IN,2022,369.5977967375825,284.76765335963194,1,0,25286.0,265.6729359141158,6841491.0,1,1,0,125.48434252124281,1
18,IN,2023,364.57840608262336,,1,0,25088.0,,6881373.0,1,0,0,129.2038667283404,1
18,IN,2024,,,1,1,,,6934754.0,0,0,0,153.09843723367837,1
20,KS,1979,97.40925413436352,,1,0,2290.0,,2350906.0,1,0,0,162.8308405355212,1
20,KS,1980,105.27475486895742,,1,0,2494.0,,2369039.0,1,0,0,157.4478090060991,1
20,KS,1981,,,1,0,,,2384849.0,0,0,0,159.71661098878798,1
20,KS,1982,128.1858002783606,,1,0,3078.0,,2401202.0,1,0,0,163.16827988649018,1
20,KS,1983,153.38242398876272,,1,0,3705.0,,2415531.0,1,0,0,181.24379277268642,1
20,KS,1984,,,1,0,,,2424086.0,0,0,0,182.5430285889197,1
20,KS,1985,194.94068768911657,,1,0,4732.0,,2427405.0,1,0,0,189.13201546507486,1
20,KS,1986,219.7220362087117,,1,0,5345.0,,2432619.0,1,0,0,190.04209043833006,1
20,KS,1987,236.406232684092,,1,0,5781.0,,2445367.0,1,0,0,198.33423776472,1
20,KS,1988,236.2717079962762,,1,0,5817.0,,2461996.0,1,0,0,202.8435464558025,1
20,KS,1989,227.1064670750216,,1,0,5616.0,,2472849.0,1,0,0,207.89785385197396,1
20,KS,1990,232.87941264563025,,1,0,5777.0,,2480683.0,1,0,0,217.92385403536042,1
20,KS,1991,236.573369204744,,1,0,5903.0,,2495209.0,1,0,0,221.62472161650587,1
20,KS,1992,238.6341953142505,,1,0,6028.0,,2526042.0,1,0,0,232.57728889701755,1
20,KS,1993,,,1,0,,,2547605.0,0,0,0,235.16204435145954,1
20,KS,1994,,,1,0,,,2569118.0,0,0,0,239.8488508507589,1
20,KS,1995,,,1,0,,,2586942.0,0,0,0,243.33750041554856,1
20,KS,1996,298.50677336346627,,1,0,7756.0,,2598266.0,1,0,0,243.6625041469965,1
20,KS,1997,302.3690737324177,,1,0,7911.0,,2616339.0,1,0,0,250.12049279546727,1
20,KS,1998,310.1187076656509,,1,0,8183.0,,2638667.0,1,0,0,253.8402913289172,1
20,KS,1999,322.7894555193342,,1,0,8567.0,,2654052.0,1,0,0,255.04398557375666,1
20,KS,2000,309.7619948316077,,1,0,8344.0,,2693681.0,1,0,0,254.03898976901866,1
20,KS,2001,317.4125015450591,,1,0,8577.0,,2702162.0,1,0,0,259.49591475270546,1
20,KS,2002,329.2752811369671,306.9810568915972,1,0,8935.0,176.05300834520284,2713535.0,1,1,0,260.8037117634377,1
20,KS,2003,335.3649131620813,314.82739125005395,1,0,9132.0,,2723004.0,1,1,1,264.34041227996727,1
20,KS,2004,327.8996684066146,322.6737256085107,1,0,8966.0,,2734373.0,1,1,1,276.114487672311,1
20,KS,2005,330.3101046552671,330.5200599669675,1,0,9068.0,,2745299.0,1,1,1,270.5351948913397,1
20,KS,2006,319.081439239706,338.36639432542427,1,0,8816.0,,2762931.0,1,1,1,272.1747303859561,1
20,KS,2007,312.3804460473779,346.21272868388104,1,0,8696.0,,2783785.0,1,1,1,274.2309481515275,1
20,KS,2008,304.0872113147935,354.0590630423378,1,0,8539.0,,2808076.0,1,1,1,271.5382347201429,1
20,KS,2009,305.0442262940286,361.9053974007946,1,0,8641.0,247.5129770000678,2832704.0,1,1,0,269.07153024107,1
20,KS,2010,316.6605207492935,368.82972844171815,1,0,9051.0,256.3862145790489,2858266.0,1,1,0,266.28032520416224,1
20,KS,2011,325.0191572082851,356.8203445587789,1,0,9327.0,255.86747219286352,2869677.0,1,1,0,262.81703480914405,1
20,KS,2012,335.47884563676536,360.66258918671343,1,0,9682.0,,2886024.0,1,1,1,263.9271191091966,1
20,KS,2013,337.31747783406456,364.504833814648,1,0,9763.0,,2894306.0,1,1,1,262.5154354791788,1
20,KS,2014,340.3677846733528,368.3470784425825,1,0,9877.0,,2901861.0,1,1,1,266.0361747168455,1
20,KS,2015,338.6450829812723,372.189323070517,1,0,9857.0,,2910717.0,1,1,1,260.5543582560586,1
20,KS,2016,340.54508497664074,376.0315676984515,1,0,9920.0,,2912977.0,1,1,1,265.60456879680135,1
20,KS,2017,344.0526134257128,379.873812326386,1,0,10015.0,296.8375329624046,2910892.0,1,1,0,266.79107297694316,1
20,KS,2018,350.80274709655623,364.7562011035026,1,0,10218.0,291.9861244433092,2912748.0,1,1,0,225.45719712106916,1
20,KS,2019,349.408696935936,421.223449264844,1,0,10177.0,343.2977355556052,2912635.0,1,1,0,235.66289631210225,1
20,KS,2020,298.7808488929215,424.5024067996421,1,0,8779.0,350.2382691335117,2938274.0,1,1,0,191.2687516548831,1
20,KS,2021,289.93190121968064,439.1223490178927,1,0,8521.0,379.321502868696,2938966.0,1,1,0,181.90070929707932,1
20,KS,2022,296.42270988014434,389.9073596050648,1,0,8709.0,363.76263855353614,2938034.0,1,1,0,204.79681310699604,1
20,KS,2023,309.3483547244189,,1,0,9125.0,,2949749.0,1,0,0,212.7977668608414,1
20,KS,2024,,,1,0,,,2965252.0,0,0,0,242.711243428889,1
21,KY,1979,101.35086896494154,,1,0,3691.0,,3641804.0,1,0,0,115.95901371957413,1
21,KY,1980,98.4656766062964,,1,0,3608.0,,3664221.0,1,0,0,109.05455757171852,1
21,KY,1981,,,1,0,,,3670394.0,0,0,0,107.91756961241762,1
21,KY,1982,110.68442721419756,,1,0,4077.0,,3683445.0,1,0,0,108.40395336430977,1
21,KY,1983,128.24524344942353,,1,0,4738.0,,3694484.0,1,0,0,136.74440057123,1
21,KY,1984,,,1,0,,,3695453.0,0,0,0,137.4662321506998,1
21,KY,1985,157.0033338511746,,1,0,5801.0,,3694826.0,1,0,0,139.76300913764274,1
21,KY,1986,143.3913741194297,,1,0,5288.0,,3687809.0,1,0,0,142.7405811960435,1
21,KY,1987,174.73323724272254,,1,0,6436.0,,3683329.0,1,0,0,143.72867587989018,1
21,KY,1988,193.45113952476615,,1,0,7119.0,,3679999.0,1,0,0,143.53264769908907,1
21,KY,1989,225.4095797303787,,1,0,8289.0,,3677306.0,1,0,0,147.3905081600498,1
21,KY,1990,244.35463079512883,,1,0,9023.0,,3692584.0,1,0,0,152.35943176918926,1
21,KY,1991,263.79080223738964,,1,0,9799.0,,3714686.0,1,0,0,154.25260708442113,1
21,KY,1992,275.9055446791813,,1,0,10364.0,,3756358.0,1,0,0,181.07965215243064,1
21,KY,1993,,,1,0,,,3792288.0,0,0,0,182.50196187631317,1
21,KY,1994,,,1,0,,,3823215.0,0,0,0,182.98735488325926,1
21,KY,1995,,,1,0,,,3855248.0,0,0,0,187.27718683726704,1
21,KY,1996,332.6418539720297,,1,0,12910.0,,3881051.0,1,0,0,185.61982308400482,1
21,KY,1997,373.6102211567791,,1,1,14600.0,,3907816.0,1,0,0,186.3700849784125,1
21,KY,1998,380.93083666513314,,1,0,14987.0,,3934310.0,1,0,0,197.54416911732935,1
21,KY,1999,386.7123642170507,,1,1,15317.0,,3960825.0,1,0,0,198.97369866126377,1
21,KY,2000,368.4594374788375,,1,0,14919.0,,4049021.0,1,0,0,197.97378181046727,1
21,KY,2001,379.1420730694088,,1,0,15424.0,,4068132.0,1,0,0,200.5834618935669,1
21,KY,2002,386.8088878021945,231.38218440001532,1,0,15820.0,132.6972095724197,4089875.0,1,1,0,201.49760078242,1
21,KY,2003,403.7239171566878,231.29335788406527,1,0,16622.0,,4117170.0,1,1,1,228.96795614463332,1
21,KY,2004,429.6566822660616,231.2045313681152,1,0,17814.0,,4146101.0,1,1,1,227.5873163726595,1
21,KY,2005,470.0744152998201,231.1157048521651,1,0,19662.0,,4182742.0,1,1,1,229.0124516405745,1
21,KY,2006,474.019129990029,231.02687833621505,1,0,20000.0,,4219239.0,1,1,1,230.51550291415109,1
21,KY,2007,527.5717743814887,230.93805182026492,1,0,22457.0,,4256672.0,1,1,1,231.40143285646624,1
21,KY,2008,505.9817551921057,230.84922530431484,1,1,21706.0,,4289878.0,1,1,1,230.72917225151858,1
21,KY,2009,501.2191127601705,230.7603987883648,1,0,21638.0,157.82078324346537,4317074.0,1,1,0,225.36097365947398,1
21,KY,2010,472.4426832095195,229.78716752276196,1,0,20544.0,159.7329539809919,4348464.0,1,1,0,230.38019861725888,1
21,KY,2011,492.9284387792946,221.5531176407444,1,0,21545.0,158.87052695182618,4370817.0,1,1,0,228.0122915235298,1
21,KY,2012,503.8897049020424,221.11249063301543,1,0,22110.0,,4387865.0,1,1,1,228.19754026160788,1
21,KY,2013,477.2055496532034,220.67186362528648,1,0,21030.0,,4406906.0,1,1,1,221.53864865735733,1
21,KY,2014,490.3110533141106,220.23123661755756,1,0,21657.0,,4416992.0,1,1,1,219.94606284095605,1
21,KY,2015,489.9612248556487,219.79060960982855,1,0,21701.0,,4429126.0,1,1,1,228.03596014202353,1
21,KY,2016,518.4777805853921,219.3499826020996,1,0,23022.0,,4440306.0,1,1,1,223.83592482139747,1
21,KY,2017,528.3924238989673,218.90935559437065,1,0,23543.0,171.05815391452086,4455590.0,1,1,0,225.2226977796431,1
21,KY,2018,524.8558947895883,216.3214359337285,1,0,23431.0,173.16458917274997,4464273.0,1,1,0,166.00687278757368,1
21,KY,2019,516.1050858106877,224.5885406618095,1,0,23082.0,183.03999356042524,4472345.0,1,1,0,163.4489289176036,1
21,KY,2020,411.5103107155714,224.55085317989452,1,0,18552.0,185.26703474569297,4508271.0,1,1,0,164.47547186049817,1
21,KY,2021,411.68073094623577,230.1475150997064,1,0,18560.0,198.8054160858922,4508348.0,1,1,0,165.1602760035383,1
21,KY,2022,436.6945513596055,252.0736735047608,1,0,19744.0,235.1712075320963,4521238.0,1,1,0,147.43749388994783,1
21,KY,2023,421.4329246917495,,1,0,19175.0,,4549953.0,1,0,0,162.26541241195238,1
21,KY,2024,,,1,0,,,4584046.0,0,0,0,170.72254510535015,1
22,LA,1979,,,1,0,,,4137665.0,0,0,0,211.39942455467033,1
22,LA,1980,,,1,0,,,4223101.0,0,0,0,205.8439994686369,1
22,LA,1981,,,1,0,,,4283303.0,0,0,0,204.8886104952183,1
22,LA,1982,251.2286886390872,,1,0,10935.0,,4352608.0,1,0,0,186.37102169549843,1
22,LA,1983,295.2233696052798,,1,1,12976.0,,4395316.0,1,0,0,250.56218938524555,1
22,LA,1984,,,1,5,,,4400477.0,0,0,0,257.76751020400746,1
22,LA,1985,315.1004578371088,,1,1,13890.0,,4408118.0,1,0,0,263.19622115378945,1
22,LA,1986,324.4897398840324,,1,0,14300.0,,4406919.0,1,0,0,261.4525023037637,1
22,LA,1987,353.92440589040706,,1,8,15375.0,,4344148.0,1,0,0,272.8728395073096,1
22,LA,1988,378.7017678111891,,1,3,16242.0,,4288863.0,1,0,0,278.4887276651178,1
22,LA,1989,405.7707528097338,,1,0,17257.0,,4252894.0,1,0,0,284.06539170738796,1
22,LA,1990,440.8203586527142,,1,1,18599.0,,4219179.0,1,0,0,299.6317530021836,1
22,LA,1991,471.6631886723494,,1,1,20003.0,,4240950.0,1,0,0,315.5896674094248,1
22,LA,1992,487.2567491849981,,1,0,20810.0,,4270849.0,1,0,0,307.690578617975,1
22,LA,1993,,,1,1,,,4284749.0,0,0,0,315.8644765422665,1
22,LA,1994,,,1,0,,,4306500.0,0,0,0,317.68257285498663,1
22,LA,1995,,,1,1,,,4327978.0,0,0,0,321.3278810566967,1
22,LA,1996,617.2035670074627,,1,1,26779.0,,4338763.0,1,0,0,325.71495608310477,1
22,LA,1997,672.5437159160635,,1,1,29265.0,,4351390.0,1,0,0,351.4738968467547,1
22,LA,1998,738.6841076218301,,1,0,32227.0,,4362758.0,1,0,0,360.32252992258566,1
22,LA,1999,779.179489642695,,1,1,34066.0,,4372035.0,1,0,0,390.16156092071543,1
22,LA,2000,787.2966321808365,,1,1,35207.0,,4471885.0,1,0,0,385.69864833286186,1
22,LA,2001,799.7096837227479,,1,0,35810.0,,4477875.0,1,0,0,375.87025095608965,1
22,LA,2002,801.1977051840596,344.8573835769921,1,1,36032.0,197.77500424146487,4497267.0,1,1,0,389.79228940598813,1
22,LA,2003,797.3161939216667,361.68063947512064,1,0,36047.0,,4521042.0,1,1,1,382.8320993257749,1
22,LA,2004,811.447028911933,378.5038953732491,1,0,36939.0,,4552238.0,1,1,1,386.55711761994866,1
22,LA,2005,788.4188970569598,395.32715127137766,1,0,36083.0,,4576628.0,1,1,1,379.2093217976204,1
22,LA,2006,860.2110552413446,412.1504071695061,1,0,37012.0,,4302665.0,1,1,1,400.0311434889772,1
22,LA,2007,857.9432079991207,428.9736630676347,1,0,37540.0,,4375581.0,1,1,1,383.56049173812573,1
22,LA,2008,865.2971670485027,445.7969189657632,1,0,38381.0,,4435586.0,1,1,1,404.29832721088036,1
22,LA,2009,885.6437548089252,462.6201748638917,1,0,39780.0,316.3934484625688,4491648.0,1,1,0,384.7362927816249,1
22,LA,2010,867.9464907522826,458.24708858955984,1,1,39445.0,318.54329335579206,4544635.0,1,1,0,381.9008567244674,1
22,LA,2011,867.7421920684299,464.7990715779757,1,0,39710.0,333.296476324252,4576244.0,1,1,0,388.20045434640286,1
22,LA,2012,872.9121066685905,461.9211690743576,1,0,40172.0,,4602067.0,1,1,1,386.0873820394184,1
22,LA,2013,849.5170815643617,459.0432665707394,1,0,39299.0,,4626040.0,1,1,1,368.41445383092235,1
22,LA,2014,818.5645180800949,456.16536406712135,1,0,38030.0,,4645938.0,1,1,1,375.0157664609386,1
22,LA,2015,779.4518017792166,453.2874615635032,1,0,36377.0,,4666998.0,1,1,1,375.0162309904568,1
22,LA,2016,762.2166787073633,450.40955905988505,1,0,35682.0,,4681346.0,1,1,1,362.20352009870663,1
22,LA,2017,721.8947495898835,447.5316565562669,1,0,33739.0,349.70610909235626,4673673.0,1,1,0,378.2891956711563,1
22,LA,2018,694.5513404581461,416.83540397911867,1,0,32397.0,333.6753529355015,4664450.0,1,1,0,304.55895121611337,1
22,LA,2019,678.5544465398747,418.552392356729,1,0,31609.0,341.12082021602373,4658285.0,1,1,0,260.9329399124356,1
22,LA,2020,579.6036022093035,388.0263803732117,1,0,26964.0,320.1435036956071,4652145.0,1,1,0,130.17650997550592,1
22,LA,2021,563.3242917127119,423.50115346993607,1,0,26074.0,365.8276431616938,4628595.0,1,1,0,220.86615916925115,1
22,LA,2022,593.2762603425596,529.2677260211037,1,0,27296.0,493.778380366242,4600892.0,1,1,0,255.77648855917508,1
22,LA,2023,612.9020824449631,,1,0,28186.0,,4598777.0,1,0,0,319.4544984459999,1
22,LA,2024,,,1,0,,,4614878.0,0,0,0,309.97569166508845,1
25,MA,1979,50.95493450792241,,1,0,2924.0,,5738404.0,1,0,0,218.75420413062585,1
25,MA,1980,56.57775089952707,,1,0,3251.0,,5746075.0,1,0,0,211.17023359423607,1
25,MA,1981,,,1,0,,,5768685.0,0,0,0,201.01634947999415,1
25,MA,1982,,,1,0,,,5771222.0,0,0,0,203.2671763449751,1
25,MA,1983,,,1,0,,,5799407.0,0,0,0,231.05810645812582,1
25,MA,1984,,,0,0,,,5840773.0,0,0,0,228.41154758111642,1
25,MA,1985,,,0,0,,,5880733.0,0,0,0,230.5664957072528,1
25,MA,1986,,,0,0,,,5902678.0,0,0,0,236.06234322793824,1
25,MA,1987,105.5566076583046,,0,0,6265.0,,5935204.0,1,0,0,242.5358926163279,1
25,MA,1988,112.99365115145832,,0,0,6757.0,,5979982.0,1,0,0,244.18133700067992,1
25,MA,1989,125.07734214970117,,0,0,7524.0,,6015478.0,1,0,0,243.52179494297877,1
25,MA,1990,137.4557543002899,,0,0,8273.0,,6018664.0,1,0,0,240.68464363519877,1
25,MA,1991,152.61762142561363,,0,0,9155.0,,5998652.0,1,0,0,234.56936658435927,1
25,MA,1992,167.78249142317128,,0,0,10056.0,,5993474.0,1,0,0,244.03209223899194,1
25,MA,1993,,,0,0,,,6010884.0,0,0,0,249.78023199249893,1
25,MA,1994,,,0,0,,,6031352.0,0,0,0,252.67966452629526,1
25,MA,1995,,,0,0,,,6062335.0,0,0,0,261.73083473612064,1
25,MA,1996,193.8412194578066,,0,0,11796.0,,6085393.0,1,0,0,268.2653363554334,1
25,MA,1997,195.35682913316967,,0,0,11947.0,,6115476.0,1,0,0,269.23497042585075,1
25,MA,1998,192.56536879799796,,0,0,11832.0,,6144407.0,1,0,0,271.51521700955027,1
25,MA,1999,183.8978010156483,,0,0,11356.0,,6175169.0,1,0,0,274.9398437516447,1
25,MA,2000,168.55564694430402,,0,0,10722.0,,6361104.0,1,0,0,266.54178268426364,1
25,MA,2001,165.49868279429552,,0,0,10588.0,,6397634.0,1,0,0,265.98895779283407,1
25,MA,2002,160.95789974640056,391.67399783652473,0,0,10329.0,224.624236778436,6417206.0,1,1,0,263.99339525644024,1
