state_abbr,year,alcohol_per_capita_ethanol_gallons
SC,1991,2.41
SC,1992,2.33
SC,1993,2.3
SC,1994,2.29
SC,1995,2.2
SC,1996,2.3
SC,1997,2.4
SC,1998,2.37
SC,1999,2.41
SC,2000,2.43
SC,2001,2.27
SC,2002,2.3
SC,2003,2.35
SC,2004,2.38
SC,2005,2.42
SC,2006,2.45
SC,2007,2.42
SC,2008,2.4
SC,2009,2.34
SC,2010,2.31
SC,2011,2.31
SC,2012,2.32
SC,2013,2.31
SC,2014,2.28
SC,2015,2.25
SC,2016,2.23
SC,2017,2.19
SC,2018,2.16
SD,1977,2.39
SD,1978,2.42
SD,1979,2.44
SD,1980,2.56
SD,1981,2.54
SD,1982,2.44
SD,1983,2.44
SD,1984,2.35
SD,1985,2.35
SD,1986,2.29
SD,1987,2.28
SD,1988,2.21
SD,1989,2.17
SD,1990,2.34
SD,1991,2.27
SD,1992,2.26
SD,1993,2.2
SD,1994,2.24
SD,1995,2.21
SD,1996,2.15
SD,1997,2.15
SD,1998,2.23
SD,1999,2.27
SD,2000,2.3
SD,2001,2.35
SD,2002,2.34
SD,2003,2.41
SD,2004,2.45
SD,2005,2.52
SD,2006,2.5
SD,2007,2.61
SD,2008,2.66
SD,2009,2.65
SD,2010,2.69
SD,2011,2.77
SD,2012,2.76
SD,2013,2.82
SD,2014,2.75
SD,2015,2.81
SD,2016,2.88
SD,2017,2.85
SD,2018,2.37
TN,1977,1.86
TN,1978,1.93
TN,1979,1.91
TN,1980,1.91
TN,1981,1.98
TN,1982,1.97
TN,1983,1.95
TN,1984,1.97
TN,1985,1.97
TN,1986,1.98
TN,1987,1.97
TN,1988,1.97
TN,1989,1.93
TN,1990,1.96
TN,1991,1.87
TN,1992,1.9
TN,1993,1.87
TN,1994,1.86
TN,1995,1.83
TN,1996,1.8
TN,1997,1.8
TN,1998,1.84
TN,1999,1.83
TN,2000,1.85
TN,2001,1.81
TN,2002,1.86
TN,2003,1.96
TN,2004,1.93
TN,2005,1.92
TN,2006,1.89
TN,2007,1.9
TN,2008,1.87
TN,2009,1.83
TN,2010,1.88
TN,2011,2.04
TN,2012,2.0
TN,2013,2.0
TN,2014,2.02
TN,2015,2.06
TN,2016,2.14
TN,2017,2.11
TN,2018,2.14
TX,1977,2.51
TX,1978,2.6
TX,1979,2.68
TX,1980,2.77
TX,1981,2.94
TX,1982,2.84
TX,1983,2.78
TX,1984,2.8
TX,1985,2.71
TX,1986,2.63
TX,1987,2.52
TX,1988,2.47
TX,1989,2.46
TX,1990,2.47
TX,1991,2.4
TX,1992,2.45
TX,1993,2.33
TX,1994,2.31
TX,1995,2.27
TX,1996,2.26
TX,1997,2.22
TX,1998,2.21
TX,1999,2.23
TX,2000,2.25
TX,2001,2.21
TX,2002,2.21
TX,2003,2.19
TX,2004,2.21
TX,2005,2.2
TX,2006,2.24
TX,2007,2.24
TX,2008,2.28
TX,2009,2.26
TX,2010,2.23
TX,2011,2.27
TX,2012,2.28
TX,2013,2.25
TX,2014,2.23
TX,2015,2.28
TX,2016,2.33
TX,2017,2.34
TX,2018,2.26
UT,1977,1.64
UT,1978,1.66
UT,1979,1.6800000000000002
UT,1980,1.7
UT,1981,1.75
UT,1982,1.7
UT,1983,1.54
UT,1984,1.55
UT,1985,1.57
UT,1986,1.57
UT,1987,1.49
UT,1988,1.45
UT,1989,1.41
UT,1990,1.39
UT,1991,1.34
UT,1992,1.33
UT,1993,1.28
UT,1994,1.24
UT,1995,1.1900000000000002
UT,1996,1.23
UT,1997,1.27
UT,1998,1.27
UT,1999,1.25
UT,2000,1.29
UT,2001,1.3
UT,2002,1.3
UT,2003,1.3
UT,2004,1.3
UT,2005,1.27
UT,2006,1.33
UT,2007,1.38
UT,2008,1.41
UT,2009,1.36
UT,2010,1.35
UT,2011,1.36
UT,2012,1.37
UT,2013,1.37
UT,2014,1.37
UT,2015,1.4
UT,2016,1.34
UT,2017,1.36
UT,2018,1.35
VA,1977,2.27
VA,1978,2.3
VA,1979,2.36
VA,1980,2.38
VA,1981,2.39
VA,1982,2.59
VA,1983,2.56
VA,1984,2.55
VA,1985,2.54
VA,1986,2.52
VA,1987,2.35
VA,1988,2.24
VA,1989,2.18
VA,1990,2.18
VA,1991,2.06
VA,1992,2.1
VA,1993,2.05
VA,1994,1.99
VA,1995,1.94
VA,1996,1.91
VA,1997,1.88
VA,1998,1.95
VA,1999,1.97
VA,2000,1.97
VA,2001,1.97
VA,2002,2.0
VA,2003,2.02
VA,2004,2.04
VA,2005,2.05
VA,2006,2.08
VA,2007,2.1
VA,2008,2.12
VA,2009,2.11
VA,2010,2.12
VA,2011,2.12
VA,2012,2.13
VA,2013,2.1
VA,2014,2.11
VA,2015,2.13
VA,2016,2.14
VA,2017,2.13
VA,2018,2.13
VT,1977,3.38
VT,1978,3.52
VT,1979,3.46
VT,1980,3.29
VT,1981,3.32
VT,1982,3.22
VT,1983,3.23
VT,1984,3.15
VT,1985,3.17
VT,1986,3.22
VT,1987,3.18
VT,1988,3.05
VT,1989,2.91
VT,1990,2.8
VT,1991,2.69
VT,1992,2.57
VT,1993,2.52
VT,1994,2.5
VT,1995,2.35
VT,1996,2.42
VT,1997,2.38
VT,1998,2.39
VT,1999,2.42
VT,2000,2.43
VT,2001,2.45
VT,2002,2.48
VT,2003,2.51
VT,2004,2.56
VT,2005,2.69
VT,2006,2.73
VT,2007,2.78
VT,2008,2.79
VT,2009,2.77
VT,2010,2.8
VT,2011,2.85
VT,2012,2.93
VT,2013,3.01
VT,2014,3.06
VT,2015,3.08
VT,2016,3.09
VT,2017,3.09
VT,2018,3.06
WA,1977,2.85
WA,1978,2.91
WA,1979,2.94
WA,1980,3.1
WA,1981,2.96
WA,1982,2.83
WA,1983,2.76
WA,1984,2.7
WA,1985,2.67
WA,1986,2.66
WA,1987,2.59
WA,1988,2.51
WA,1989,2.47
WA,1990,2.49
WA,1991,2.39
WA,1992,2.44
WA,1993,2.27
WA,1994,2.23
WA,1995,2.2
WA,1996,2.12
WA,1997,2.15
WA,1998,2.14
WA,1999,2.14
WA,2000,2.18
WA,2001,2.15
WA,2002,2.17
WA,2003,2.21
WA,2004,2.3
WA,2005,2.34
WA,2006,2.28
WA,2007,2.38
WA,2008,2.37
WA,2009,2.34
WA,2010,2.25
WA,2011,2.25
WA,2012,2.26
WA,2013,2.24
WA,2014,2.26
WA,2015,2.26
WA,2016,2.26
WA,2017,2.23
WA,2018,2.22
WI,1977,3.37
WI,1978,3.31
WI,1979,3.39
WI,1980,3.45
WI,1981,3.48
WI,1982,3.3
WI,1983,3.35
WI,1984,3.21
WI,1985,3.2
WI,1986,3.18
WI,1987,3.14
WI,1988,3.05
WI,1989,2.99
WI,1990,3.07
WI,1991,2.76
WI,1992,2.74
WI,1993,2.71
WI,1994,2.72
WI,1995,2.73
WI,1996,2.65
WI,1997,2.71
WI,1998,2.74
WI,1999,2.72
WI,2000,2.76
WI,2001,2.75
WI,2002,2.82
WI,2003,2.82
WI,2004,2.85
WI,2005,2.95
WI,2006,2.99
WI,2007,3.0
WI,2008,3.01
WI,2009,2.96
WI,2010,2.94
WI,2011,2.99
WI,2012,3.02
WI,2013,3.0
WI,2014,2.98
WI,2015,2.98
WI,2016,2.99
WI,2017,2.99
WI,2018,2.93
WV,1977,1.8
WV,1978,1.78
WV,1979,1.77
WV,1980,1.81
WV,1981,1.85
WV,1982,1.8
WV,1983,1.76
WV,1984,1.7
WV,1985,1.6900000000000002
WV,1986,1.6700000000000002
WV,1987,1.6800000000000002
WV,1988,1.6800000000000002
WV,1989,1.65
WV,1990,1.72
WV,1991,1.7
WV,1992,1.66
WV,1993,1.6700000000000002
WV,1994,1.64
WV,1995,1.58
WV,1996,1.58
WV,1997,1.58
WV,1998,1.64
WV,1999,1.6900000000000002
WV,2000,1.7
WV,2001,1.72
WV,2002,1.74
WV,2003,1.72
WV,2004,1.75
WV,2005,1.73
WV,2006,1.72
WV,2007,1.75
WV,2008,1.79
WV,2009,1.77
WV,2010,1.78
WV,2011,1.78
WV,2012,1.8
WV,2013,1.8
WV,2014,1.78
WV,2015,1.78
WV,2016,1.76
WV,2017,1.74
WV,2018,1.74
WY,1977,3.29
WY,1978,3.38
WY,1979,3.39
WY,1980,3.41
WY,1981,3.43
WY,1982,3.22
WY,1983,3.01
WY,1984,2.89
WY,1985,2.89
WY,1986,2.73
WY,1987,2.66
WY,1988,2.56
WY,1989,2.5
WY,1990,2.63
WY,1991,2.56
WY,1992,2.56
WY,1993,2.45
WY,1994,2.43
WY,1995,2.29
WY,1996,2.33
WY,1997,2.4
WY,1998,2.36
WY,1999,2.47
WY,2000,2.5
WY,2001,2.53
WY,2002,2.57
WY,2003,2.84
WY,2004,2.58
WY,2005,2.41
WY,2006,2.72
WY,2007,2.8
WY,2008,2.87
WY,2009,2.73
WY,2010,2.66
WY,2011,2.66
WY,2012,2.73
WY,2013,2.67
WY,2014,2.73
WY,2015,2.74
WY,2016,2.68
WY,2017,2.68
WY,2018,2.78
