state,state_abbr,year,nics_total,nics_handgun,nics_long_gun,nics_multiple,nics_permit,nics_permit_recheck,nics_other
Vermont,VT,2016,39417,18320.0,18853.0,885,0.0,0.0,1291.0
Vermont,VT,2017,37610,17599.0,17825.0,869,0.0,0.0,1176.0
Vermont,VT,2018,41550,18532.0,19745.0,1059,2.0,0.0,2018.0
Vermont,VT,2019,35843,16299.0,16832.0,854,0.0,0.0,1642.0
Vermont,VT,2020,57965,28734.0,24988.0,1636,0.0,0.0,2268.0
Vermont,VT,2021,51549,24355.0,23321.0,1514,1.0,0.0,1859.0
Vermont,VT,2022,44722,20750.0,20741.0,1322,0.0,0.0,1507.0
Vermont,VT,2023,41495,18334.0,20021.0,1389,0.0,0.0,1312.0
Vermont,VT,2024,38173,16496.0,18543.0,1323,3.0,0.0,1300.0
Vermont,VT,2025,35179,15401.0,17070.0,1248,7.0,0.0,1150.0
Vermont,VT,2026,9474,4306.0,4456.0,312,0.0,0.0,328.0
Virginia,VA,1999,208554,84170.0,122192.0,1944,0.0,0.0,0.0
Virginia,VA,2000,188508,71978.0,114634.0,1896,0.0,0.0,0.0
Virginia,VA,2001,196181,73338.0,120955.0,1887,0.0,0.0,0.0
Virginia,VA,2002,191789,69145.0,120780.0,1864,0.0,0.0,0.0
Virginia,VA,2003,200270,72882.0,125201.0,2186,1.0,0.0,0.0
Virginia,VA,2004,213062,80005.0,130520.0,2532,0.0,0.0,0.0
Virginia,VA,2005,221725,89812.0,129074.0,2836,3.0,0.0,0.0
Virginia,VA,2006,238862,103742.0,132077.0,3038,0.0,0.0,0.0
Virginia,VA,2007,241538,114206.0,124081.0,3228,0.0,0.0,0.0
Virginia,VA,2008,278974,137088.0,137713.0,4167,0.0,0.0,0.0
Virginia,VA,2009,296463,148246.0,143801.0,4416,0.0,0.0,0.0
Virginia,VA,2010,320783,169736.0,145468.0,5579,0.0,0.0,0.0
Virginia,VA,2011,331468,175556.0,149404.0,6424,0.0,0.0,84.0
Virginia,VA,2012,448754,235889.0,203068.0,0,0.0,0.0,9797.0
Virginia,VA,2013,498426,257928.0,229551.0,0,0.0,0.0,10947.0
Virginia,VA,2014,419764,221407.0,187656.0,0,732.0,0.0,9969.0
Virginia,VA,2015,462997,262120.0,184030.0,0,6028.0,0.0,10728.0
Virginia,VA,2016,528369,295963.0,209975.0,0,9817.0,0.0,12547.0
Virginia,VA,2017,520827,292199.0,198004.0,0,11835.0,1.0,18622.0
Virginia,VA,2018,476760,253744.0,168859.0,0,18450.0,305.0,34835.0
Virginia,VA,2019,512766,281144.0,173799.0,4,10353.0,2604.0,44048.0
Virginia,VA,2020,823513,480071.0,259191.0,0,7859.0,4787.0,69494.0
Virginia,VA,2021,655339,365793.0,219649.0,0,10185.0,6336.0,48080.0
Virginia,VA,2022,567504,318410.0,192081.0,1,4690.0,2113.0,43642.0
Virginia,VA,2023,541716,293705.0,192876.0,0,4148.0,2096.0,42235.0
Virginia,VA,2024,527538,278554.0,191603.0,1,4239.0,1505.0,44435.0
Virginia,VA,2025,521283,284136.0,183286.0,2,3333.0,860.0,42896.0
Virginia,VA,2026,199780,98930.0,68809.0,1,852.0,274.0,29168.0
Washington,WA,1999,133674,29640.0,88327.0,1892,12977.0,0.0,0.0
Washington,WA,2000,134255,34495.0,77732.0,1762,20104.0,0.0,0.0
Washington,WA,2001,161380,40469.0,82660.0,2097,32748.0,0.0,0.0
Washington,WA,2002,193439,43246.0,74411.0,2881,50549.0,0.0,0.0
Washington,WA,2003,213916,52210.0,80915.0,3128,54061.0,0.0,0.0
Washington,WA,2004,203432,55820.0,86352.0,3173,34659.0,0.0,0.0
Washington,WA,2005,219559,62214.0,92216.0,3265,40050.0,0.0,0.0
Washington,WA,2006,255387,70278.0,96733.0,3182,64972.0,0.0,0.0
Washington,WA,2007,276156,79340.0,96921.0,3462,77723.0,0.0,0.0
Washington,WA,2008,316589,97464.0,113027.0,4628,82055.0,0.0,0.0
Washington,WA,2009,336732,111756.0,111328.0,6684,83867.0,0.0,1612.0
Washington,WA,2010,335342,117336.0,103848.0,4487,80101.0,0.0,4031.0
Washington,WA,2011,394410,137157.0,116763.0,5038,101640.0,0.0,5362.0
Washington,WA,2012,519209,183670.0,154850.0,6479,132907.0,0.0,9359.0
Washington,WA,2013,561122,199142.0,159388.0,6750,152569.0,0.0,11676.0
Washington,WA,2014,482115,167432.0,130056.0,6636,132184.0,0.0,13687.0
Washington,WA,2015,502280,183549.0,129667.0,6814,126583.0,0.0,15639.0
Washington,WA,2016,713996,214106.0,151029.0,8028,268274.0,652.0,23732.0
Washington,WA,2017,579678,198632.0,138087.0,7790,159260.0,713.0,22861.0
Washington,WA,2018,627301,202826.0,148345.0,9382,177654.0,736.0,33596.0
Washington,WA,2019,607170,206107.0,128716.0,8215,172462.0,2487.0,46455.0
Washington,WA,2020,781471,331470.0,177262.0,772,178713.0,5416.0,55758.0
Washington,WA,2021,736846,282581.0,169182.0,811,206581.0,3981.0,43501.0
Washington,WA,2022,706260,277473.0,152154.0,1068,195374.0,3338.0,47974.0
Washington,WA,2023,644741,219088.0,139710.0,1469,175820.0,4385.0,71784.0
Washington,WA,2024,418108,143189.0,79713.0,477,151296.0,6007.0,5990.0
Washington,WA,2025,426468,149174.0,81743.0,1154,148480.0,7374.0,6714.0
Washington,WA,2026,119246,38745.0,21039.0,330,46740.0,2591.0,2071.0
West Virginia,WV,1999,134471,40720.0,91692.0,2035,24.0,0.0,0.0
West Virginia,WV,2000,128258,36957.0,89235.0,2065,0.0,0.0,0.0
West Virginia,WV,2001,138421,37274.0,93313.0,2259,4.0,0.0,0.0
West Virginia,WV,2002,134846,31513.0,71433.0,2343,0.0,0.0,0.0
West Virginia,WV,2003,131777,30258.0,69009.0,2692,0.0,0.0,0.0
West Virginia,WV,2004,132846,30356.0,69730.0,2561,0.0,0.0,0.0
West Virginia,WV,2005,133667,32281.0,69609.0,2550,2.0,0.0,0.0
West Virginia,WV,2006,137925,33208.0,73218.0,2497,17.0,0.0,0.0
West Virginia,WV,2007,132396,35393.0,66749.0,2535,1.0,0.0,0.0
West Virginia,WV,2008,147689,43587.0,72132.0,3096,0.0,0.0,0.0
West Virginia,WV,2009,156831,49248.0,72072.0,3749,165.0,0.0,395.0
West Virginia,WV,2010,159550,49351.0,72106.0,3582,179.0,0.0,773.0
West Virginia,WV,2011,185491,60210.0,82189.0,4250,1163.0,0.0,1086.0
West Virginia,WV,2012,225580,78593.0,98749.0,5176,3025.0,0.0,1837.0
West Virginia,WV,2013,248952,92387.0,105814.0,5512,5602.0,0.0,2519.0
West Virginia,WV,2014,221847,76988.0,89577.0,5367,11412.0,0.0,2504.0
West Virginia,WV,2015,249014,88627.0,85883.0,5466,31534.0,0.0,2941.0
West Virginia,WV,2016,242350,92124.0,81105.0,5283,26806.0,0.0,3643.0
West Virginia,WV,2017,222768,79813.0,76655.0,4946,25259.0,0.0,3364.0
West Virginia,WV,2018,241678,75539.0,76310.0,4892,52481.0,0.0,4213.0
West Virginia,WV,2019,206196,71036.0,69734.0,4727,31064.0,753.0,4025.0
West Virginia,WV,2020,265705,105359.0,94180.0,6281,31519.0,1439.0,5595.0
West Virginia,WV,2021,224240,81675.0,84801.0,4979,29815.0,1584.0,4594.0
West Virginia,WV,2022,192868,68129.0,73031.0,5004,24242.0,1344.0,4118.0
West Virginia,WV,2023,191353,62754.0,73129.0,4695,28527.0,1617.0,3661.0
West Virginia,WV,2024,180730,58759.0,70385.0,4724,26007.0,1465.0,3424.0
West Virginia,WV,2025,177103,58371.0,67408.0,4554,27891.0,1577.0,2958.0
West Virginia,WV,2026,47579,16549.0,16871.0,1362,7870.0,320.0,911.0
Wisconsin,WI,1999,179340,49549.0,129693.0,98,0.0,0.0,0.0
Wisconsin,WI,2000,180492,40804.0,139566.0,115,7.0,0.0,0.0
Wisconsin,WI,2001,181798,41124.0,140187.0,98,1.0,0.0,0.0
Wisconsin,WI,2002,173779,39027.0,132412.0,46,0.0,0.0,0.0
Wisconsin,WI,2003,188594,43203.0,142777.0,14,0.0,0.0,0.0
Wisconsin,WI,2004,187097,40981.0,143387.0,27,0.0,0.0,0.0
Wisconsin,WI,2005,183013,39930.0,140634.0,14,0.0,0.0,0.0
Wisconsin,WI,2006,189228,43652.0,143134.0,24,0.0,0.0,0.0
Wisconsin,WI,2007,180607,43550.0,134686.0,25,0.0,0.0,0.0
Wisconsin,WI,2008,186819,54002.0,130285.0,54,0.0,0.0,0.0
Wisconsin,WI,2009,196951,64458.0,128637.0,437,0.0,0.0,541.0
Wisconsin,WI,2010,194797,62619.0,127101.0,107,1.0,0.0,1412.0
Wisconsin,WI,2011,322761,101839.0,130883.0,237,83719.0,0.0,1958.0
Wisconsin,WI,2012,469375,165937.0,158062.0,250,136706.0,0.0,4023.0
Wisconsin,WI,2013,434688,166049.0,165601.0,405,92407.0,0.0,5211.0
Wisconsin,WI,2014,334308,125208.0,144916.0,520,52710.0,0.0,5406.0
Wisconsin,WI,2015,383280,155285.0,149264.0,510,65241.0,0.0,7105.0
Wisconsin,WI,2016,561819,186300.0,159784.0,523,199431.0,0.0,9867.0
Wisconsin,WI,2017,526523,171610.0,155995.0,562,182395.0,0.0,9486.0
Wisconsin,WI,2018,452520,155441.0,145652.0,583,131991.0,2.0,12339.0
Wisconsin,WI,2019,435685,164711.0,143135.0,631,102078.0,6828.0,12545.0
Wisconsin,WI,2020,731618,318114.0,182567.0,689,197954.0,9624.0,16827.0
Wisconsin,WI,2021,785856,272272.0,177385.0,685,304321.0,9523.0,15769.0
Wisconsin,WI,2022,635528,228969.0,168782.0,818,207124.0,9289.0,14233.0
Wisconsin,WI,2023,560314,197315.0,165099.0,724,169352.0,9444.0,12302.0
Wisconsin,WI,2024,527579,179696.0,164992.0,741,154852.0,9283.0,11370.0
Wisconsin,WI,2025,608028,171815.0,158314.0,687,249888.0,10709.0,9702.0
Wisconsin,WI,2026,159779,50496.0,41908.0,184,59988.0,2769.0,2699.0
Wyoming,WY,1999,35476,10485.0,22463.0,635,1891.0,0.0,0.0
Wyoming,WY,2000,34295,9308.0,21737.0,539,2711.0,0.0,0.0
Wyoming,WY,2001,34454,9325.0,21791.0,688,2033.0,0.0,0.0
Wyoming,WY,2002,33585,7903.0,18007.0,703,1998.0,0.0,0.0
Wyoming,WY,2003,33184,8019.0,17747.0,620,1830.0,0.0,0.0
Wyoming,WY,2004,35427,8332.0,19370.0,620,2344.0,0.0,0.0
Wyoming,WY,2005,37911,9223.0,20722.0,628,2907.0,0.0,0.0
Wyoming,WY,2006,42376,10469.0,24239.0,681,2758.0,0.0,0.0
Wyoming,WY,2007,42770,11317.0,23828.0,693,3296.0,0.0,0.0
Wyoming,WY,2008,49255,15302.0,25014.0,963,4232.0,0.0,0.0
Wyoming,WY,2009,51395,15729.0,23371.0,979,6943.0,0.0,113.0
Wyoming,WY,2010,47709,14589.0,21490.0,817,5916.0,0.0,303.0
Wyoming,WY,2011,52224,18586.0,23558.0,1020,3992.0,0.0,362.0
Wyoming,WY,2012,63356,24029.0,28263.0,1400,3902.0,0.0,580.0
Wyoming,WY,2013,70671,26692.0,29774.0,1405,7001.0,0.0,903.0
Wyoming,WY,2014,63063,21655.0,27169.0,1249,7046.0,0.0,879.0
Wyoming,WY,2015,62339,22374.0,26264.0,1279,6674.0,0.0,1123.0
Wyoming,WY,2016,63594,22569.0,25815.0,1295,7938.0,45.0,1457.0
Wyoming,WY,2017,54711,20155.0,22878.0,1172,4450.0,206.0,1319.0
Wyoming,WY,2018,60150,21617.0,24978.0,1358,6007.0,109.0,1625.0
Wyoming,WY,2019,61291,23090.0,24923.0,1426,5681.0,121.0,1977.0
Wyoming,WY,2020,91384,38806.0,36800.0,2151,7103.0,134.0,2885.0
Wyoming,WY,2021,84624,33919.0,33992.0,1944,8146.0,210.0,2610.0
Wyoming,WY,2022,70276,29273.0,27529.0,1744,5142.0,257.0,2421.0
Wyoming,WY,2023,67421,26643.0,26395.0,2047,5997.0,165.0,2271.0
Wyoming,WY,2024,70808,27636.0,28767.0,2121,5756.0,254.0,2291.0
Wyoming,WY,2025,65538,25713.0,25964.0,1786,6177.0,154.0,1956.0
Wyoming,WY,2026,16809,6603.0,6273.0,460,2037.0,31.0,556.0
