event_time,beta,se,z,n,omitted,outcome,spec,tier
4,-0.2357212776058035,0.2250757482250061,-1.0472975407823821,3092,False,homicide_rate,eb,minimal
5,-0.07547401129216587,0.18603449244426526,-0.4056990201146564,3092,False,homicide_rate,eb,minimal
-5,0.01998331014391085,0.23021485572080166,0.08680286978589281,3092,False,homicide_rate,eb,headline
-4,-0.16883839180315582,0.211887818684239,-0.7968291563507168,3092,False,homicide_rate,eb,headline
-3,0.013122792639648644,0.17813936605268993,0.07366587706260948,3092,False,homicide_rate,eb,headline
-2,-0.038064757631864045,0.14634799189658745,-0.2600975738619044,3092,False,homicide_rate,eb,headline
-1,0.0,0.0,0.0,0,True,homicide_rate,eb,headline
0,0.01789103540466074,0.14226866677984784,0.12575527563174563,3092,False,homicide_rate,eb,headline
1,0.30908150728304223,0.14854223987795992,2.0807650910406292,3092,False,homicide_rate,eb,headline
2,0.21089056075106674,0.17191211705166362,1.2267347082212314,3092,False,homicide_rate,eb,headline
3,0.06859741635053533,0.1652622326728983,0.4150822316815085,3092,False,homicide_rate,eb,headline
4,-0.2357212776058035,0.2250757482250061,-1.0472975407823821,3092,False,homicide_rate,eb,headline
5,-0.07547401129216587,0.18603449244426526,-0.4056990201146564,3092,False,homicide_rate,eb,headline
-5,0.01998331014391085,0.23021485572080166,0.08680286978589281,3092,False,homicide_rate,eb,expanded
-4,-0.16883839180315582,0.211887818684239,-0.7968291563507168,3092,False,homicide_rate,eb,expanded
-3,0.013122792639648644,0.17813936605268993,0.07366587706260948,3092,False,homicide_rate,eb,expanded
-2,-0.038064757631864045,0.14634799189658745,-0.2600975738619044,3092,False,homicide_rate,eb,expanded
-1,0.0,0.0,0.0,0,True,homicide_rate,eb,expanded
0,0.01789103540466074,0.14226866677984784,0.12575527563174563,3092,False,homicide_rate,eb,expanded
