event_time,M_sensitivity,att_original,se_original,pre_trend_slope_b_hat,pre_trend_slope_se,att_trend_adjusted,ci_half_width,ci_low,ci_high,ci_includes_zero
0,0.0,0.5489891368129285,0.6369771763198333,-1.06509823071318,0.6232097763141695,0.5489891368129285,1.2484752655868732,-0.6994861287739447,1.7974644023998017,True
0,0.5,0.5489891368129285,0.6369771763198333,-1.06509823071318,0.6232097763141695,1.0815382521695185,1.3898563426606887,-0.3083180904911702,2.4713945948302074,True
0,1.0,0.5489891368129285,0.6369771763198333,-1.06509823071318,0.6232097763141695,1.6140873675261085,1.746634233773615,-0.13254686624750645,3.3607216012997236,True
0,2.0,0.5489891368129285,0.6369771763198333,-1.06509823071318,0.6232097763141695,2.6791855982392887,2.743511093473677,-0.06432549523438835,5.422696691712966,True
1,0.0,0.4249897321576538,0.578113699166109,-1.06509823071318,0.6232097763141695,0.4249897321576538,1.1331028503655736,-0.7081131182079198,1.5580925825232272,True
1,0.5,0.4249897321576538,0.578113699166109,-1.06509823071318,0.6232097763141695,1.4900879628708337,1.6661220625495352,-0.17603409967870154,3.1562100254203687,True
1,1.0,0.4249897321576538,0.578113699166109,-1.06509823071318,0.6232097763141695,2.5551861935840137,2.69296949495116,-0.13778330136714612,5.2481556885351734,True
1,2.0,0.4249897321576538,0.578113699166109,-1.06509823071318,0.6232097763141695,4.685382655010374,5.01563282093399,-0.33025016592361656,9.701015475944363,True
2,0.0,-2.154227532997953,1.8639333885924528e-16,-1.06509823071318,0.6232097763141695,-2.154227532997953,3.6533094416412076e-16,-2.1542275329979534,-2.1542275329979526,False
2,0.5,-2.154227532997953,1.8639333885924528e-16,-1.06509823071318,0.6232097763141695,-0.556580186928183,1.8322367423636583,-2.388816929291841,1.2756565554354753,True
2,1.0,-2.154227532997953,1.8639333885924528e-16,-1.06509823071318,0.6232097763141695,1.041067159141587,3.6644734847273166,-2.6234063255857296,4.705540643868904,True
2,2.0,-2.154227532997953,1.8639333885924528e-16,-1.06509823071318,0.6232097763141695,4.236361851281127,7.328946969454633,-3.0925851181735062,11.56530882073576,True
3,0.0,-0.4655135841690897,7.680389034470085e-17,-1.06509823071318,0.6232097763141695,-0.4655135841690897,1.5053562507561365e-16,-0.4655135841690899,-0.46551358416908956,False
3,0.5,-0.4655135841690897,7.680389034470085e-17,-1.06509823071318,0.6232097763141695,1.6646828772572704,2.4429823231515444,-0.778299445894274,4.107665200408815,True
3,1.0,-0.4655135841690897,7.680389034470085e-17,-1.06509823071318,0.6232097763141695,3.7948793386836304,4.885964646303089,-1.0910853076194584,8.68084398498672,True
3,2.0,-0.4655135841690897,7.680389034470085e-17,-1.06509823071318,0.6232097763141695,8.05527226153635,9.771929292606178,-1.7166570310698273,17.827201554142526,True
4,0.0,-1.0687763160488564,4.0393593034431516e-16,-1.06509823071318,0.6232097763141695,-1.0687763160488564,7.917144234748577e-16,-1.0687763160488573,-1.0687763160488555,False
4,0.5,-1.0687763160488564,4.0393593034431516e-16,-1.06509823071318,0.6232097763141695,1.5939692607340936,3.0537279039394307,-1.459758643205337,4.647697164673525,True
4,1.0,-1.0687763160488564,4.0393593034431516e-16,-1.06509823071318,0.6232097763141695,4.256714837517044,6.107455807878861,-1.8507409703618176,10.364170645395905,True
4,2.0,-1.0687763160488564,4.0393593034431516e-16,-1.06509823071318,0.6232097763141695,9.582205991082944,12.214911615757723,-2.632705624674779,21.797117606840665,True
5,0.0,0.5813423161180152,1.5470671429840898e-16,-1.06509823071318,0.6232097763141695,0.5813423161180152,3.032251600248816e-16,0.5813423161180149,0.5813423161180156,False
5,0.5,0.5813423161180152,1.5470671429840898e-16,-1.06509823071318,0.6232097763141695,3.776637008257555,3.6644734847273166,0.11216352353023851,7.441110492984872,False
5,1.0,0.5813423161180152,1.5470671429840898e-16,-1.06509823071318,0.6232097763141695,6.9719317003970955,7.328946969454633,-0.35701526905753767,14.300878669851729,True
5,2.0,0.5813423161180152,1.5470671429840898e-16,-1.06509823071318,0.6232097763141695,13.362521084676175,14.657893938909266,-1.2953728542330918,28.020415023585443,True
