event_time,M_sensitivity,att_original,se_original,pre_trend_slope_b_hat,pre_trend_slope_se,att_trend_adjusted,ci_half_width,ci_low,ci_high,ci_includes_zero
0,0.0,0.1997565861641128,0.5733260705331612,-0.349324760844282,0.3539649157039954,0.1997565861641128,1.1237190982449958,-0.923962512080883,1.3234756844091087,True
0,0.5,0.1997565861641128,0.5733260705331612,-0.349324760844282,0.3539649157039954,0.3744189665862538,1.1760417693740854,-0.8016228027878316,1.5504607359603393,True
0,1.0,0.1997565861641128,0.5733260705331612,-0.349324760844282,0.3539649157039954,0.5490813470083948,1.3206298262452194,-0.7715484792368246,1.8697111732536142,True
0,2.0,0.1997565861641128,0.5733260705331612,-0.349324760844282,0.3539649157039954,0.8984061078526768,1.7855023709287736,-0.8870962630760968,2.6839084787814507,True
1,0.0,-1.1214762854720055,0.2408626408925527,-0.349324760844282,0.3539649157039954,-1.1214762854720055,0.47209077614940326,-1.5935670616214088,-0.6493855093226022,False
1,0.5,-1.1214762854720055,0.2408626408925527,-0.349324760844282,0.3539649157039954,-0.7721515246277235,0.8391592382458036,-1.611310762873527,0.06700771361808011,True
1,1.0,-1.1214762854720055,0.2408626408925527,-0.349324760844282,0.3539649157039954,-0.42282676378344153,1.4656547362039505,-1.888481499987392,1.042827972420509,True
1,2.0,-1.1214762854720055,0.2408626408925527,-0.349324760844282,0.3539649157039954,0.27582275790512245,2.814954017431235,-2.5391312595261124,3.0907767753363573,True
2,0.0,0.56063791028372,0.4727799741513585,-0.349324760844282,0.3539649157039954,0.56063791028372,0.9266487493366626,-0.3660108390529426,1.4872866596203826,True
2,0.5,0.56063791028372,0.4727799741513585,-0.349324760844282,0.3539649157039954,1.084625051550143,1.3934290755596592,-0.30880402400951623,2.478054127109802,True
2,1.0,0.56063791028372,0.4727799741513585,-0.349324760844282,0.3539649157039954,1.608612192816566,2.2782766821697895,-0.6696644893532235,3.8868888749863553,True
2,2.0,0.56063791028372,0.4727799741513585,-0.349324760844282,0.3539649157039954,2.656586475349412,4.264521643529639,-1.6079351681802265,6.921108118879051,True
3,0.0,-1.4015731740589563,0.7699771654847283,-0.349324760844282,0.3539649157039954,-1.4015731740589563,1.5091552443500673,-2.9107284184090236,0.107582070291111,True
3,0.5,-1.4015731740589563,0.7699771654847283,-0.349324760844282,0.3539649157039954,-0.7029236523703923,2.050078939060893,-2.7530025914312857,1.3471552866905008,True
3,1.0,-1.4015731740589563,0.7699771654847283,-0.349324760844282,0.3539649157039954,-0.004274130681828359,3.158899487301901,-3.1631736179837295,3.1546253566200724,True
3,2.0,-1.4015731740589563,0.7699771654847283,-0.349324760844282,0.3539649157039954,1.3930249126952996,5.751689771611201,-4.358664858915902,7.144714684306501,True
4,0.0,-2.196243070545681,0.8920312846922697,-0.349324760844282,0.3539649157039954,-2.196243070545681,1.7483813179968486,-3.9446243885425294,-0.4478617525488322,False
4,0.5,-2.196243070545681,0.8920312846922697,-0.349324760844282,0.3539649157039954,-1.3229311684349758,2.4627379117396897,-3.7856690801746655,1.1398067433047139,True
4,1.0,-2.196243070545681,0.8920312846922697,-0.349324760844282,0.3539649157039954,-0.44961926632427085,3.884559227031901,-4.334178493356172,3.4349399607076303,True
4,2.0,-2.196243070545681,0.8920312846922697,-0.349324760844282,0.3539649157039954,1.297004537897139,7.154627163864903,-5.857622625967764,8.451631701762041,True
5,0.0,-1.7802709349106394,0.3572513253211034,-0.349324760844282,0.3539649157039954,-1.7802709349106394,0.7002125976293626,-2.480483532540002,-1.0800583372812769,False
5,0.5,-1.7802709349106394,0.3572513253211034,-0.349324760844282,0.3539649157039954,-0.7322966523777934,2.1959427173198853,-2.9282393696976787,1.463646064942092,True
5,1.0,-1.7802709349106394,0.3572513253211034,-0.349324760844282,0.3539649157039954,0.31567763015505257,4.221109406940833,-3.9054317767857807,4.536787037095886,True
5,2.0,-1.7802709349106394,0.3572513253211034,-0.349324760844282,0.3539649157039954,2.4116261952207445,8.354649331708721,-5.943023136487977,10.766275526929466,True
