event_time,M_sensitivity,att_original,se_original,pre_trend_slope_b_hat,pre_trend_slope_se,att_trend_adjusted,ci_half_width,ci_low,ci_high,ci_includes_zero
0,0.0,-0.0428732073634165,0.0746481198893565,-0.15275586853261192,0.09006126334898189,-0.0428732073634165,0.14631031498313873,-0.18918352234655522,0.10343710761972223,True
0,0.5,-0.0428732073634165,0.0746481198893565,-0.15275586853261192,0.09006126334898189,0.033504726902889456,0.1708699581339615,-0.13736523123107203,0.20437468503685097,True
0,1.0,-0.0428732073634165,0.0746481198893565,-0.15275586853261192,0.09006126334898189,0.10988266116919541,0.22927286267548372,-0.1193902015062883,0.3391555238446791,True
0,2.0,-0.0428732073634165,0.0746481198893565,-0.15275586853261192,0.09006126334898189,0.26263852970180734,0.3821571109193823,-0.11951858121757497,0.6447956406211897,True
1,0.0,-0.094798145573299,0.0,-0.15275586853261192,0.09006126334898189,-0.094798145573299,0.0,-0.094798145573299,-0.094798145573299,False
1,0.5,-0.094798145573299,0.0,-0.15275586853261192,0.09006126334898189,0.05795772295931291,0.1765200761640045,-0.11856235320469159,0.2344777991233174,True
1,1.0,-0.094798145573299,0.0,-0.15275586853261192,0.09006126334898189,0.2107135914919248,0.353040152328009,-0.1423265608360842,0.5637537438199338,True
1,2.0,-0.094798145573299,0.0,-0.15275586853261192,0.09006126334898189,0.5162253285571486,0.706080304656018,-0.18985497609886937,1.2223056332131668,True
2,0.0,-1.061968866958659,0.0,-0.15275586853261192,0.09006126334898189,-1.061968866958659,0.0,-1.061968866958659,-1.061968866958659,False
2,0.5,-1.061968866958659,0.0,-0.15275586853261192,0.09006126334898189,-0.8328350641597413,0.2647801142460067,-1.097615178405748,-0.5680549499137346,False
2,1.0,-1.061968866958659,0.0,-0.15275586853261192,0.09006126334898189,-0.6037012613608234,0.5295602284920135,-1.1332614898528368,-0.07414103286880991,False
2,2.0,-1.061968866958659,0.0,-0.15275586853261192,0.09006126334898189,-0.1454336557629876,1.059120456984027,-1.2045541127470145,0.9136868012210393,True
3,0.0,-1.1617940650103311,0.0,-0.15275586853261192,0.09006126334898189,-1.1617940650103311,0.0,-1.1617940650103311,-1.1617940650103311,False
3,0.5,-1.1617940650103311,0.0,-0.15275586853261192,0.09006126334898189,-0.8562823279451073,0.353040152328009,-1.2093224802731162,-0.5032421756170983,False
3,1.0,-1.1617940650103311,0.0,-0.15275586853261192,0.09006126334898189,-0.5507705908798834,0.706080304656018,-1.2568508955359015,0.15530971377613456,True
3,2.0,-1.1617940650103311,0.0,-0.15275586853261192,0.09006126334898189,0.060252883250564215,1.412160609312036,-1.3519077260614718,1.4724134925626002,True
4,0.0,-1.3559813182130878,0.0,-0.15275586853261192,0.09006126334898189,-1.3559813182130878,0.0,-1.3559813182130878,-1.3559813182130878,False
4,0.5,-1.3559813182130878,0.0,-0.15275586853261192,0.09006126334898189,-0.9740916468815579,0.4413001904100112,-1.415391837291569,-0.5327914564715468,False
4,1.0,-1.3559813182130878,0.0,-0.15275586853261192,0.09006126334898189,-0.5922019755500282,0.8826003808200223,-1.4748023563700505,0.29039840526999416,True
4,2.0,-1.3559813182130878,0.0,-0.15275586853261192,0.09006126334898189,0.1715773671130314,1.7652007616400447,-1.5936233945270133,1.936778128753076,True
5,0.0,-1.3935862983922245,0.0,-0.15275586853261192,0.09006126334898189,-1.3935862983922245,0.0,-1.3935862983922245,-1.3935862983922245,False
5,0.5,-1.3935862983922245,0.0,-0.15275586853261192,0.09006126334898189,-0.9353186927943887,0.5295602284920135,-1.4648789212864022,-0.4057584643023753,False
5,1.0,-1.3935862983922245,0.0,-0.15275586853261192,0.09006126334898189,-0.477051087196553,1.059120456984027,-1.5361715441805799,0.5820693697874739,True
5,2.0,-1.3935862983922245,0.0,-0.15275586853261192,0.09006126334898189,0.4394841239991185,2.118240913968054,-1.6787567899689353,2.557725037967172,True
