estimator,policy,control_rule,spec,event_time,M_sensitivity,att_original,se_original,pre_trend_slope_b_hat,pre_trend_slope_se,att_trend_adjusted,ci_half_width,ci_low,ci_high,ci_includes_zero
stackdd,age21_handgun,single,ra,5,0.0,-0.1216543730254278,0.2323736914991005,0.1297532390986886,0.1460179505191974,-0.1216543730254278,0.455452435338237,-0.5771068083636648,0.3337980623128092,True
stackdd,age21_handgun,single,ra,5,0.5,-0.1216543730254278,0.2323736914991005,0.1297532390986886,0.1460179505191974,-0.5109140903214936,0.9719084658021908,-1.4828225561236843,0.4609943754806971,True
stackdd,age21_handgun,single,ra,5,1.0,-0.1216543730254278,0.2323736914991005,0.1297532390986886,0.1460179505191974,-0.9001738076175594,1.776545383891242,-2.676719191508801,0.8763715762736826,True
stackdd,age21_handgun,single,ra,5,2.0,-0.1216543730254278,0.2323736914991005,0.1297532390986886,0.1460179505191974,-1.678693242209691,3.4644109515954558,-5.143104193805146,1.7857177093857644,True
stackdd,age21_handgun,single,unweighted,0,0.0,0.4557083070508805,0.1441317573372099,0.1417418672164797,0.1502867645767259,0.4557083070508805,0.2824982443809314,0.1732100626699491,0.7382065514318119,False
stackdd,age21_handgun,single,unweighted,0,0.5,0.4557083070508805,0.1441317573372099,0.1417418672164797,0.1502867645767259,0.3848373734426406,0.3185858748683216,0.066251498574319,0.7034232483109621,False
stackdd,age21_handgun,single,unweighted,0,1.0,0.4557083070508805,0.1441317573372099,0.1417418672164797,0.1502867645767259,0.3139664398344007,0.4081324104105555,-0.0941659705761547,0.7220988502449562,True
stackdd,age21_handgun,single,unweighted,0,2.0,0.4557083070508805,0.1441317573372099,0.1417418672164797,0.1502867645767259,0.172224572617921,0.6533547914228495,-0.4811302188049284,0.8255793640407705,True
stackdd,age21_handgun,single,unweighted,1,0.0,-0.1369843481795765,0.167287111370006,0.1417418672164797,0.1502867645767259,-0.1369843481795765,0.3278827382852117,-0.4648670864647882,0.1908983901056352,True
stackdd,age21_handgun,single,unweighted,1,0.5,-0.1369843481795765,0.167287111370006,0.1417418672164797,0.1502867645767259,-0.2787262153960562,0.4407651261325359,-0.7194913415285922,0.1620389107364797,True
stackdd,age21_handgun,single,unweighted,1,1.0,-0.1369843481795765,0.167287111370006,0.1417418672164797,0.1502867645767259,-0.4204680826125359,0.6742212659522802,-1.094689348564816,0.2537531833397442,True
stackdd,age21_handgun,single,unweighted,1,2.0,-0.1369843481795765,0.167287111370006,0.1417418672164797,0.1502867645767259,-0.7039518170454954,1.2230192114815512,-1.9269710285270465,0.5190673944360559,True
stackdd,age21_handgun,single,unweighted,2,0.0,0.2294595146519681,0.6560262864965495,0.1417418672164797,0.1502867645767259,0.2294595146519681,1.2858115215332369,-1.0563520068812688,1.5152710361852049,True
stackdd,age21_handgun,single,unweighted,2,0.5,0.2294595146519681,0.6560262864965495,0.1417418672164797,0.1502867645767259,0.0168467138272485,1.359608981727234,-1.3427622678999855,1.3764556955544829,True
stackdd,age21_handgun,single,unweighted,2,1.0,0.2294595146519681,0.6560262864965495,0.1417418672164797,0.1502867645767259,-0.195766086997471,1.560196310100307,-1.755962397097778,1.3644302231028358,True
stackdd,age21_handgun,single,unweighted,2,2.0,0.2294595146519681,0.6560262864965495,0.1417418672164797,0.1502867645767259,-0.6209916886469101,2.1856157707793926,-2.806607459426303,1.5646240821324824,True
stackdd,age21_handgun,single,unweighted,3,0.0,-0.0814557648039794,0.2231332512911487,0.1417418672164797,0.1502867645767259,-0.0814557648039794,0.4373411725306514,-0.5187969373346308,0.355885407726672,True
stackdd,age21_handgun,single,unweighted,3,0.5,-0.0814557648039794,0.2231332512911487,0.1417418672164797,0.1502867645767259,-0.3649394992369388,0.7337128365971061,-1.098652335834045,0.3687733373601672,True
stackdd,age21_handgun,single,unweighted,3,1.0,-0.0814557648039794,0.2231332512911487,0.1417418672164797,0.1502867645767259,-0.6484232336698983,1.256796006827692,-1.9052192404975905,0.6083727731577937,True
stackdd,age21_handgun,single,unweighted,3,2.0,-0.0814557648039794,0.2231332512911487,0.1417418672164797,0.1502867645767259,-1.215390702535817,2.3967358860626824,-3.6121265885985,1.1813451835268654,True
stackdd,age21_handgun,single,unweighted,4,0.0,-0.6204298462577627,0.3903105478591266,0.1417418672164797,0.1502867645767259,-0.6204298462577627,0.7650086738038882,-1.3854385200616508,0.1445788275461255,True
stackdd,age21_handgun,single,unweighted,4,0.5,-0.6204298462577627,0.3903105478591266,0.1417418672164797,0.1502867645767259,-0.974784514298962,1.0618525371622085,-2.0366370514611702,0.0870680228632465,True
stackdd,age21_handgun,single,unweighted,4,1.0,-0.6204298462577627,0.3903105478591266,0.1417418672164797,0.1502867645767259,-1.3291391823401613,1.6596410544830849,-2.988780236823246,0.3305018721429236,True
stackdd,age21_handgun,single,unweighted,4,2.0,-0.6204298462577627,0.3903105478591266,0.1417418672164797,0.1502867645767259,-2.03784851842256,3.043340090413385,-5.081188608835944,1.005491571990825,True
stackdd,age21_handgun,single,unweighted,5,0.0,-0.1134522200117339,0.2509435796780559,0.1417418672164797,0.1502867645767259,-0.1134522200117339,0.4918494161689896,-0.6053016361807235,0.3783971961572557,True
stackdd,age21_handgun,single,unweighted,5,0.5,-0.1134522200117339,0.2509435796780559,0.1417418672164797,0.1502867645767259,-0.5386778216611731,1.0113442071464944,-1.5500220288076676,0.4726663854853213,True
stackdd,age21_handgun,single,unweighted,5,1.0,-0.1134522200117339,0.2509435796780559,0.1417418672164797,0.1502867645767259,-0.9639034233106122,1.834535602477574,-2.7984390257881864,0.8706321791669619,True
stackdd,age21_handgun,single,unweighted,5,2.0,-0.1134522200117339,0.2509435796780559,0.1417418672164797,0.1502867645767259,-1.8143546266094903,3.5688003534064068,-5.383154980015897,1.7544457267969165,True
