estimator,policy,control_rule,spec,event_time,M_sensitivity,att_original,se_original,pre_trend_slope_b_hat,pre_trend_slope_se,att_trend_adjusted,ci_half_width,ci_low,ci_high,ci_includes_zero
cs21,age21_handgun,broad,or,2,1.0,0.41298706855111,0.3260338784544803,0.2538414806392024,0.0791457712712469,-0.3485373733664972,0.7905255340662082,-1.1390629074327054,0.4419881606997109,True
cs21,age21_handgun,broad,or,2,2.0,0.41298706855111,0.3260338784544803,0.2538414806392024,0.0791457712712469,-1.1100618152841046,1.1290076410557714,-2.239069456339876,0.0189458257716668,True
cs21,age21_handgun,broad,or,3,0.0,0.1621479307725913,0.3389623975350715,0.2538414806392024,0.0791457712712469,0.1621479307725913,0.6643662991687401,-0.5022183683961489,0.8265142299413314,True
cs21,age21_handgun,broad,or,3,0.5,0.1621479307725913,0.3389623975350715,0.2538414806392024,0.0791457712712469,-0.3455350305058136,0.7332383822349483,-1.078773412740762,0.3877033517291347,True
cs21,age21_handgun,broad,or,3,1.0,0.1621479307725913,0.3389623975350715,0.2538414806392024,0.0791457712712469,-0.8532179917842184,0.9090689535544556,-1.762286945338674,0.055850961770237,True
cs21,age21_handgun,broad,or,3,2.0,0.1621479307725913,0.3389623975350715,0.2538414806392024,0.0791457712712469,-1.868583914341028,1.407649711701341,-3.276233626042369,-0.4609342026396874,False
cs21,age21_handgun,broad,or,4,0.0,-0.3574672189697746,0.5218007901500005,0.2538414806392024,0.0791457712712469,-0.3574672189697746,1.022729548694001,-1.3801967676637754,0.6652623297242263,True
cs21,age21_handgun,broad,or,4,0.5,-0.3574672189697746,0.5218007901500005,0.2538414806392024,0.0791457712712469,-0.9920709205677808,1.0937895798305215,-2.085860500398302,0.1017186592627408,True
cs21,age21_handgun,broad,or,4,1.0,-0.3574672189697746,0.5218007901500005,0.2538414806392024,0.0791457712712469,-1.6266746221657868,1.2835791329200594,-2.9102537550858463,-0.3430954892457274,False
cs21,age21_handgun,broad,or,4,2.0,-0.3574672189697746,0.5218007901500005,0.2538414806392024,0.0791457712712469,-2.8958820253617987,1.8580566117736403,-4.753938637135439,-1.0378254135881584,False
cs21,age21_handgun,broad,or,5,0.0,0.1805754186586162,0.188820908957335,0.2538414806392024,0.0791457712712469,0.1805754186586162,0.3700889815563766,-0.1895135628977604,0.5506644002149927,True
cs21,age21_handgun,broad,or,5,0.5,0.1805754186586162,0.188820908957335,0.2538414806392024,0.0791457712712469,-0.5809490232589911,0.594593753852147,-1.1755427771111382,0.0136447305931558,True
cs21,age21_handgun,broad,or,5,1.0,0.1805754186586162,0.188820908957335,0.2538414806392024,0.0791457712712469,-1.3424734651765984,1.0016333489214713,-2.34410681409807,-0.3408401162551271,False
cs21,age21_handgun,broad,or,5,2.0,0.1805754186586162,0.188820908957335,0.2538414806392024,0.0791457712712469,-2.8655223490118127,1.8979409632225812,-4.763463312234395,-0.9675813857892313,False
cs21,age21_handgun,broad,ra,0,0.0,0.5958899100600161,0.2026131405983487,0.2951837702011073,0.0788893144286444,0.5958899100600161,0.3971217555727634,0.1987681544872526,0.9930116656327796,False
cs21,age21_handgun,broad,ra,0,0.5,0.5958899100600161,0.2026131405983487,0.2951837702011073,0.0788893144286444,0.4482980249594624,0.4045772622535116,0.0437207627059508,0.8528752872129741,False
cs21,age21_handgun,broad,ra,0,1.0,0.5958899100600161,0.2026131405983487,0.2951837702011073,0.0788893144286444,0.3007061398589087,0.4261619155703686,-0.1254557757114598,0.7268680554292773,True
cs21,age21_handgun,broad,ra,0,2.0,0.5958899100600161,0.2026131405983487,0.2951837702011073,0.0788893144286444,0.0055223696578013,0.5033277728109616,-0.4978054031531602,0.508850142468763,True
cs21,age21_handgun,broad,ra,1,0.0,0.0335021500950507,0.1092942930539879,0.2951837702011073,0.0788893144286444,0.0335021500950507,0.2142168143858162,-0.1807146642907655,0.2477189644808669,True
