estimator,control_rule,spec,event_time,M_sensitivity,att_original,se_original,pre_trend_slope_b_hat,pre_trend_slope_se,att_trend_adjusted,ci_half_width,ci_low,ci_high,ci_includes_zero
stackdd,single,unweighted,1,0.5,0.0679603942633882,0.1691211129226244,0.0262217111224443,0.0604252639249338,0.0417386831409438,0.3519996482251891,-0.3102609650842453,0.393738331366133,True
stackdd,single,unweighted,1,1.0,0.0679603942633882,0.1691211129226244,0.0262217111224443,0.0604252639249338,0.0155169720184994,0.407410415190553,-0.3918934431720535,0.4229273872090525,True
stackdd,single,unweighted,1,2.0,0.0679603942633882,0.1691211129226244,0.0262217111224443,0.0604252639249338,-0.0369264502263892,0.5781878783112512,-0.6151143285376404,0.541261428084862,True
stackdd,single,unweighted,2,0.0,0.4245297151265897,0.1982130156236589,0.0262217111224443,0.0604252639249338,0.4245297151265897,0.3884975106223714,0.0360322045042182,0.8130272257489611,False
stackdd,single,unweighted,2,0.5,0.4245297151265897,0.1982130156236589,0.0262217111224443,0.0604252639249338,0.3851971484429232,0.4271884084348392,-0.041991259991916,0.8123855568777624,True
stackdd,single,unweighted,2,1.0,0.4245297151265897,0.1982130156236589,0.0262217111224443,0.0604252639249338,0.3458645817592566,0.526468230689208,-0.1806036489299514,0.8723328124484646,True
stackdd,single,unweighted,2,2.0,0.4245297151265897,0.1982130156236589,0.0262217111224443,0.0604252639249338,0.2671994483919235,0.8098668065927644,-0.5426673582008409,1.077066254984688,True
stackdd,single,unweighted,3,0.0,0.4161552918844115,0.2424803977065363,0.0262217111224443,0.0604252639249338,0.4161552918844115,0.4752615795048111,-0.0591062876203996,0.8914168713892227,True
stackdd,single,unweighted,3,0.5,0.4161552918844115,0.2424803977065363,0.0262217111224443,0.0604252639249338,0.3637118696395228,0.5310174771387947,-0.1673056074992718,0.8947293467783175,True
stackdd,single,unweighted,3,1.0,0.4161552918844115,0.2424803977065363,0.0262217111224443,0.0604252639249338,0.3112684473946341,0.6710421277737918,-0.3597736803791577,0.982310575168426,True
stackdd,single,unweighted,3,2.0,0.4161552918844115,0.2424803977065363,0.0262217111224443,0.0604252639249338,0.2063816029048566,1.0599855858116598,-0.8536039829068032,1.2663671887165164,True
stackdd,single,unweighted,4,0.0,0.1510085231078322,0.1323835458961324,0.0262217111224443,0.0604252639249338,0.1510085231078322,0.2594717499564195,-0.1084632268485873,0.4104802730642517,True
stackdd,single,unweighted,4,0.5,0.1510085231078322,0.1323835458961324,0.0262217111224443,0.0604252639249338,0.0854542453017213,0.3936892196138987,-0.3082349743121774,0.47914346491562,True
stackdd,single,unweighted,4,1.0,0.1510085231078322,0.1323835458961324,0.0262217111224443,0.0604252639249338,0.0198999674956104,0.6465199451559575,-0.626619977660347,0.6664199126515679,True
stackdd,single,unweighted,4,2.0,0.1510085231078322,0.1323835458961324,0.0262217111224443,0.0604252639249338,-0.1112085881166113,1.2124254166180737,-1.3236340047346848,1.101216828501462,True
stackdd,single,unweighted,5,0.0,0.4065102862966753,0.1851394663544043,0.0262217111224443,0.0604252639249338,0.4065102862966753,0.3628733540546324,0.0436369322420429,0.7693836403513077,False
stackdd,single,unweighted,5,0.5,0.4065102862966753,0.1851394663544043,0.0262217111224443,0.0604252639249338,0.3278451529293422,0.5078538699745275,-0.1800087170451852,0.8356990229038698,True
stackdd,single,unweighted,5,1.0,0.4065102862966753,0.1851394663544043,0.0262217111224443,0.0604252639249338,0.2491800195620091,0.797891596486541,-0.5487115769245319,1.04707161604855,True
stackdd,single,unweighted,5,2.0,0.4065102862966753,0.1851394663544043,0.0262217111224443,0.0604252639249338,0.0918497528273429,1.4667967772417514,-1.3749470244144084,1.5586465300690944,True
