estimator,control_rule,spec,event_time,M_sensitivity,att_original,se_original,pre_trend_slope_b_hat,pre_trend_slope_se,att_trend_adjusted,ci_half_width,ci_low,ci_high,ci_includes_zero
stackdd,single,ra,2,0.0,0.42545586576773,0.199691696235587,0.0331362521529339,0.0594973569663552,0.42545586576773,0.3913957246217505,0.0340601411459794,0.8168515903894804,False
stackdd,single,ra,2,0.5,0.42545586576773,0.199691696235587,0.0331362521529339,0.0594973569663552,0.375751487538329,0.4287054928722261,-0.052954005333897,0.8044569804105551,True
stackdd,single,ra,2,1.0,0.42545586576773,0.199691696235587,0.0331362521529339,0.0594973569663552,0.3260471093089281,0.5249588162120127,-0.1989117069030845,0.8510059255209408,True
stackdd,single,ra,2,2.0,0.42545586576773,0.199691696235587,0.0331362521529339,0.0594973569663552,0.2266383528501262,0.8017201476315258,-0.5750817947813995,1.028358500481652,True
stackdd,single,ra,3,0.0,0.4253900842663524,0.246444063927876,0.0331362521529339,0.0594973569663552,0.4253900842663524,0.4830303652986369,-0.0576402810322845,0.9084204495649892,True
stackdd,single,ra,3,0.5,0.4253900842663524,0.246444063927876,0.0331362521529339,0.0594973569663552,0.3591175799604845,0.5363901550665587,-0.1772725751060742,0.8955077350270433,True
stackdd,single,ra,3,1.0,0.4253900842663524,0.246444063927876,0.0331362521529339,0.0594973569663552,0.2928450756546166,0.6714928089024511,-0.3786477332478345,0.9643378845570676,True
stackdd,single,ra,3,2.0,0.4253900842663524,0.246444063927876,0.0331362521529339,0.0594973569663552,0.1603000670428807,1.0505500312832374,-0.8902499642403567,1.210850098326118,True
stackdd,single,ra,4,0.0,0.1524856623179111,0.1262103172472491,0.0331362521529339,0.0594973569663552,0.1524856623179111,0.2473722218046082,-0.0948865594866971,0.3998578841225193,True
stackdd,single,ra,4,0.5,0.1524856623179111,0.1262103172472491,0.0331362521529339,0.0594973569663552,0.0696450319355762,0.3823439121249006,-0.3126988801893243,0.4519889440604768,True
stackdd,single,ra,4,1.0,0.1524856623179111,0.1262103172472491,0.0331362521529339,0.0594973569663552,-0.0131955984467586,0.6333785757303841,-0.6465741741771428,0.6201829772836255,True
stackdd,single,ra,4,2.0,0.1524856623179111,0.1262103172472491,0.0331362521529339,0.0594973569663552,-0.1788768592114284,1.1920967378595393,-1.3709735970709678,1.0132198786481108,True
stackdd,single,ra,5,0.0,0.3995576168163209,0.1830216640056846,0.0331362521529339,0.0594973569663552,0.3995576168163209,0.3587224614511418,0.0408351553651791,0.7582800782674627,False
stackdd,single,ra,5,0.5,0.3995576168163209,0.1830216640056846,0.0331362521529339,0.0594973569663552,0.300148860357519,0.5010718010585893,-0.2009229407010702,0.8012206614161084,True
stackdd,single,ra,5,1.0,0.3995576168163209,0.1830216640056846,0.0331362521529339,0.0594973569663552,0.2007401038987171,0.7862864530282181,-0.585546349129501,0.9870265569269352,True
stackdd,single,ra,5,2.0,0.3995576168163209,0.1830216640056846,0.0331362521529339,0.0594973569663552,0.0019225909811134,1.4446245643121565,-1.442701973331043,1.4465471552932698,True
stackdd,single,unweighted,0,0.0,0.1767996029771598,0.1390238754511886,0.0262217111224443,0.0604252639249338,0.1767996029771598,0.2724867958843296,-0.0956871929071698,0.4492863988614894,True
stackdd,single,unweighted,0,0.5,0.1767996029771598,0.1390238754511886,0.0262217111224443,0.0604252639249338,0.1636887474159376,0.278847052048069,-0.1151583046321313,0.4425357994640065,True
stackdd,single,unweighted,0,1.0,0.1767996029771598,0.1390238754511886,0.0262217111224443,0.0604252639249338,0.1505778918547154,0.297112019194224,-0.1465341273395086,0.4476899110489394,True
stackdd,single,unweighted,0,2.0,0.1767996029771598,0.1390238754511886,0.0262217111224443,0.0604252639249338,0.124356180732271,0.3610471520518488,-0.2366909713195777,0.4854033327841198,True
stackdd,single,unweighted,1,0.0,0.0679603942633882,0.1691211129226244,0.0262217111224443,0.0604252639249338,0.0679603942633882,0.3314773813283438,-0.2635169870649557,0.399437775591732,True
