outcome,nonmissing,zeros,mean,std,min,max
firearm_suicide_rate,2250,0,8.01114927277127,3.2587164006950653,1.1200905033126676,23.63446284213904
nonfirearm_suicide_rate,2250,0,5.863188707985957,1.8475416151515074,1.468006157899515,13.979574520173708
total_suicide_rate,2250,0,13.874337980757229,3.9859199125412648,5.957336628463228,32.77772218982786
firearm_suicide_share,2250,0,0.5624803016599282,0.13438166500845583,0.13215859030837004,0.8823529411764706
ln_firearm_suicide_rate,2250,0,1.981161910393582,0.4858936628705954,0.12229772094424154,3.163128958228953
ln_nonfirearm_suicide_rate,2250,0,1.7192190006400623,0.32755627501121776,0.39069398889048024,2.6383123750750657
ln_total_suicide_rate,2250,0,2.5918055904555763,0.27816871995112746,1.7863007019751942,3.490054121832718
logit_firearm_suicide_share,2250,12,0.26133003932413473,0.5833744884884984,-1.8680119007278106,1.962577201540525
