state,state_abbr,year,relinquishment,violent,violenth,violentpartial,dealer,dealerh,residential,theft,ammlicense,ammrecords,permit,permith,registration,registrationh,defactoreg,defactoregh,ammpermit,age21handgunsale,age18longgunsale,age21longgunsale,age21handgunpossess,age18longgunpossess,age21longgunpossess,loststolen,amm18,amm21h,universal,universalh,gunshow,gunshowh,universalpermit,universalpermith,ammbackground,statechecks,statechecksh,waiting,waitingh,assault,onefeature,assaultlist,assaultregister,assaulttransfer,magazine,tenroundlimit,magazinepreowned,onepermonth,gvro,gvrolawenforcement,college,collegeconcealed,elementary,opencarryh,opencarryl,opencarrypermith,opencarrypermitl,permitconcealed,mayissue,nosyg,locked,liability,mcdv,mcdvsurrender,mcdvremovalallowed,mcdvremovalrequired,incidentremoval,incidentall,dvro,exparte,dvrosurrender,expartesurrender,dvroremoval,stalking,lawtotal,population,violent_crime,violent_rate,property_crime,property_rate,unemployment_rate,pcpi_nominal,pcpi_real_2024,ln_population,ln_pcpi_real_2024,firearm_suicides,total_suicides,firearm_homicides,total_homicides,fss,per_capita_alcohol_ethanol_14plus,nonfirearm_suicides,firearm_suicide_rate,nonfirearm_suicide_rate,total_suicide_rate,firearm_suicide_share,ln_firearm_suicide_rate,ln_nonfirearm_suicide_rate,ln_total_suicide_rate,logit_firearm_suicide_share,stack_id,treated_unit_state,treated_unit_abbr,adoption_year,treated_state,event_time,post,state_stack_fe,year_stack_fe
Idaho,ID,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1319962.0,3211.0,243.26457882878444,38181.0,2892.583271336599,5.075,25803.0,45720.049674747,14.093113506269386,10.730292204407435,136,210,25.0,41,0.647619048,2.0292,74,10.303326913956614,5.606221997299922,15.909548911256536,0.6476190476190476,2.3334369340418992,1.7256591953759894,2.767547845294734,0.6055254892395006,AK_2003,Alaska,AK,2003,0,-2,0,ID_AK_2003,2001_AK_2003
Idaho,ID,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1340372.0,3419.0,255.0784409104338,39128.0,2919.189598111569,5.641666666666667,26272.0,45819.93088213491,14.108457745340328,10.732474447541374,137,202,15.0,32,0.678217822,2.0473,65,10.221043113404338,4.849400017308628,15.070443130712967,0.6782178217821783,2.325426540885025,1.5809149770627478,2.7133987474738634,0.7415737744654197,AK_2003,Alaska,AK,2003,0,-1,0,ID_AK_2003,2002_AK_2003
Idaho,ID,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1363380.0,3362.0,246.59302615558397,40042.0,2936.965482844108,5.591666666666666,26739.0,45586.82216576088,14.125477468593898,10.727373966144553,137,217,19.0,33,0.631336406,2.0748,80,10.048555795156156,5.867769807390456,15.916325602546612,0.631336405529954,2.308423595236388,1.7711774055065874,2.767973438342237,0.5353667326821083,AK_2003,Alaska,AK,2003,0,0,0,ID_AK_2003,2003_AK_2003
Idaho,ID,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1391802.0,3452.0,248.02378499240552,38799.0,2787.681006350041,4.9,28299.0,46992.86824385725,14.146109868379927,10.757751129686197,151,236,16.0,31,0.639830508,2.0834,85,10.849244360907658,6.107190534285768,16.956434895193425,0.6398305084745762,2.3850167320580677,1.8111029280973443,2.83123697439389,0.5720692490067093,AK_2003,Alaska,AK,2003,0,1,0,ID_AK_2003,2004_AK_2003
Idaho,ID,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1428241.0,3670.0,256.9594347172501,38556.0,2699.544404620789,4.025,29214.0,46932.630117787645,14.171954175149036,10.756468450639945,160,228,28.0,45,0.701754386,2.0742,68,11.202591159335155,4.761101242717441,15.963692402052594,0.7017543859649122,2.417037357504387,1.5625771467484424,2.770943144146817,0.851460197301891,AK_2003,Alaska,AK,2003,0,2,0,ID_AK_2003,2005_AK_2003
Idaho,ID,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1468669.0,3666.0,249.6137659336447,35135.0,2392.30214568429,3.391666666666667,31244.0,48627.04189523298,14.199867106417678,10.7919350727431,145,222,24.0,38,0.653153153,2.1284,77,9.872884904631336,5.2428423286662955,15.115727233297632,0.6531531531531531,2.290804463533594,1.6587693260380643,2.7163970843013643,0.6298981502522459,AK_2003,Alaska,AK,2003,0,3,0,ID_AK_2003,2006_AK_2003
Indiana,IN,1998,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5907617.0,25423.0,430.3427253323972,220529.0,3732.9603459398254,2.983333333333333,25758.0,49569.47422115434,15.591753093179282,10.811130484163014,427,699,293.0,404,0.610872675,1.9146,272,7.227956720958722,4.604225358549818,11.83218207950854,0.6108726752503576,1.979338945703768,1.5291440008973092,2.4716679097309955,0.4503156742735161,AK_2003,Alaska,AK,2003,0,-5,0,IN_AK_2003,1998_AK_2003
Indiana,IN,1999,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5942901.0,22261.0,374.58137027690685,201547.0,3391.390837572425,2.9250000000000003,26545.0,49987.70085542771,15.59770795595664,10.819532271260083,368,628,271.0,386,0.585987261,1.9391,260,6.1922619946049915,4.374967713579614,10.567229708184605,0.5859872611464968,1.824914063353419,1.4781822628733485,2.358703549816869,0.34683785043596965,AK_2003,Alaska,AK,2003,0,-4,0,IN_AK_2003,1999_AK_2003
Indiana,IN,2000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,6091866.0,21230.0,348.4974882901233,206905.0,3396.414169320205,3.025,28075.0,51146.93527077384,15.622464996694866,10.842457853079797,411,683,218.0,367,0.601756955,1.977,272,6.746701257053258,4.464970174984151,11.21167143203741,0.6017569546120058,1.9105347912281694,1.4984996868965976,2.417846857987064,0.4121704060138257,AK_2003,Alaska,AK,2003,0,-3,0,IN_AK_2003,2000_AK_2003
Indiana,IN,2001,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,6127760.0,22734.0,371.0001697194407,211548.0,3452.289254148335,4.175,28596.0,50668.93541445046,15.628339825144757,10.833068288074587,411,715,290.0,437,0.574825175,1.9617,304,6.707181743410317,4.9610298053448565,11.668211548755172,0.5748251748251748,1.9046686831481523,1.603627022939432,2.4577248448501345,0.3011379329671728,AK_2003,Alaska,AK,2003,0,-2,0,IN_AK_2003,2001_AK_2003
Indiana,IN,2002,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,6155967.0,22001.0,357.3930789427559,208965.0,3394.511374086313,5.116666666666666,28902.0,50406.80733691623,15.632932413302758,10.827881511147496,448,743,242.0,385,0.602960969,1.9283,295,7.277491903384147,4.7920984631659005,12.069590366550049,0.6029609690444145,1.9861594406480891,1.5690530022048172,2.491517281877906,0.4172398446526979,AK_2003,Alaska,AK,2003,0,-1,0,IN_AK_2003,2002_AK_2003
Indiana,IN,2003,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,6,6196638.0,21842.0,352.481458494106,208039.0,3357.288258568598,5.208333333333333,29445.0,50200.23107336957,15.639517444875729,10.823774908724396,418,736,247.0,347,0.567934783,1.9592,318,6.7455933362575,5.1318150261480495,11.87740836240555,0.5679347826086957,1.9103708041583805,1.6374061350632476,2.475479719106196,0.273054414917312,AK_2003,Alaska,AK,2003,0,0,0,IN_AK_2003,2003_AK_2003
Indiana,IN,2004,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,6,6233007.0,20294.0,325.58923806759725,211929.0,3400.108486963034,5.416666666666667,30657.0,50908.52545149764,15.645369438845066,10.837785682648551,385,704,224.0,332,0.546875,2.0095,319,6.176793961566223,5.1179149967263,11.294708958292523,0.546875,1.8224170141624638,1.6346991431795568,2.4252193608865977,0.18778391918579476,AK_2003,Alaska,AK,2003,0,1,0,IN_AK_2003,2004_AK_2003
Indiana,IN,2005,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,6,6278616.0,20302.0,323.35151568434827,216778.0,3452.639881145781,5.4,31376.0,50405.90821440765,15.65266013199106,10.827863673665316,416,745,257.0,368,0.558389262,2.0122,329,6.625663999836907,5.240008307563323,11.86567230740023,0.5583892617449664,1.8924587381103382,1.6582296589952943,2.474491963678135,0.2343101076643354,AK_2003,Alaska,AK,2003,0,2,0,IN_AK_2003,2005_AK_2003
Indiana,IN,2006,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,6,6332669.0,20303.0,320.6073142303822,217783.0,3439.0396845311197,5.016666666666667,32905.0,51212.16276925622,15.661232348223924,10.84373233690313,442,824,264.0,375,0.536407767,1.9973,382,6.979679500065454,6.032211694626705,13.01189119469216,0.5364077669902912,1.9444347039878611,1.798770119528234,2.5666318792807736,0.14571181118139379,AK_2003,Alaska,AK,2003,0,3,0,IN_AK_2003,2006_AK_2003
Kentucky,KY,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3934310.0,12909.0,328.1134430179625,109721.0,2788.824469856214,4.516666666666667,22433.0,43170.74366034457,15.185246075029925,10.672918314723704,379,526,174.0,250,0.720532319,1.7369,147,9.633201247486852,3.7363603783128427,13.369561625799696,0.720532319391635,2.2662531331110416,1.3207848028951286,2.593728290770204,0.9450264210558101,AK_2003,Alaska,AK,2003,0,-5,0,KY_AK_2003,1998_AK_2003
Kentucky,KY,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3960825.0,12212.0,308.3196051327691,104768.0,2645.1055020103136,4.508333333333333,23189.0,43667.91467833917,15.191962894865622,10.684368893526749,334,470,142.0,210,0.710638298,1.7434,136,8.432586645458963,3.4336280951569433,11.866214740615908,0.7106382978723405,2.1332887362345705,1.2365255944270355,2.474537638635639,0.8963122649432688,AK_2003,Alaska,AK,2003,0,-4,0,KY_AK_2003,1999_AK_2003
Kentucky,KY,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4049021.0,11903.0,293.97229601921055,107723.0,2660.4702717027158,4.15,24815.0,45207.87885108648,15.213985681466642,10.719026661494697,373,521,133.0,204,0.715930902,1.74,148,9.212103370172692,3.655204554384875,12.867307924557567,0.7159309021113244,2.221603142805697,1.2988841467101557,2.5554666867616294,0.9223330463301177,AK_2003,Alaska,AK,2003,0,-3,0,KY_AK_2003,2000_AK_2003
Kentucky,KY,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4068132.0,10510.0,258.3495324143857,107356.0,2638.950751843844,5.158333333333333,25564.0,45296.56822405272,15.218694484001732,10.72098655195802,331,495,138.0,221,0.668686869,1.6276,164,8.136412486123852,4.0313342831550205,12.167746769278873,0.6686868686868687,2.097577644590909,1.3965749055542307,2.4996102508561133,0.7007172394204906,AK_2003,Alaska,AK,2003,0,-2,0,KY_AK_2003,2001_AK_2003
Kentucky,KY,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4089875.0,11101.0,271.4263883370519,108590.0,2655.093370824292,5.783333333333334,26053.0,45437.98185415122,15.22402496520476,10.72410363898776,364,540,127.0,195,0.674074074,1.7652,176,8.900027506953146,4.303310003361961,13.203337510315107,0.674074074074074,2.1871773286780813,1.4617055915867623,2.581226736912329,0.7252056750753615,AK_2003,Alaska,AK,2003,0,-1,0,KY_AK_2003,2002_AK_2003
Kentucky,KY,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4117170.0,10232.0,248.52022141422384,103370.0,2510.705168841705,6.183333333333334,26661.0,45453.841421195655,15.230676592102602,10.72445261575231,400,567,115.0,193,0.705467372,1.7451,167,9.715411314082246,4.056184223629337,13.771595537711583,0.7054673721340388,2.2747421831172945,1.4027050224998174,2.623334045364022,0.8717304152432928,AK_2003,Alaska,AK,2003,0,0,0,KY_AK_2003,2003_AK_2003
Kentucky,KY,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4146101.0,10152.0,244.8565531809283,105209.0,2537.5406918451818,5.516666666666667,28030.0,46546.17113238343,15.237678932510857,10.748200026527066,377,560,152.0,228,0.673214286,1.8117,183,9.092880274744875,4.413785385353613,13.506665660098488,0.6732142857142858,2.208590877151136,1.486995751595217,2.60392341742464,0.7213559011944545,AK_2003,Alaska,AK,2003,0,1,0,KY_AK_2003,2004_AK_2003
Kentucky,KY,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4182742.0,11134.0,266.18902146008526,105608.0,2524.850923150412,5.841666666666666,29104.0,46755.91384090133,15.246477570300785,10.752696025987092,373,566,152.0,222,0.659010601,1.7956,193,8.917595204294216,4.614198054768857,13.531793259063074,0.6590106007067138,2.189147064590256,1.5313029623664962,2.605780700299677,0.6576404921030355,AK_2003,Alaska,AK,2003,0,2,0,KY_AK_2003,2005_AK_2003
Kentucky,KY,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4219239.0,11361.0,269.26656679083595,109428.0,2593.5482678274448,5.733333333333333,30476.0,47431.75421838178,15.255165337996914,10.767047203605811,383,622,111.0,192,0.615755627,1.8249,239,9.077466339309055,5.664528603380846,14.741994942689901,0.6157556270096463,2.2068961387877493,1.7359874944337867,2.6913783239921822,0.470786203956341,AK_2003,Alaska,AK,2003,0,3,0,KY_AK_2003,2006_AK_2003
Louisiana,LA,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4362758.0,34057.0,780.6300509906806,232378.0,5326.401326867088,5.516666666666667,22265.0,42847.43937937733,15.28861498414524,10.665401164466202,345,480,443.0,593,0.71875,2.4048,135,7.9078417826521665,3.094372871472587,11.002214654124753,0.71875,2.0691186665004833,1.1328117212251536,2.3990050798369067,0.936021002887969,AK_2003,Alaska,AK,2003,0,-5,0,LA_AK_2003,1998_AK_2003
Louisiana,LA,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4372035.0,32033.0,732.6794044420961,219219.0,5014.118139493394,4.95,22677.0,42703.75182891446,15.290739133736,10.662042060202598,389,518,342.0,484,0.750965251,2.4452,129,8.89745850616475,2.950571072738439,11.848029578903189,0.750965250965251,2.1868889601838606,1.0853821797065761,2.473005239708038,1.1011829841712104,AK_2003,Alaska,AK,2003,0,-4,0,LA_AK_2003,1999_AK_2003
Louisiana,LA,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4471885.0,30440.0,680.6972898453337,211904.0,4738.583393803731,5.125,23907.0,43553.68767652325,15.313320577922916,10.681749655539011,326,468,427.0,600,0.696581197,2.4398,142,7.289990686254231,3.1753947160984684,10.4653854023527,0.6965811965811965,1.9878730722979467,1.1585762110467215,2.3490282577187407,0.8290879490077805,AK_2003,Alaska,AK,2003,0,-3,0,LA_AK_2003,2000_AK_2003
Louisiana,LA,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4477875.0,30678.0,685.1017502721714,207693.0,4638.204505485302,5.591666666666666,25630.0,45413.51289244529,15.314659161503796,10.723564980545962,352,493,400.0,541,0.713995943,2.4053,141,7.860871507132289,3.1488150071183316,11.009686514250621,0.7139959432048681,2.063168794180446,1.1501969595222192,2.399683356337443,0.912750905169031,AK_2003,Alaska,AK,2003,0,-2,0,LA_AK_2003,2001_AK_2003
Louisiana,LA,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4497267.0,29690.0,660.178726324232,198838.0,4421.307429601133,5.966666666666666,26281.0,45835.62741753151,15.31898043690562,10.732816958914198,349,499,467.0,607,0.699398798,2.2628,150,7.760268625367362,3.335359008037548,11.09562763340491,0.6993987975951904,2.050304735901306,1.2075740145886642,2.4074519738406956,0.8425404774849345,AK_2003,Alaska,AK,2003,0,-1,0,LA_AK_2003,2002_AK_2003
Louisiana,LA,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4521042.0,28622.0,633.0841429918147,193698.0,4284.366303166394,6.233333333333333,26987.0,46009.632738224645,15.324253056213683,10.736606060901282,316,461,473.0,602,0.685466377,2.3807,145,6.989539137216598,3.207225237013945,10.196764374230542,0.6854663774403471,1.9458443093474413,1.1685192604202004,2.323050674431729,0.7771471549726836,AK_2003,Alaska,AK,2003,0,0,0,LA_AK_2003,2003_AK_2003
Louisiana,LA,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4552238.0,28844.0,633.622407264295,199153.0,4374.837168003957,5.683333333333334,27983.0,46468.12368167983,15.331129538131524,10.74652184428257,371,537,480.0,602,0.690875233,2.362,166,8.149837508495821,3.6465580226692893,11.79639553116511,0.6908752327746741,2.099224255603214,1.296522273965962,2.468641378812366,0.8025535547373154,AK_2003,Alaska,AK,2003,0,1,0,LA_AK_2003,2004_AK_2003
Louisiana,LA,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4576628.0,26889.0,587.5286346192,166611.0,3640.475039701719,7.05,29970.0,48147.15289347901,15.336473040387768,10.782017285539895,348,505,457.0,592,0.689108911,2.4126,157,7.6038515693213435,3.4304732654696863,11.034324834791029,0.689108910891089,2.029969163328645,1.2356090390938563,2.401916706419771,0.7942127719348909,AK_2003,Alaska,AK,2003,0,2,0,LA_AK_2003,2005_AK_2003
Louisiana,LA,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4302665.0,30923.0,718.6941116726493,174975.0,4066.6656595389136,4.141666666666667,33627.0,52335.85769462936,15.274745156129129,10.865437030702116,331,492,443.0,554,0.672764228,2.6256,161,7.692906605557253,3.741866959198543,11.434773564755798,0.6727642276422764,2.0415977388727202,1.3222535718795232,2.4375331685653685,0.719122666963206,AK_2003,Alaska,AK,2003,0,3,0,LA_AK_2003,2006_AK_2003
Maine,ME,1998,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,1247554.0,1566.0,125.52562854994652,36261.0,2906.567571423762,4.458333333333333,24830.0,47783.60295485916,14.03669539224412,10.77443782521261,106,196,11.0,27,0.540816327,2.1652,90,8.49662619814453,7.21411658333026,15.71074278147479,0.5408163265306123,2.1408454125257523,1.9774249543192164,2.7549810366147285,0.16279513444359936,AK_2003,Alaska,AK,2003,0,-5,0,ME_AK_2003,1998_AK_2003
Maine,ME,1999,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,1253040.0,1404.0,112.04750047883547,34618.0,2762.721062376301,3.9583333333333335,25793.0,48571.58667033517,14.041083156752544,10.790794002509225,91,175,15.0,25,0.52,2.2061,84,7.262337993998595,6.703696609844857,13.966034603843452,0.52,1.9840778346177597,1.904149709846181,2.6373440487762756,0.07958743791834745,AK_2003,Alaska,AK,2003,0,-4,0,ME_AK_2003,1999_AK_2003
Maine,ME,2000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,1277072.0,1397.0,109.39085658443688,32003.0,2505.966773995515,3.3083333333333336,27478.0,50059.322791463,14.060080515570917,10.820964036957047,98,154,11.0,18,0.636363636,2.226,56,7.673803826252553,4.385030757858601,12.058834584111155,0.6363636363636364,2.0391147144206694,1.4804745294877601,2.4906264756930616,0.555815910025648,AK_2003,Alaska,AK,2003,0,-3,0,ME_AK_2003,2000_AK_2003
Maine,ME,2001,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,1285692.0,1435.0,111.61304573723724,33154.0,2578.689141722901,3.75,28821.0,51067.61042033421,14.066807652761623,10.840905728265694,86,161,7.0,21,0.534161491,2.284,75,6.689004831639304,5.833434446197067,12.522439277836371,0.5341614906832298,1.901958982773714,1.765318714085156,2.52832042496815,0.13601175768285467,AK_2003,Alaska,AK,2003,0,-2,0,ME_AK_2003,2001_AK_2003
