outcome,spec,control_rule,tier,event_time,att,se,n_cohorts,total_treated_states
firearm_homicide_rate,ra,broad,minimal,1,-0.4495272200087782,0.09329402630366244,8,11
firearm_homicide_rate,ra,broad,minimal,2,-0.5099846677834925,0.1066399003574823,8,11
firearm_homicide_rate,ra,broad,minimal,3,-0.2442779952118006,0.08313472602229863,7,9
firearm_homicide_rate,ra,broad,minimal,4,0.04117367476335412,0.17061274871878254,6,9
firearm_homicide_rate,ra,broad,minimal,5,-0.541242883816821,0.18772952966156867,5,8
firearm_homicide_rate,ra,strict,expanded,-5,-0.576582867261122,0.21017379338532574,8,8
firearm_homicide_rate,ra,strict,expanded,-4,0.046329172738670044,0.1782606997108016,8,8
firearm_homicide_rate,ra,strict,expanded,-3,0.23398258704820174,0.14513998204931625,8,8
firearm_homicide_rate,ra,strict,expanded,-2,-0.35002751972780644,0.12003394708627486,8,8
firearm_homicide_rate,ra,strict,expanded,0,-0.06665868266110656,0.09080222684467876,8,8
firearm_homicide_rate,ra,strict,expanded,1,-0.25995730560913244,0.1434099749316135,8,8
firearm_homicide_rate,ra,strict,expanded,2,-0.7148205245425723,0.1785569643320104,8,8
firearm_homicide_rate,ra,strict,expanded,3,-0.5235198133807777,0.16176052117607762,7,7
firearm_homicide_rate,ra,strict,expanded,4,-0.7887470304133408,0.27115893766846133,6,8
firearm_homicide_rate,ra,strict,expanded,5,-1.7796533469458002,0.3421046938327537,5,7
firearm_homicide_rate,ra,strict,headline,-5,-0.605579661372242,0.17430603691131874,8,8
firearm_homicide_rate,ra,strict,headline,-4,-0.01702717038696326,0.14238335244256367,8,8
firearm_homicide_rate,ra,strict,headline,-3,0.11031755168427712,0.1296176165931303,8,8
firearm_homicide_rate,ra,strict,headline,-2,-0.24808971790492834,0.14568680837448061,8,8
firearm_homicide_rate,ra,strict,headline,0,0.15927264177249467,0.10969630739750486,8,8
firearm_homicide_rate,ra,strict,headline,1,-0.13263267613075036,0.16298364659455059,8,8
firearm_homicide_rate,ra,strict,headline,2,-0.43701168959316467,0.160890385320135,8,8
firearm_homicide_rate,ra,strict,headline,3,-0.1461010587568864,0.12414716047615264,7,7
firearm_homicide_rate,ra,strict,headline,4,-0.24617504420752812,0.17683881959949754,6,8
firearm_homicide_rate,ra,strict,headline,5,-0.8507217390061929,0.2536089854342185,5,7
firearm_homicide_rate,ra,strict,minimal,-5,-0.2999987202433092,0.10533152137153286,8,11
firearm_homicide_rate,ra,strict,minimal,-4,0.010346339020257347,0.10778879740089099,8,11
firearm_homicide_rate,ra,strict,minimal,-3,0.010222340470392655,0.09823981592990837,8,11
firearm_homicide_rate,ra,strict,minimal,-2,-0.3086003938646341,0.09759504067447333,8,11
firearm_homicide_rate,ra,strict,minimal,0,0.035989934638978316,0.06707149629169178,8,11
firearm_homicide_rate,ra,strict,minimal,1,-0.4495272200087782,0.09329402630366244,8,11
firearm_homicide_rate,ra,strict,minimal,2,-0.5099846677834925,0.1066399003574823,8,11
firearm_homicide_rate,ra,strict,minimal,3,-0.2442779952118006,0.08313472602229863,7,9
firearm_homicide_rate,ra,strict,minimal,4,0.04117367476335412,0.17061274871878254,6,9
firearm_homicide_rate,ra,strict,minimal,5,-0.541242883816821,0.18772952966156867,5,8
firearm_suicide_rate,or,broad,all,-5,0.14953600904664227,0.1678349607190056,8,11
firearm_suicide_rate,or,broad,all,-4,0.23709807944887024,0.07871003771528619,8,11
firearm_suicide_rate,or,broad,all,-3,-0.06478450354952431,0.127785019402621,8,11
firearm_suicide_rate,or,broad,all,-2,0.03105397461934821,0.15936170669445215,8,11
firearm_suicide_rate,or,broad,all,0,-0.09071147517469202,0.19522757216892478,8,11
firearm_suicide_rate,or,broad,all,1,-0.09690053234473743,0.13226921812075026,8,11
firearm_suicide_rate,or,broad,all,2,-0.3689437923187961,0.14429230476914684,8,11
firearm_suicide_rate,or,broad,all,3,-0.17026487188743486,0.19881534861694367,7,10
firearm_suicide_rate,or,broad,all,4,-0.683061189697977,0.1115740635483202,6,9
firearm_suicide_rate,or,broad,all,5,-0.36472759003335187,0.1775969187460945,5,8
firearm_suicide_rate,or,strict,all,-5,0.14953600904664227,0.1678349607190056,8,11
firearm_suicide_rate,or,strict,all,-4,0.23709807944887024,0.07871003771528619,8,11
firearm_suicide_rate,or,strict,all,-3,-0.06478450354952431,0.127785019402621,8,11
firearm_suicide_rate,or,strict,all,-2,0.03105397461934821,0.15936170669445215,8,11
firearm_suicide_rate,or,strict,all,0,-0.09071147517469202,0.19522757216892478,8,11
firearm_suicide_rate,or,strict,all,1,-0.09690053234473743,0.13226921812075026,8,11
firearm_suicide_rate,or,strict,all,2,-0.3689437923187961,0.14429230476914684,8,11
firearm_suicide_rate,or,strict,all,3,-0.17026487188743486,0.19881534861694367,7,10
firearm_suicide_rate,or,strict,all,4,-0.683061189697977,0.1115740635483202,6,9
firearm_suicide_rate,or,strict,all,5,-0.36472759003335187,0.1775969187460945,5,8
firearm_suicide_rate,ra,broad,expanded,-5,0.3378813243924691,0.2528200149386568,8,6
firearm_suicide_rate,ra,broad,expanded,-4,-0.3104253539422664,0.1663893934935002,8,6
firearm_suicide_rate,ra,broad,expanded,-3,-0.19073303607665582,0.32505707009959484,8,6
firearm_suicide_rate,ra,broad,expanded,-2,-0.23918774978822754,0.33395013578762944,8,6
firearm_suicide_rate,ra,broad,expanded,0,0.3931907329481566,0.3464267208748422,8,6
firearm_suicide_rate,ra,broad,expanded,1,0.08928472901680534,0.2780100616800416,8,6
firearm_suicide_rate,ra,broad,expanded,2,0.2523540578717105,0.3147488892426486,8,6
firearm_suicide_rate,ra,broad,expanded,3,0.6409561927578916,0.23299690344001006,7,6
firearm_suicide_rate,ra,broad,expanded,4,1.3324607758283573,0.4261339295923945,6,6
firearm_suicide_rate,ra,broad,expanded,5,0.0038574041317773755,0.32512271233991774,5,6
firearm_suicide_rate,ra,broad,headline,-5,0.5047967697722713,0.24375919046384,8,6
firearm_suicide_rate,ra,broad,headline,-4,-0.4882670976138616,0.12827932867016292,8,6
firearm_suicide_rate,ra,broad,headline,-3,-0.07797226542396116,0.30853943742931406,8,6
firearm_suicide_rate,ra,broad,headline,-2,-0.08015786300019784,0.34001257553868525,8,6
firearm_suicide_rate,ra,broad,headline,0,0.3749403880482826,0.3059613690688739,8,6
firearm_suicide_rate,ra,broad,headline,1,0.13382898297361429,0.2373972423121154,8,6
firearm_suicide_rate,ra,broad,headline,2,0.38808007839653547,0.28908040151713443,8,6
firearm_suicide_rate,ra,broad,headline,3,1.072072128315074,0.18755650536551607,7,6
firearm_suicide_rate,ra,broad,headline,4,0.6217686492129109,0.3773156963254317,6,6
firearm_suicide_rate,ra,broad,headline,5,0.046862801323064585,0.2474893619193134,5,6
firearm_suicide_rate,ra,broad,minimal,-5,-0.007094382288784562,0.17162208191594314,8,11
firearm_suicide_rate,ra,broad,minimal,-4,-0.047717985878499514,0.09925883853981632,8,11
firearm_suicide_rate,ra,broad,minimal,-3,-0.112856295511966,0.1497994485399853,8,11
firearm_suicide_rate,ra,broad,minimal,-2,-0.17073803689915384,0.17226687496824922,8,11
firearm_suicide_rate,ra,broad,minimal,0,-0.17111403835899386,0.17602881373784068,8,11
firearm_suicide_rate,ra,broad,minimal,1,-0.4200301021892338,0.15453281844706745,8,11
firearm_suicide_rate,ra,broad,minimal,2,-0.2627269752760412,0.1677023397621586,8,11
firearm_suicide_rate,ra,broad,minimal,3,0.0006332755048280986,0.22006349214234486,7,10
firearm_suicide_rate,ra,broad,minimal,4,-0.608079393669131,0.17553418916786473,6,9
firearm_suicide_rate,ra,broad,minimal,5,-0.4196946266853785,0.18025457812509946,5,8
firearm_suicide_rate,ra,strict,expanded,-5,0.3378813243924691,0.2528200149386568,8,6
firearm_suicide_rate,ra,strict,expanded,-4,-0.3104253539422664,0.1663893934935002,8,6
firearm_suicide_rate,ra,strict,expanded,-3,-0.19073303607665582,0.32505707009959484,8,6
firearm_suicide_rate,ra,strict,expanded,-2,-0.23918774978822754,0.33395013578762944,8,6
firearm_suicide_rate,ra,strict,expanded,0,0.3931907329481566,0.3464267208748422,8,6
firearm_suicide_rate,ra,strict,expanded,1,0.08928472901680534,0.2780100616800416,8,6
firearm_suicide_rate,ra,strict,expanded,2,0.2523540578717105,0.3147488892426486,8,6
firearm_suicide_rate,ra,strict,expanded,3,0.6409561927578916,0.23299690344001006,7,6
firearm_suicide_rate,ra,strict,expanded,4,1.3324607758283573,0.4261339295923945,6,6
firearm_suicide_rate,ra,strict,expanded,5,0.0038574041317773755,0.32512271233991774,5,6
firearm_suicide_rate,ra,strict,headline,-5,0.5047967697722713,0.24375919046384,8,6
firearm_suicide_rate,ra,strict,headline,-4,-0.4882670976138616,0.12827932867016292,8,6
firearm_suicide_rate,ra,strict,headline,-3,-0.07797226542396116,0.30853943742931406,8,6
firearm_suicide_rate,ra,strict,headline,-2,-0.08015786300019784,0.34001257553868525,8,6
firearm_suicide_rate,ra,strict,headline,0,0.3749403880482826,0.3059613690688739,8,6
firearm_suicide_rate,ra,strict,headline,1,0.13382898297361429,0.2373972423121154,8,6
firearm_suicide_rate,ra,strict,headline,2,0.38808007839653547,0.28908040151713443,8,6
firearm_suicide_rate,ra,strict,headline,3,1.072072128315074,0.18755650536551607,7,6
firearm_suicide_rate,ra,strict,headline,4,0.6217686492129109,0.3773156963254317,6,6
firearm_suicide_rate,ra,strict,headline,5,0.046862801323064585,0.2474893619193134,5,6
firearm_suicide_rate,ra,strict,minimal,-5,-0.007094382288784562,0.17162208191594314,8,11
firearm_suicide_rate,ra,strict,minimal,-4,-0.047717985878499514,0.09925883853981632,8,11
firearm_suicide_rate,ra,strict,minimal,-3,-0.112856295511966,0.1497994485399853,8,11
firearm_suicide_rate,ra,strict,minimal,-2,-0.17073803689915384,0.17226687496824922,8,11
firearm_suicide_rate,ra,strict,minimal,0,-0.17111403835899386,0.17602881373784068,8,11
firearm_suicide_rate,ra,strict,minimal,1,-0.4200301021892338,0.15453281844706745,8,11
firearm_suicide_rate,ra,strict,minimal,2,-0.2627269752760412,0.1677023397621586,8,11
firearm_suicide_rate,ra,strict,minimal,3,0.0006332755048280986,0.22006349214234486,7,10
firearm_suicide_rate,ra,strict,minimal,4,-0.608079393669131,0.17553418916786473,6,9
firearm_suicide_rate,ra,strict,minimal,5,-0.4196946266853785,0.18025457812509946,5,8
homicide_rate,or,broad,all,-5,-0.060631271338928816,0.14590027913793954,8,11
homicide_rate,or,broad,all,-4,-0.05741646379830853,0.17457465568838806,8,11
homicide_rate,or,broad,all,-3,0.004611242500940277,0.14702624006214954,8,11
homicide_rate,or,broad,all,-2,-0.02618820844426737,0.11287990699693398,8,11
homicide_rate,or,broad,all,0,0.2078711491242401,0.14478376690610853,8,11
homicide_rate,or,broad,all,1,-0.3364990242065372,0.0634765926430118,8,11
homicide_rate,or,broad,all,2,-0.29776513978786023,0.08736951208894173,8,11
homicide_rate,or,broad,all,3,-0.6164810468547197,0.15926112095508768,7,10
homicide_rate,or,broad,all,4,-0.31338793089618094,0.1922454424294233,6,9
homicide_rate,or,broad,all,5,-1.073199897564916,0.21801762804026376,5,8
homicide_rate,or,strict,all,-5,-0.060631271338928816,0.14590027913793954,8,11
homicide_rate,or,strict,all,-4,-0.05741646379830853,0.17457465568838806,8,11
homicide_rate,or,strict,all,-3,0.004611242500940277,0.14702624006214954,8,11
homicide_rate,or,strict,all,-2,-0.02618820844426737,0.11287990699693398,8,11
homicide_rate,or,strict,all,0,0.2078711491242401,0.14478376690610853,8,11
homicide_rate,or,strict,all,1,-0.3364990242065372,0.0634765926430118,8,11
homicide_rate,or,strict,all,2,-0.29776513978786023,0.08736951208894173,8,11
homicide_rate,or,strict,all,3,-0.6164810468547197,0.15926112095508768,7,10
homicide_rate,or,strict,all,4,-0.31338793089618094,0.1922454424294233,6,9
homicide_rate,or,strict,all,5,-1.073199897564916,0.21801762804026376,5,8
homicide_rate,ra,broad,expanded,-5,-0.7916975106955396,0.21519351444002577,8,8
homicide_rate,ra,broad,expanded,-4,-0.3848812442664599,0.22456613469357573,8,8
homicide_rate,ra,broad,expanded,-3,-0.19268927425516347,0.19357838978980121,8,8
homicide_rate,ra,broad,expanded,-2,-0.22038687837497167,0.16453549299995016,8,8
homicide_rate,ra,broad,expanded,0,-0.507513227991517,0.235341687917489,8,8
homicide_rate,ra,broad,expanded,1,-0.13550479539252022,0.24202149373816717,8,8
homicide_rate,ra,broad,expanded,2,0.2847432586430574,0.20472606457188133,8,8
homicide_rate,ra,broad,expanded,3,-0.9410911331509282,0.2301279104778049,7,8
homicide_rate,ra,broad,expanded,4,-0.3695414842330509,0.2661769942469069,6,8
homicide_rate,ra,broad,expanded,5,-1.8927070269765474,0.30140035367722157,5,7
homicide_rate,ra,broad,headline,-5,-1.0880285969638979,0.21491324305009898,8,8
homicide_rate,ra,broad,headline,-4,-0.5939295416458414,0.19532463206813053,8,8
homicide_rate,ra,broad,headline,-3,-0.43001733885103377,0.22090864260156914,8,8
homicide_rate,ra,broad,headline,-2,-0.0847440816745198,0.17033032569845089,8,8
homicide_rate,ra,broad,headline,0,-0.29295009219876594,0.21911581316294856,8,8
homicide_rate,ra,broad,headline,1,0.12224250003669511,0.19678711724057876,8,8
homicide_rate,ra,broad,headline,2,0.24627503001934836,0.16993711020667787,8,8
homicide_rate,ra,broad,headline,3,-0.541890410108143,0.2057538075623185,7,8
homicide_rate,ra,broad,headline,4,-0.23079653576508163,0.20498793337674376,6,8
homicide_rate,ra,broad,headline,5,-1.39721379478013,0.24663526643486147,5,7
homicide_rate,ra,broad,minimal,-5,-0.5868273794697059,0.14786568482440368,8,11
homicide_rate,ra,broad,minimal,-4,-0.12564032205638354,0.12914618364427244,8,11
homicide_rate,ra,broad,minimal,-3,-0.18473894673687982,0.1329263331445607,8,11
homicide_rate,ra,broad,minimal,-2,-0.38262539433521914,0.11051816830148833,8,11
homicide_rate,ra,broad,minimal,0,-0.17153625473007864,0.11623039153508152,8,11
homicide_rate,ra,broad,minimal,1,-0.479934071815824,0.1293340366003308,8,11
homicide_rate,ra,broad,minimal,2,-0.40615116995609757,0.1213071167807474,8,11
homicide_rate,ra,broad,minimal,3,-0.9120316125255392,0.14442258091440344,7,10
homicide_rate,ra,broad,minimal,4,-0.26828670400183846,0.1976728849522482,6,9
homicide_rate,ra,broad,minimal,5,-1.6489312919719277,0.1749737028070151,5,8
homicide_rate,ra,strict,expanded,-5,-0.7916975106955396,0.21519351444002577,8,8
homicide_rate,ra,strict,expanded,-4,-0.3848812442664599,0.22456613469357573,8,8
homicide_rate,ra,strict,expanded,-3,-0.19268927425516347,0.19357838978980121,8,8
homicide_rate,ra,strict,expanded,-2,-0.22038687837497167,0.16453549299995016,8,8
homicide_rate,ra,strict,expanded,0,-0.507513227991517,0.235341687917489,8,8
homicide_rate,ra,strict,expanded,1,-0.13550479539252022,0.24202149373816717,8,8
homicide_rate,ra,strict,expanded,2,0.2847432586430574,0.20472606457188133,8,8
homicide_rate,ra,strict,expanded,3,-0.9410911331509282,0.2301279104778049,7,8
homicide_rate,ra,strict,expanded,4,-0.3695414842330509,0.2661769942469069,6,8
homicide_rate,ra,strict,expanded,5,-1.8927070269765474,0.30140035367722157,5,7
homicide_rate,ra,strict,headline,-5,-1.0880285969638979,0.21491324305009898,8,8
homicide_rate,ra,strict,headline,-4,-0.5939295416458414,0.19532463206813053,8,8
homicide_rate,ra,strict,headline,-3,-0.43001733885103377,0.22090864260156914,8,8
homicide_rate,ra,strict,headline,-2,-0.0847440816745198,0.17033032569845089,8,8
homicide_rate,ra,strict,headline,0,-0.29295009219876594,0.21911581316294856,8,8
homicide_rate,ra,strict,headline,1,0.12224250003669511,0.19678711724057876,8,8
homicide_rate,ra,strict,headline,2,0.24627503001934836,0.16993711020667787,8,8
homicide_rate,ra,strict,headline,3,-0.541890410108143,0.2057538075623185,7,8
homicide_rate,ra,strict,headline,4,-0.23079653576508163,0.20498793337674376,6,8
homicide_rate,ra,strict,headline,5,-1.39721379478013,0.24663526643486147,5,7
homicide_rate,ra,strict,minimal,-5,-0.5868273794697059,0.14786568482440368,8,11
homicide_rate,ra,strict,minimal,-4,-0.12564032205638354,0.12914618364427244,8,11
homicide_rate,ra,strict,minimal,-3,-0.18473894673687982,0.1329263331445607,8,11
homicide_rate,ra,strict,minimal,-2,-0.38262539433521914,0.11051816830148833,8,11
homicide_rate,ra,strict,minimal,0,-0.17153625473007864,0.11623039153508152,8,11
homicide_rate,ra,strict,minimal,1,-0.479934071815824,0.1293340366003308,8,11
homicide_rate,ra,strict,minimal,2,-0.40615116995609757,0.1213071167807474,8,11
homicide_rate,ra,strict,minimal,3,-0.9120316125255392,0.14442258091440344,7,10
homicide_rate,ra,strict,minimal,4,-0.26828670400183846,0.1976728849522482,6,9
homicide_rate,ra,strict,minimal,5,-1.6489312919719277,0.1749737028070151,5,8
motor_vehicle_theft_rate,or,broad,all,-5,-9.79308651018432,7.932253671759981,8,11
motor_vehicle_theft_rate,or,broad,all,-4,-0.45348780975532854,3.923178888743002,8,11
motor_vehicle_theft_rate,or,broad,all,-3,9.83664263875784,4.85483315085466,8,11
motor_vehicle_theft_rate,or,broad,all,-2,4.0057113505913335,2.5452907210427993,8,11
motor_vehicle_theft_rate,or,broad,all,0,-2.3757374494269126,1.9152667354957817,8,11
motor_vehicle_theft_rate,or,broad,all,1,-6.392009009457381,3.0960897436241632,8,11
motor_vehicle_theft_rate,or,broad,all,2,37.27770109558271,6.897990928523372,8,11
motor_vehicle_theft_rate,or,broad,all,3,5.898738059671673,11.315809383829219,7,10
motor_vehicle_theft_rate,or,broad,all,4,10.38713057048159,16.489022570495294,6,9
motor_vehicle_theft_rate,or,broad,all,5,13.972089437901522,18.117635882196932,5,8
motor_vehicle_theft_rate,or,strict,all,-5,-9.79308651018432,7.932253671759981,8,11
motor_vehicle_theft_rate,or,strict,all,-4,-0.45348780975532854,3.923178888743002,8,11
motor_vehicle_theft_rate,or,strict,all,-3,9.83664263875784,4.85483315085466,8,11
motor_vehicle_theft_rate,or,strict,all,-2,4.0057113505913335,2.5452907210427993,8,11
motor_vehicle_theft_rate,or,strict,all,0,-2.3757374494269126,1.9152667354957817,8,11
motor_vehicle_theft_rate,or,strict,all,1,-6.392009009457381,3.0960897436241632,8,11
motor_vehicle_theft_rate,or,strict,all,2,37.27770109558271,6.897990928523372,8,11
motor_vehicle_theft_rate,or,strict,all,3,5.898738059671673,11.315809383829219,7,10
motor_vehicle_theft_rate,or,strict,all,4,10.38713057048159,16.489022570495294,6,9
motor_vehicle_theft_rate,or,strict,all,5,13.972089437901522,18.117635882196932,5,8
motor_vehicle_theft_rate,ra,broad,expanded,-5,-28.940006055006663,9.422838753220315,8,8
motor_vehicle_theft_rate,ra,broad,expanded,-4,-10.686251513015112,4.684245139273308,8,8
motor_vehicle_theft_rate,ra,broad,expanded,-3,7.803328888410308,4.225442756418786,8,8
motor_vehicle_theft_rate,ra,broad,expanded,-2,-7.987908264907517,2.7537328050793852,8,8
motor_vehicle_theft_rate,ra,broad,expanded,0,-11.466876448810748,3.9133127350176586,8,8
motor_vehicle_theft_rate,ra,broad,expanded,1,-5.948790915473307,4.0665974306391695,8,8
motor_vehicle_theft_rate,ra,broad,expanded,2,29.66030518278948,5.392383725877679,8,8
motor_vehicle_theft_rate,ra,broad,expanded,3,42.41344691138135,10.618208654951978,7,8
motor_vehicle_theft_rate,ra,broad,expanded,4,14.374115922238586,10.63562341846113,6,8
motor_vehicle_theft_rate,ra,broad,expanded,5,-63.86429352218596,18.95554417232425,5,7
motor_vehicle_theft_rate,ra,broad,headline,-5,-29.032299402758532,7.655745287708137,8,8
motor_vehicle_theft_rate,ra,broad,headline,-4,-12.013590233078517,3.9804757007744374,8,8
motor_vehicle_theft_rate,ra,broad,headline,-3,5.23306467602214,3.505444881094812,8,8
motor_vehicle_theft_rate,ra,broad,headline,-2,-11.22289101017644,2.4874091754126755,8,8
motor_vehicle_theft_rate,ra,broad,headline,0,-5.970705715259136,3.384616026986813,8,8
motor_vehicle_theft_rate,ra,broad,headline,1,4.1606113383479775,3.858402309871283,8,8
motor_vehicle_theft_rate,ra,broad,headline,2,41.91754020649115,4.941095972177776,8,8
motor_vehicle_theft_rate,ra,broad,headline,3,60.080741614257725,7.985440668583263,7,8
motor_vehicle_theft_rate,ra,broad,headline,4,38.89133345923842,7.356457059643853,6,8
motor_vehicle_theft_rate,ra,broad,headline,5,-15.879700390635591,13.519867242823391,5,7
motor_vehicle_theft_rate,ra,broad,minimal,-5,-39.57927143042197,7.165793891692581,8,11
motor_vehicle_theft_rate,ra,broad,minimal,-4,-16.216599231596525,4.674326527421017,8,11
motor_vehicle_theft_rate,ra,broad,minimal,-3,-2.8079924625184267,4.378855093468822,8,11
motor_vehicle_theft_rate,ra,broad,minimal,-2,-3.5290158910058045,2.3771701086652737,8,11
motor_vehicle_theft_rate,ra,broad,minimal,0,-4.303559651903594,2.2525395258374576,8,11
motor_vehicle_theft_rate,ra,broad,minimal,1,-12.321274240473468,3.4988619154372107,8,11
motor_vehicle_theft_rate,ra,broad,minimal,2,29.9631951234128,5.5362271970435994,8,11
motor_vehicle_theft_rate,ra,broad,minimal,3,16.461085060526667,7.391752278683006,7,10
motor_vehicle_theft_rate,ra,broad,minimal,4,25.51558115419487,8.56674262010491,6,9
motor_vehicle_theft_rate,ra,broad,minimal,5,3.645957163711568,12.989343592626293,5,8
motor_vehicle_theft_rate,ra,strict,expanded,-5,-28.940006055006663,9.422838753220315,8,8
motor_vehicle_theft_rate,ra,strict,expanded,-4,-10.686251513015112,4.684245139273308,8,8
motor_vehicle_theft_rate,ra,strict,expanded,-3,7.803328888410308,4.225442756418786,8,8
motor_vehicle_theft_rate,ra,strict,expanded,-2,-7.987908264907517,2.7537328050793852,8,8
motor_vehicle_theft_rate,ra,strict,expanded,0,-11.466876448810748,3.9133127350176586,8,8
motor_vehicle_theft_rate,ra,strict,expanded,1,-5.948790915473307,4.0665974306391695,8,8
motor_vehicle_theft_rate,ra,strict,expanded,2,29.66030518278948,5.392383725877679,8,8
motor_vehicle_theft_rate,ra,strict,expanded,3,42.41344691138135,10.618208654951978,7,8
motor_vehicle_theft_rate,ra,strict,expanded,4,14.374115922238586,10.63562341846113,6,8
motor_vehicle_theft_rate,ra,strict,expanded,5,-63.86429352218596,18.95554417232425,5,7
motor_vehicle_theft_rate,ra,strict,headline,-5,-29.032299402758532,7.655745287708137,8,8
motor_vehicle_theft_rate,ra,strict,headline,-4,-12.013590233078517,3.9804757007744374,8,8
motor_vehicle_theft_rate,ra,strict,headline,-3,5.23306467602214,3.505444881094812,8,8
motor_vehicle_theft_rate,ra,strict,headline,-2,-11.22289101017644,2.4874091754126755,8,8
motor_vehicle_theft_rate,ra,strict,headline,0,-5.970705715259136,3.384616026986813,8,8
motor_vehicle_theft_rate,ra,strict,headline,1,4.1606113383479775,3.858402309871283,8,8
motor_vehicle_theft_rate,ra,strict,headline,2,41.91754020649115,4.941095972177776,8,8
motor_vehicle_theft_rate,ra,strict,headline,3,60.080741614257725,7.985440668583263,7,8
motor_vehicle_theft_rate,ra,strict,headline,4,38.89133345923842,7.356457059643853,6,8
motor_vehicle_theft_rate,ra,strict,headline,5,-15.879700390635591,13.519867242823391,5,7
motor_vehicle_theft_rate,ra,strict,minimal,-5,-39.57927143042197,7.165793891692581,8,11
motor_vehicle_theft_rate,ra,strict,minimal,-4,-16.216599231596525,4.674326527421017,8,11
motor_vehicle_theft_rate,ra,strict,minimal,-3,-2.8079924625184267,4.378855093468822,8,11
motor_vehicle_theft_rate,ra,strict,minimal,-2,-3.5290158910058045,2.3771701086652737,8,11
