outcome,year,event_time,y_treated,y_synthetic,effect
firearm_suicide_rate,2001,-12,8.910998997709797,8.405878174854006,0.5051208228557904
firearm_suicide_rate,2002,-11,8.535554215297344,8.299135980183646,0.23641823511369786
firearm_suicide_rate,2003,-10,8.017990338211202,8.406475083643137,-0.3884847454319349
firearm_suicide_rate,2004,-9,8.734057718742768,8.344992111844801,0.389065606897967
firearm_suicide_rate,2005,-8,8.465112017620624,8.519729474838124,-0.054617457217499776
firearm_suicide_rate,2006,-7,7.804977387655134,8.107614968667114,-0.30263758101198057
firearm_suicide_rate,2007,-6,8.145608930549427,8.099419782623919,0.04618914792550832
firearm_suicide_rate,2008,-5,7.834870884567045,8.188689538132175,-0.3538186535651304
firearm_suicide_rate,2009,-4,9.035278983145025,8.900973225900971,0.13430575724405358
firearm_suicide_rate,2010,-3,8.490422723632168,8.851951040129125,-0.3615283164969565
firearm_suicide_rate,2011,-2,8.657761614885565,9.031094595121463,-0.37333298023589734
firearm_suicide_rate,2012,-1,10.27453638323211,9.74755773874286,0.526978644489251
firearm_suicide_rate,2013,0,9.28181351071404,9.791056291072582,-0.5092427803585426
firearm_suicide_rate,2014,1,10.06373199030745,9.415328259889103,0.6484037304183463
firearm_suicide_rate,2015,2,9.9146460764575,10.26744391606556,-0.3527978396080602
firearm_suicide_rate,2016,3,11.063893533939352,10.204756667763037,0.8591368661763141
firearm_suicide_rate,2017,4,10.557940802053947,11.637582322775145,-1.0796415207211982
firearm_suicide_rate,2018,5,11.587965651865206,11.081562072502146,0.5064035793630595
firearm_suicide_rate,2019,6,11.235104370125669,10.547775096237535,0.6873292738881336
firearm_suicide_rate,2020,7,11.260875397036257,11.721627954689085,-0.4607525576528282
firearm_suicide_rate,2021,8,12.813818146292869,11.832352968552279,0.9814651777405903
firearm_suicide_rate,2022,9,11.810078218267678,11.688305185910048,0.12177303235763048
firearm_suicide_rate,2023,10,12.217566216751823,12.185508002300235,0.032058214451588185
firearm_homicide_rate,2001,-12,2.239174107,2.2634769734465543,-0.024302866446554106
firearm_homicide_rate,2002,-11,2.605590234,2.5622220911334144,0.043368142866585746
firearm_homicide_rate,2003,-10,2.584310935,2.5062043413727606,0.07810659362723937
firearm_homicide_rate,2004,-9,2.846173038,2.520428468599229,0.3257445694007708
firearm_homicide_rate,2005,-8,2.458302732,2.4179755854428,0.040327146557200155
firearm_homicide_rate,2006,-7,2.18791819,2.291835665493085,-0.10391747549308494
firearm_homicide_rate,2007,-6,1.871844476,2.1401255907901833,-0.26828111479018335
firearm_homicide_rate,2008,-5,2.20672074,2.190323293798488,0.016397446201512178
firearm_homicide_rate,2009,-4,2.14936152,2.198219648999827,-0.04885812899982733
firearm_homicide_rate,2010,-3,1.928737715,2.022957744739359,-0.09422002973935895
firearm_homicide_rate,2011,-2,1.973891474,2.1022176012576335,-0.12832612725763348
firearm_homicide_rate,2012,-1,2.216832428,2.0885784067424304,0.12825402125756957
firearm_homicide_rate,2013,0,2.012008655,1.9223588141503452,0.08964984084965466
firearm_homicide_rate,2014,1,1.90445392,1.9330123743239398,-0.028558454323939886
firearm_homicide_rate,2015,2,2.510732925,2.591321587067191,-0.08058866206719095
firearm_homicide_rate,2016,3,2.90585132,2.8350003333248464,0.07085098667515366
firearm_homicide_rate,2017,4,2.853497514,2.5546657656710297,0.2988317483289702
firearm_homicide_rate,2018,5,3.300814458,2.8964350896925053,0.40437936830749477
firearm_homicide_rate,2019,6,2.847847166,3.0199293013240642,-0.17208213532406402
firearm_homicide_rate,2020,7,4.046339019,3.830252038694171,0.21608698030582918
firearm_homicide_rate,2021,8,4.74713,4.78761874536453,-0.040488745364529954
firearm_homicide_rate,2022,9,5.19575,4.821792206381749,0.373957793618251
firearm_homicide_rate,2023,10,4.42273,4.05305815840447,0.36967184159552957
homicide_rate,2001,-12,3.565795356296304,3.7837426727629477,-0.21794731646664367
homicide_rate,2002,-11,3.976848962608955,3.6442397217285465,0.33260924088040866
homicide_rate,2003,-10,4.068050346191084,3.852903065282118,0.2151472809089663
homicide_rate,2004,-9,4.367836124003954,3.8862589832276644,0.4815771407762899
homicide_rate,2005,-8,3.7098232044080417,3.817281169535354,-0.10745796512731243
homicide_rate,2006,-7,3.5974424077871374,3.616223986371457,-0.018781578584319725
homicide_rate,2007,-6,3.188306525846367,3.47512732422141,-0.2868207983750426
homicide_rate,2008,-5,3.3404488267533914,3.394302598351741,-0.05385377159834981
homicide_rate,2009,-4,3.1643377936565176,3.129731339223479,0.03460645443303845
homicide_rate,2010,-3,2.5556234413668664,3.050277992789948,-0.49465455142308157
homicide_rate,2011,-2,3.0295318767344077,3.034640007852223,-0.005108131117815162
homicide_rate,2012,-1,2.929014937590785,2.9514633462926354,-0.022448408701850386
homicide_rate,2013,0,3.300401397094053,3.2961968695804327,0.004204527513620437
homicide_rate,2014,1,2.8008129079384,3.1361511082385554,-0.33533820030015526
homicide_rate,2015,2,3.174999940354047,3.41289466671916,-0.23789472636511277
homicide_rate,2016,3,3.417656626772909,4.001742762179039,-0.58408613540613
homicide_rate,2017,4,3.953060434459149,3.86473184350993,0.08832859094921908
homicide_rate,2018,5,3.777704410267836,3.7930689319069826,-0.015364521639146478
homicide_rate,2019,6,3.976739719433199,4.0855868234570885,-0.10884710402388942
homicide_rate,2020,7,5.062228389493362,3.895553603405891,1.166674786087471
homicide_rate,2021,8,6.194830517180589,4.521373067901956,1.673457449278633
homicide_rate,2022,9,6.369943728739028,4.611398621724768,1.7585451070142604
homicide_rate,2023,10,5.3886075685535095,4.394782580774601,0.9938249877789085
motor_vehicle_theft_rate,2001,-12,473.79941588661137,444.8535181412842,28.94589774532716
motor_vehicle_theft_rate,2002,-11,515.0574832411363,510.230628098467,4.826855142669331
motor_vehicle_theft_rate,2003,-10,501.7115497226799,533.4384340216799,-31.726884299000005
motor_vehicle_theft_rate,2004,-9,521.6195936347807,508.04464213400547,13.574951500775228
motor_vehicle_theft_rate,2005,-8,559.7115344407763,515.9785302551062,43.7330041856701
motor_vehicle_theft_rate,2006,-7,434.5542127207667,425.4111842510899,9.143028469676835
motor_vehicle_theft_rate,2007,-6,342.60924835159415,389.52273772192444,-46.913489370330296
motor_vehicle_theft_rate,2008,-5,270.25243265655166,298.2080457254808,-27.955613068929154
motor_vehicle_theft_rate,2009,-4,248.37066455870027,249.43972673450972,-1.0690621758094494
motor_vehicle_theft_rate,2010,-3,223.290169051519,229.3893925671741,-6.099223515655098
motor_vehicle_theft_rate,2011,-2,215.03812714730287,216.17560117566165,-1.1374740283587812
motor_vehicle_theft_rate,2012,-1,233.1842747354348,222.68018921702375,10.504085518411046
motor_vehicle_theft_rate,2013,0,237.55302929428692,221.51875654022027,16.03427275406665
motor_vehicle_theft_rate,2014,1,235.24961218077263,235.22513566219445,0.024476518578183004
motor_vehicle_theft_rate,2015,2,294.04537019856963,238.91256138981686,55.13280880875277
motor_vehicle_theft_rate,2016,3,355.1650465949561,274.31596680630355,80.84907978865255
motor_vehicle_theft_rate,2017,4,390.74755934131326,315.1862516536665,75.56130768764677
motor_vehicle_theft_rate,2018,5,386.8545023296137,309.96173486730515,76.89276746230854
motor_vehicle_theft_rate,2019,6,377.234571725971,282.0188728784376,95.21569884753342
motor_vehicle_theft_rate,2020,7,524.3366629824894,295.9559552270515,228.38070775543792
motor_vehicle_theft_rate,2021,8,711.6139477985723,342.06323616081943,369.5507116377529
motor_vehicle_theft_rate,2022,9,791.0716676889399,378.32809228445905,412.74357540448085
motor_vehicle_theft_rate,2023,10,659.477450795489,312.41285579286574,347.0645950026232
