outcome,actual_post_effect,n_placebo,placebo_mean,placebo_sd,p_value_two_sided,pre_rmse
firearm_suicide_rate,0.13037592509591212,38,0.030686410301315366,0.9152973514918631,0.8421052631578947,0.3416932696743489
firearm_homicide_rate,0.13651914205465074,37,0.05683008601583976,0.8863948326185185,0.8378378378378378,0.14245805304597142
homicide_rate,0.40031861462615254,38,0.10774677972021958,1.1620648884998106,0.5526315789473685,0.25492024110867906
motor_vehicle_theft_rate,159.76818196980307,38,-13.969267306338347,83.44463291620983,0.05263157894736842,24.461829986149965
