outcome,spec,control_rule,tier,att_overall_post,se_overall_post,z,att_pretrends_avg,se_pretrends_avg,z_pretrends,n_post_cells,n_pre_cells
firearm_homicide_rate,or,broad,all,0.8392203312722823,0.06422340986670373,13.067202956275473,0.12824248910658864,0.05586060158214913,2.295759184010828,152,52
firearm_homicide_rate,or,strict,all,0.8330276550520201,0.06459069454919895,12.897022719232414,0.13499449222690568,0.056411058656457125,2.3930501472950723,152,52
firearm_homicide_rate,ra,broad,expanded,0.8180425982588682,0.07197329984976447,11.36591763843582,0.11189443489899666,0.059291564017923314,1.887189800983694,152,52
firearm_homicide_rate,ra,broad,headline,-0.43511924851653766,0.08747499868500754,-4.974212689998169,-0.4163061887103821,0.10897270168827587,-3.820279595354582,152,52
firearm_homicide_rate,ra,broad,minimal,-0.04140305986585577,0.06383488685992804,-0.6485961188700138,0.17798171130540932,0.07133159126433038,2.4951316541624626,152,52
firearm_homicide_rate,ra,strict,expanded,0.8124740916947927,0.07328963756180143,11.085797647855395,0.11934985166712267,0.05999118487355025,1.9894564829597705,152,52
firearm_homicide_rate,ra,strict,headline,-0.7747237299228541,0.11244141890438099,-6.890020932425898,-0.9748393968955412,0.15095140908343352,-6.457968182044132,152,52
firearm_homicide_rate,ra,strict,minimal,-0.0818127731603421,0.06307740105119161,-1.297021941248744,0.20382350195247217,0.0718593230758377,2.83642390754731,152,52
firearm_suicide_rate,or,broad,all,0.5115208253474957,0.0522653511299329,9.7869968208162,-0.2992777468674358,0.06995895164315376,-4.277904969102312,152,52
firearm_suicide_rate,or,strict,all,0.5544458266450198,0.05282223062380395,10.496448561472958,-0.32025933848862775,0.07073144515328832,-4.527821222860153,152,52
firearm_suicide_rate,ra,broad,expanded,0.2019949799828453,0.06266864268088387,3.223222513553191,-0.26237978426129926,0.13087831271550102,-2.0047613605139594,152,52
firearm_suicide_rate,ra,broad,headline,0.39711686083603714,0.058020946678387274,6.844370586320727,-0.1033931658314273,0.11853812014018307,-0.8722355788092019,152,52
firearm_suicide_rate,ra,broad,minimal,0.0024878273227051384,0.03579302689514455,0.06950592164203416,-0.2028187171653768,0.059618538956714366,-3.401940415088534,152,52
firearm_suicide_rate,ra,strict,expanded,0.13460166305273033,0.06559103614003804,2.0521350320698297,-0.37257185379856034,0.1293251949322805,-2.8808914921307704,152,52
firearm_suicide_rate,ra,strict,headline,0.38434457812916456,0.060391216536000415,6.3642463287695,-0.1958895159551971,0.1209933302280848,-1.6190108627138813,152,52
firearm_suicide_rate,ra,strict,minimal,-0.03532766665402359,0.0362398600910471,-0.9748290022441654,-0.24357759350394104,0.05569842715662087,-4.373150301336417,152,52
homicide_rate,or,broad,all,0.5067643837089245,0.05367107993716799,9.442038138643506,0.13255227339005224,0.08348525848928126,1.5877326822563618,152,52
homicide_rate,or,strict,all,0.5074848712760887,0.05455184015887868,9.302800231817516,0.13680150225311946,0.08409274789314902,1.6267931026221654,152,52
homicide_rate,ra,broad,expanded,0.4854382330131228,0.058784749338878464,8.257894070700214,0.21294412806716237,0.09000296750049243,2.365967856182045,152,52
homicide_rate,ra,broad,headline,-0.7184581510294913,0.07360069371365327,-9.761567653488216,-0.3281510474500742,0.10815456999592804,-3.0340932191994185,152,52
homicide_rate,ra,broad,minimal,-0.2890555145419768,0.059529428085568506,-4.855674308284703,0.43196218990167506,0.08705586270110571,4.9618966086724985,152,52
homicide_rate,ra,strict,expanded,0.4862766751900767,0.0595363293006974,8.167730206107626,0.21795094432174056,0.09109342499139922,2.3926089544038867,152,52
homicide_rate,ra,strict,headline,-0.7996212312486224,0.08816279886732893,-9.069825839489578,-0.9446897672757212,0.134960483179289,-6.999750927245444,152,52
homicide_rate,ra,strict,minimal,-0.3301654345763545,0.058465853759408146,-5.647149803627477,0.46660027738834975,0.08679774917677861,5.375718631113783,152,52
motor_vehicle_theft_rate,or,broad,all,20.268804981717857,4.310803173658052,4.701862777120997,19.721530545120377,6.987189175422012,2.8225270634567066,152,52
motor_vehicle_theft_rate,or,strict,all,21.568550596448027,4.370787632497376,4.934705689217897,18.548650574892132,7.030398703029983,2.638349737817569,152,52
motor_vehicle_theft_rate,ra,broad,expanded,-58.38925401107719,10.197706131059583,-5.725724320809617,8.96465888322827,8.842279106980193,1.0138402978199894,152,52
motor_vehicle_theft_rate,ra,broad,headline,-69.90135109902965,6.298164482460088,-11.098686179711507,9.791336321965225,6.6484689445546055,1.4727204719794578,152,52
motor_vehicle_theft_rate,ra,broad,minimal,-28.30030257252519,6.1632312322040335,-4.591796333171929,39.820641103014296,5.436488025812541,7.324699496061647,152,52
motor_vehicle_theft_rate,ra,strict,expanded,25.62243878657087,4.889951291234716,5.2398147262733135,11.08336887947603,8.396942934576497,1.3199290463005895,152,52
motor_vehicle_theft_rate,ra,strict,headline,-60.48117668379657,8.893109266962522,-6.800903358792775,-7.506827990714678,8.181977751855243,-0.9174833051840704,152,52
motor_vehicle_theft_rate,ra,strict,minimal,-33.375638480061276,6.291907951374545,-5.304533813589876,41.63564899983194,5.594689080804114,7.441995149057994,152,52
nonfirearm_suicide_rate,or,broad,all,-0.3406614355943104,0.044318011625273164,-7.6867490914245336,-0.20419310545782243,0.05627875482552231,-3.6282449050422354,152,52
nonfirearm_suicide_rate,or,strict,all,-0.30311428791226186,0.04422881320369806,-6.853321759194703,-0.1930996700841106,0.05648520089498042,-3.418588710397425,152,52
nonfirearm_suicide_rate,ra,broad,expanded,-0.6490227004558116,0.05503709655430303,-11.792458924780767,-0.5017889003545942,0.06925034708103453,-7.246012785573724,152,52
nonfirearm_suicide_rate,ra,broad,headline,-0.4876084320194797,0.061954868757441064,-7.870381162915717,-0.38016690654483554,0.08469615396861017,-4.488597046398728,152,52
nonfirearm_suicide_rate,ra,broad,minimal,-0.3881776601552917,0.036998299491629666,-10.49177031077094,-0.10314079715663985,0.05711869737744338,-1.8057274043747882,152,52
