outcome,spec,control_rule,tier,g_cohort,t_year,event_time,n_treated,n_control,att,se
total_suicide_rate,or,broad,all,2022,2017,-5,3,41,0.5589786015837446,1.0121461332529313
total_suicide_rate,or,broad,all,2022,2018,-4,3,41,-0.2639962969367518,0.713624195073045
total_suicide_rate,or,broad,all,2022,2019,-3,3,41,0.2576768147050922,0.8624738880039265
total_suicide_rate,or,broad,all,2022,2020,-2,3,41,-0.19169330272770624,0.43690287149004925
total_suicide_rate,or,broad,all,2022,2022,0,3,41,-0.06669279360092951,0.46444747663502645
total_suicide_rate,or,broad,all,2022,2023,1,3,41,0.42908784059207483,0.34017160855255596
total_suicide_rate,or,broad,all,2023,1999,-24,1,41,1.8483730933601663,
total_suicide_rate,or,broad,all,2023,2000,-23,1,41,1.6464664912286464,
total_suicide_rate,or,broad,all,2023,2001,-22,1,41,2.3511084538626514,
total_suicide_rate,or,broad,all,2023,2002,-21,1,41,2.0694080899154184,
total_suicide_rate,or,broad,all,2023,2003,-20,1,41,1.1244092953303788,
total_suicide_rate,or,broad,all,2023,2004,-19,1,41,1.011439351222145,
total_suicide_rate,or,broad,all,2023,2005,-18,1,41,1.3174349388738955,
total_suicide_rate,or,broad,all,2023,2006,-17,1,41,0.48959810541841353,
total_suicide_rate,or,broad,all,2023,2007,-16,1,41,1.0347553806331629,
total_suicide_rate,or,broad,all,2023,2008,-15,1,41,1.217539143503224,
total_suicide_rate,or,broad,all,2023,2009,-14,1,41,1.0074785878412902,
total_suicide_rate,or,broad,all,2023,2010,-13,1,41,0.3627580951305842,
total_suicide_rate,or,broad,all,2023,2011,-12,1,41,0.5735439820755306,
total_suicide_rate,or,broad,all,2023,2012,-11,1,41,0.47993648102595543,
total_suicide_rate,or,broad,all,2023,2013,-10,1,41,0.707621158149486,
total_suicide_rate,or,broad,all,2023,2014,-9,1,41,0.8576449323922124,
total_suicide_rate,or,broad,all,2023,2015,-8,1,41,-0.17641988665385666,
total_suicide_rate,or,broad,all,2023,2016,-7,1,41,0.2583580885508361,
total_suicide_rate,or,broad,all,2023,2017,-6,1,41,-0.4013426402225528,
total_suicide_rate,or,broad,all,2023,2018,-5,1,41,-0.02161022268132623,
total_suicide_rate,or,broad,all,2023,2019,-4,1,41,-0.26477331021976946,
total_suicide_rate,or,broad,all,2023,2020,-3,1,41,-0.4724485407896025,
total_suicide_rate,or,broad,all,2023,2021,-2,1,41,-0.6373389694224572,
total_suicide_rate,or,broad,all,2023,2023,0,1,41,0.6521625010585208,
firearm_homicide_rate,or,broad,all,2013,1999,-14,2,41,-0.24647847702439005,0.509547099074274
firearm_homicide_rate,or,broad,all,2013,2000,-13,2,41,-0.8879917194390243,0.42021689772299314
firearm_homicide_rate,or,broad,all,2013,2001,-12,2,41,-0.6816723382439024,0.4155559628497446
firearm_homicide_rate,or,broad,all,2013,2002,-11,2,41,-0.7589525115487804,0.6770592147853909
firearm_homicide_rate,or,broad,all,2013,2003,-10,2,41,-0.8537719728414634,0.6842999258063692
firearm_homicide_rate,or,broad,all,2013,2004,-9,2,41,-0.4556968944756098,0.707893519144822
