outcome,actual_post_effect,n_placebo,placebo_mean,placebo_sd,p_value_two_sided
firearm_suicide_rate,-0.04375113207182579,11,0.0420702439499278,0.651356683511687,1.0
firearm_homicide_rate,-0.3780192601866412,11,0.18074194688433343,1.214864954029004,0.45454545454545453
homicide_rate,-0.47526876403526863,11,0.1567868180570758,1.338905691645846,0.6363636363636364
motor_vehicle_theft_rate,-261.8189588545005,11,-63.446875126,138.3693608930499,0.0
