outcome,year,event_time,y_treated,y_synthetic,effect
firearm_suicide_rate,2011,-12,7.818426951387541,7.495696876548667,0.3227300748388737
firearm_suicide_rate,2012,-11,8.023784360432948,7.544617945247367,0.47916641518558123
firearm_suicide_rate,2013,-10,8.009058521362093,7.668575596745547,0.3404829246165457
firearm_suicide_rate,2014,-9,7.731247364376051,7.882587053124066,-0.15133968874801518
firearm_suicide_rate,2015,-8,8.04093596099939,7.902678113892878,0.13825784710651146
firearm_suicide_rate,2016,-7,8.11160678268108,8.236341812265636,-0.1247350295845564
firearm_suicide_rate,2017,-6,8.210861401803244,8.475749938715934,-0.26488853691268943
firearm_suicide_rate,2018,-5,8.77492596596371,8.661143586252825,0.11378237971088545
firearm_suicide_rate,2019,-4,8.418019086461483,8.318811289071924,0.09920779738955865
firearm_suicide_rate,2020,-3,7.960130513011546,8.386664878959108,-0.4265343659475622
firearm_suicide_rate,2021,-2,8.831094282970339,8.87319353408547,-0.0420992511151308
firearm_suicide_rate,2022,-1,8.883204273661319,9.067998366000893,-0.18479409233957433
firearm_suicide_rate,2023,0,9.163990816275389,9.207741948347214,-0.04375113207182579
firearm_homicide_rate,2011,-12,4.287016657,4.110350499574082,0.17666615742591762
firearm_homicide_rate,2012,-11,4.462259431,4.427058480255489,0.03520095074451035
firearm_homicide_rate,2013,-10,4.173302525,4.049442376727547,0.12386014827245351
firearm_homicide_rate,2014,-9,4.111937805,3.7014171079004616,0.41052069709953853
firearm_homicide_rate,2015,-8,4.341118801,4.121367980317348,0.21975082068265195
firearm_homicide_rate,2016,-7,4.812627948,4.57118137687319,0.24144657112681056
firearm_homicide_rate,2017,-6,4.512876232,4.300909227861759,0.21196700413824132
firearm_homicide_rate,2018,-5,4.586999823,4.54261890949722,0.044380913502780395
firearm_homicide_rate,2019,-4,4.7165118,4.065626153628357,0.650885646371643
firearm_homicide_rate,2020,-3,5.645711063,5.673881180677064,-0.0281701176770639
firearm_homicide_rate,2021,-2,5.26751,6.350771476831734,-1.0832614768317343
firearm_homicide_rate,2022,-1,5.22804,5.7503903814677315,-0.5223503814677315
firearm_homicide_rate,2023,0,4.6453,5.023319260186641,-0.3780192601866412
homicide_rate,2011,-12,5.156621369101839,4.6524476327644315,0.5041737363374077
homicide_rate,2012,-11,5.222364826539592,5.17380054352821,0.04856428301138216
homicide_rate,2013,-10,4.959104985630075,4.999942603717386,-0.0408376180873109
homicide_rate,2014,-9,4.933292788565853,4.409052549253078,0.5242402393127756
homicide_rate,2015,-8,5.142032216091409,4.90819282048261,0.23383939560879874
homicide_rate,2016,-7,5.378429129804538,5.101144919743854,0.27728421006068427
homicide_rate,2017,-6,5.038897235671464,5.0753657306183815,-0.036468494946917396
homicide_rate,2018,-5,5.21080531795868,4.633608317478159,0.5771970004805214
homicide_rate,2019,-4,5.220533577615841,4.57126976640681,0.649263811209031
homicide_rate,2020,-3,5.935588648430575,6.062511190433485,-0.12692254200290964
homicide_rate,2021,-2,4.292638070733605,6.390500789402841,-2.0978627186692362
homicide_rate,2022,-1,5.372036450908151,5.864356403328796,-0.49231995242064475
homicide_rate,2023,0,4.824301978077323,5.299570742112592,-0.47526876403526863
motor_vehicle_theft_rate,2011,-12,207.6326171394146,224.60600904773443,-16.973391908319826
motor_vehicle_theft_rate,2012,-11,193.2119712336204,228.22256806647897,-35.01059683285857
motor_vehicle_theft_rate,2013,-10,178.1145207338802,222.25902575847334,-44.144505024593144
motor_vehicle_theft_rate,2014,-9,181.8486072917584,230.6890800906231,-48.84047279886468
motor_vehicle_theft_rate,2015,-8,200.84550618491144,252.17819286217716,-51.33268667726571
motor_vehicle_theft_rate,2016,-7,208.8195684195489,285.22435785238486,-76.40478943283597
motor_vehicle_theft_rate,2017,-6,204.58304150316076,282.86782466817226,-78.2847831650115
motor_vehicle_theft_rate,2018,-5,193.76946785344995,261.90952744682426,-68.1400595933743
motor_vehicle_theft_rate,2019,-4,181.88580934276368,249.4792074363854,-67.59339809362172
motor_vehicle_theft_rate,2020,-3,176.0937311349508,264.19378656380667,-88.10005542885588
motor_vehicle_theft_rate,2021,-2,99.02845735002944,338.30396180750915,-239.2755044574797
motor_vehicle_theft_rate,2022,-1,131.1720933899991,362.1834704611885,-231.0113770711894
motor_vehicle_theft_rate,2023,0,136.48627008022925,398.30522893472977,-261.8189588545005
